"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1990,1,1,59572.4083855967,0.158384238748673,9435.33055257769
1991,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
1992,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
1993,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
1994,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
1995,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
1996,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
1997,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
1998,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
1999,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
2000,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
2001,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
2002,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
2003,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
2004,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
2005,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
2006,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
2007,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
2008,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
2009,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
2010,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
2011,1,1,5.22253284752323e-07,0.404686039561061,2.11348613454173e-07
2012,1,1,136411.458632724,0.1229039678729,16765.5095292918
