"region","gear","common_name","Omega1","Epsilon1","Omega2","Epsilon2","obs_model","status","max_grad","rrmse","aic"
"chukchi","beam","poachers",0,0,0,0,"PosLink","confirm_gradient",1.51213571115646e-10,1.712,830.344043179606
"chukchi","beam","poachers",1,0,0,0,"PosLink","confirm_gradient",2.6203916299577e-08,1.712,834.344043179605
"chukchi","beam","poachers",0,1,0,0,"PosLink","confirm_gradient",8.62470095341905e-10,0.152,820.322214000562
"chukchi","beam","poachers",1,1,0,0,"PosLink","confirm_gradient",2.07877910440857e-08,0.152,822.322214012251
"chukchi","beam","poachers",0,0,1,0,"PosLink","confirm_gradient",0.28851728026706,1.476,823.9210047576
"chukchi","beam","poachers",1,0,1,0,"PosLink","confirm_gradient",0.288503122582237,1.476,827.921004503985
"chukchi","beam","poachers",0,1,1,0,"PosLink","confirm_gradient",1.15468566729657e-07,0.152,824.322214019458
"chukchi","beam","poachers",1,1,1,0,"PosLink","confirm_gradient",6.15618667154649e-12,1.311,825.816714564927
"chukchi","beam","poachers",0,0,0,1,"PosLink","confirm_gradient",1.42221678878229e-09,1.158,813.400781873453
"chukchi","beam","poachers",1,0,0,1,"PosLink","confirm_gradient",1.27185000309282e-08,1.185,815.662241994109
"chukchi","beam","poachers",0,1,0,1,"PosLink","confirm_gradient",2.20609641665703e-12,0.977,815.176977056289
"chukchi","beam","poachers",1,1,0,1,"PosLink","confirm_gradient",1.43791114431968e-09,1.028,817.078834228471
"chukchi","beam","poachers",0,0,1,1,"PosLink","confirm_gradient",5.05921300408829e-08,1.158,815.400781872058
"chukchi","beam","poachers",1,0,1,1,"PosLink",NA,NA,NA,NA
"chukchi","beam","poachers",0,1,1,1,"PosLink",NA,NA,NA,NA
"chukchi","beam","poachers",1,1,1,1,"PosLink","confirm_gradient",2.69596300839225e-09,1.028,819.078834227417
"chukchi","beam","poachers",0,0,0,0,"Log_Delta","confirm_gradient",3.14887941207587e-11,1.723,811.904943212191
"chukchi","beam","poachers",1,0,0,0,"Log_Delta","confirm_gradient",2.12349470370743e-10,1.735,808.458019512972
"chukchi","beam","poachers",0,1,0,0,"Log_Delta","confirm_gradient",1.00344843545486e-09,1.683,811.965953177108
"chukchi","beam","poachers",1,1,0,0,"Log_Delta","confirm_gradient",8.47448352603308e-08,1.735,810.458019446323
"chukchi","beam","poachers",0,0,1,0,"Log_Delta","confirm_gradient",8.2456832885507e-11,1.694,815.003609560198
"chukchi","beam","poachers",1,0,1,0,"Log_Delta","confirm_gradient",1.51641075914252e-08,1.688,811.556685860983
"chukchi","beam","poachers",0,1,1,0,"Log_Delta","confirm_gradient",4.25957935590304e-10,1.635,815.06461952513
"chukchi","beam","poachers",1,1,1,0,"Log_Delta","confirm_gradient",5.21608297298703e-11,1.688,813.556685860992
"chukchi","beam","poachers",0,0,0,1,"Log_Delta","confirm_gradient",2.21193399862628e-10,1.593,809.948893945149
"chukchi","beam","poachers",1,0,0,1,"Log_Delta","confirm_gradient",5.03776277478958e-09,1.587,806.501970245909
"chukchi","beam","poachers",0,1,0,1,"Log_Delta","confirm_gradient",2.51553525627501e-09,1.523,810.009903910398
"chukchi","beam","poachers",1,1,0,1,"Log_Delta","confirm_gradient",8.669794425204e-09,1.587,808.501970245804
"chukchi","beam","poachers",0,0,1,1,"Log_Delta","confirm_gradient",9.76047487584794e-11,1.593,811.948893945084
"chukchi","beam","poachers",1,0,1,1,"Log_Delta","confirm_gradient",7.23317611678112e-11,1.587,808.501970245915
"chukchi","beam","poachers",0,1,1,1,"Log_Delta","confirm_gradient",1.50298760919105e-09,1.523,812.009903910132
"chukchi","beam","poachers",1,1,1,1,"Log_Delta","confirm_gradient",3.63515106904799e-10,1.587,810.501970245881
"chukchi","beam","poachers",0,0,0,0,"Gamma_Delta","confirm_gradient",1.16632299109756e-11,1.712,830.344043179607
"chukchi","beam","poachers",1,0,0,0,"Gamma_Delta","confirm_gradient",1.40323086483818e-10,1.724,826.897119480402
"chukchi","beam","poachers",0,1,0,0,"Gamma_Delta","confirm_gradient",7.85305154238358e-11,1.666,830.405053144511
"chukchi","beam","poachers",1,1,0,0,"Gamma_Delta","confirm_gradient",8.48890968901468e-10,1.724,828.897119480525
"chukchi","beam","poachers",0,0,1,0,"Gamma_Delta","confirm_gradient",0.288452200189056,1.476,823.921003564999
"chukchi","beam","poachers",1,0,1,0,"Gamma_Delta","confirm_gradient",0.288459886570301,1.487,820.474080007552
"chukchi","beam","poachers",0,1,1,0,"Gamma_Delta","confirm_gradient",0.288502971287211,1.388,823.982014463574
"chukchi","beam","poachers",1,1,1,0,"Gamma_Delta","confirm_gradient",0.288501456086545,1.487,822.474080775947
"chukchi","beam","poachers",0,0,0,1,"Gamma_Delta","confirm_gradient",1.27938220018109e-08,1.158,813.400781871824
"chukchi","beam","poachers",1,0,0,1,"Gamma_Delta","confirm_gradient",4.96021002049929e-10,1.203,809.95385817288
"chukchi","beam","poachers",0,1,0,1,"Gamma_Delta","confirm_gradient",3.47144535339794e-12,1.054,813.461791836763
"chukchi","beam","poachers",1,1,0,1,"Gamma_Delta",NA,NA,NA,NA
"chukchi","beam","poachers",0,0,1,1,"Gamma_Delta","confirm_gradient",1.5340737125058e-08,1.158,815.400781890189
"chukchi","beam","poachers",1,0,1,1,"Gamma_Delta","confirm_gradient",1.76593584200191e-08,1.203,811.95385817259
"chukchi","beam","poachers",0,1,1,1,"Gamma_Delta","confirm_gradient",3.14726023020739e-12,1.054,815.461791836712
"chukchi","beam","poachers",1,1,1,1,"Gamma_Delta","confirm_gradient",1.67223441760456e-08,1.203,813.953858191322
