"station_id","year","area_swept_km2","lat","lon","bot_temp","bot_depth","cpue_kg_km2"
42,2017,0.0004956,70.50098,-161.0039933,9.7339,24,0
51,2017,0.0006741,71.00940667,-159.280355,6.5114,48,0
60,2017,0.0007203,70.99301833,-157.8040567,9.071,24,0
80,2017,0.0004851,71.49132333,-157.5398667,1.4312,89,0
93,2019,0.0002541,71.8785266666667,-153.59436,0.6924,300,0
98,2019,0.0004977,71.7217633333333,-153.764896666667,7.6178,57,48.2218203737191
111,2017,0.0001281,71.33548333,-154.415325,5.6063,24,273.224043715847
117,2019,0.0005229,72.5092766666667,-166.77785,0.6504,51,0
123,2019,0.000504,72.498685,-165.177461666667,0.5492,50,77.3809523809524
130,2019,0.0006111,72.51072,-163.487681666667,0.4601,48,0
136,2019,0.0004557,72.50659,-161.922415,0.1124,44,0
141,2019,0.0005313,72.50346,-160.193388333333,-0.6473,48,0
143,2017,0.0005397,70.99519833,-160.5456517,3.9655,44,0
151,2019,0.0005586,72.7640666666667,-159.596071666667,-0.8709,98,0
156,2019,0.0009702,72.9041133333333,-159.321043333333,0.0549,220,25.7678829107401
168,2019,0.0006762,72.3714133333333,-157.159533333333,0.078,238,0
177,2019,0.0008106,71.00198,-157.79667,7.5423,24,0
182,2019,0.0005922,71.0021616666667,-159.285906666667,0.3126,53,0
189,2019,0.0010353,70.9978866666667,-160.77992,-0.1688,46,0
195,2019,0.0005628,71.0013266666667,-162.379785,1.5744,45,0
202,2019,0.0007266,71.0040983333333,-163.906045,1.7102,43,22.0203688411781
209,2019,0.0006069,71.0014783333333,-165.391881666667,4.7175,41,3.29543582138738
215,2019,0.0004977,71.00235,-167.008858333333,5.3276,45,0
221,2019,0.0007035,71.00523,-168.495913333333,1.3541,47,112.29566453447
227,2019,0.0006111,71.7536283333333,-168.48793,1.9914,49,1.63639338897071
233,2019,0.0005124,71.750335,-166.8949,4.4328,47,140.515222482436
239,2019,0.0005943,71.754825,-165.321316666667,1.8001,41,0
245,2019,0.0005817,71.7483566666667,-163.692591666667,0.1737,41,5.15729757607014
251,2019,0.0005628,71.7517066666667,-161.985188333333,-0.0868,43,0
257,2019,0.0004242,71.7503833333333,-160.399761666667,-0.3247,49,0
263,2019,0.0007035,71.7518583333333,-158.802716666667,-0.9977,55,56.8585643212509
268,2019,0.0006552,71.7500816666667,-157.19918,-1.4101,65,148.046398046398
274,2019,0.0005964,70.251235,-164.09677,7.8022,37,0
275,2017,0.0007476,72.507685,-165.1531183,1.8914,49,60.1926163723916
280,2019,0.0005733,70.246995,-165.49153,5.9596,44,6.97714983429269
283,2017,0.0007056,72.49949167,-163.4946017,1.3306,46,12.7551020408163
286,2019,0.0004095,70.244915,-167.00263,4.3923,46,2.44200244200244
293,2017,0.0005649,72.49935833,-161.8946833,2.3421,42,0
298,2019,0.0004914,69.5043333333333,-168.4855,4.907,51,8.14000814000814
301,2017,0.0006468,72.47100833,-160.2183,1.1045,45,0
304,2019,0.0004956,69.504845,-167.091631666667,6.7768,46,12.1065375302663
308,2019,0.0005796,69.5011516666667,-165.71472,8.84779999999999,35,1.72532781228433
317,2019,0.0005355,69.4960966666667,-164.19064,9.7795,23,0
321,2019,0.0005418,68.75709,-167.089675,7.9438,41,251.199704688077
325,2017,0.0006363,72.23705667,-157.4293767,-0.6888,85,0
329,2017,0.0007329,71.987495,-157.1929633,-0.3291,88,0
331,2019,0.000546,68.7545633333333,-168.509053333333,2.6081,52,1040.29304029304
335,2019,0.0004935,67.998245,-168.52317,3.6361,59,1637.28470111449
340,2017,0.0006111,71.99114667,-158.7975583,-0.3657,52,26.1822942235313
344,2019,0.0005754,68.0018166666667,-167.228636666667,5.6149,57,0
345,2017,0.0005586,71.98983333,-160.3934717,0.7707,38,0
350,2019,0.0006195,68.00536,-165.75895,10.1814,24,0
353,2017,0.0001365,71.98287833,-162.0114133,2.8695,29,0
359,2019,0.0004788,67.62384,-164.997426666667,8.56439999999999,36,0
363,2017,0.0006993,71.99377,-163.66859,1.551,39,165.880165880166
371,2019,0.0004662,67.2472583333333,-167.200496666667,7.29,42,652.080652080652
373,2017,0.0004599,71.99732667,-165.306745,3.4938,41,0
375,2019,0.0004221,67.2490366666667,-165.88962,9.5486,34,47.3821369343757
381,2017,0.0008358,72.00623,-166.938885,2.7332,46,62.2158411103135
389,2019,0.0006384,66.8762,-165.014566666667,10.2675,26,0
390,2017,0.0005334,72.0131,-168.5423133,3.165,49,18.7476565429321
394,2019,0.000462,66.4966533333333,-166.01549,9.862,18,0
399,2017,0.0008274,71.501835,-168.51984,1.1518,48,78.5593425187334
402,2019,0.0005019,66.5011833333333,-167.255675,10.6602999999999,29,0
407,2019,0.0005775,66.4973583333333,-168.514105,4.6179,52,1.73160173160173
408,2017,0.0007707,71.504375,-166.9522333,3.8879,46,49.3058258725834
418,2017,0.0009345,71.49471167,-165.39433,3.1895,41,36.3830925628678
426,2017,0.0009345,71.49369333,-163.8389333,0.6105,43,4.28036383092563
437,2017,0.0007938,71.49174833,-162.185215,0.4263,44,0
446,2017,0.0007266,71.49089667,-160.6226617,0.5863,46,1.37627305257363
454,2017,0.0007056,71.47820667,-159.152935,-0.5622,51,0
463,2017,0.0001491,70.98966333,-162.4223117,0.8805,44,0
473,2017,0.0004662,70.98907833,-163.9315483,0.3143,42,6.43500643500643
481,2017,0.0005607,70.961915,-165.425995,3.6745,41,0
487,2017,0.0010794,70.99711,-167.0077817,4.2138,45,23.1610153789142
494,2017,0.0007182,70.99500667,-168.5041,3.8005,46,172.653856864383
501,2017,0.0004011,70.49393167,-168.4963733,3.8587,39,0
508,2017,0.0007539,70.49878667,-166.9882183,4.5056,50,0
