"station_id","year","area_swept_km2","lat","lon","bot_temp","bot_depth","cpue_kg_km2"
42,2017,0.0004956,70.50098,-161.0039933,9.7339,24,3143.8290960452
51,2017,0.0006741,71.00940667,-159.280355,6.5114,48,748.108589230084
60,2017,0.0007203,70.99301833,-157.8040567,9.071,24,1.3883104262113
80,2017,0.0004851,71.49132333,-157.5398667,1.4312,89,4315.19274376417
93,2019,0.0002541,71.8785266666667,-153.59436,0.6924,300,11476.5840220386
98,2019,0.0004977,71.7217633333333,-153.764896666667,7.6178,57,34.1571227647177
111,2017,0.0001281,71.33548333,-154.415325,5.6063,24,24647.775175644
117,2019,0.0005229,72.5092766666667,-166.77785,0.6504,51,80.2880091795754
123,2019,0.000504,72.498685,-165.177461666667,0.5492,50,233.67619047619
130,2019,0.0006111,72.51072,-163.487681666667,0.4601,48,186.578955981018
136,2019,0.0004557,72.50659,-161.922415,0.1124,44,2470.17752907615
141,2019,0.0005313,72.50346,-160.193388333333,-0.6473,48,1114.93205345379
143,2017,0.0005397,70.99519833,-160.5456517,3.9655,44,0
151,2019,0.0005586,72.7640666666667,-159.596071666667,-0.8709,98,0
156,2019,0.0009702,72.9041133333333,-159.321043333333,0.0549,220,66.9964955679241
168,2019,0.0006762,72.3714133333333,-157.159533333333,0.078,238,8.87311446317657
177,2019,0.0008106,71.00198,-157.79667,7.5423,24,0
182,2019,0.0005922,71.0021616666667,-159.285906666667,0.3126,53,0
189,2019,0.0010353,70.9978866666667,-160.77992,-0.1688,46,0
195,2019,0.0005628,71.0013266666667,-162.379785,1.5744,45,0
202,2019,0.0007266,71.0040983333333,-163.906045,1.7102,43,191.301954307735
209,2019,0.0006069,71.0014783333333,-165.391881666667,4.7175,41,0
215,2019,0.0004977,71.00235,-167.008858333333,5.3276,45,132.610006027728
221,2019,0.0007035,71.00523,-168.495913333333,1.3541,47,2377.54086709311
227,2019,0.0006111,71.7536283333333,-168.48793,1.9914,49,5917.53395516282
233,2019,0.0005124,71.750335,-166.8949,4.4328,47,39.2271662763466
239,2019,0.0005943,71.754825,-165.321316666667,1.8001,41,1618.20629311795
245,2019,0.0005817,71.7483566666667,-163.692591666667,0.1737,41,0
251,2019,0.0005628,71.7517066666667,-161.985188333333,-0.0868,43,12548.671108742
257,2019,0.0004242,71.7503833333333,-160.399761666667,-0.3247,49,208.628005657709
263,2019,0.0007035,71.7518583333333,-158.802716666667,-0.9977,55,2543.99431414357
268,2019,0.0006552,71.7500816666667,-157.19918,-1.4101,65,61.2026862026862
274,2019,0.0005964,70.251235,-164.09677,7.8022,37,0
275,2017,0.0007476,72.507685,-165.1531183,1.8914,49,1331.25789192081
280,2019,0.0005733,70.246995,-165.49153,5.9596,44,31.3971742543171
283,2017,0.0007056,72.49949167,-163.4946017,1.3306,46,9299.07327097506
286,2019,0.0004095,70.244915,-167.00263,4.3923,46,0
293,2017,0.0005649,72.49935833,-161.8946833,2.3421,42,714.108691803859
298,2019,0.0004914,69.5043333333333,-168.4855,4.907,51,0
301,2017,0.0006468,72.47100833,-160.2183,1.1045,45,420.249845392702
304,2019,0.0004956,69.504845,-167.091631666667,6.7768,46,35.1089588377724
308,2019,0.0005796,69.5011516666667,-165.71472,8.84779999999999,35,0
317,2019,0.0005355,69.4960966666667,-164.19064,9.7795,23,0
321,2019,0.0005418,68.75709,-167.089675,7.9438,41,183.462532299742
325,2017,0.0006363,72.23705667,-157.4293767,-0.6888,85,122.368222536539
329,2017,0.0007329,71.987495,-157.1929633,-0.3291,88,50.5550552599263
331,2019,0.000546,68.7545633333333,-168.509053333333,2.6081,52,60.4395604395604
335,2019,0.0004935,67.998245,-168.52317,3.6361,59,0
340,2017,0.0006111,71.99114667,-158.7975583,-0.3657,52,12709.0453280969
344,2019,0.0005754,68.0018166666667,-167.228636666667,5.6149,57,0
345,2017,0.0005586,71.98983333,-160.3934717,0.7707,38,48.7416756176155
350,2019,0.0006195,68.00536,-165.75895,10.1814,24,17.7562550443906
353,2017,0.0001365,71.98287833,-162.0114133,2.8695,29,59.0571428571429
359,2019,0.0004788,67.62384,-164.997426666667,8.56439999999999,36,0
363,2017,0.0006993,71.99377,-163.66859,1.551,39,1544.71214071214
371,2019,0.0004662,67.2472583333333,-167.200496666667,7.29,42,0
373,2017,0.0004599,71.99732667,-165.306745,3.4938,41,15.3085453359426
375,2019,0.0004221,67.2490366666667,-165.88962,9.5486,34,0
381,2017,0.0008358,72.00623,-166.938885,2.7332,46,408.111988513998
389,2019,0.0006384,66.8762,-165.014566666667,10.2675,26,98.5275689223057
390,2017,0.0005334,72.0131,-168.5423133,3.165,49,477.055868016498
394,2019,0.000462,66.4966533333333,-166.01549,9.862,18,268.398268398268
399,2017,0.0008274,71.501835,-168.51984,1.1518,48,18886.9124969785
402,2019,0.0005019,66.5011833333333,-167.255675,10.6602999999999,29,18.7288304443116
407,2019,0.0005775,66.4973583333333,-168.514105,4.6179,52,238.787878787879
408,2017,0.0007707,71.504375,-166.9522333,3.8879,46,702.761126248865
418,2017,0.0009345,71.49471167,-165.39433,3.1895,41,143.153344034243
426,2017,0.0009345,71.49369333,-163.8389333,0.6105,43,532.898341359015
437,2017,0.0007938,71.49174833,-162.185215,0.4263,44,19554.2232300328
446,2017,0.0007266,71.49089667,-160.6226617,0.5863,46,6739.32617671346
454,2017,0.0007056,71.47820667,-159.152935,-0.5622,51,87.0181405895692
463,2017,0.0001491,70.98966333,-162.4223117,0.8805,44,29.7612340710932
473,2017,0.0004662,70.98907833,-163.9315483,0.3143,42,223.684684684685
481,2017,0.0005607,70.961915,-165.425995,3.6745,41,58.8550026752274
487,2017,0.0010794,70.99711,-167.0077817,4.2138,45,941.784324624791
494,2017,0.0007182,70.99500667,-168.5041,3.8005,46,20.8855472013367
501,2017,0.0004011,70.49393167,-168.4963733,3.8587,39,0
508,2017,0.0007539,70.49878667,-166.9882183,4.5056,50,630.417562010877
516,2017,0.0006153,70.49395333,-165.5147717,4.0192,43,2049.13375589143
526,2017,0.000299229,70.505883,-164.0196,1.8769,43,3.3419220730611
533,2017,0.0007686,70.49506,-162.5068633,2.5814,32,19.776216497528
542,2017,0.0004305,69.99787833,-164.09717,4.6928,31,1066.1637630662
551,2017,0.0006573,70.00046667,-165.6060117,5.3074,41,0
560,2017,0.0004473,70.01164333,-166.9497783,5.6669,46,0
567,2017,0.0002331,70.00922333,-168.475405,3.1272,42,441.870441870442
613,2017,0.0005187,69.50315667,-164.1901067,5.3537,23,1.92789666473877
629,2017,0.0006447,69.50053167,-165.601615,6.6672,34,0
634,2017,0.0006363,69.49687667,-167.0826783,5.3268,47,559.759861700456
645,2017,0.000504,69.50478167,-168.46382,4.4915,51,595.819841269841
655,2017,0.0006762,68.98113333,-168.4976583,4.354,52,2115.20408163265
660,2017,0.0009303,68.99154,-167.0992083,4.6455,47,403.614962915189
676,2017,0.0003255,68.9899,-165.7033967,5.9399,20,0
685,2017,0.0005796,68.49899833,-167.08399,5.5888,32,122.874396135266
697,2017,0.0007371,68.46989,-168.55205,4.5742,52,325.25288291955
702,2017,0.0005691,67.98867333,-165.7856533,5.0869,28,0
716,2017,0.0006321,67.96724167,-167.1665783,2.6343,55,428.196804303117
720,2017,0.0005586,67.98814167,-168.4637917,4.2525,58,58.8972431077694
723,2017,0.000588,67.48962,-167.1720767,3.2534,46,613.830612244898
732,2017,0.0003591,67.48242333,-165.875205,4.1487,39,771.065441381231
742,2017,0.0007203,67.48884833,-164.5726333,3.2923,29,81.7714841038456
746,2017,0.000693,66.98714833,-164.6890683,4.4152,27,27.5613275613276
755,2017,0.0005649,67.00356167,-165.891665,4.1742,23,0
765,2017,0.0004977,67.00322167,-167.1456767,2.5936,39,67.1087000200924
