"station_id","year","lat","lon","bot_temp","bot_depth","cpue_kg_km2"
42,2017,70.50098,-161.0039933,9.7339,24,1232.84907183212
51,2017,71.00940667,-159.280355,6.5114,48,7555.55555555556
60,2017,70.99301833,-157.8040567,9.071,24,2237.95640705262
80,2017,71.49132333,-157.5398667,1.4312,89,11315.6050298907
93,2019,71.8785266666667,-153.59436,0.6924,300,0
98,2019,71.7217633333333,-153.764896666667,7.6178,57,0
111,2017,71.33548333,-154.415325,5.6063,24,10058.5480093677
117,2019,72.5092766666667,-166.77785,0.6504,51,34.4234079173838
123,2019,72.498685,-165.177461666667,0.5492,50,23.8095238095238
130,2019,72.51072,-163.487681666667,0.4601,48,0
136,2019,72.50659,-161.922415,0.1124,44,0
141,2019,72.50346,-160.193388333333,-0.6473,48,73.4048560135517
143,2017,70.99519833,-160.5456517,3.9655,44,0
151,2019,72.7640666666667,-159.596071666667,-0.8709,98,71.6075904045829
156,2019,72.9041133333333,-159.321043333333,0.0549,220,58.7507730364873
168,2019,72.3714133333333,-157.159533333333,0.078,238,1825.34753031647
177,2019,71.00198,-157.79667,7.5423,24,189.489267209474
182,2019,71.0021616666667,-159.285906666667,0.3126,53,0
189,2019,70.9978866666667,-160.77992,-0.1688,46,390.225055539457
195,2019,71.0013266666667,-162.379785,1.5744,45,88.8415067519545
202,2019,71.0040983333333,-163.906045,1.7102,43,0
209,2019,71.0014783333333,-165.391881666667,4.7175,41,77.4427418026034
215,2019,71.00235,-167.008858333333,5.3276,45,0
221,2019,71.00523,-168.495913333333,1.3541,47,646.766169154229
227,2019,71.7536283333333,-168.48793,1.9914,49,2868.59761086565
233,2019,71.750335,-166.8949,4.4328,47,589.383294301327
239,2019,71.754825,-165.321316666667,1.8001,41,558.640417297661
245,2019,71.7483566666667,-163.692591666667,0.1737,41,197.696407082689
251,2019,71.7517066666667,-161.985188333333,-0.0868,43,254.08670931059
257,2019,71.7503833333333,-160.399761666667,-0.3247,49,879.302215935879
263,2019,71.7518583333333,-158.802716666667,-0.9977,55,1159.77256574271
268,2019,71.7500816666667,-157.19918,-1.4101,65,5388.58363858364
274,2019,70.251235,-164.09677,7.8022,37,1656.60630449363
275,2017,72.507685,-165.1531183,1.8914,49,0
280,2019,70.246995,-165.49153,5.9596,44,1873.36473050759
283,2017,72.49949167,-163.4946017,1.3306,46,0
286,2019,70.244915,-167.00263,4.3923,46,0
293,2017,72.49935833,-161.8946833,2.3421,42,5.31067445565587
298,2019,69.5043333333333,-168.4855,4.907,51,0
301,2017,72.47100833,-160.2183,1.1045,45,52.5664811379097
304,2019,69.504845,-167.091631666667,6.7768,46,2177.76432606941
308,2019,69.5011516666667,-165.71472,8.84779999999999,35,0
317,2019,69.4960966666667,-164.19064,9.7795,23,6570.68160597572
321,2019,68.75709,-167.089675,7.9438,41,642.303433001107
325,2017,72.23705667,-157.4293767,-0.6888,85,7496.9354078265
329,2017,71.987495,-157.1929633,-0.3291,88,15640.6058125256
331,2019,68.7545633333333,-168.509053333333,2.6081,52,3375.27472527472
335,2019,67.998245,-168.52317,3.6361,59,3525.63323201621
340,2017,71.99114667,-158.7975583,-0.3657,52,61.3647520864016
344,2019,68.0018166666667,-167.228636666667,5.6149,57,440.389294403893
345,2017,71.98983333,-160.3934717,0.7707,38,0
350,2019,68.00536,-165.75895,10.1814,24,6.45682001614205
353,2017,71.98287833,-162.0114133,2.8695,29,0
359,2019,67.62384,-164.997426666667,8.56439999999999,36,54.3024227234753
363,2017,71.99377,-163.66859,1.551,39,713.570713570713
371,2019,67.2472583333333,-167.200496666667,7.29,42,306.091806091806
373,2017,71.99732667,-165.306745,3.4938,41,656.664492280931
375,2019,67.2490366666667,-165.88962,9.5486,34,414.593698175788
381,2017,72.00623,-166.938885,2.7332,46,5312.99353912419
389,2019,66.8762,-165.014566666667,10.2675,26,324.248120300752
390,2017,72.0131,-168.5423133,3.165,49,965.504311961005
394,2019,66.4966533333333,-166.01549,9.862,18,2075.75757575758
399,2017,71.501835,-168.51984,1.1518,48,6484.89243413101
402,2019,66.5011833333333,-167.255675,10.6602999999999,29,0
407,2019,66.4973583333333,-168.514105,4.6179,52,4690.38961038961
408,2017,71.504375,-166.9522333,3.8879,46,281.043207473725
418,2017,71.49471167,-165.39433,3.1895,41,1270.73301230605
426,2017,71.49369333,-163.8389333,0.6105,43,532.905296950241
437,2017,71.49174833,-162.185215,0.4263,44,460.443436633913
446,2017,71.49089667,-160.6226617,0.5863,46,0
454,2017,71.47820667,-159.152935,-0.5622,51,13.4637188208617
463,2017,70.98966333,-162.4223117,0.8805,44,0
473,2017,70.98907833,-163.9315483,0.3143,42,149.077649077649
481,2017,70.961915,-165.425995,3.6745,41,82.0403067594079
487,2017,70.99711,-167.0077817,4.2138,45,0
494,2017,70.99500667,-168.5041,3.8005,46,228.348649401281
501,2017,70.49393167,-168.4963733,3.8587,39,102.218898030416
508,2017,70.49878667,-166.9882183,4.5056,50,815.758058097891
516,2017,70.49395333,-165.5147717,4.0192,43,526.572403705509
526,2017,70.505883,-164.0196,1.8769,43,240.618389260399
533,2017,70.49506,-162.5068633,2.5814,32,0
542,2017,69.99787833,-164.09717,4.6928,31,919.8606271777
551,2017,70.00046667,-165.6060117,5.3074,41,42.5985090521832
560,2017,70.01164333,-166.9497783,5.6669,46,0
567,2017,70.00922333,-168.475405,3.1272,42,0
613,2017,69.50315667,-164.1901067,5.3537,23,3.85579332947754
629,2017,69.50053167,-165.601615,6.6672,34,0
634,2017,69.49687667,-167.0826783,5.3268,47,989.78469275499
645,2017,69.50478167,-168.46382,4.4915,51,0
655,2017,68.98113333,-168.4976583,4.354,52,0
660,2017,68.99154,-167.0992083,4.6455,47,0
676,2017,68.9899,-165.7033967,5.9399,20,82.9493087557603
685,2017,68.49899833,-167.08399,5.5888,32,0
697,2017,68.46989,-168.55205,4.5742,52,214.353547686881
702,2017,67.98867333,-165.7856533,5.0869,28,79.2479353364962
716,2017,67.96724167,-167.1665783,2.6343,55,570.953962980541
720,2017,67.98814167,-168.4637917,4.2525,58,0
723,2017,67.48962,-167.1720767,3.2534,46,1062.92517006803
732,2017,67.48242333,-165.875205,4.1487,39,1539.96101364522
742,2017,67.48884833,-164.5726333,3.2923,29,0
746,2017,66.98714833,-164.6890683,4.4152,27,0
755,2017,67.00356167,-165.891665,4.1742,23,1777.65976278987
765,2017,67.00322167,-167.1456767,2.5936,39,0
