"station_id","year","area_swept_km2","lat","lon","bot_temp","bot_depth","cpue_kg_km2"
42,2017,0.0004956,70.50098,-161.0039933,9.7339,24,0
51,2017,0.0006741,71.00940667,-159.280355,6.5114,48,8.90075656430797
60,2017,0.0007203,70.99301833,-157.8040567,9.071,24,31.9311398028599
80,2017,0.0004851,71.49132333,-157.5398667,1.4312,89,41.2286126571841
93,2019,0.0002541,71.8785266666667,-153.59436,0.6924,300,0
98,2019,0.0004977,71.7217633333333,-153.764896666667,7.6178,57,2.00924251557163
111,2017,0.0001281,71.33548333,-154.415325,5.6063,24,7.8064012490242
117,2019,0.0005229,72.5092766666667,-166.77785,0.6504,51,1.91241155096577
123,2019,0.000504,72.498685,-165.177461666667,0.5492,50,0
130,2019,0.0006111,72.51072,-163.487681666667,0.4601,48,0
136,2019,0.0004557,72.50659,-161.922415,0.1124,44,0
141,2019,0.0005313,72.50346,-160.193388333333,-0.6473,48,0
143,2017,0.0005397,70.99519833,-160.5456517,3.9655,44,29.2755234389476
151,2019,0.0005586,72.7640666666667,-159.596071666667,-0.8709,98,0
156,2019,0.0009702,72.9041133333333,-159.321043333333,0.0549,220,0
168,2019,0.0006762,72.3714133333333,-157.159533333333,0.078,238,0
177,2019,0.0008106,71.00198,-157.79667,7.5423,24,0
182,2019,0.0005922,71.0021616666667,-159.285906666667,0.3126,53,0
189,2019,0.0010353,70.9978866666667,-160.77992,-0.1688,46,4.82951801410219
195,2019,0.0005628,71.0013266666667,-162.379785,1.5744,45,129.708599857854
202,2019,0.0007266,71.0040983333333,-163.906045,1.7102,43,4.12881915772089
209,2019,0.0006069,71.0014783333333,-165.391881666667,4.7175,41,6.59087164277476
215,2019,0.0004977,71.00235,-167.008858333333,5.3276,45,0
221,2019,0.0007035,71.00523,-168.495913333333,1.3541,47,0
227,2019,0.0006111,71.7536283333333,-168.48793,1.9914,49,0
233,2019,0.0005124,71.750335,-166.8949,4.4328,47,0
239,2019,0.0005943,71.754825,-165.321316666667,1.8001,41,30.2877334679455
245,2019,0.0005817,71.7483566666667,-163.692591666667,0.1737,41,8.5954959601169
251,2019,0.0005628,71.7517066666667,-161.985188333333,-0.0868,43,5.33049040511727
257,2019,0.0004242,71.7503833333333,-160.399761666667,-0.3247,49,18.8590287600189
263,2019,0.0007035,71.7518583333333,-158.802716666667,-0.9977,55,0
268,2019,0.0006552,71.7500816666667,-157.19918,-1.4101,65,0
274,2019,0.0005964,70.251235,-164.09677,7.8022,37,57.00871898055
275,2017,0.0007476,72.507685,-165.1531183,1.8914,49,10.7009095773141
280,2019,0.0005733,70.246995,-165.49153,5.9596,44,36.6300366300366
283,2017,0.0007056,72.49949167,-163.4946017,1.3306,46,1.4172335600907
286,2019,0.0004095,70.244915,-167.00263,4.3923,46,0
293,2017,0.0005649,72.49935833,-161.8946833,2.3421,42,28.3235970968313
298,2019,0.0004914,69.5043333333333,-168.4855,4.907,51,0
301,2017,0.0006468,72.47100833,-160.2183,1.1045,45,0
304,2019,0.0004956,69.504845,-167.091631666667,6.7768,46,0
308,2019,0.0005796,69.5011516666667,-165.71472,8.84779999999999,35,0
317,2019,0.0005355,69.4960966666667,-164.19064,9.7795,23,0
321,2019,0.0005418,68.75709,-167.089675,7.9438,41,0
325,2017,0.0006363,72.23705667,-157.4293767,-0.6888,85,0
329,2017,0.0007329,71.987495,-157.1929633,-0.3291,88,1.36444262518761
331,2019,0.000546,68.7545633333333,-168.509053333333,2.6081,52,0
335,2019,0.0004935,67.998245,-168.52317,3.6361,59,66.8693009118541
340,2017,0.0006111,71.99114667,-158.7975583,-0.3657,52,1.63639338897071
344,2019,0.0005754,68.0018166666667,-167.228636666667,5.6149,57,6.95168578380257
345,2017,0.0005586,71.98983333,-160.3934717,0.7707,38,0
350,2019,0.0006195,68.00536,-165.75895,10.1814,24,0
353,2017,0.0001365,71.98287833,-162.0114133,2.8695,29,14.6520146520147
