"station_id","year","lat","lon","bot_temp","bot_depth","cpue_kg_km2"
407,2019,66.4973583333333,-168.514105,4.6179,52,1335.41125541126
408,2017,71.504375,-166.9522333,3.8879,46,0
418,2017,71.49471167,-165.39433,3.1895,41,0
426,2017,71.49369333,-163.8389333,0.6105,43,53.2905296950241
437,2017,71.49174833,-162.185215,0.4263,44,72.6883345930965
446,2017,71.49089667,-160.6226617,0.5863,46,88.6319845857418
454,2017,71.47820667,-159.152935,-0.5622,51,73.6961451247165
463,2017,70.98966333,-162.4223117,0.8805,44,0
473,2017,70.98907833,-163.9315483,0.3143,42,397.468897468897
481,2017,70.961915,-165.425995,3.6745,41,510.076689851971
487,2017,70.99711,-167.0077817,4.2138,45,0
494,2017,70.99500667,-168.5041,3.8005,46,135.059871901977
501,2017,70.49393167,-168.4963733,3.8587,39,17.4520069808028
508,2017,70.49878667,-166.9882183,4.5056,50,201.22032099748
516,2017,70.49395333,-165.5147717,4.0192,43,436.209978872095
526,2017,70.505883,-164.0196,1.8769,43,250.644155479583
533,2017,70.49506,-162.5068633,2.5814,32,0
542,2017,69.99787833,-164.09717,4.6928,31,0
551,2017,70.00046667,-165.6060117,5.3074,41,0
560,2017,70.01164333,-166.9497783,5.6669,46,11.1781801922647
567,2017,70.00922333,-168.475405,3.1272,42,4.29000429000429
613,2017,69.50315667,-164.1901067,5.3537,23,5.78368999421631
629,2017,69.50053167,-165.601615,6.6672,34,0
634,2017,69.49687667,-167.0826783,5.3268,47,13.6727958510137
645,2017,69.50478167,-168.46382,4.4915,51,346.031746031746
655,2017,68.98113333,-168.4976583,4.354,52,0
660,2017,68.99154,-167.0992083,4.6455,47,139.954853273138
676,2017,68.9899,-165.7033967,5.9399,20,3.07219662058372
685,2017,68.49899833,-167.08399,5.5888,32,11882.3326432022
697,2017,68.46989,-168.55205,4.5742,52,24.9626916293583
702,2017,67.98867333,-165.7856533,5.0869,28,119.311193111931
716,2017,67.96724167,-167.1665783,2.6343,55,2827.55893054896
720,2017,67.98814167,-168.4637917,4.2525,58,2065.52094522019
723,2017,67.48962,-167.1720767,3.2534,46,0
732,2017,67.48242333,-165.875205,4.1487,39,0
742,2017,67.48884833,-164.5726333,3.2923,29,0
746,2017,66.98714833,-164.6890683,4.4152,27,0
755,2017,67.00356167,-165.891665,4.1742,23,21.2426978226235
765,2017,67.00322167,-167.1456767,2.5936,39,0
