"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
2004,1,1,25486.7343863236,0.589148879227574,15015.4809988734
2005,1,1,578.716774745908,0.603524221648678,349.269591033558
2006,1,1,578.716774745908,0.603524221648678,349.269591033558
2007,1,1,32381.1847808242,0.260718912261392,8442.38727379164
2008,1,1,21385.4306863242,0.330872425913361,7075.84933038616
2009,1,1,12970.9353394795,0.2461814878476,3193.20416064808
2010,1,1,578.716774745908,0.603524221648678,349.269591033558
2011,1,1,578.716774745908,0.603524221648678,349.269591033558
2012,1,1,9636.70684511434,0.222237182959695,2141.63458226662
2013,1,1,578.716774745908,0.603524221648678,349.269591033558
2014,1,1,578.716774745908,0.603524221648678,349.269591033558
2015,1,1,578.716774745908,0.603524221648678,349.269591033558
2016,1,1,578.716774745908,0.603524221648678,349.269591033558
2017,1,1,6246.79881590347,0.257668489595508,1609.60321570086
2018,1,1,578.716774745908,0.603524221648678,349.269591033558
2019,1,1,10301.782053614,0.255334669574086,2630.40211668377
