"region","gear","common_name","Omega1","Epsilon1","Omega2","Epsilon2","obs_model","status","max_grad","rrmse","aic"
"chukchi","otter","sea cucumbers",0,0,0,0,"PosLink","confirm_gradient",8.11284226155009e-12,3.435,1027.88633908098
"chukchi","otter","sea cucumbers",1,0,0,0,"PosLink","confirm_gradient",6.92172639205069e-08,2.907,1008.3496652688
"chukchi","otter","sea cucumbers",0,1,0,0,"PosLink","confirm_gradient",2.79255658597322e-08,1.941,1015.00291478973
"chukchi","otter","sea cucumbers",1,1,0,0,"PosLink","confirm_gradient",4.40820713265566e-11,2.891,1009.65927143599
"chukchi","otter","sea cucumbers",0,0,1,0,"PosLink","confirm_gradient",5.35892219488687e-10,3.008,1018.86956129421
"chukchi","otter","sea cucumbers",1,0,1,0,"PosLink","confirm_gradient",1.02134656287944e-08,2.552,999.456955752924
"chukchi","otter","sea cucumbers",0,1,1,0,"PosLink","confirm_gradient",1.15122888999508e-09,2.466,1000.30745055678
"chukchi","otter","sea cucumbers",1,1,1,0,"PosLink","confirm_gradient",4.07045774863946e-09,0.993,1006.84182347397
"chukchi","otter","sea cucumbers",0,0,0,1,"PosLink","confirm_gradient",6.97426827400704e-08,2.938,1019.69832379598
"chukchi","otter","sea cucumbers",1,0,0,1,"PosLink","confirm_gradient",4.44323688952863e-10,2.416,998.652864294661
"chukchi","otter","sea cucumbers",0,1,0,1,"PosLink","confirm_gradient",3.19519344316177e-09,2.347,999.876943810341
"chukchi","otter","sea cucumbers",1,1,0,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","sea cucumbers",0,0,1,1,"PosLink","confirm_gradient",3.54630929066957e-08,3.008,1020.86956135775
"chukchi","otter","sea cucumbers",1,0,1,1,"PosLink","confirm_gradient",2.61755062069824e-11,2.419,1000.6216347216
"chukchi","otter","sea cucumbers",0,1,1,1,"PosLink","confirm_gradient",0.000230754259973764,0.011,1007.43771695785
"chukchi","otter","sea cucumbers",1,1,1,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","sea cucumbers",0,0,0,0,"Log_Delta","confirm_gradient",6.34126442784887e-12,5.006,1018.34008217156
"chukchi","otter","sea cucumbers",1,0,0,0,"Log_Delta","confirm_gradient",1.23291093778732e-07,5.188,998.168181388055
"chukchi","otter","sea cucumbers",0,1,0,0,"Log_Delta","confirm_gradient",6.74709630388293e-07,5.345,1000.55811401039
"chukchi","otter","sea cucumbers",1,1,0,0,"Log_Delta","confirm_gradient",2.76569878110422e-11,5.288,999.942541993241
