"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1990,1,1,196849.934699731,0.872466865581644,171745.045517425
1991,1,1,8198.86733608396,1.14163108896052,9360.08184513637
1992,1,1,8198.86733608396,1.14163108896052,9360.08184513637
1993,1,1,8198.86733608396,1.14163108896052,9360.08184513637
1994,1,1,8198.86733608396,1.14163108896052,9360.08184513637
1995,1,1,8198.86733608396,1.14163108896052,9360.08184513637
1996,1,1,8198.86733608396,1.14163108896052,9360.08184513637
1997,1,1,8198.86733608396,1.14163108896052,9360.08184513637
1998,1,1,8198.86733608396,1.14163108896052,9360.08184513637
1999,1,1,8198.86733608396,1.14163108896052,9360.08184513637
2000,1,1,8198.86733608396,1.14163108896052,9360.08184513637
2001,1,1,8198.86733608396,1.14163108896052,9360.08184513637
2002,1,1,8198.86733608396,1.14163108896052,9360.08184513637
2003,1,1,8198.86733608396,1.14163108896052,9360.08184513637
2004,1,1,8198.86733608396,1.14163108896052,9360.08184513637
2005,1,1,8198.86733608396,1.14163108896052,9360.08184513637
2006,1,1,8198.86733608396,1.14163108896052,9360.08184513637
2007,1,1,8198.86733608396,1.14163108896052,9360.08184513637
2008,1,1,8198.86733608396,1.14163108896052,9360.08184513637
2009,1,1,8198.86733608396,1.14163108896052,9360.08184513637
2010,1,1,8198.86733608396,1.14163108896052,9360.08184513637
2011,1,1,8198.86733608396,1.14163108896052,9360.08184513637
2012,1,1,187080.900542096,0.705533110122266,131991.76960394
