"region","gear","common_name","Omega1","Epsilon1","Omega2","Epsilon2","obs_model","status","max_grad","rrmse","aic"
"chukchi","otter","Arctic cod",0,0,0,0,"PosLink","confirm_gradient",2.90534769281085e-10,1.72,1858.36214246764
"chukchi","otter","Arctic cod",1,0,0,0,"PosLink","confirm_gradient",1.74172222422442e-07,1.418,1838.71338592998
"chukchi","otter","Arctic cod",0,1,0,0,"PosLink","confirm_gradient",1.5145102949532e-09,1.039,1826.50227707651
"chukchi","otter","Arctic cod",1,1,0,0,"PosLink","confirm_gradient",1.46124889965904e-10,1.037,1828.46350113149
"chukchi","otter","Arctic cod",0,0,1,0,"PosLink","confirm_gradient",2.29989347566573e-08,1.346,1819.22604070132
"chukchi","otter","Arctic cod",1,0,1,0,"PosLink","confirm_gradient",7.09543535037938e-12,1.339,1820.75727120207
"chukchi","otter","Arctic cod",0,1,1,0,"PosLink",NA,NA,NA,NA
"chukchi","otter","Arctic cod",1,1,1,0,"PosLink","confirm_gradient",2.55751113620306e-08,1.072,1809.56658777648
"chukchi","otter","Arctic cod",0,0,0,1,"PosLink","confirm_gradient",1.32612374414975e-08,1.1,1799.05024569741
"chukchi","otter","Arctic cod",1,0,0,1,"PosLink","confirm_gradient",7.7974931400604e-08,1.082,1801.28980642435
"chukchi","otter","Arctic cod",0,1,0,1,"PosLink","confirm_gradient",2.9759049792216,0.915,1796.05882936595
"chukchi","otter","Arctic cod",1,1,0,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,0,1,1,"PosLink","confirm_gradient",3.28845395358712e-09,1.109,1799.56484746119
"chukchi","otter","Arctic cod",1,0,1,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,1,1,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","Arctic cod",1,1,1,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,0,0,0,"Log_Delta","confirm_gradient",3.64509997461973e-10,1.769,1858.09714160734
"chukchi","otter","Arctic cod",1,0,0,0,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,1,0,0,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",1,1,0,0,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,0,1,0,"Log_Delta","confirm_gradient",5.36766986086877e-11,1.371,1820.68888166062
"chukchi","otter","Arctic cod",1,0,1,0,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,1,1,0,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",1,1,1,0,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,0,0,1,"Log_Delta","confirm_gradient",5.64237545574997e-11,1.113,1801.42710289282
"chukchi","otter","Arctic cod",1,0,0,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,1,0,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",1,1,0,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,0,1,1,"Log_Delta","confirm_gradient",3.82537271668452e-09,1.131,1801.46238276481
"chukchi","otter","Arctic cod",1,0,1,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,1,1,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",1,1,1,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,0,0,0,"Gamma_Delta","confirm_gradient",4.72102357207405e-11,1.72,1858.36214246764
"chukchi","otter","Arctic cod",1,0,0,0,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,1,0,0,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",1,1,0,0,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,0,1,0,"Gamma_Delta","confirm_gradient",6.71458399992275e-09,1.346,1819.22604068086
"chukchi","otter","Arctic cod",1,0,1,0,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,1,1,0,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",1,1,1,0,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,0,0,1,"Gamma_Delta","confirm_gradient",1.19991367952821e-08,1.1,1799.05024570268
"chukchi","otter","Arctic cod",1,0,0,1,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,1,0,1,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",1,1,0,1,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,0,1,1,"Gamma_Delta","confirm_gradient",3.06921316806097e-07,1.109,1799.56484745609
"chukchi","otter","Arctic cod",1,0,1,1,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",0,1,1,1,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Arctic cod",1,1,1,1,"Gamma_Delta",NA,NA,NA,NA
