TaxaID,TSN,Kingdom,Subkingdom,Infrakingdom,Superphylum,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order_,Suborder,Infraorder,Superfamily,Family,Genus,Subgenus,Species,Subspecies,CommonName,Synonyms,TaxaLink,TaxaComments
154,90779,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Leuconidae,Leucon,,Leucon sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=90779,
157,94293,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Lysianassidae,Hippomedon,,Hippomedon sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94293,
159,94409,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Lysianassidae,Socarnes,,Socarnes bidenticulatus,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94409,
160,94224,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Lysianassidae,,,,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94224,
162,93794,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Melitidae,Maera,,Maera sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93794,
163,93809,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Melitidae,Melita,,Melita dentata,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93809,
164,93810,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Melitidae,Melita,,Melita quadrispinosa,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93810,
165,93806,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Melitidae,Melita,,Melita sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93806,
167,89791,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Phyllocarida,,,Leptostraca,,,,Nebaliidae,Nebalia,,Nebalia sp.,,,Epinebalia,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=89791,
168,94495,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Oedicerotidae,Aceroides,,Aceroides latipes,,,Halicreion latipes,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94495,
171,94524,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Oedicerotidae,Monoculodes,,Monoculodes diamesus,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94524,
172,94531,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Oedicerotidae,Monoculodes,,Monoculodes schneideri,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94531,
173,94519,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Oedicerotidae,Monoculodes,,Monoculodes sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94519,
174,94559,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Oedicerotidae,Paroediceros,,Paroediceros sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94559,
175,94489,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Oedicerotidae,,,,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94489,
176,98428,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,,Oregoniidae,Chionoecetes,,Chionoecetes opilio,,snow crab,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=98428,
177,98423,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,,Oregoniidae,Hyas,,Hyas coarctatus,,Arctic lyre crab,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=98423,
179,97775,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,,Paguridae,Pagurus,,Pagurus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97775,
180,97796,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,,Paguridae,Pagurus,,Pagurus trigonocheirus,,fuzzy hermit,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97796,
186,94110,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Isaeidae,Podoceropsis,,Podoceropsis sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94110,
190,94644,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Phoxocephalidae,Harpinia,,Harpinia serrata,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94644,
192,94680,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Phoxocephalidae,Paraphoxus,,Paraphoxus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94680,
195,94820,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Podoceridae,,,,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94820,
196,93967,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Pontoporeiidae,Pontoporeia,,Pontoporeia femorata,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93967,
198,93971,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Pontoporeiidae,Priscillina,,Priscillina armata,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93971,
199,94903,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Stenothoidae,,,,,,Thaumatelsonidae,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94903,
202,93630,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Aoridae,Unciola,,Unciola leucopis,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93630,
203,94230,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Uristidae,Anonyx,,Anonyx sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94230,
204,94353,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Uristidae,Onisimus,,Onisimus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94353,
207,157650,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Ophiuroidea,,,,Ophiurida,Gnathophiurina,,,Amphiuridae,Amphiodia,,Amphiodia craterodmeta,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157650,
209,157724,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Ophiuroidea,,,,Ophiurida,Gnathophiurina,,,Amphiuridae,Amphiura,,Amphiura sundevalli,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157724,
210,157402,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Ophiuroidea,,,,Ophiurida,Chilophiurina,,,Ophiuridae,Ophiocten,,Ophiocten sericeum,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157402,
211,157424,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Ophiuroidea,,,,Ophiurida,Chilophiurina,,,Ophiuridae,Ophiura,,Ophiura sarsi,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157424,WoRMS synonym with Ophiura sarsii
212,157411,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Ophiuroidea,,,,Ophiurida,Chilophiurina,,,Ophiuridae,Ophiura,,Ophiura sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157411,
213,157444,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Ophiuroidea,,,,Ophiurida,Chilophiurina,,,Ophiuridae,Stegophiura,,Stegophiura nodosa,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157444,
214,157384,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Ophiuroidea,,,,Ophiurida,Chilophiurina,,,Ophiuridae,,,,,,Ophiolepididae,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157384,
215,84195,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Ostracoda,,,,,,,,,,,,,ostracods,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=84195,
218,67727,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Ampharetidae,Ampharete,,Ampharete sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67727,
219,67760,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Ampharetidae,Lysippe,,Lysippe labiata,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67760,
221,67446,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Capitellidae,Barantolla,,Barantolla sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67446,
222,67415,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Capitellidae,Capitella,,Capitella capitata,,,Lumbricus capitatus,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67415,
223,67419,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Capitellidae,Heteromastus,,Heteromastus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67419,
224,67156,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Cirratulidae,Chaetozone,,Chaetozone sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67156,
225,67118,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Cirratulidae,Cirratulus,,Cirratulus cirratus,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67118,
226,67116,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Cirratulidae,,,,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67116,
227,67288,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Flabelligeridae,Bradabyssa,,Bradabyssa sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67288,
228,67262,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Flabelligeridae,Diplocirrus,,Diplocirrus longisetosus,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67262,
229,67238,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Flabelligeridae,Flabelligera,,Flabelligera affinis,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67238,
232,66130,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Goniadidae,Glycinde,,Glycinde wireni,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66130,
233,66335,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Eunicida,,,,Lumbrineridae,,,,,,Lysaretidae; Lumbrinereidae,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66335,
235,67562,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Maldanidae,Axiothella,,Axiothella catenata,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67562,
236,67536,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Maldanidae,Maldane,,Maldane sarsi,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67536,
237,67542,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Maldanidae,Nicomache,,Nicomache lumbricalis,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67542,
239,67541,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Maldanidae,Nicomache,,Nicomache sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67541,
242,67569,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Maldanidae,Praxillella,,Praxillella gracilis,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67569,
243,67570,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Maldanidae,Praxillella,,Praxillella praetermissa,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67570,
244,67568,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Maldanidae,Praxillella,,Praxillella sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67568,
245,67580,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Maldanidae,Rhodine,,Rhodine gracilior,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67580,
246,67515,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Maldanidae,,,,,,Bogueidae,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67515,
249,66014,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Nephtyidae,Nephtys,,Nephtys caeca,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66014,
250,66013,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Nephtyidae,Nephtys,,Nephtys ciliata,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66013,
251,66022,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Nephtyidae,Nephtys,,Nephtys longosetosa,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66022,
253,66011,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Nephtyidae,Nephtys,,Nephtys sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66011,
254,65912,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Nereididae,Nereis,,Nereis zonata,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=65912,
256,67366,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Opheliidae,Travisia,,Travisia forbesii,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67366,
257,66653,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Orbiniidae,Leitoscoloplos,,Leitoscoloplos sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66653,
259,781084,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Oweniidae,Owenia,,Owenia assimilis,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=781084,
261,66729,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Paraonidae,Levinsenia,,Levinsenia gracilis,,,Tauberia gracilis; Paraonis gracilis; Tauberia gracilis gracilis,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66729,
264,67702,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Pectinariidae,Cistenides,,Cistenides hyperborea,,,Pectinaria hyperborea,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67702,
265,65258,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Phyllodocidae,Eteone,,Eteone sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=65258,
266,64358,Animalia,,,,Annelida,,Polychaeta,,,,,,,,,,,,,paddle-footed annelids; polychaetes,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=64358,
267,64421,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Polynoidae,Arcteobia,,Arcteobia anticostiensis,,,Eupolynoe anticostiensis,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=64421,
268,573733,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Polynoidae,Bylgides,,Bylgides sarsi,,,Antinoella sarsi; Antinoe sarsi,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=573733,
271,64435,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Polynoidae,Eunoe,,Eunoe depressa,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=64435,
272,64436,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Polynoidae,Eunoe,,Eunoe nodosa,,,Polynoe nodosa,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=64436,
273,64433,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Polynoidae,Eunoe,,Eunoe sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=64433,
275,64478,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Polynoidae,Gattyana,,Gattyana cirrosa,,,Aphrodita cirrhosa; Aphrodita imbricata; Nychia cirrosa,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=64478,
276,64473,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Polynoidae,Gattyana,,Gattyana sp.,,,Nychia,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=64473,
277,64513,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Polynoidae,Harmothoe,,Harmothoe imbricata,,,Aphrodita imbricata,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=64513,
278,64397,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Polynoidae,,,,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=64397,
279,68092,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Sabellidae,Euchone,,Euchone analis,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=68092,
280,68091,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Sabellidae,Euchone,,Euchone sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=68091,
282,68076,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Sabellidae,,,,,,Caobangiidae; Sabellongidae,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=68076,
284,67313,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Scalibregmatidae,Scalibregma,,Scalibregma inflatum,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67313,
285,66066,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Sphaerodoridae,Sphaerodorum,,Sphaerodorum gracilis,,,Ephesia gracilis,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66066,
287,66785,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Spionidae,Laonice,,Laonice cirrata,,,Nerine cirrata,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66785,
288,66976,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Spionidae,Marenzelleria,,Marenzelleria wireni,,,Microspio wireni; Paraspio wireni,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66976,
291,66838,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Spionidae,Prionospio,,Prionospio sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66838,
295,65629,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Syllidae,Syllis,,Syllis sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=65629,
301,67991,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Terebellidae,Lanassa,,Lanassa sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67991,
302,67993,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Terebellidae,Lanassa,,Lanassa venusta,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67993,
303,68001,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Terebellidae,Laphania,,Laphania boecki,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=68001,
304,67937,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Terebellidae,Nicolea,,Nicolea zostericola,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67937,
305,67959,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Terebellidae,Polycirrus,,Polycirrus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67959,
307,67982,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Terebellidae,Thelepus,,Thelepus cincinnatus,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67982,
308,68068,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Trichobranchidae,Terebellides,,Terebellides sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=68068,
