"year","gear","lon","lat","bot_depth","bot_temp","common_name","catch_kg","area_swept_km2"
2012,"otter",-160.890035,70.99316,42,1.7,"Bering flounder",0,1
1990,"otter",-160.937415,70.953585,49,-0.6,"Bering flounder",0,1
2012,"otter",-160.94149,70.49944,18,9.2,"Bering flounder",0,1
1990,"otter",-161.37075,70.54417,27,3.9,"Bering flounder",0,1
1990,"otter",-161.45758,70.53025,27,3.9,"Bering flounder",0,1
1990,"otter",-161.529085,70.67783,40,2.2,"Bering flounder",0,1
1990,"otter",-161.68925,70.711085,40,2.2,"Bering flounder",0,1
1990,"otter",-161.92058,71.149915,48,-1,"Bering flounder",0,1
2012,"otter",-161.94597,72.501055,40,-1.2,"Bering flounder",2.60514267004625,1
1990,"otter",-161.95,71.164585,46,-1,"Bering flounder",0,1
2012,"otter",-162.114355,71.50535,42,-1.7,"Bering flounder",2.7842498200277,1
2012,"otter",-162.20983,66.49546,11,-0.4,"Bering flounder",0,1
2012,"otter",-162.250515,72.03006,25,-1.6,"Bering flounder",0,1
2012,"otter",-162.315885,70.996735,42,2.2,"Bering flounder",0,1
2012,"otter",-162.5106,70.511175,32,7.2,"Bering flounder",0,1
1990,"otter",-162.705085,70.375,31,3.4,"Bering flounder",0,1
1990,"otter",-163.209165,71.069085,44,0.2,"Bering flounder",0,1
1990,"otter",-163.245085,69.9655,20,5.7,"Bering flounder",0,1
1990,"otter",-163.289085,70.561165,38,2.6,"Bering flounder",0,1
1990,"otter",-163.30875,69.99267,22,5.7,"Bering flounder",0,1
2012,"otter",-163.325535,66.989205,11,10.7,"Bering flounder",0,1
1990,"otter",-163.371,71.10242,44,0.2,"Bering flounder",0,1
2012,"otter",-163.391675,66.48609,11,10.6,"Bering flounder",0,1
1990,"otter",-163.39875,70.5475,40,2.6,"Bering flounder",0,1
1990,"otter",-163.49917,69.99417,24,5.8,"Bering flounder",0,1
2012,"otter",-163.513125,72.50503,45,-1.3,"Bering flounder",3.2934243489449,1
1990,"otter",-163.623165,69.969665,26,5.8,"Bering flounder",0,1
2012,"otter",-163.63601,72.00346,36,-1.2,"Bering flounder",0,1
2012,"otter",-163.822885,71.4941,42,-1.1,"Bering flounder",0,1
2012,"otter",-163.8753,71.004415,40,-1.2,"Bering flounder",0,1
2012,"otter",-164.00179,70.49935,40,6.2,"Bering flounder",0.359968980958669,1
1990,"otter",-164.00658,69.79258,29,NA,"Bering flounder",1.05725133448613,1
1990,"otter",-164.06183,70.799085,48,-1,"Bering flounder",0,1
2012,"otter",-164.131025,69.9959,28,7,"Bering flounder",1.05644184623777,1
2012,"otter",-164.18025,73.045815,82,-1.7,"Bering flounder",0.061602376373271,1
2012,"otter",-164.21496,69.50244,20,7,"Bering flounder",0,1
1990,"otter",-164.218915,70.80067,46,-1,"Bering flounder",1.19219825462176,1
2012,"otter",-164.32649,69.01333,9,9.3,"Bering flounder",0,1
2012,"otter",-164.581375,67.506065,27,9.8,"Bering flounder",3.48706951037185,1
1990,"otter",-164.63817,69.618085,27,7.1,"Bering flounder",0,1
2012,"otter",-164.68276,66.99205,24,8.4,"Bering flounder",15.2275245966821,1
1990,"otter",-164.70592,69.641915,29,7.1,"Bering flounder",0,1
1990,"otter",-164.79542,70.451415,44,4.3,"Bering flounder",0,1
1990,"otter",-164.86158,70.0535,38,6.3,"Bering flounder",2.21284128821407,1
1990,"otter",-164.86175,71.54967,42,0.5,"Bering flounder",0,1
1990,"otter",-164.8705,69.12225,22,10.7,"Bering flounder",3.3682792303482,1
1990,"otter",-164.924915,70.096415,40,6.3,"Bering flounder",2.26028554112726,1
1990,"otter",-164.97275,69.1445,24,10.7,"Bering flounder",0,1
2012,"otter",-165.182215,72.487305,48,-0.8,"Bering flounder",0.217705379853707,1
2012,"otter",-165.28169,72.013075,40,-0.9,"Bering flounder",0,1
1990,"otter",-165.33008,71.991165,42,1.1,"Bering flounder",0,1
2012,"otter",-165.36145,71.50071,40,-0.6,"Bering flounder",0,1
2012,"otter",-165.430425,70.99711,38,0.5,"Bering flounder",0,1
2012,"otter",-165.49594,70.5103,40,2.2,"Bering flounder",0.511796627942617,1
2012,"otter",-165.571,69.99905,38,5.4,"Bering flounder",2.03185955786736,1
2012,"otter",-165.66005,69.008745,18,9.1,"Bering flounder",0,1
2012,"otter",-165.70994,69.502415,32,7.9,"Bering flounder",0.87192510163377,1
1990,"otter",-165.767,70.752585,42,4.4,"Bering flounder",0,1
1990,"otter",-165.835,71.154665,42,NA,"Bering flounder",1.10380690737834,1
2012,"otter",-165.83945,73.001185,57,-1.4,"Bering flounder",3.54473826386054,1
2012,"otter",-165.859915,68.00221,26,9.9,"Bering flounder",0,1
2012,"otter",-165.889785,67.50369,37,5,"Bering flounder",1.09827543300133,1
2012,"otter",-165.90435,66.99561,21,8.2,"Bering flounder",3.11442022514705,1
1990,"otter",-165.9085,70.738335,42,4.4,"Bering flounder",1.0905204690692,1
2012,"otter",-166.017925,66.48925,14,9.3,"Bering flounder",0,1
1990,"otter",-166.0445,70.23667,46,5.7,"Bering flounder",1.10450860412203,1
1990,"otter",-166.148085,70.232085,46,5.7,"Bering flounder",1.08403956503515,1
1990,"otter",-166.15275,69.7105,42,6.2,"Bering flounder",14.1178047052968,1
1990,"otter",-166.294085,69.71425,42,6.2,"Bering flounder",2.26971157203715,1
1990,"otter",-166.42708,68.87917,35,10.7,"Bering flounder",1.09298111814397,1
1990,"otter",-166.506,68.87075,37,10.7,"Bering flounder",7.95298236838815,1
1990,"otter",-166.510835,69.43433,38,7,"Bering flounder",1.10746331835387,1
1990,"otter",-166.5465,69.460665,40,7,"Bering flounder",7.87004038964124,1
1990,"otter",-166.81933,68.397585,18,12.6,"Bering flounder",0,1
2012,"otter",-166.82659,72.515245,48,-0.8,"Bering flounder",0.167755962046891,1
1990,"otter",-166.833915,72.066415,46,0.6,"Bering flounder",1.35615695256464,1
2012,"otter",-166.916285,72.00928,45,-0.8,"Bering flounder",1.90645261315778,1
1990,"otter",-166.92733,68.392915,20,12.6,"Bering flounder",0,1
2012,"otter",-166.954675,71.5007,43,0.3,"Bering flounder",0,1
2012,"otter",-166.98244,70.50945,47,0.3,"Bering flounder",0.597190368613267,1
2012,"otter",-166.98318,71.0104,43,1.5,"Bering flounder",0,1
1990,"otter",-166.993,71.48008,46,NA,"Bering flounder",4.37516165134554,1
2012,"otter",-167.01461,70.01889,45,2,"Bering flounder",0,1
2012,"otter",-167.044575,68.98822,44,4.9,"Bering flounder",1.60285345629419,1
1990,"otter",-167.0705,71.49975,48,NA,"Bering flounder",3.12563202118075,1
2012,"otter",-167.131935,69.50156,44,5.7,"Bering flounder",10.6356614761885,1
2012,"otter",-167.14776,68.522955,34,9.6,"Bering flounder",1.89444843725764,1
2012,"otter",-167.18204,67.51167,43,1.7,"Bering flounder",14.1229527086249,1
2012,"otter",-167.197785,68.004405,54,2,"Bering flounder",21.9392179191174,1
2012,"otter",-167.22429,66.98433,36,2,"Bering flounder",0,1
2012,"otter",-167.24625,66.48863,26,8.4,"Bering flounder",18.9244564729437,1
1990,"otter",-167.273915,68.476585,46,7.1,"Bering flounder",13.6475275145695,1
2012,"otter",-167.2772,66.00125,12,9.9,"Bering flounder",0,1
1990,"otter",-167.288665,69.640835,46,5.7,"Bering flounder",3.28390572293011,1
1990,"otter",-167.360335,68.867585,46,4.8,"Bering flounder",64.2627173213136,1
1990,"otter",-167.479335,68.878415,46,4.8,"Bering flounder",32.8097276864923,1
1990,"otter",-167.48242,70.48883,49,2.3,"Bering flounder",1.05844995883806,1
1990,"otter",-167.60317,70.53075,49,2.3,"Bering flounder",1.08498834240303,1
1990,"otter",-167.632915,69.101415,48,2.7,"Bering flounder",40.8123403358537,1
1990,"otter",-167.64517,69.6475,46,5.7,"Bering flounder",3.44344770137206,1
1990,"otter",-167.6735,71.54125,49,1.1,"Bering flounder",2.29148725076929,1
1990,"otter",-167.70975,69.12983,48,2.7,"Bering flounder",57.0867628180926,1
1990,"otter",-167.764585,71.572835,48,1.1,"Bering flounder",3.38753387533875,1
1990,"otter",-167.85275,68.86275,49,2.3,"Bering flounder",35.8384325892729,1
1990,"otter",-167.97008,68.84658,49,2.3,"Bering flounder",39.3893167640238,1
2012,"otter",-168.43919,72.501905,51,-1.1,"Bering flounder",0.225711725498428,1
1990,"otter",-168.4685,69.18008,49,3.1,"Bering flounder",74.0154910305176,1
2012,"otter",-168.48389,70.001925,40,0.7,"Bering flounder",0.510338175592056,1
2012,"otter",-168.48623,67.508565,45,1.3,"Bering flounder",43.3743748838637,1
2012,"otter",-168.487335,68.499175,48,2.3,"Bering flounder",53.0823002192798,1
2012,"otter",-168.487385,68.988025,48,2.1,"Bering flounder",44.330122591944,1
2012,"otter",-168.488975,66.993275,34,2.4,"Bering flounder",17.3364891039465,1
2012,"otter",-168.490415,66.02286,50,1.6,"Bering flounder",8.6937042647153,1
2012,"otter",-168.49731,66.50526,49,1.3,"Bering flounder",14.2620254453137,1
2012,"otter",-168.503465,70.49704,36,0.1,"Bering flounder",0,1
2012,"otter",-168.50725,68.00158,56,1.5,"Bering flounder",29.145579290627,1
2012,"otter",-168.51725,72.00405,48,-0.5,"Bering flounder",0.444930902230884,1
2012,"otter",-168.519435,71.508235,45,-0.3,"Bering flounder",0.179125036888562,1
2012,"otter",-168.519485,71.002435,44,0,"Bering flounder",0.0271724658143208,1
2012,"otter",-168.57585,69.50139,48,3.8,"Bering flounder",6.16911461281807,1
1990,"otter",-168.587085,70.807585,40,NA,"Bering flounder",0,1
1990,"otter",-168.6465,68.78667,51,2.5,"Bering flounder",106.658415841584,1
1990,"otter",-168.736,68.55542,55,2.1,"Bering flounder",246.225319396051,1
1990,"otter",-168.74267,68.77142,53,2.5,"Bering flounder",106.924138204846,1
1990,"otter",-168.789835,71.890085,49,-1.2,"Bering flounder",1.02978363101708,1
1990,"otter",-168.806585,68.65225,53,2.1,"Bering flounder",147.075695223843,1
1990,"otter",-168.820585,71.93308,51,-1.2,"Bering flounder",1.06892169554735,1
1990,"otter",-168.83142,68.696415,53,2.1,"Bering flounder",160.67163272742,1
1990,"otter",-168.83658,69.18492,49,2.2,"Bering flounder",52.8757407947149,1
2012,"beam",-157.400975,71.51991,NA,NA,"Arctic cod",2.65839610101905,1
2012,"beam",-157.401215,71.51999,89,-1.7,"Arctic cod",18.6087727071334,1
2012,"beam",-159.02971,71.50226,52,-1.7,"Arctic cod",1.77226406734603,1
2012,"beam",-160.23024,72.4851,46,-1.4,"Arctic cod",4.43066016836509,1
2012,"beam",-161.904175,72.49981,43,-1.2,"Arctic cod",10.6335844040762,1
2012,"beam",-162.2467,72.026625,28,-1.6,"Arctic cod",2.65839610101905,1
2012,"beam",-162.2938,70.9924,44,1.9,"Arctic cod",7.08905626938414,1
2012,"beam",-163.311565,66.98029,13,10.6,"Arctic cod",0,1
2012,"beam",-163.64705,72.001565,39,-1.1,"Arctic cod",37.2175454142667,1
2012,"beam",-163.81569,71.49297,44,-1.1,"Arctic cod",7.97518830305715,1
2012,"beam",-164.00121,70.5042,42,6.1,"Arctic cod",25.6978289765175,1
2012,"beam",-164.106215,70.003255,32,6.8,"Arctic cod",0,1
2012,"beam",-165.345675,71.49975,42,-0.6,"Arctic cod",23.9255649091715,1
2012,"beam",-165.427025,70.996755,41,0.5,"Arctic cod",5.3167922020381,1
2012,"beam",-165.60376,70.002515,41,5.4,"Arctic cod",0,1
2012,"beam",-165.6554,69.496115,35,8.5,"Arctic cod",70.8905626938414,1
2012,"beam",-165.68324,68.997535,20,9.2,"Arctic cod",6.20292423571112,1
2012,"beam",-165.817365,73.00034,59,-1.4,"Arctic cod",12.4058484714222,1
2012,"beam",-165.823275,67.998925,28,9.3,"Arctic cod",0,1
2012,"beam",-165.87097,67.507755,NA,NA,"Arctic cod",0,1
2012,"beam",-165.945765,66.993165,23,8.1,"Arctic cod",0,1
2012,"beam",-166.8501,72.50724,50,-0.8,"Arctic cod",24.8116969428445,1
2012,"beam",-166.911445,72.00706,47,-0.8,"Arctic cod",7.97518830305715,1
2012,"beam",-167.119,69.501725,46,5.4,"Arctic cod",9.74745237040319,1
2012,"beam",-167.18165,67.49494,45,2.1,"Arctic cod",18.6087727071334,1
2012,"beam",-167.18585,68.010435,55,1.6,"Arctic cod",0,1
2012,"beam",-167.21815,67.003825,38,2,"Arctic cod",84.1825431989366,1
2012,"beam",-167.262825,66.00764,15,9.7,"Arctic cod",0,1
2012,"beam",-168.4792,69.494025,51,4,"Arctic cod",4.43066016836509,1
2012,"beam",-168.481775,70.00402,43,0.6,"Arctic cod",0.886132033673017,1
2012,"beam",-168.496375,66.496455,52,1.8,"Arctic cod",79.7518830305715,1
2012,"beam",-168.496715,66.999845,38,2.2,"Arctic cod",5.3167922020381,1
2012,"beam",-168.49775,68.99786,52,2,"Arctic cod",11.5197164377492,1
2012,"beam",-168.498165,67.503195,48,1.3,"Arctic cod",137.350465219318,1
2012,"beam",-168.498775,70.49414,39,0.1,"Arctic cod",0.886132033673017,1
2012,"beam",-168.498985,68.501435,51,2.3,"Arctic cod",0,1
2012,"beam",-168.50144,70.99504,46,0,"Arctic cod",20.3810367744794,1
2012,"beam",-168.50149,66.00476,52,1.1,"Arctic cod",0,1
2012,"beam",-168.50541,67.996185,57,1.5,"Arctic cod",62.9153743907842,1
2012,"beam",-168.510275,66.00607,54,1.1,"Arctic cod",8.86132033673017,1
2012,"beam",-168.511275,71.50636,48,-0.3,"Arctic cod",7.97518830305715,1
2012,"otter",-157.172125,71.99015,84,-1.6,"Arctic cod",10.0621109404971,1
2012,"otter",-157.39841,71.5207,88,-1.7,"Arctic cod",18.1723779854621,1
2012,"otter",-157.57224,71.104165,32,7.6,"Arctic cod",119.678436641273,1
2012,"otter",-158.45405,72.48095,57,-1.6,"Arctic cod",18.2629657401108,1
2012,"otter",-158.824175,72.01154,50,-1.7,"Arctic cod",6.79027994060769,1
2012,"otter",-159.019835,71.00631,NA,NA,"Arctic cod",93.6002573668437,1
2012,"otter",-159.038755,71.5014,50,-1.7,"Arctic cod",7.75368018878526,1
2012,"otter",-160.223535,72.483765,44,-1.4,"Arctic cod",5.10900617715716,1
1990,"otter",-160.444585,70.821165,53,NA,"Arctic cod",53.1299840510367,1
2012,"otter",-160.48704,72.000835,35,-1.7,"Arctic cod",29.9381831042079,1
2012,"otter",-160.584125,71.50682,44,-1.7,"Arctic cod",32.1577581824238,1
1990,"otter",-160.882665,70.937085,53,-0.6,"Arctic cod",4.45689858955165,1
2012,"otter",-160.890035,70.99316,42,1.7,"Arctic cod",9.10333805920204,1
1990,"otter",-160.937415,70.953585,49,-0.6,"Arctic cod",3.30457221583716,1
2012,"otter",-160.94149,70.49944,18,9.2,"Arctic cod",42.2598367028295,1
1990,"otter",-161.37075,70.54417,27,3.9,"Arctic cod",3.21727487355637,1
1990,"otter",-161.45758,70.53025,27,3.9,"Arctic cod",2.10923031636137,1
1990,"otter",-161.529085,70.67783,40,2.2,"Arctic cod",16.9278029205439,1
1990,"otter",-161.68925,70.711085,40,2.2,"Arctic cod",15.799635737532,1
1990,"otter",-161.92058,71.149915,48,-1,"Arctic cod",9.27560393579811,1
2012,"otter",-161.94597,72.501055,40,-1.2,"Arctic cod",13.203336714098,1
1990,"otter",-161.95,71.164585,46,-1,"Arctic cod",3.13395828148476,1
2012,"otter",-162.114355,71.50535,42,-1.7,"Arctic cod",19.8645516005822,1
2012,"otter",-162.20983,66.49546,11,-0.4,"Arctic cod",0.819487410624654,1
2012,"otter",-162.250515,72.03006,25,-1.6,"Arctic cod",16.3177947449111,1
2012,"otter",-162.315885,70.996735,42,2.2,"Arctic cod",32.0406347019042,1
2012,"otter",-162.5106,70.511175,32,7.2,"Arctic cod",57.8361485551789,1
1990,"otter",-162.705085,70.375,31,3.4,"Arctic cod",19.132832503306,1
1990,"otter",-163.209165,71.069085,44,0.2,"Arctic cod",19.6771595441458,1
1990,"otter",-163.245085,69.9655,20,5.7,"Arctic cod",48.6119845895117,1
1990,"otter",-163.289085,70.561165,38,2.6,"Arctic cod",105.683200565083,1
1990,"otter",-163.30875,69.99267,22,5.7,"Arctic cod",50.761421319797,1
2012,"otter",-163.325535,66.989205,11,10.7,"Arctic cod",0.287035208073497,1
1990,"otter",-163.371,71.10242,44,0.2,"Arctic cod",34.3289761637192,1
2012,"otter",-163.391675,66.48609,11,10.6,"Arctic cod",0,1
1990,"otter",-163.39875,70.5475,40,2.6,"Arctic cod",119.041833521247,1
1990,"otter",-163.49917,69.99417,24,5.8,"Arctic cod",144.818365941993,1
2012,"otter",-163.513125,72.50503,45,-1.3,"Arctic cod",52.3654471482238,1
1990,"otter",-163.623165,69.969665,26,5.8,"Arctic cod",229.178921801173,1
2012,"otter",-163.63601,72.00346,36,-1.2,"Arctic cod",16.5839264084597,1
2012,"otter",-163.822885,71.4941,42,-1.1,"Arctic cod",83.0562973459044,1
2012,"otter",-163.8753,71.004415,40,-1.2,"Arctic cod",13.4361249792375,1
2012,"otter",-164.00179,70.49935,40,6.2,"Arctic cod",108.762056389655,1
1990,"otter",-164.00658,69.79258,29,NA,"Arctic cod",237.646605518382,1
1990,"otter",-164.06183,70.799085,48,-1,"Arctic cod",57.786972961404,1
2012,"otter",-164.131025,69.9959,28,7,"Arctic cod",25.4506444775463,1
2012,"otter",-164.18025,73.045815,82,-1.7,"Arctic cod",7.88510417577868,1
2012,"otter",-164.21496,69.50244,20,7,"Arctic cod",280.766754103888,1
1990,"otter",-164.218915,70.80067,46,-1,"Arctic cod",99.7472539700202,1
2012,"otter",-164.32649,69.01333,9,9.3,"Arctic cod",1.52062808022225,1
2012,"otter",-164.581375,67.506065,27,9.8,"Arctic cod",2.30761952892255,1
1990,"otter",-164.63817,69.618085,27,7.1,"Arctic cod",127.196029776675,1
2012,"otter",-164.68276,66.99205,24,8.4,"Arctic cod",50.310546951783,1
1990,"otter",-164.70592,69.641915,29,7.1,"Arctic cod",73.282007413744,1
1990,"otter",-164.79542,70.451415,44,4.3,"Arctic cod",59.0629398572702,1
1990,"otter",-164.86158,70.0535,38,6.3,"Arctic cod",294.502426830336,1
1990,"otter",-164.86175,71.54967,42,0.5,"Arctic cod",5.29381859226403,1
1990,"otter",-164.8705,69.12225,22,10.7,"Arctic cod",14.61238783754,1
1990,"otter",-164.924915,70.096415,40,6.3,"Arctic cod",253.49971684335,1
1990,"otter",-164.97275,69.1445,24,10.7,"Arctic cod",97.7988367428801,1
2012,"otter",-165.182215,72.487305,48,-0.8,"Arctic cod",21.0629955008462,1
2012,"otter",-165.28169,72.013075,40,-0.9,"Arctic cod",52.7740270072502,1
1990,"otter",-165.33008,71.991165,42,1.1,"Arctic cod",1.22361079387868,1
2012,"otter",-165.36145,71.50071,40,-0.6,"Arctic cod",43.6296203597311,1
2012,"otter",-165.430425,70.99711,38,0.5,"Arctic cod",15.3011459995435,1
2012,"otter",-165.49594,70.5103,40,2.2,"Arctic cod",14.216572998406,1
2012,"otter",-165.571,69.99905,38,5.4,"Arctic cod",126.392084291954,1
2012,"otter",-165.66005,69.008745,18,9.1,"Arctic cod",3.24897982033641,1
2012,"otter",-165.70994,69.502415,32,7.9,"Arctic cod",91.1161731207289,1
1990,"otter",-165.767,70.752585,42,4.4,"Arctic cod",310.504469987229,1
1990,"otter",-165.835,71.154665,42,NA,"Arctic cod",300.407182103611,1
2012,"otter",-165.83945,73.001185,57,-1.4,"Arctic cod",50.1152651097524,1
2012,"otter",-165.859915,68.00221,26,9.9,"Arctic cod",2.24058255146338,1
2012,"otter",-165.889785,67.50369,37,5,"Arctic cod",1.19811865418327,1
2012,"otter",-165.90435,66.99561,21,8.2,"Arctic cod",39.9769022342646,1
1990,"otter",-165.9085,70.738335,42,4.4,"Arctic cod",467.178968949247,1
2012,"otter",-166.017925,66.48925,14,9.3,"Arctic cod",1.08069692600906,1
1990,"otter",-166.0445,70.23667,46,5.7,"Arctic cod",322.860137302692,1
1990,"otter",-166.148085,70.232085,46,5.7,"Arctic cod",36.0623828635026,1
1990,"otter",-166.15275,69.7105,42,6.2,"Arctic cod",236.604835467754,1
1990,"otter",-166.294085,69.71425,42,6.2,"Arctic cod",118.798200193549,1
1990,"otter",-166.42708,68.87917,35,10.7,"Arctic cod",0,1
1990,"otter",-166.506,68.87075,37,10.7,"Arctic cod",38.5644616731274,1
1990,"otter",-166.510835,69.43433,38,7,"Arctic cod",260.106218037378,1
1990,"otter",-166.5465,69.460665,40,7,"Arctic cod",51.6502336263562,1
1990,"otter",-166.81933,68.397585,18,12.6,"Arctic cod",1059.462781978,1
2012,"otter",-166.82659,72.515245,48,-0.8,"Arctic cod",125.257784995012,1
1990,"otter",-166.833915,72.066415,46,0.6,"Arctic cod",10.9396660840215,1
2012,"otter",-166.916285,72.00928,45,-0.8,"Arctic cod",55.5114143242999,1
1990,"otter",-166.92733,68.392915,20,12.6,"Arctic cod",897.570744819307,1
2012,"otter",-166.954675,71.5007,43,0.3,"Arctic cod",28.8456048661587,1
2012,"otter",-166.98244,70.50945,47,0.3,"Arctic cod",26.873566587597,1
2012,"otter",-166.98318,71.0104,43,1.5,"Arctic cod",245.672954413292,1
1990,"otter",-166.993,71.48008,46,NA,"Arctic cod",663.332519537151,1
2012,"otter",-167.01461,70.01889,45,2,"Arctic cod",57.2822707122719,1
2012,"otter",-167.044575,68.98822,44,4.9,"Arctic cod",208.040950077243,1
1990,"otter",-167.0705,71.49975,48,NA,"Arctic cod",1475.0914707018,1
2012,"otter",-167.131935,69.50156,44,5.7,"Arctic cod",25.9179711701293,1
2012,"otter",-167.14776,68.522955,34,9.6,"Arctic cod",219.211364796175,1
2012,"otter",-167.18204,67.51167,43,1.7,"Arctic cod",13.0732737910919,1
2012,"otter",-167.197785,68.004405,54,2,"Arctic cod",13.5814206165965,1
2012,"otter",-167.22429,66.98433,36,2,"Arctic cod",10.2014440217936,1
2012,"otter",-167.24625,66.48863,26,8.4,"Arctic cod",922.244677093397,1
1990,"otter",-167.273915,68.476585,46,7.1,"Arctic cod",0,1
2012,"otter",-167.2772,66.00125,12,9.9,"Arctic cod",0.927288162849371,1
1990,"otter",-167.288665,69.640835,46,5.7,"Arctic cod",54.7639572029816,1
1990,"otter",-167.360335,68.867585,46,4.8,"Arctic cod",204.455891822279,1
1990,"otter",-167.479335,68.878415,46,4.8,"Arctic cod",109.349687572321,1
1990,"otter",-167.48242,70.48883,49,2.3,"Arctic cod",21.333646948136,1
1990,"otter",-167.60317,70.53075,49,2.3,"Arctic cod",92.9714455179132,1
1990,"otter",-167.632915,69.101415,48,2.7,"Arctic cod",149.216906794689,1
1990,"otter",-167.64517,69.6475,46,5.7,"Arctic cod",97.6318701212549,1
1990,"otter",-167.6735,71.54125,49,1.1,"Arctic cod",256.999108586278,1
1990,"otter",-167.70975,69.12983,48,2.7,"Arctic cod",336.806866520678,1
1990,"otter",-167.764585,71.572835,48,1.1,"Arctic cod",378.48218555715,1
1990,"otter",-167.85275,68.86275,49,2.3,"Arctic cod",656.966110297145,1
1990,"otter",-167.97008,68.84658,49,2.3,"Arctic cod",225.02511441009,1
2012,"otter",-168.43919,72.501905,51,-1.1,"Arctic cod",212.874371110705,1
1990,"otter",-168.4685,69.18008,49,3.1,"Arctic cod",379.241516966068,1
2012,"otter",-168.48389,70.001925,40,0.7,"Arctic cod",11.7944822803497,1
2012,"otter",-168.48623,67.508565,45,1.3,"Arctic cod",123.356924145843,1
2012,"otter",-168.487335,68.499175,48,2.3,"Arctic cod",96.7426208652055,1
