"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1990,1,1,205.889762149213,0.48661561288876,100.18917279576
1991,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
1992,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
1993,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
1994,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
1995,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
1996,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
1997,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
1998,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
1999,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
2000,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
2001,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
2002,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
2003,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
2004,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
2005,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
2006,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
2007,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
2008,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
2009,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
2010,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
2011,1,1,4.15157269790226e-07,0.723692644016003,3.00446262256953e-07
2012,1,1,70.5261453724093,0.231701693565498,16.3410273234337
