"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1990,1,1,13941.8921410624,1.9478428724824,27156.6152358867
1991,1,1,209.363464264926,1.63975736764197,343.305283043458
1992,1,1,209.363464264926,1.63975736764197,343.305283043458
1993,1,1,209.363464264926,1.63975736764197,343.305283043458
1994,1,1,209.363464264926,1.63975736764197,343.305283043458
1995,1,1,209.363464264926,1.63975736764197,343.305283043458
1996,1,1,209.363464264926,1.63975736764197,343.305283043458
1997,1,1,209.363464264926,1.63975736764197,343.305283043458
1998,1,1,209.363464264926,1.63975736764197,343.305283043458
1999,1,1,209.363464264926,1.63975736764197,343.305283043458
2000,1,1,209.363464264926,1.63975736764197,343.305283043458
2001,1,1,209.363464264926,1.63975736764197,343.305283043458
2002,1,1,209.363464264926,1.63975736764197,343.305283043458
2003,1,1,209.363464264926,1.63975736764197,343.305283043458
2004,1,1,209.363464264926,1.63975736764197,343.305283043458
2005,1,1,209.363464264926,1.63975736764197,343.305283043458
2006,1,1,209.363464264926,1.63975736764197,343.305283043458
2007,1,1,209.363464264926,1.63975736764197,343.305283043458
2008,1,1,209.363464264926,1.63975736764197,343.305283043458
2009,1,1,209.363464264926,1.63975736764197,343.305283043458
2010,1,1,209.363464264926,1.63975736764197,343.305283043458
2011,1,1,209.363464264926,1.63975736764197,343.305283043458
2012,1,1,7201.39229127123,0.826362825924224,5950.96288440382
