"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1990,1,1,1559.41052661131,0.593951530278411,926.214268613061
1991,1,1,4143.23758195269,1.87477893729054,7767.65455083547
1992,1,1,4143.23758195269,1.87477893729054,7767.65455083547
1993,1,1,4143.23758195269,1.87477893729054,7767.65455083547
1994,1,1,4143.23758195269,1.87477893729054,7767.65455083547
1995,1,1,4143.23758195269,1.87477893729054,7767.65455083547
1996,1,1,4143.23758195269,1.87477893729054,7767.65455083547
1997,1,1,4143.23758195269,1.87477893729054,7767.65455083547
1998,1,1,4143.23758195269,1.87477893729054,7767.65455083547
1999,1,1,4143.23758195269,1.87477893729054,7767.65455083547
2000,1,1,4143.23758195269,1.87477893729054,7767.65455083547
2001,1,1,4143.23758195269,1.87477893729054,7767.65455083547
2002,1,1,4143.23758195269,1.87477893729054,7767.65455083547
2003,1,1,4143.23758195269,1.87477893729054,7767.65455083547
2004,1,1,4143.23758195269,1.87477893729054,7767.65455083547
2005,1,1,4143.23758195269,1.87477893729054,7767.65455083547
2006,1,1,4143.23758195269,1.87477893729054,7767.65455083547
2007,1,1,4143.23758195269,1.87477893729054,7767.65455083547
2008,1,1,4143.23758195269,1.87477893729054,7767.65455083547
2009,1,1,4143.23758195269,1.87477893729054,7767.65455083547
2010,1,1,4143.23758195269,1.87477893729054,7767.65455083547
2011,1,1,4143.23758195269,1.87477893729054,7767.65455083547
2012,1,1,13281.1776918473,0.458973387085354,6095.70710970968
