"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1990,1,1,2800.13471535502,0.838638709506212,2348.30136412888
1991,1,1,3300.24617610118,2.35456665346579,7770.64959447584
1992,1,1,3300.24617610118,2.35456665346579,7770.64959447584
1993,1,1,3300.24617610118,2.35456665346579,7770.64959447584
1994,1,1,3300.24617610118,2.35456665346579,7770.64959447584
1995,1,1,3300.24617610118,2.35456665346579,7770.64959447584
1996,1,1,3300.24617610118,2.35456665346579,7770.64959447584
1997,1,1,3300.24617610118,2.35456665346579,7770.64959447584
1998,1,1,3300.24617610118,2.35456665346579,7770.64959447584
1999,1,1,3300.24617610118,2.35456665346579,7770.64959447584
2000,1,1,3300.24617610118,2.35456665346579,7770.64959447584
2001,1,1,3300.24617610118,2.35456665346579,7770.64959447584
2002,1,1,3300.24617610118,2.35456665346579,7770.64959447584
2003,1,1,3300.24617610118,2.35456665346579,7770.64959447584
2004,1,1,3300.24617610118,2.35456665346579,7770.64959447584
2005,1,1,3300.24617610118,2.35456665346579,7770.64959447584
2006,1,1,3300.24617610118,2.35456665346579,7770.64959447584
2007,1,1,3300.24617610118,2.35456665346579,7770.64959447584
2008,1,1,3300.24617610118,2.35456665346579,7770.64959447584
2009,1,1,3300.24617610118,2.35456665346579,7770.64959447584
2010,1,1,3300.24617610118,2.35456665346579,7770.64959447584
2011,1,1,3300.24617610118,2.35456665346579,7770.64959447584
2012,1,1,724.180517834582,0.234437306094028,169.774929726917
