,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Client ID,,IM85: North Slope Crude,,,,,,,
,,,,,,,,,
Battelle ID,,CH134NSC-P,,,,,,,
Sample Type,,NSC,,,,,,,
Collection Date,,09/09/15,,,,,,,
Extraction Date,,09/09/15,,,,,,,
Analysis Date,,09/14/15,,,,,,,
Analytical Instrument,,MS,,,,,,,
% Moisture,,NA,,,,,,,
% Lipid,,NA,,,,,,,
Matrix,,OIL,,,,,,,
Sample Size,,5.04,,,,,,,
Size Unit-Basis,,MG_OIL,,,,,,,
Units,,MG/KG_OIL,,Target,% Difference,Qualifier,,,
,,,,,,,,,
Naphthalene,,761.816,,676.23,12.7,,,,
C1-Naphthalenes,,1695.976,,1450.57,16.9,,,,
C2-Naphthalenes,,2083.017,,1786.47,16.6,,,,
C3-Naphthalenes,,1579.806,,1336.32,18.2,,,,
C4-Naphthalenes,,892.966,,732.55,21.9,,,,
Biphenyl,,205.236,,213.99,4.1,,,,
Acenaphthylene,,7.899,,,,,,,
Acenaphthene,,14.647,,11.95,22.6,,,,
Dibenzofuran,,68.044,,71.17,4.4,,,,
Fluorene,,98.299,,94.39,4.1,,,,
C1-Fluorenes,,243.683,,239.32,1.8,,,,
C2-Fluorenes,,358.062,,349.52,2.4,,,,
C3-Fluorenes,,321.467,,311.37,3.2,,,,
Anthracene,,2.583,U,,,,,,
Phenanthrene,,297.101,,293.23,1.3,,,,
C1-Phenanthrenes/Anthracenes,,607.228,,610.79,0.6,,,,
C2-Phenanthrenes/Anthracenes,,679.076,,675.89,0.5,,,,
C3-Phenanthrenes/Anthracenes,,492.005,,472.86,4.0,,,,
C4-Phenanthrenes/Anthracenes,,197.875,,179.20,10.4,,,,
Retene,,28.495,,,,,,,
Dibenzothiophene,,219.795,,236.53,7.1,,,,
C1-Dibenzothiophenes,,411.430,,447.76,8.1,,,,
C2-Dibenzothiophenes,,533.683,,587.43,9.1,,,,
C3-Dibenzothiophenes,,451.844,,486.78,7.2,,,,
C4-Dibenzothiophenes,,240.364,,246.27,2.4,,,,
Fluoranthene,,5.038,,,,,,,
Pyrene,,14.785,,14.07,5.1,,,,
C1-Fluoranthenes/Pyrenes,,82.545,,80.37,2.7,,,,
C2-Fluoranthenes/Pyrenes,,134.389,,129.00,4.2,,,,
C3-Fluoranthenes/Pyrenes,,157.871,,147.57,7.0,,,,
Benzo(a)anthracene,,2.831,,,,,,,
Chrysene,,50.849,,50.47,0.8,,,,
C1-Chrysenes,,88.195,,85.54,3.1,,,,
C2-Chrysenes,,113.356,,107.24,5.7,,,,
C3-Chrysenes,,98.453,,89.83,9.6,,,,
C4-Chrysenes,,76.742,,67.08,14.4,,,,
Benzo(b)fluoranthene,,6.758,,6.90,2.1,,,,
Benzo(k)fluoranthene,,5.132,U,,,,,,
Benzo(e)pyrene,,12.465,,13.16,5.3,,,,
Benzo(a)pyrene,,2.759,,,,,,,
Perylene,,2.588,U,,,,,,
"Indeno(1,2,3-cd)pyrene",,2.580,U,,,,,,
"Dibenz(a,h)anthracene",,2.559,U,,,,,,
