"Benzo(g,h,i)perylene",,2.877,,3.53,18.5,,,,
Total PAH,,13311.232,,,,,,,
"14a(H),17a(H)-20R-Cholestane",,65.283,,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,42.045,,48.21,12.8,,,,
"13b(H),17a(H)-20R-Diacholestane",,25.307,,24.11,5.0,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,25.916,,,,,,,
"14a(H),17a(H)-20S-Cholestane",,61.062,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,40.764,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,41.614,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,36.122,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,47.022,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,49.322,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,35.608,,34.51,3.2,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,32.510,,37.25,12.7,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,51.905,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,37.004,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,30.515,,35.65,14.4,,,,
C23 Tricyclic Terpane,,52.835,,57.65,8.4,,,,
C24 Tricyclic Terpane ,,34.743,,,,,,,
C25 Tricyclic Terpane,,32.910,,,,,,,
C24 Tetracyclic Terpane,,11.352,,,,,,,
C26 Tricyclic Terpane-22S,,10.934,,,,,,,
C26 Tricyclic Terpane-22R,,14.008,,,,,,,
C28 Tricyclic Terpane-22S,,13.241,,,,,,,
C28 Tricyclic Terpane-22R,,12.449,,,,,,,
C29 Tricyclic Terpane-22S,,15.523,,18.34,15.4,,,,
C29 Tricyclic Terpane-22R,,15.214,,17.49,13.0,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,18.271,,19.87,8.0,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,24.236,,30.62,20.8,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,6.131,J,,,,,,
"17a(H),21b(H)-25-Norhopane",,7.163,J,,,,,,
30-Norhopane,,74.341,,84.33,11.8,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,21.645,,,,,,,
17a(H)-Diahopane,,11.047,,,,,,,
30-Normoretane,,8.460,,,,,,,
18a(H) & 18b(H)-Oleananes,,7.740,U,,,,,,
"17a(H),21b(H)-hopane",,119.639,,144.07,17.0,,,,
"17b(H),21a(H)-hopane (moretane)",,12.850,,,,,,,
30-Homohopane-22S,,55.870,,66.45,15.9,,,,
30-Homohopane-22R,,37.186,,45.33,18.0,,,,
"30,31-Bishomohopane-22S",,35.544,,,,,,,
"30,31-Bishomohopane-22R",,28.486,,,,,,,
"30,31,32-Trishomohopane-22S",,30.093,,,,,,,
"30,31,32-Trishomohopane-22R",,18.636,,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,18.767,,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,15.397,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,20.574,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,15.702,,,,,,,
Priority Pollutant PAH,,1265.659,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,99,,,,,,,
Acenaphthene-d10,,104,,,,,,,
Phenanthrene-d10,,101,,,,,,,
Benzo(a)pyrene-d12,,110,,,,,,,
5b(H)-Cholane,,112,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
