"Benzo(g,h,i)perylene",,3.421,,3.53,3.1,,,,
Total PAH,,13115.661,,,,,,,
"14a(H),17a(H)-20R-Cholestane",,73.033,,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,43.791,,48.21,9.2,,,,
"13b(H),17a(H)-20R-Diacholestane",,24.296,,24.11,0.8,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,27.750,,,,,,,
"14a(H),17a(H)-20S-Cholestane",,62.044,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,40.712,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,43.133,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,31.622,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,44.010,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,45.325,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,33.730,,34.51,2.3,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,34.461,,37.25,7.5,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,57.807,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,40.096,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,34.836,,35.65,2.3,,,,
C23 Tricyclic Terpane,,56.688,,57.65,1.7,,,,
C24 Tricyclic Terpane ,,36.422,,,,,,,
C25 Tricyclic Terpane,,35.760,,,,,,,
C24 Tetracyclic Terpane,,12.232,,,,,,,
C26 Tricyclic Terpane-22S,,12.576,,,,,,,
C26 Tricyclic Terpane-22R,,15.918,,,,,,,
C28 Tricyclic Terpane-22S,,13.556,,,,,,,
C28 Tricyclic Terpane-22R,,13.135,,,,,,,
C29 Tricyclic Terpane-22S,,15.050,,18.34,17.9,,,,
C29 Tricyclic Terpane-22R,,15.775,,17.49,9.8,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,20.200,,19.87,1.7,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,25.183,,30.62,17.8,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,7.078,J,,,,,,
"17a(H),21b(H)-25-Norhopane",,6.196,J,,,,,,
30-Norhopane,,77.282,,84.33,8.4,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,18.459,,,,,,,
17a(H)-Diahopane,,8.017,,,,,,,
30-Normoretane,,8.290,,,,,,,
18a(H) & 18b(H)-Oleananes,,7.740,U,,,,,,
"17a(H),21b(H)-hopane",,133.008,,144.07,7.7,,,,
"17b(H),21a(H)-hopane (moretane)",,14.442,,,,,,,
30-Homohopane-22S,,64.357,,66.45,3.1,,,,
30-Homohopane-22R,,45.535,,45.33,0.5,,,,
"30,31-Bishomohopane-22S",,41.759,,,,,,,
"30,31-Bishomohopane-22R",,33.102,,,,,,,
"30,31,32-Trishomohopane-22S",,34.860,,,,,,,
"30,31,32-Trishomohopane-22R",,23.989,,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,24.821,,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,15.506,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,29.165,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,19.291,,,,,,,
Priority Pollutant PAH,,1225.770,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,97,,,,,,,
Acenaphthene-d10,,101,,,,,,,
Phenanthrene-d10,,103,,,,,,,
Benzo(a)pyrene-d12,,107,,,,,,,
5b(H)-Cholane,,117,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
