"Benzo(g,h,i)perylene",,3.464,,3.53,1.9,,,,
Total PAH,,12771.362,,,,,,,
"14a(H),17a(H)-20R-Cholestane",,81.147,,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,51.925,,48.21,7.7,,,,
"13b(H),17a(H)-20R-Diacholestane",,25.756,,24.11,6.8,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,25.018,,,,,,,
"14a(H),17a(H)-20S-Cholestane",,64.532,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,39.911,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,41.51,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,32.013,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,46.744,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,42.404,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,35.699,,34.51,3.4,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,38.362,,37.25,3.0,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,52.874,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,47.179,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,37.323,,35.65,4.7,,,,
C23 Tricyclic Terpane,,52.886,,57.65,8.3,,,,
C24 Tricyclic Terpane ,,35.153,,,,,,,
C25 Tricyclic Terpane,,33.923,,,,,,,
C24 Tetracyclic Terpane,,11.149,,,,,,,
C26 Tricyclic Terpane-22S,,11.252,,,,,,,
C26 Tricyclic Terpane-22R,,14.027,,,,,,,
C28 Tricyclic Terpane-22S,,12.738,,,,,,,
C28 Tricyclic Terpane-22R,,12.479,,,,,,,
C29 Tricyclic Terpane-22S,,16.698,,18.34,9.0,,,,
C29 Tricyclic Terpane-22R,,16.036,,17.49,8.3,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,22.613,,19.87,13.8,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,28.074,,30.62,8.3,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,6.714,J,,,,,,
"17a(H),21b(H)-25-Norhopane",,2.387,J,,,,,,
30-Norhopane,,78.309,,84.33,7.1,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,19.897,,,,,,,
17a(H)-Diahopane,,9.401,,,,,,,
30-Normoretane,,6.714,J,,,,,,
18a(H) & 18b(H)-Oleananes,,7.725,U,,,,,,
"17a(H),21b(H)-hopane",,135.454,,144.07,6.0,,,,
"17b(H),21a(H)-hopane (moretane)",,13.305,,,,,,,
30-Homohopane-22S,,60.804,,66.45,8.5,,,,
30-Homohopane-22R,,41.208,,45.33,9.1,,,,
"30,31-Bishomohopane-22S",,41.547,,,,,,,
"30,31-Bishomohopane-22R",,30.827,,,,,,,
"30,31,32-Trishomohopane-22S",,31.985,,,,,,,
"30,31,32-Trishomohopane-22R",,22.697,,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,19.842,,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,14.674,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,23.648,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,15.804,,,,,,,
Priority Pollutant PAH,,1306.825,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,112,,,,,,,
Acenaphthene-d10,,113,,,,,,,
Phenanthrene-d10,,114,,,,,,,
Benzo(a)pyrene-d12,,113,,,,,,,
5b(H)-Cholane,,120,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
