,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Client ID,,131023-02: NIST SRM 1941b,,,,,,,
,,,,,,,,,
Battelle ID,,CD638SRM-P,,,,,,,
Sample Type,,SRM,,,,,,,
Collection Date,,10/16/14,,,,,,,
Extraction Date,,10/16/14,,,,,,,
Analysis Date,,11/08/14,,,,,,,
Analytical Instrument,,MS,,,,,,,
% Moisture,,2.4,,,,,,,
% Lipid,,NA,,,,,,,
Matrix,,SEDIMENT,,,,,,,
Sample Size,,1.66,,,,,,,
Size Unit-Basis,,G_DRY,,Certified,,Passing,,Actual,
Units,,NG/G_DRY,,Value,+/-,%Difference,,%Difference,Qualifier
,,,,,,,,,
Naphthalene,,680.684,,848,94.99,41.2,,19.7,
C1-Naphthalenes,,177.614,,,,,,,
C2-Naphthalenes,,148.644,,,,,,,
C3-Naphthalenes,,160.717,,,,,,,
C4-Naphthalenes,,56.64,,,,,,,
Biphenyl,,51.593,,,,,,,
Acenaphthylene,,50.207,,,,,,,
Acenaphthene,,26.643,,,,,,,
Dibenzofuran,,64.723,,,,,,,
Fluorene,,45.838,,85,15.00,47.65,,46.1,
C1-Fluorenes,,31.517,,,,,,,
C2-Fluorenes,,50.325,,,,,,,
C3-Fluorenes,,63.048,,,,,,,
Anthracene,,134.118,,184,18.00,39.78,,27.1,
Phenanthrene,,359.59,,406,44.00,40.84,,11.4,
C1-Phenanthrenes/Anthracenes,,239.128,,,,,,,
C2-Phenanthrenes/Anthracenes,,196.842,,,,,,,
C3-Phenanthrenes/Anthracenes,,118.872,,,,,,,
C4-Phenanthrenes/Anthracenes,,62.049,,,,,,,
Retene,,29.493,,,,,,,
Dibenzothiophene,,39.653,,,,,,,
C1-Dibenzothiophenes,,119,,,,,,,
C2-Dibenzothiophenes,,92.226,,,,,,,
C3-Dibenzothiophenes,,85.308,,,,,,,
C4-Dibenzothiophenes,,44.793,,,,,,,
Fluoranthene,,613.676,,651,50.00,37.68,,5.7,
Pyrene,,479.564,,581,39.00,36.71,,17.5,
C1-Fluoranthenes/Pyrenes,,274.586,,,,,,,
C2-Fluoranthenes/Pyrenes,,119.6,,,,,,,
C3-Fluoranthenes/Pyrenes,,76.519,,,,,,,
Benzo(a)anthracene,,273.27,,335,25.00,37.46,,18.4,
Chrysene,,381.559,,399,36.00,39.02,,4.4,
C1-Chrysenes,,197.545,,,,,,,
C2-Chrysenes,,112.067,,,,,,,
C3-Chrysenes,,68.998,,,,,,,
C4-Chrysenes,,1.669,U,,,,,,
Benzo(b)fluoranthene,,461.83,,453,21.00,34.64,,1.9,
Benzo(k)fluoranthene,,455.762,,442,23.00,35.2,,3.1,
Benzo(e)pyrene,,313.399,,325,25.00,37.69,,3.6,
Benzo(a)pyrene,,268.341,,358,17.00,34.75,,25,
Perylene,,297.318,,397,45.00,41.34,,25.1,
"Indeno(1,2,3-cd)pyrene",,279.786,,341,57.00,46.72,,18,
"Dibenz(a,h)anthracene",,62.841,,89.7,15.20,46.95,,29.9,
"Benzo(g,h,i)perylene",,242.387,,307,45.00,44.66,,21,
Total PAH,,8078.82,,,,,,,
