"Benzo(g,h,i)perylene",,3.208,,3.53,9.1,,,,
Total PAH,,12109.257,,,,,,,
"14a(H),17a(H)-20R-Cholestane",,71.776,,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,48.908,,48.21,1.4,,,,
"13b(H),17a(H)-20R-Diacholestane",,27.471,,24.11,13.9,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,22.99,,,,,,,
"14a(H),17a(H)-20S-Cholestane",,63.337,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,36.891,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,40.993,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,31.65,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,45.426,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,43.885,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,33.096,,34.51,4.1,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,40.569,,37.25,8.9,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,53.106,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,43.213,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,40.108,,35.65,12.5,,,,
C23 Tricyclic Terpane,,50.116,,57.65,13.1,,,,
C24 Tricyclic Terpane ,,32.79,,,,,,,
C25 Tricyclic Terpane,,31.384,,,,,,,
C24 Tetracyclic Terpane,,11.41,,,,,,,
C26 Tricyclic Terpane-22S,,10.923,,,,,,,
C26 Tricyclic Terpane-22R,,13.541,,,,,,,
C28 Tricyclic Terpane-22S,,12.233,,,,,,,
C28 Tricyclic Terpane-22R,,12.702,,,,,,,
C29 Tricyclic Terpane-22S,,17.014,,18.34,7.2,,,,
C29 Tricyclic Terpane-22R,,16.052,,17.49,8.2,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,21.818,,19.87,9.8,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,26.312,,30.62,14.1,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,6.734,J,,,,,,
"17a(H),21b(H)-25-Norhopane",,2.933,J,,,,,,
30-Norhopane,,73.816,,84.33,12.5,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,17.994,,,,,,,
17a(H)-Diahopane,,8.647,,,,,,,
30-Normoretane,,6.219,J,,,,,,
18a(H) & 18b(H)-Oleananes,,7.725,U,,,,,,
"17a(H),21b(H)-hopane",,126.677,,144.07,12.1,,,,
"17b(H),21a(H)-hopane (moretane)",,12.08,,,,,,,
30-Homohopane-22S,,60.133,,66.45,9.5,,,,
30-Homohopane-22R,,41.808,,45.33,7.8,,,,
"30,31-Bishomohopane-22S",,39.763,,,,,,,
"30,31-Bishomohopane-22R",,30.167,,,,,,,
"30,31,32-Trishomohopane-22S",,31.341,,,,,,,
"30,31,32-Trishomohopane-22R",,22.325,,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,20.779,,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,14.767,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,23.654,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,16.313,,,,,,,
Priority Pollutant PAH,,1069.342,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,87,,,,,,,
Acenaphthene-d10,,93,,,,,,,
Phenanthrene-d10,,97,,,,,,,
Benzo(a)pyrene-d12,,96,,,,,,,
5b(H)-Cholane,,120,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
