Matrix,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,,SEDIMENT,
Sample Size,,21.25,,23.46,,11.72,,21.75,,17.17,,23.10,,17.91,,15.61,,16.11,,16.82,,18.56,,14.06,,15.41,,17.60,,16.36,,16.53,,17.00,,20.30,,18.05,,15.01,,16.11,
Size Unit-Basis,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,,G_DRY,
Units,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,,NG/G_DRY,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C29 Tricyclic Terpane-22S,,0.249,U,0.225,U,0.355,J,0.243,U,0.264,J,0.229,U,0.154,J,0.519,J,0.484,J,0.624,J,0.627,J,0.537,J,0.523,J,0.271,J,0.366,J,0.518,J,0.481,J,0.269,J,0.231,J,0.515,J,0.697,J
C29 Tricyclic Terpane-22R,,0.249,U,0.225,U,0.316,J,0.243,U,0.16,J,0.229,U,0.212,J,0.472,J,0.6,J,0.587,J,0.527,J,0.443,J,0.378,J,0.301,U,0.342,J,0.519,J,0.479,J,0.215,J,0.163,J,0.623,J,0.686,J
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,0.347,J,0.225,U,1.428,J,0.809,J,0.802,J,0.229,U,0.599,J,1.215,J,1.294,J,1.647,J,1.431,J,1.393,J,1.157,J,0.733,J,1.034,J,1.124,J,1.27,J,0.629,J,0.813,J,1.293,J,1.646,J
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,1.148,J,0.212,J,4.337,,2.708,,2.652,,0.146,J,1.854,,3.283,,3.411,,4.252,,3.95,,3.782,,2.897,,1.983,,2.753,,3.345,,3.199,,1.534,,2.273,,3.655,,4.17,
"17a(H),21b(H)-28,30-Bisnorhopane",,0.249,U,0.225,U,0.451,U,0.243,U,0.308,U,0.229,U,0.295,U,0.339,U,0.328,U,0.315,U,0.286,J,0.376,U,0.343,U,0.301,U,0.323,U,0.32,U,0.311,U,0.261,U,0.293,U,0.352,U,0.328,U
"17a(H),21b(H)-25-Norhopane",,0.249,U,0.225,U,0.451,U,0.243,U,0.308,U,0.229,U,0.295,U,0.339,U,0.328,U,0.315,U,0.285,U,0.376,U,0.343,U,0.301,U,0.323,U,0.32,U,0.311,U,0.261,U,0.293,U,0.352,U,0.328,U
30-Norhopane,,2.196,,0.346,J,7.814,,5.3,,5.005,,0.313,J,3.319,,6.381,,7.081,,8.715,,8.614,,7.382,,6,,3.224,,5.382,,6.827,,6.285,,2.726,,5.323,,7.654,,8.281,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,0.425,J,0.225,U,1.52,J,0.876,J,0.845,J,0.229,U,0.671,J,1.569,J,1.623,J,1.983,,1.918,,1.668,J,1.425,J,0.833,J,1.303,J,1.523,J,1.599,J,0.632,J,1.108,J,1.706,J,2.105,
17a(H)-Diahopane,,0.233,J,0.225,U,0.615,J,0.481,J,0.502,J,0.229,U,0.287,J,0.519,J,0.86,J,0.911,J,0.808,J,0.746,J,0.652,J,0.301,U,0.458,J,0.639,J,0.512,J,0.269,J,0.455,J,0.68,J,0.728,J
30-Normoretane,,1.13,J,0.225,U,3.806,,3.019,,3.183,,0.229,U,1.661,J,2.647,,3.141,,3.568,,3.732,,3.351,,2.535,,1.524,J,2.247,,2.355,,2.556,,1.033,J,2.514,,3.344,,3.034,
18a(H) & 18b(H)-Oleananes,,0.249,U,0.225,U,0.451,U,0.243,U,0.308,U,0.229,U,0.295,U,0.339,U,0.328,U,0.315,U,0.285,U,0.376,U,0.343,U,0.301,U,0.323,U,0.32,U,0.311,U,0.261,U,0.293,U,0.352,U,0.328,U
"17a(H),21b(H)-hopane",,2.932,,0.513,J,12.39,,7.152,,7.851,,0.356,J,4.787,,9.842,,10.743,,13.333,,11.908,,11.723,,8.848,,5.123,,8.571,,10.573,,9.927,,4.254,,7.231,,10.688,,13.888,
"17b(H),21a(H)-hopane (moretane)",,2.764,,0.534,J,8.408,,6.415,,6.628,,0.304,J,3.427,,4.827,,5.44,,6.765,,7.072,,6.071,,4.841,,2.718,,3.842,,4.305,,4.658,,1.868,,5.28,,7.114,,5.357,
30-Homohopane-22S,,1.114,J,0.225,U,5.311,,2.915,,3.107,,0.229,U,1.756,,3.967,,4.385,,5.457,,5.042,,4.86,,3.459,,2.047,,3.451,,4.257,,3.961,,1.669,,2.551,,4.063,,5.189,
30-Homohopane-22R,,2.055,,0.347,J,6.508,,4.66,,4.493,,0.229,U,2.701,,5.176,,5.547,,6.835,,6.526,,6.011,,4.528,,2.366,,4.006,,5.014,,5.1,,2.082,,5.879,,5.54,,6.314,
"30,31-Bishomohopane-22S",,0.469,J,0.225,U,1.761,J,1.694,,1.279,J,0.229,U,1.288,J,2.273,,2.024,,2.455,,3.34,,1.9,J,1.727,J,0.899,J,1.667,J,2.055,,1.767,,0.898,J,0.991,J,2.538,,2.356,
"30,31-Bishomohopane-22R",,0.474,J,0.225,U,1.923,J,0.902,J,1.337,J,0.229,U,0.658,J,1.757,J,1.827,J,2.617,,2.249,,2.026,J,1.608,J,0.876,J,1.38,J,1.687,J,1.773,,0.65,J,1.011,J,1.793,J,2.393,
"30,31,32-Trishomohopane-22S",,2.266,,0.416,J,6.928,,4.802,,5.597,,0.229,U,2.599,,4.529,,5.252,,6.638,,6.777,,5.673,,4.027,,2.086,,3.446,,4.628,,4.114,,1.577,,4.314,,5.442,,4.711,
"30,31,32-Trishomohopane-22R",,0.249,U,0.225,U,0.954,J,0.243,U,0.545,J,0.229,U,0.36,J,0.898,J,0.887,J,1.289,J,1.129,J,0.911,J,0.887,J,0.301,U,0.604,J,0.936,J,0.791,J,0.401,J,0.611,J,0.959,J,1.187,J
"30,31,32,33-Tetrakishomohopane-22S",,0.249,U,0.225,U,0.758,J,0.243,U,0.308,U,0.229,U,0.295,U,0.797,J,0.616,J,0.985,J,0.918,J,0.632,J,0.616,J,0.301,U,0.57,J,0.844,J,0.469,J,0.261,U,0.293,U,0.59,J,0.886,J
"30,31,32,33-Tetrakishomohopane-22R",,0.249,U,0.225,U,0.451,U,0.243,U,0.308,U,0.229,U,0.295,U,0.65,J,0.596,J,0.683,J,0.623,J,0.448,J,0.343,U,0.301,U,0.323,U,0.703,J,0.311,U,0.261,U,0.293,U,0.352,U,0.678,J
"30,31,32,33,34-Pentakishomohopane-22S",,0.249,U,0.225,U,0.451,U,0.243,U,0.308,U,0.229,U,0.295,U,0.339,U,0.328,U,0.578,J,0.558,J,0.376,U,0.343,U,0.301,U,0.323,U,0.32,U,0.311,U,0.261,U,0.293,U,0.352,U,0.328,U
"30,31,32,33,34-Pentakishomohopane-22R",,0.249,U,0.225,U,0.451,U,0.243,U,0.308,U,0.229,U,0.295,U,0.339,U,0.328,U,0.315,U,0.285,U,0.376,U,0.343,U,0.301,U,0.323,U,0.32,U,0.311,U,0.261,U,0.293,U,0.352,U,0.328,U
Priority Pollutant PAH,,40.08,,8.908,,151.63,,105.085,,86.803,,5.079,,45.559,,75.893,,78.683,,97.324,,83.746,,94.754,,76.087,,48.175,,72.66,,84.617,,76.23,,36.708,,51.147,,78.361,,108.545,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naphthalene-d8,,72,,64,,64,,38,N,70,,68,,70,,44,,70,,71,,66,,72,,62,,43,,61,,61,,72,,59,,65,,59,,63,
Acenaphthene-d10,,76,,65,,69,,40,,75,,72,,72,,51,,74,,74,,71,,73,,66,,46,,64,,65,,77,,63,,67,,65,,66,
Phenanthrene-d10,,76,,65,,72,,40,,77,,74,,74,,60,,75,,76,,74,,72,,68,,46,,64,,69,,78,,65,,68,,69,,68,
Benzo(a)pyrene-d12,,72,,60,,70,,40,,76,,69,,69,,62,,71,,76,,72,,71,,68,,44,,64,,68,,75,,64,,65,,68,,68,
5b(H)-Cholane,,94,,84,,82,,46,,88,,86,,92,,96,,97,,99,,91,,95,,90,,61,,86,,91,,99,,85,,92,,91,,90,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
