"14a(H),17a(H)-20S-Cholestane",,0.118,U,,,,,,
"14b(H),17b(H)-20R-Cholestane",,0.118,U,,,,,,
"14b(H),17b(H)-20S-Cholestane",,0.118,U,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,0.118,U,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,0.118,U,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,0.118,U,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,0.118,U,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,0.118,U,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,0.118,U,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,0.118,U,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,0.118,U,,,,,,
C23 Tricyclic Terpane,,0.328,U,,,,,,
C24 Tricyclic Terpane ,,0.328,U,,,,,,
C25 Tricyclic Terpane,,0.328,U,,,,,,
C24 Tetracyclic Terpane,,0.328,U,,,,,,
C26 Tricyclic Terpane-22S,,0.328,U,,,,,,
C26 Tricyclic Terpane-22R,,0.328,U,,,,,,
C28 Tricyclic Terpane-22S,,0.328,U,,,,,,
C28 Tricyclic Terpane-22R,,0.328,U,,,,,,
C29 Tricyclic Terpane-22S,,0.328,U,,,,,,
C29 Tricyclic Terpane-22R,,0.328,U,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,0.328,U,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,0.328,U,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,0.328,U,,,,,,
"17a(H),21b(H)-25-Norhopane",,0.328,U,,,,,,
30-Norhopane,,0.328,U,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,0.328,U,,,,,,
17a(H)-Diahopane,,0.328,U,,,,,,
30-Normoretane,,0.328,U,,,,,,
18a(H) & 18b(H)-Oleananes,,0.328,U,,,,,,
"17a(H),21b(H)-hopane",,0.328,U,,,,,,
"17b(H),21a(H)-hopane (moretane)",,0.328,U,,,,,,
30-Homohopane-22S,,0.328,U,,,,,,
30-Homohopane-22R,,0.328,U,,,,,,
"30,31-Bishomohopane-22S",,0.328,U,,,,,,
"30,31-Bishomohopane-22R",,0.328,U,,,,,,
"30,31,32-Trishomohopane-22S",,0.328,U,,,,,,
"30,31,32-Trishomohopane-22R",,0.328,U,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,0.328,U,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,0.328,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,0.328,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,0.328,U,,,,,,
Priority Pollutant PAH,,0.190,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,67,,,,,,,
Acenaphthene-d10,,74,,,,,,,
Phenanthrene-d10,,79,,,,,,,
Benzo(a)pyrene-d12,,79,,,,,,,
5b(H)-Cholane,,83,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
