,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Client ID,,Procedural Blank,,,,,,,
,,,,,,,,,
Battelle ID,,CD304PB-P,,,,,,,
Sample Type,,PB,,,,,,,
Collection Date,,10/08/14,,,,,,,
Extraction Date,,10/08/14,,,,,,,
Analysis Date,,11/04/14,,,,,,,
Analytical Instrument,,MS,,,,,,,
% Moisture,,77.68, ,,,,,,
% Lipid,,NA,,,,,,,
Matrix,,TISSUE,,,,,,,
Sample Size,,4.47,,,,,,,
Size Unit-Basis,,G_DRY,,,,,,,
Units,,NG/G_DRY,,,,,,,
,,,,,,,,,
Naphthalene,,1.307,,,,,,,
C1-Naphthalenes,,2.336,U,,,,,,
C2-Naphthalenes,,2.336,U,,,,,,
C3-Naphthalenes,,2.336,U,,,,,,
C4-Naphthalenes,,2.336,U,,,,,,
Biphenyl,,0.971,U,,,,,,
Acenaphthylene,,0.814,U,,,,,,
Acenaphthene,,0.832,U,,,,,,
Dibenzofuran,,1.785,U,,,,,,
Fluorene,,2.353,U,,,,,,
C1-Fluorenes,,2.353,U,,,,,,
C2-Fluorenes,,2.353,U,,,,,,
C3-Fluorenes,,2.353,U,,,,,,
Anthracene,,0.568,U,,,,,,
Phenanthrene,,0.235,J,,,,,,
C1-Phenanthrenes/Anthracenes,,2.049,U,,,,,,
C2-Phenanthrenes/Anthracenes,,2.049,U,,,,,,
C3-Phenanthrenes/Anthracenes,,2.049,U,,,,,,
C4-Phenanthrenes/Anthracenes,,2.049,U,,,,,,
Retene,,1.056,U,,,,,,
Dibenzothiophene,,0.998,U,,,,,,
C1-Dibenzothiophenes,,0.998,U,,,,,,
C2-Dibenzothiophenes,,0.998,U,,,,,,
C3-Dibenzothiophenes,,0.998,U,,,,,,
C4-Dibenzothiophenes,,0.998,U,,,,,,
Fluoranthene,,0.738,U,,,,,,
Pyrene,,0.662,U,,,,,,
C1-Fluoranthenes/Pyrenes,,0.662,U,,,,,,
C2-Fluoranthenes/Pyrenes,,0.662,U,,,,,,
C3-Fluoranthenes/Pyrenes,,0.662,U,,,,,,
Benzo(a)anthracene,,0.586,U,,,,,,
Chrysene,,0.474,U,,,,,,
C1-Chrysenes,,0.474,U,,,,,,
C2-Chrysenes,,0.474,U,,,,,,
C3-Chrysenes,,0.474,U,,,,,,
C4-Chrysenes,,0.474,U,,,,,,
Benzo(b)fluoranthene,,0.564,U,,,,,,
Benzo(k)fluoranthene,,0.519,U,,,,,,
Benzo(e)pyrene,,0.501,U,,,,,,
Benzo(a)pyrene,,0.366,U,,,,,,
Perylene,,0.479,U,,,,,,
"Indeno(1,2,3-cd)pyrene",,0.423,U,,,,,,
"Dibenz(a,h)anthracene",,0.218,U,,,,,,
"Benzo(g,h,i)perylene",,0.325,U,,,,,,
Total PAH,,1.542,,,,,,,
"14a(H),17a(H)-20R-Cholestane",,0.353,U,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,0.353,U,,,,,,
"13b(H),17a(H)-20R-Diacholestane",,0.353,U,,,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,0.353,U,,,,,,
