"Benzo(g,h,i)perylene",,3.115,,3.53,11.8,,,,
Total PAH,,13881.809,,,,,,,
"14a(H),17a(H)-20R-Cholestane",,88.208,,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,54.459,,48.21,13.0,,,,
"13b(H),17a(H)-20R-Diacholestane",,30.51,,24.11,26.5,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,27.068,,,,,,,
"14a(H),17a(H)-20S-Cholestane",,71.317,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,44.352,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,46.319,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,37.2,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,53.38,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,50.823,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,39.749,,34.51,15.2,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,45.125,,37.25,21.1,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,58.95,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,52.438,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,42.621,,35.65,19.6,,,,
C23 Tricyclic Terpane,,57.656,,57.65,0.0,,,,
C24 Tricyclic Terpane ,,37.945,,,,,,,
C25 Tricyclic Terpane,,36.955,,,,,,,
C24 Tetracyclic Terpane,,12.326,,,,,,,
C26 Tricyclic Terpane-22S,,12.604,,,,,,,
C26 Tricyclic Terpane-22R,,16.151,,,,,,,
C28 Tricyclic Terpane-22S,,13.087,,,,,,,
C28 Tricyclic Terpane-22R,,14.425,,,,,,,
C29 Tricyclic Terpane-22S,,19.261,,18.34,5.0,,,,
C29 Tricyclic Terpane-22R,,18.182,,17.49,4.0,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,25.534,,19.87,28.5,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,29.686,,30.62,3.1,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,7.058,J,,,,,,
"17a(H),21b(H)-25-Norhopane",,3.507,J,,,,,,
30-Norhopane,,84.18,,84.33,0.2,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,21.134,,,,,,,
17a(H)-Diahopane,,9.619,,,,,,,
30-Normoretane,,8.697,,,,,,,
18a(H) & 18b(H)-Oleananes,,7.725,U,,,,,,
"17a(H),21b(H)-hopane",,142.342,,144.07,1.2,,,,
"17b(H),21a(H)-hopane (moretane)",,14.195,,,,,,,
30-Homohopane-22S,,68.27,,66.45,2.7,,,,
30-Homohopane-22R,,45.346,,45.33,0.0,,,,
"30,31-Bishomohopane-22S",,44.191,,,,,,,
"30,31-Bishomohopane-22R",,34.254,,,,,,,
"30,31,32-Trishomohopane-22S",,32.342,,,,,,,
"30,31,32-Trishomohopane-22R",,23.346,,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,23.388,,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,15.62,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,24.358,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,16.647,,,,,,,
Priority Pollutant PAH,,1387.266,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,113,,,,,,,
Acenaphthene-d10,,117,,,,,,,
Phenanthrene-d10,,117,,,,,,,
Benzo(a)pyrene-d12,,116,,,,,,,
5b(H)-Cholane,,130,N,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
