C3-Dibenzothiophenes,,4.996,,0.117,U,,,,0.112,U,,,,,
C4-Dibenzothiophenes,,2.417,,0.117,U,,,,0.112,U,,,,,
Fluoranthene,,2.869,,204.305,,195.18,103,,211.416,,188.04,111,,7.5,
Pyrene,,4.426,,200.218,,195.08,100,,207.002,,187.95,108,,7.7,
C1-Fluoranthenes/Pyrenes,,9.910,,0.434,U,,,,0.418,U,,,,,
C2-Fluoranthenes/Pyrenes,,9.534,,0.434,U,,,,0.418,U,,,,,
C3-Fluoranthenes/Pyrenes,,7.000,,0.434,U,,,,0.418,U,,,,,
Benzo(a)anthracene,,1.055,,203.687,,195.14,104,,206.671,,188.00,109,,4.7,
Chrysene,,8.240,,199.917,,194.98,98,,203.443,,187.85,104,,5.9,
C1-Chrysenes,,9.068,,0.269,U,,,,0.260,U,,,,,
C2-Chrysenes,,8.063,,0.269,U,,,,0.260,U,,,,,
C3-Chrysenes,,5.298,,0.269,U,,,,0.260,U,,,,,
C4-Chrysenes,,0.130,U,0.269,U,,,,0.260,U,,,,,
Benzo(b)fluoranthene,,4.371,,197.038,,195.33,99,,207.954,,188.19,108,,8.7,
Benzo(k)fluoranthene,,0.979,,193.240,,195.06,99,,204.573,,187.93,108,,8.7,
Benzo(e)pyrene,,5.628,,182.642,,195.21,91,,189.732,,188.08,98,,7.4,
Benzo(a)pyrene,,1.107,,187.604,,194.84,96,,191.897,,187.72,102,,6.1,
Perylene,,15.628,,185.972,,195.16,87,,189.100,,188.02,92,,5.6,
"Indeno(1,2,3-cd)pyrene",,1.028,,191.160,,195.08,97,,192.235,,187.95,102,,5.0,
"Dibenz(a,h)anthracene",,0.597,,198.144,,194.92,101,,204.082,,187.80,108,,6.7,
"Benzo(g,h,i)perylene",,4.468,,189.877,,195.19,95,,193.296,,188.06,100,,5.1,
Total PAH,,324.153,,3978.268,,,,,4066.482,,,,,,
"14a(H),17a(H)-20R-Cholestane",,1.874,,0.185,U,,,,0.178,U,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,0.686,,0.185,U,,,,0.178,U,,,,,
"13b(H),17a(H)-20R-Diacholestane",,0.405,J,0.185,U,,,,0.178,U,,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,0.330,J,0.185,U,,,,0.178,U,,,,,
"14a(H),17a(H)-20S-Cholestane",,1.572,,0.185,U,,,,0.178,U,,,,,
"14b(H),17b(H)-20R-Cholestane",,0.387,J,0.185,U,,,,0.178,U,,,,,
"14b(H),17b(H)-20S-Cholestane",,0.428,J,0.185,U,,,,0.178,U,,,,,
"14a(H),17a(H)-20S-methylcholestane",,0.591,,0.185,U,,,,0.178,U,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,0.414,J,0.185,U,,,,0.178,U,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,0.540,,0.185,U,,,,0.178,U,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,1.053,,0.185,U,,,,0.178,U,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,0.655,,0.185,U,,,,0.178,U,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,0.961,,0.185,U,,,,0.178,U,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,0.676,,0.185,U,,,,0.178,U,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,2.244,,0.185,U,,,,0.178,U,,,,,
C23 Tricyclic Terpane,,0.704,J,0.515,U,,,,0.496,U,,,,,
C24 Tricyclic Terpane ,,0.426,J,0.515,U,,,,0.496,U,,,,,
C25 Tricyclic Terpane,,0.372,J,0.515,U,,,,0.496,U,,,,,
C24 Tetracyclic Terpane,,0.332,J,0.515,U,,,,0.496,U,,,,,
C26 Tricyclic Terpane-22S,,0.180,J,0.515,U,,,,0.496,U,,,,,
C26 Tricyclic Terpane-22R,,0.161,J,0.515,U,,,,0.496,U,,,,,
C28 Tricyclic Terpane-22S,,0.248,U,0.515,U,,,,0.496,U,,,,,
C28 Tricyclic Terpane-22R,,0.198,J,0.515,U,,,,0.496,U,,,,,
C29 Tricyclic Terpane-22S,,0.248,U,0.515,U,,,,0.496,U,,,,,
C29 Tricyclic Terpane-22R,,0.248,U,0.515,U,,,,0.496,U,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,0.639,J,0.515,U,,,,0.496,U,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,1.961,,0.515,U,,,,0.496,U,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,0.248,U,0.515,U,,,,0.496,U,,,,,
"17a(H),21b(H)-25-Norhopane",,0.248,U,0.515,U,,,,0.496,U,,,,,
30-Norhopane,,3.621,,0.515,U,,,,0.496,U,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,0.671,J,0.515,U,,,,0.496,U,,,,,
17a(H)-Diahopane,,0.248,U,0.515,U,,,,0.496,U,,,,,
30-Normoretane,,1.339,J,0.515,U,,,,0.496,U,,,,,
18a(H) & 18b(H)-Oleananes,,0.248,U,0.515,U,,,,0.496,U,,,,,
"17a(H),21b(H)-hopane",,5.229,,0.515,U,,,,0.496,U,,,,,
"17b(H),21a(H)-hopane (moretane)",,2.558,,0.515,U,,,,0.496,U,,,,,
30-Homohopane-22S,,2.283,,0.515,U,,,,0.496,U,,,,,
30-Homohopane-22R,,2.813,,0.515,U,,,,0.496,U,,,,,
"30,31-Bishomohopane-22S",,1.197,J,0.515,U,,,,0.496,U,,,,,
"30,31-Bishomohopane-22R",,0.850,J,0.515,U,,,,0.496,U,,,,,
"30,31,32-Trishomohopane-22S",,2.259,,0.515,U,,,,0.496,U,,,,,
"30,31,32-Trishomohopane-22R",,0.521,J,0.515,U,,,,0.496,U,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,0.248,U,0.515,U,,,,0.496,U,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,0.248,U,0.515,U,,,,0.496,U,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,0.248,U,0.515,U,,,,0.496,U,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,0.248,U,0.515,U,,,,0.496,U,,,,,
Priority Pollutant PAH,,53.545,,3105.406,,,,,3172.647,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Naphthalene-d8,,74,,80,,,,,74,,,,,,
Acenaphthene-d10,,80,,84,,,,,78,,,,,,
Phenanthrene-d10,,86,,90,,,,,84,,,,,,
Benzo(a)pyrene-d12,,90,,98,,,,,89,,,,,,
5b(H)-Cholane,,94,,97,,,,,91,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
