Total PAH,,9646.717,,,,,,,
"14a(H),17a(H)-20R-Cholestane",,38.805,,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,25.947,,,,,,,
"13b(H),17a(H)-20R-Diacholestane",,13.554,,,,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,13.074,,,,,,,
"14a(H),17a(H)-20S-Cholestane",,44.468,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,17.979,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,18.443,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,18.149,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,19.712,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,18.134,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,11.372,,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,15.117,,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,31.440,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,27.974,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,17.824,,,,,,,
C23 Tricyclic Terpane,,24.285,,,,,,,
C24 Tricyclic Terpane ,,13.313,J,,,,,,
C25 Tricyclic Terpane,,13.920,J,,,,,,
C24 Tetracyclic Terpane,,15.429,J,,,,,,
C26 Tricyclic Terpane-22S,,5.760,J,,,,,,
C26 Tricyclic Terpane-22R,,5.367,J,,,,,,
C28 Tricyclic Terpane-22S,,6.695,J,,,,,,
C28 Tricyclic Terpane-22R,,6.605,J,,,,,,
C29 Tricyclic Terpane-22S,,7.644,J,,,,,,
C29 Tricyclic Terpane-22R,,7.037,J,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,38.973,,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,44.481,,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,4.702,J,,,,,,
"17a(H),21b(H)-25-Norhopane",,14.229,J,,,,,,
30-Norhopane,,125.020,,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,42.791,,,,,,,
17a(H)-Diahopane,,9.392,J,,,,,,
30-Normoretane,,22.215,,,,,,,
18a(H) & 18b(H)-Oleananes,,15.223,J,,,,,,
"17a(H),21b(H)-hopane",,178.880,,,,,,,
"17b(H),21a(H)-hopane (moretane)",,35.625,,,,,,,
30-Homohopane-22S,,56.337,,,,,,,
30-Homohopane-22R,,40.024,,,,,,,
"30,31-Bishomohopane-22S",,31.026,,,,,,,
"30,31-Bishomohopane-22R",,23.195,,,,,,,
"30,31,32-Trishomohopane-22S",,30.188,,,,,,,
"30,31,32-Trishomohopane-22R",,13.546,J,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,13.313,J,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,7.082,J,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,12.314,J,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,3.206,U,,,,,,
Priority Pollutant PAH,,5587.360,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,63,,,,,,,
Acenaphthene-d10,,71,,,,,,,
Phenanthrene-d10,,83,,,,,,,
Benzo(a)pyrene-d12,,72,,,,,,,
5b(H)-Cholane,,88,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
