"region","gear","common_name","Omega1","Epsilon1","Omega2","Epsilon2","obs_model","status","max_grad","rrmse","aic"
"chukchi","otter","snails",0,0,0,0,"PosLink","confirm_gradient",4.39017399993366e-11,3.3,1353.66483102548
"chukchi","otter","snails",1,0,0,0,"PosLink","confirm_gradient",0.0246530330057282,3.325,1324.10537359013
"chukchi","otter","snails",0,1,0,0,"PosLink","confirm_gradient",1.72776992712897e-09,1.715,1306.49686624798
"chukchi","otter","snails",1,1,0,0,"PosLink","confirm_gradient",7.67774727128412e-09,1.715,1308.49686624763
"chukchi","otter","snails",0,0,1,0,"PosLink","confirm_gradient",1.4001568793276e-09,2.219,1321.49072640708
"chukchi","otter","snails",1,0,1,0,"PosLink","confirm_gradient",8.49941095282247e-09,2.209,1320.85087100861
"chukchi","otter","snails",0,1,1,0,"PosLink","confirm_gradient",8.09336160554052e-09,1.715,1310.49686624757
"chukchi","otter","snails",1,1,1,0,"PosLink","confirm_gradient",1.25171619783086,1.069,1310.97205003408
"chukchi","otter","snails",0,0,0,1,"PosLink","confirm_gradient",1.65614721936436e-09,1.24,1309.87985021804
"chukchi","otter","snails",1,0,0,1,"PosLink","confirm_gradient",2.58141863440642e-09,0.933,1305.92102629123
"chukchi","otter","snails",0,1,0,1,"PosLink","confirm_gradient",1.47184739951456e-08,0.86,1301.61558249118
"chukchi","otter","snails",1,1,0,1,"PosLink","confirm_gradient",7.70812706996082e-08,0.86,1303.61558247109
"chukchi","otter","snails",0,0,1,1,"PosLink","confirm_gradient",1.39071700822058e-08,1.24,1311.87985023143
"chukchi","otter","snails",1,0,1,1,"PosLink","confirm_gradient",1.28123014420112e-08,0.933,1307.92102631174
"chukchi","otter","snails",0,1,1,1,"PosLink","confirm_gradient",1.86242492539179e-08,0.86,1303.61558247045
"chukchi","otter","snails",1,1,1,1,"PosLink","confirm_gradient",4.98319652209034e-09,0.86,1305.61558247043
"chukchi","otter","snails",0,0,0,0,"Log_Delta","confirm_gradient",8.42701745353679e-12,3.301,1321.26348695814
"chukchi","otter","snails",1,0,0,0,"Log_Delta","confirm_gradient",0.00937540001194748,3.287,1294.7407496145
"chukchi","otter","snails",0,1,0,0,"Log_Delta","confirm_gradient",0.0283288594234108,3.287,1294.87152275007
"chukchi","otter","snails",1,1,0,0,"Log_Delta","confirm_gradient",0.0500803125895857,3.287,1296.74076688884
"chukchi","otter","snails",0,0,1,0,"Log_Delta","confirm_gradient",7.06962156260662e-10,2.629,1319.35544521439
"chukchi","otter","snails",1,0,1,0,"Log_Delta","confirm_gradient",0.00938774944188481,2.59,1292.83270794092
"chukchi","otter","snails",0,1,1,0,"Log_Delta","confirm_gradient",0.028325693497834,2.59,1292.96348099479
"chukchi","otter","snails",1,1,1,0,"Log_Delta","confirm_gradient",0.209883550328399,2.59,1294.83819385111
"chukchi","otter","snails",0,0,0,1,"Log_Delta","confirm_gradient",7.18225091575687e-09,1.205,1307.16407389453
"chukchi","otter","snails",1,0,0,1,"Log_Delta","confirm_gradient",0.00938098598695092,1.09,1280.64133650071
"chukchi","otter","snails",0,1,0,1,"Log_Delta","confirm_gradient",0.0283264668284176,1.09,1280.77210967062
"chukchi","otter","snails",1,1,0,1,"Log_Delta","confirm_gradient",0.0096575521899922,1.09,1282.63532938433
"chukchi","otter","snails",0,0,1,1,"Log_Delta","confirm_gradient",1.88203908876821e-09,1.205,1309.16407389449
"chukchi","otter","snails",1,0,1,1,"Log_Delta","confirm_gradient",0.00937676697148504,1.09,1282.64133655266
"chukchi","otter","snails",0,1,1,1,"Log_Delta","confirm_gradient",0.0283158578160538,1.09,1282.77210976895
"chukchi","otter","snails",1,1,1,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","snails",0,0,0,0,"Gamma_Delta","confirm_gradient",3.07499640732238e-12,3.3,1353.66483102549
"chukchi","otter","snails",1,0,0,0,"Gamma_Delta","confirm_gradient",0.009382601689083,3.285,1327.1420936647
"chukchi","otter","snails",0,1,0,0,"Gamma_Delta","confirm_gradient",0.028327435382991,3.285,1327.27286679071
"chukchi","otter","snails",1,1,0,0,"Gamma_Delta","confirm_gradient",0.0634919017605853,3.285,1329.14225103238
"chukchi","otter","snails",0,0,1,0,"Gamma_Delta","confirm_gradient",1.03721298216897e-08,2.219,1321.49072642017
"chukchi","otter","snails",1,0,1,0,"Gamma_Delta","confirm_gradient",0.00937167153050211,2.156,1294.96798909171
"chukchi","otter","snails",0,1,1,0,"Gamma_Delta","confirm_gradient",0.0283088719896796,2.156,1295.09876211348
"chukchi","otter","snails",1,1,1,0,"Gamma_Delta","confirm_gradient",0.0434270382113766,2.156,1296.96211030925
"chukchi","otter","snails",0,0,0,1,"Gamma_Delta","confirm_gradient",5.33244648437403e-09,1.24,1309.87985021781
"chukchi","otter","snails",1,0,0,1,"Gamma_Delta","confirm_gradient",0.00937747029823299,1.122,1283.35711285379
"chukchi","otter","snails",0,1,0,1,"Gamma_Delta","confirm_gradient",0.0283239696417894,1.122,1283.48788598413
"chukchi","otter","snails",1,1,0,1,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","snails",0,0,1,1,"Gamma_Delta","confirm_gradient",2.02859951059509e-12,1.24,1311.87985021774
"chukchi","otter","snails",1,0,1,1,"Gamma_Delta","confirm_gradient",0.00936576132156119,1.122,1285.35711287752
"chukchi","otter","snails",0,1,1,1,"Gamma_Delta","confirm_gradient",0.0283335050372386,1.122,1285.48788602325
"chukchi","otter","snails",1,1,1,1,"Gamma_Delta","confirm_gradient",0.0130586103387458,1.122,1287.35110193122
