"region","gear","common_name","Omega1","Epsilon1","Omega2","Epsilon2","obs_model","status","max_grad","rrmse","aic"
"chukchi","otter","sculpins",0,0,0,0,"PosLink","confirm_gradient",4.71222631696176e-10,2.422,1341.14470730693
"chukchi","otter","sculpins",1,0,0,0,"PosLink","confirm_gradient",2.9398653511592e-08,1.448,1213.90721986274
"chukchi","otter","sculpins",0,1,0,0,"PosLink","confirm_gradient",2.49425369247547e-10,0.909,1210.40610099846
"chukchi","otter","sculpins",1,1,0,0,"PosLink","confirm_gradient",6.36069019677166e-09,0.988,1204.88498070964
"chukchi","otter","sculpins",0,0,1,0,"PosLink","confirm_gradient",1.4320735264306e-08,1.658,1239.06897602983
"chukchi","otter","sculpins",1,0,1,0,"PosLink",NA,NA,NA,NA
"chukchi","otter","sculpins",0,1,1,0,"PosLink","confirm_gradient",2.66615894449891e-07,0.909,1214.40610099821
"chukchi","otter","sculpins",1,1,1,0,"PosLink",NA,NA,NA,NA
"chukchi","otter","sculpins",0,0,0,1,"PosLink","confirm_gradient",2.26094565292101e-09,1.192,1234.34785199229
"chukchi","otter","sculpins",1,0,0,1,"PosLink","confirm_gradient",2.14302176004821e-09,0.977,1207.60694575524
"chukchi","otter","sculpins",0,1,0,1,"PosLink","confirm_gradient",1.26732789151873e-07,0.99,1214.70942537808
"chukchi","otter","sculpins",1,1,0,1,"PosLink","confirm_gradient",0.00592293285961924,0.945,1206.92615369074
"chukchi","otter","sculpins",0,0,1,1,"PosLink","confirm_gradient",3.02957071429688e-07,1.233,1233.89597016505
"chukchi","otter","sculpins",1,0,1,1,"PosLink","confirm_gradient",9.08155350920481e-09,0.977,1209.60694576411
"chukchi","otter","sculpins",0,1,1,1,"PosLink","confirm_gradient",4.93398433221159e-08,1.004,1216.58673435991
"chukchi","otter","sculpins",1,1,1,1,"PosLink","confirm_gradient",1.38518400816653e-06,0.988,1210.88498081417
"chukchi","otter","sculpins",0,0,0,0,"Log_Delta","confirm_gradient",4.10084718647672e-10,2.515,1332.34546854396
"chukchi","otter","sculpins",1,0,0,0,"Log_Delta","confirm_gradient",1.59220303608265e-08,2.456,1322.43767160922
"chukchi","otter","sculpins",0,1,0,0,"Log_Delta","confirm_gradient",1.62754876242843e-09,2.46,1324.66700664808
"chukchi","otter","sculpins",1,1,0,0,"Log_Delta","confirm_gradient",3.42695161137385e-09,2.456,1324.4376714934
"chukchi","otter","sculpins",0,0,1,0,"Log_Delta","confirm_gradient",7.06062684125088e-10,1.659,1239.93434557848
"chukchi","otter","sculpins",1,0,1,0,"Log_Delta","confirm_gradient",1.2873724308804e-10,1.615,1230.02654852766
"chukchi","otter","sculpins",0,1,1,0,"Log_Delta","confirm_gradient",2.35533814674227e-10,1.613,1232.25588368012
"chukchi","otter","sculpins",1,1,1,0,"Log_Delta","confirm_gradient",2.05986545598336e-08,1.615,1232.02654856837
"chukchi","otter","sculpins",0,0,0,1,"Log_Delta","confirm_gradient",1.4844646155442e-09,1.135,1234.68717174566
"chukchi","otter","sculpins",1,0,0,1,"Log_Delta","confirm_gradient",0.661176061792261,1.036,1215.15664403061
"chukchi","otter","sculpins",0,1,0,1,"Log_Delta","confirm_gradient",2.69493085625072e-08,1.051,1227.00871022058
"chukchi","otter","sculpins",1,1,0,1,"Log_Delta","confirm_gradient",0.330898224379794,1.036,1199.08139817011
"chukchi","otter","sculpins",0,0,1,1,"Log_Delta","confirm_gradient",1.92201810023107e-11,1.142,1234.5401342315
"chukchi","otter","sculpins",1,0,1,1,"Log_Delta","confirm_gradient",1.48236054542394e-08,1.061,1224.63233735369
"chukchi","otter","sculpins",0,1,1,1,"Log_Delta","confirm_gradient",4.51321100491953e-08,1.06,1226.86167242665
"chukchi","otter","sculpins",1,1,1,1,"Log_Delta","confirm_gradient",2.27635577054741e-09,1.061,1226.6323371813
"chukchi","otter","sculpins",0,0,0,0,"Gamma_Delta","confirm_gradient",1.75272799731855e-09,2.422,1341.14470730693
"chukchi","otter","sculpins",1,0,0,0,"Gamma_Delta","confirm_gradient",2.50522378397733e-08,2.383,1331.23691028477
"chukchi","otter","sculpins",0,1,0,0,"Gamma_Delta","confirm_gradient",7.23434805394163e-08,2.384,1333.46624551919
"chukchi","otter","sculpins",1,1,0,0,"Gamma_Delta","confirm_gradient",2.5501560863006e-09,2.383,1333.23691025736
"chukchi","otter","sculpins",0,0,1,0,"Gamma_Delta","confirm_gradient",5.30193546843805e-08,1.658,1239.06897610956
"chukchi","otter","sculpins",1,0,1,0,"Gamma_Delta","confirm_gradient",7.12461845076007e-09,1.593,1229.1611790304
"chukchi","otter","sculpins",0,1,1,0,"Gamma_Delta","confirm_gradient",2.19711360216479e-10,1.592,1231.39051413116
"chukchi","otter","sculpins",1,1,1,0,"Gamma_Delta","confirm_gradient",3.82755294126014e-09,1.593,1231.16117897979
"chukchi","otter","sculpins",0,0,0,1,"Gamma_Delta","confirm_gradient",3.56344465046732e-09,1.192,1234.34785199943
"chukchi","otter","sculpins",1,0,0,1,"Gamma_Delta","confirm_gradient",6.23166185320656e-08,1.092,1224.44005526531
"chukchi","otter","sculpins",0,1,0,1,"Gamma_Delta","confirm_gradient",2.23975820112798e-08,1.092,1226.66939029659
"chukchi","otter","sculpins",1,1,0,1,"Gamma_Delta","confirm_gradient",1.25788417015826e-07,1.092,1226.44005563529
"chukchi","otter","sculpins",0,0,1,1,"Gamma_Delta","confirm_gradient",1.38408906558141e-08,1.233,1233.89597018637
"chukchi","otter","sculpins",1,0,1,1,"Gamma_Delta","confirm_gradient",8.83064528167665e-08,1.137,1223.98817340559
"chukchi","otter","sculpins",0,1,1,1,"Gamma_Delta","confirm_gradient",1.40020208760916e-08,1.136,1226.21750830169
"chukchi","otter","sculpins",1,1,1,1,"Gamma_Delta","confirm_gradient",2.54982377434487e-08,1.137,1225.98817315657
