"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1990,1,1,59439.3954166713,0.29027339076615,17253.6748526872
1991,1,1,209.363464264926,0.900264399429094,188.482473418858
1992,1,1,209.363464264926,0.900264399429094,188.482473418858
1993,1,1,209.363464264926,0.900264399429094,188.482473418858
1994,1,1,209.363464264926,0.900264399429094,188.482473418858
1995,1,1,209.363464264926,0.900264399429094,188.482473418858
1996,1,1,209.363464264926,0.900264399429094,188.482473418858
1997,1,1,209.363464264926,0.900264399429094,188.482473418858
1998,1,1,209.363464264926,0.900264399429094,188.482473418858
1999,1,1,209.363464264926,0.900264399429094,188.482473418858
2000,1,1,209.363464264926,0.900264399429094,188.482473418858
2001,1,1,209.363464264926,0.900264399429094,188.482473418858
2002,1,1,209.363464264926,0.900264399429094,188.482473418858
2003,1,1,209.363464264926,0.900264399429094,188.482473418858
2004,1,1,209.363464264926,0.900264399429094,188.482473418858
2005,1,1,209.363464264926,0.900264399429094,188.482473418858
2006,1,1,209.363464264926,0.900264399429094,188.482473418858
2007,1,1,209.363464264926,0.900264399429094,188.482473418858
2008,1,1,209.363464264926,0.900264399429094,188.482473418858
2009,1,1,209.363464264926,0.900264399429094,188.482473418858
2010,1,1,209.363464264926,0.900264399429094,188.482473418858
2011,1,1,209.363464264926,0.900264399429094,188.482473418858
2012,1,1,53941.6348424052,0.259766078120526,14012.2069304211
