"haul_id","lat","lon","bot_temp","bot_salt","bot_depth","gear","year","common_name","cpue_kg_km2"
"2008-Norcross-E5-BT5",70.4813,-166.7525,-1.38,32.67,45,"beam",2008,"saffron cod",7.125891
"2008-Norcross-E8-BT6",71.085,-166.1296,-1.71,32.99,41,"beam",2008,"saffron cod",0
"2008-Norcross-M0404-BT8",70.6323,-166.744,-1.3,32.67,45,"beam",2008,"saffron cod",0
"2009a-Norcross-12-BT14",70.6969,-165.427,0.64,32.35,41.2,"beam",2009,"saffron cod",0
"2009a-Norcross-13-BT17",70.7675,-164.1423,-1.06,32.56,45.7,"beam",2009,"saffron cod",0
"2009a-Norcross-14-BT18",70.6345,-162.2671,0.35,32.13,38.5,"beam",2009,"saffron cod",0
"2009a-Norcross-16-BT22",70.9077,-165.4381,0.67,32.3,39.8,"beam",2009,"saffron cod",0
"2009a-Norcross-17-BT23",71.078,-166.1697,0.74,32.27,41.3,"beam",2009,"saffron cod",0
"2009a-Norcross-18-BT24",71.078,-166.1697,0.63,32.28,41.6,"beam",2009,"saffron cod",0
"2009a-Norcross-1-BT2",69.0339,-166.5836,4.62,31.97,34,"beam",2009,"saffron cod",0
"2009a-Norcross-20-BT35",71.2153,-168.3138,-0.95,32.18,47.5,"beam",2009,"saffron cod",0
"2009a-Norcross-21-BT36",71.4856,-167.7829,-1.28,32.67,47,"beam",2009,"saffron cod",0
"2009a-Norcross-23-BT34",71.3888,-166.2665,0.74,32.27,41.9,"beam",2009,"saffron cod",0
"2009a-Norcross-24-BT33",71.2652,-165.4737,0.63,32.28,40,"beam",2009,"saffron cod",0
"2009a-Norcross-26-BT31",71.0717,-162.54,-1.57,32.53,43.7,"beam",2009,"saffron cod",0
"2009a-Norcross-29-BT27",71.3013,-161.6402,-1.68,32.89,47.3,"beam",2009,"saffron cod",0
"2009a-Norcross-2-BT3",69.5001,-167.6784,2.43,31.8,45,"beam",2009,"saffron cod",0
"2009a-Norcross-30-BT30",71.4535,-162.6062,-1.48,32.59,42.5,"beam",2009,"saffron cod",0
"2009a-Norcross-32-BT32",71.3381,-164.1325,-1.7,32.87,44.5,"beam",2009,"saffron cod",0
"2009a-Norcross-33-BT41",71.5705,-165.7894,-1.65,32.85,40.5,"beam",2009,"saffron cod",0
"2009a-Norcross-34-BT40",71.6795,-166.4568,-0.49,32.51,43,"beam",2009,"saffron cod",0
"2009a-Norcross-37-BT39",72.0394,-166.3556,0.24,32.29,44.9,"beam",2009,"saffron cod",0
"2009a-Norcross-42-BT42",71.7421,-162.112,-1.61,32.84,40.8,"beam",2009,"saffron cod",0
"2009a-Norcross-43-BT46",72.061,-164.1313,-1.49,32.8,37.5,"beam",2009,"saffron cod",0
"2009a-Norcross-44-BT45",72.4284,-165.0141,-1.33,32.66,47.6,"beam",2009,"saffron cod",0
"2009a-Norcross-45-BT49",72.283,-163.2934,-1.33,32.66,38,"beam",2009,"saffron cod",0
"2009a-Norcross-47-BT47",71.7281,-160.7308,-1.76,32.63,44.3,"beam",2009,"saffron cod",0
"2009a-Norcross-4-BT6",70.0185,-163.7591,-0.23,32.3,24.8,"beam",2009,"saffron cod",0
"2009a-Norcross-6-BT9",70.3429,-165.4583,1.06,32.31,42,"beam",2009,"saffron cod",0
"2009a-Norcross-7-BT10",70.4706,-166.0894,1.08,32.32,46,"beam",2009,"saffron cod",0
"2009c-Norcross-BF001-BT27",71.1121,-163.7973,1.71,32.28,41.45,"beam",2009,"saffron cod",0
"2009c-Norcross-BF003-BT17",71.1149,-163.035,-1.4,32.72,42.1,"beam",2009,"saffron cod",0
"2009c-Norcross-BF005-BT25",71.1009,-162.2588,-1.51,32.8,44.75,"beam",2009,"saffron cod",0
"2009c-Norcross-BF009-BT22",71.233,-162.6393,-1.07,32.59,44.6,"beam",2009,"saffron cod",0
"2009c-Norcross-BF011-BT28",71.3666,-163.795,-0.35,32.4,42,"beam",2009,"saffron cod",0
"2009c-Norcross-BF013-BT16",71.3621,-163.0052,-0.8,32.53,43.65,"beam",2009,"saffron cod",0
"2009c-Norcross-BF015-BT24",71.3496,-162.227,-0.52,32.47,43.1,"beam",2009,"saffron cod",0
"2009c-Norcross-BF017-BT20",71.4902,-163.3751,-0.14,32.41,40.6,"beam",2009,"saffron cod",0
"2009c-Norcross-BF019-BT21",71.4826,-162.5951,-0.49,32.46,41.6,"beam",2009,"saffron cod",0
"2009c-Norcross-BF021-BT31",71.6175,-163.7604,-0.54,32.43,39.7,"beam",2009,"saffron cod",0
"2009c-Norcross-BF023-BT18",71.6111,-162.9918,-0.3,32.41,38.95,"beam",2009,"saffron cod",0
"2009c-Norcross-KF001-BT2",70.6472,-165.992,3.51,31.63,40,"beam",2009,"saffron cod",0
"2009c-Norcross-KF003-BT8",70.646,-165.2436,2.9,31.87,40.25,"beam",2009,"saffron cod",0
"2009c-Norcross-KF005-BT9",70.6493,-164.5084,1.7,32.19,44.7,"beam",2009,"saffron cod",0
"2009c-Norcross-KF007-BT6",70.7737,-165.6138,2.89,31.87,39.1,"beam",2009,"saffron cod",0
"2009c-Norcross-KF011-BT3",70.8943,-166.0152,2.86,31.83,39.3,"beam",2009,"saffron cod",0
"2009c-Norcross-KF013-BT7",70.8991,-165.2715,1.15,32.26,40.4,"beam",2009,"saffron cod",0
"2009c-Norcross-KF015-BT29",70.9012,-164.4954,2.14,32.12,35.95,"beam",2009,"saffron cod",0
"2009c-Norcross-KF017-BT4",71.0214,-165.6281,0.96,32.29,40.25,"beam",2009,"saffron cod",0
"2009c-Norcross-KF019-BT11",71.0222,-164.8774,-0.38,32.48,37.2,"beam",2009,"saffron cod",0
"2009c-Norcross-KF021-BT12",71.148,-166.0247,3.43,31.85,41.85,"beam",2009,"saffron cod",0
"2009c-Norcross-KF023-BT13",71.1457,-165.2447,-0.3,32.47,42.4,"beam",2009,"saffron cod",0
"2009c-Norcross-KF025-BT30",71.148,-164.4759,0.36,32.36,41.3,"beam",2009,"saffron cod",0
"2009e-Norcross-BS22-BT23",65.6782,-168.2928,1.69,32.29,52,"beam",2009,"saffron cod",26.666016
"2009e-Norcross-BS8-BT22",65.9284,-169.0834,1.7,32.36,51,"beam",2009,"saffron cod",0
"2009e-Norcross-CEN3-BT2",70.2907,-176.7457,-1.57,33.2,58.3,"beam",2009,"saffron cod",0
"2009e-Norcross-CL10-BT18",67.4187,-173.6109,3.7,28.67,38,"beam",2009,"saffron cod",0
"2009e-Norcross-CL1-BT14",68.9642,-166.8685,3.23,32.03,49,"beam",2009,"saffron cod",0
"2009e-Norcross-CL3-BT15",69.0159,-168.9233,2.31,32.19,55.5,"beam",2009,"saffron cod",0
"2009e-Norcross-CL6-BT16",68.5119,-171.5583,1.77,32.84,56.5,"beam",2009,"saffron cod",0
"2009e-Norcross-CL8-BT17",67.8775,-172.5921,-0.09,33,50,"beam",2009,"saffron cod",0
"2009e-Norcross-CS12-BT20",67.8867,-168.3603,1.91,32.79,59,"beam",2009,"saffron cod",32.1885565
"2009e-Norcross-CS17-BT21",68.3106,-167.0485,3.75,31.88,40,"beam",2009,"saffron cod",55.623015
"2009e-Norcross-CS4-BT19",66.9475,-170.931,3.95,31.37,44.5,"beam",2009,"saffron cod",0
"2009e-Norcross-CS8-BT1",67.4454,-169.5529,1.83,32.68,51,"beam",2009,"saffron cod",0
"2009e-Norcross-HC49-BT11",73.3368,-175.6953,-0.1,34.46,151.5,"beam",2009,"saffron cod",0
"2009e-Norcross-HC55-BT12",73.0007,-174.0802,-0.98,33.02,93.5,"beam",2009,"saffron cod",0
"2009e-Norcross-HC60-BT13",71.439,-174.8603,-0.49,33.11,80,"beam",2009,"saffron cod",0
"2009e-Norcross-LS1-BT4",69.7927,177.9784,3.7,25.79,43.5,"beam",2009,"saffron cod",0
"2009e-Norcross-SS3-BT7",72.4309,-174.1303,-1.41,31.21,45,"beam",2009,"saffron cod",0
"2009e-Norcross-SS4-BT6",71.8804,173.1266,-1.45,31.53,42,"beam",2009,"saffron cod",0
"2009e-Norcross-SS5-BT5",71.3689,172.6067,-1.46,31.8,45,"beam",2009,"saffron cod",0
"2009e-Norcross-WN1-BT10",71.6694,179.485,-0.76,30.51,32.5,"beam",2009,"saffron cod",0
"2009e-Norcross-WN3-BT8",72.6479,177.6025,-1.53,32.79,74.3,"beam",2009,"saffron cod",0
"2009g-Norcross-BF001-BT31",71.1199,-163.7981,2.28,32.01,40.55,"beam",2009,"saffron cod",0
"2009g-Norcross-BF003-BT51",71.1125,-163.0318,1.4,32.17,42.95,"beam",2009,"saffron cod",0
"2009g-Norcross-BF005-BT53",71.1049,-162.2658,1.13,32.27,45.25,"beam",2009,"saffron cod",0
"2009g-Norcross-BF007-BT34",71.2434,-163.403,2.25,32.05,42.35,"beam",2009,"saffron cod",0
"2009g-Norcross-BF009-BT49",71.2342,-162.6317,0.89,32.36,43.7,"beam",2009,"saffron cod",0
"2009g-Norcross-BF011-BT29",71.3705,-163.7857,1.3,32.2,42.8,"beam",2009,"saffron cod",0
"2009g-Norcross-BF013-BT39",71.3662,-163.0111,2.05,31.63,43,"beam",2009,"saffron cod",0
"2009g-Norcross-BF015-BT45",71.3511,-162.2331,0.72,32.4,42.35,"beam",2009,"saffron cod",0
"2009g-Norcross-BF017-BT37",71.4902,-163.3852,1.12,32.24,40.1,"beam",2009,"saffron cod",0
"2009g-Norcross-BF019-BT43",71.4809,-162.6043,0.96,32.28,41.6,"beam",2009,"saffron cod",0
"2009g-Norcross-BF021-BT27",71.6177,-163.7779,1.6,32.17,39.3,"beam",2009,"saffron cod",0
"2009g-Norcross-BF023-BT41",71.6144,-162.9799,1.22,32.23,40.2,"beam",2009,"saffron cod",0
"2009g-Norcross-BF025-BT47",71.6013,-162.1958,1.08,32.23,41.4,"beam",2009,"saffron cod",0
"2009g-Norcross-KF001-BT4",70.6435,-165.9997,2.34,32.03,39.85,"beam",2009,"saffron cod",0
"2009g-Norcross-KF003-BT10",70.6456,-165.2404,2.39,32.06,40.05,"beam",2009,"saffron cod",0
"2009g-Norcross-KF005-BT20",70.6484,-164.4952,2.36,32.09,44.2,"beam",2009,"saffron cod",0
"2009g-Norcross-KF007-BT8",70.7718,-165.6307,2.26,32.11,39.25,"beam",2009,"saffron cod",0
"2009g-Norcross-KF009-BT18",70.774,-164.8722,3.69,31.62,37.55,"beam",2009,"saffron cod",0
"2009g-Norcross-KF011-BT2",70.8954,-166.0138,2.17,32.13,39.35,"beam",2009,"saffron cod",0
"2009g-Norcross-KF013-BT14",70.8995,-165.2526,2.54,32.05,39.2,"beam",2009,"saffron cod",0
"2009g-Norcross-KF015-BT22",70.8973,-164.4937,3.74,31.61,35.35,"beam",2009,"saffron cod",0
"2009g-Norcross-KF017-BT6",71.0232,-165.6334,1.75,32.16,40.6,"beam",2009,"saffron cod",0
"2009g-Norcross-KF019-BT16",71.0202,-164.8694,2.96,31.9,33.55,"beam",2009,"saffron cod",0
"2009g-Norcross-KF021-BT1",71.1442,-166.0282,1.63,32.2,40.75,"beam",2009,"saffron cod",0
"2009g-Norcross-KF023-BT12",71.1483,-165.2582,2.33,32.04,41.8,"beam",2009,"saffron cod",0
"2009g-Norcross-KF025-BT24",71.1479,-164.484,2.68,31.94,40.6,"beam",2009,"saffron cod",0
"2004-Norcross-106-BT14",70.7592,-175.521,-1.77,33.52,72,"beam",2004,"walleye pollock",0
"2004-Norcross-107-BT19",70.8948,-172.7197,1.99,32.41,40,"beam",2004,"walleye pollock",0
"2004-Norcross-13-BT4",67.4297,-169.6395,2.47,32.93,51,"beam",2004,"walleye pollock",0
"2004-Norcross-17-BT6",68.3173,-167.0743,NA,NA,38,"beam",2004,"walleye pollock",27.4119526
"2004-Norcross-18-BT7",68.982,-166.8853,7.95,31.3,46,"beam",2004,"walleye pollock",169.1532231
"2004-Norcross-20-BT9",69.0003,-168.8636,3.69,32.27,54,"beam",2004,"walleye pollock",0
"2004-Norcross-23-BT11",68.5148,-171.4575,2.21,32.91,56,"beam",2004,"walleye pollock",0
"2004-Norcross-25-BT12",67.8591,-172.5719,1.7,33.05,49,"beam",2004,"walleye pollock",0
"2004-Norcross-58B-BT18",71.4358,-174.3648,1.89,32.55,60,"beam",2004,"walleye pollock",0
"2004-Norcross-62B-BT17",71.3912,-174.8705,-1.78,33.53,77,"beam",2004,"walleye pollock",0
"2004-Norcross-6-BT1",65.6753,-168.2963,10.5,30.62,49,"beam",2004,"walleye pollock",0
"2004-Norcross-73B-BT16",71.9115,-175.4517,-1.75,33.32,71,"beam",2004,"walleye pollock",0
"2004-Norcross-85B-BT15",72.3158,-175.9873,-1.42,33.67,101,"beam",2004,"walleye pollock",0
"2007a-Norcross-C02-BT2",66.6405,-168.8645,3.19,32.57,41,"beam",2007,"walleye pollock",0
"2007a-Norcross-C03-BT3",67.0792,-168.8154,2.44,32.43,44.3,"beam",2007,"walleye pollock",0
"2007a-Norcross-C10-BT5",68.8628,-166.8186,7.08,31.92,39.5,"beam",2007,"walleye pollock",0
"2007a-Norcross-C15-BT8",68.8987,-168.918,2.71,32.4,50,"beam",2007,"walleye pollock",0
"2007a-Norcross-C16-BT9",70.0151,-167.9907,2.92,32.49,44.9,"beam",2007,"walleye pollock",0
"2007a-Norcross-C17-BT10",70.1928,-166.2292,4.01,32.06,42.6,"beam",2007,"walleye pollock",0
"2007a-Norcross-C19-BT11",70.0194,-163.7141,1.66,31.9,25.6,"beam",2007,"walleye pollock",0
"2007a-Norcross-C23-BT13",70.6807,-167.3083,0.4,32.49,51.1,"beam",2007,"walleye pollock",0
"2007a-Norcross-C24-BT14",71.0787,-167.0801,2.25,32.21,43.4,"beam",2007,"walleye pollock",0
"2007b-Norcross-11-BT10",69.5143,-164.6308,8.26,31.77,29.7,"beam",2007,"walleye pollock",0
"2007b-Norcross-12-BT11",69.5108,-165.3997,7.14,31.87,35.3,"beam",2007,"walleye pollock",0
"2007b-Norcross-13-BT12",69.4935,-166.0077,6.82,32,39.6,"beam",2007,"walleye pollock",0
"2007b-Norcross-15-BT14",69.5039,-168.025,3.39,32.52,51.2,"beam",2007,"walleye pollock",0
"2007b-Norcross-16-BT16",69.2233,-166.9999,6.94,32.12,44.3,"beam",2007,"walleye pollock",0
"2007b-Norcross-17-BT17",69.0039,-167.0296,4.32,32.36,48.8,"beam",2007,"walleye pollock",0
"2007b-Norcross-1-BT1",65.6465,-168.4124,3.28,32.31,53,"beam",2007,"walleye pollock",0
"2007b-Norcross-20-BT18",68.5102,-167.9766,3.14,32.55,54.6,"beam",2007,"walleye pollock",0
"2007b-Norcross-22-BT20",68.0101,-167.9942,3.69,32.86,56.3,"beam",2007,"walleye pollock",0
"2007b-Norcross-26-BT21",67.4969,-167.0078,3.25,32.67,48.2,"beam",2007,"walleye pollock",0
"2007b-Norcross-27-BT22",67.4931,-166.5138,3.48,32.3,46.9,"beam",2007,"walleye pollock",0
"2007b-Norcross-28-BT23",67.4945,-165.9988,4.97,32.15,42.6,"beam",2007,"walleye pollock",0
"2007b-Norcross-2-BT2",69.9988,-168.405,-0.51,32.77,45,"beam",2007,"walleye pollock",0
"2007b-Norcross-31-BT24",67.065,-166.0862,7.81,32.1,31.3,"beam",2007,"walleye pollock",0
"2007b-Norcross-32-BT25",67.0035,-164.9598,8.93,31.47,28.3,"beam",2007,"walleye pollock",0
"2007b-Norcross-37-BT29",65.8036,-168.5746,5.57,32.09,56.9,"beam",2007,"walleye pollock",0
"2007b-Norcross-38-BT30",66.008,-168.4831,6.81,32.03,55.2,"beam",2007,"walleye pollock",46.195664
"2007b-Norcross-43-BT33",65.1232,-168.0663,6.31,31.39,50.1,"beam",2007,"walleye pollock",38.18616
"2007b-Norcross-44-BT35",64.8036,-167.4497,10.58,30.56,31.3,"beam",2007,"walleye pollock",0
"2007b-Norcross-45-BT36",64.4993,-166.9908,10.61,30.06,28.7,"beam",2007,"walleye pollock",2.564102
"2007b-Norcross-47-BT37",64.4985,-169.0239,3.81,32.61,43.9,"beam",2007,"walleye pollock",0
"2007b-Norcross-47-BT38",64.4939,-169.0632,3.81,32.61,44.7,"beam",2007,"walleye pollock",0
"2007b-Norcross-48-BT40",64.4759,-169.5029,2.56,32.77,39.8,"beam",2007,"walleye pollock",0
"2007b-Norcross-5-BT3",69.9743,-165.7547,4.5,32.15,43.5,"beam",2007,"walleye pollock",0
"2007b-Norcross-5-BT4",69.9902,-165.7111,4.5,32.15,42.9,"beam",2007,"walleye pollock",0
"2007b-Norcross-6-BT6",70.017,-165.2604,4.01,32.24,41,"beam",2007,"walleye pollock",0
"2007b-Norcross-7-BT9",70.0485,-164.641,5.94,32.1,38.9,"beam",2007,"walleye pollock",0
"2008-Norcross-C12-BT15",68.8587,-167.8383,2.82,32.35,47,"beam",2008,"walleye pollock",0
"2008-Norcross-C14-BT17",68.5104,-168.5749,1.55,32.6,50,"beam",2008,"walleye pollock",0
"2008-Norcross-C15-BT16",68.8724,-168.687,2.21,32.48,51,"beam",2008,"walleye pollock",0
"2008-Norcross-C17-BT13",70.1797,-166.2836,-0.7,32.16,43,"beam",2008,"walleye pollock",0
"2008-Norcross-C18-BT12",70.099,-164.9918,-0.6,33.13,37,"beam",2008,"walleye pollock",0
"2008-Norcross-C21-BT11",70.498,-164.7489,-1.1,32.83,42,"beam",2008,"walleye pollock",0
"2008-Norcross-C22-BT10",70.5737,-165.9395,-1.37,32.65,41,"beam",2008,"walleye pollock",0
"2008-Norcross-C2-BT3",66.6783,-168.6645,1.1,32.43,34,"beam",2008,"walleye pollock",0
"2008-Norcross-C31-BT14",69.5014,-167.022,1.49,32.17,44,"beam",2008,"walleye pollock",0
"2008-Norcross-C4-BT20",67.5452,-168.558,2.17,32.69,46,"beam",2008,"walleye pollock",0
"2008-Norcross-C9-BT18",68.1874,-167.1969,2.93,32.28,44,"beam",2008,"walleye pollock",0
"2008-Norcross-E3-BT4",70.0598,-167.1639,-1.08,32.54,44,"beam",2008,"walleye pollock",0
"2008-Norcross-E5-BT5",70.4813,-166.7525,-1.38,32.67,45,"beam",2008,"walleye pollock",0
"2008-Norcross-E8-BT6",71.085,-166.1296,-1.71,32.99,41,"beam",2008,"walleye pollock",0
"2008-Norcross-M0404-BT8",70.6323,-166.744,-1.3,32.67,45,"beam",2008,"walleye pollock",0
"2009a-Norcross-12-BT14",70.6969,-165.427,0.64,32.35,41.2,"beam",2009,"walleye pollock",0
"2009a-Norcross-13-BT17",70.7675,-164.1423,-1.06,32.56,45.7,"beam",2009,"walleye pollock",0
"2009a-Norcross-14-BT18",70.6345,-162.2671,0.35,32.13,38.5,"beam",2009,"walleye pollock",0
"2009a-Norcross-16-BT22",70.9077,-165.4381,0.67,32.3,39.8,"beam",2009,"walleye pollock",0
"2009a-Norcross-17-BT23",71.078,-166.1697,0.74,32.27,41.3,"beam",2009,"walleye pollock",0
"2009a-Norcross-18-BT24",71.078,-166.1697,0.63,32.28,41.6,"beam",2009,"walleye pollock",0
"2009a-Norcross-1-BT2",69.0339,-166.5836,4.62,31.97,34,"beam",2009,"walleye pollock",0
"2009a-Norcross-20-BT35",71.2153,-168.3138,-0.95,32.18,47.5,"beam",2009,"walleye pollock",0
"2009a-Norcross-21-BT36",71.4856,-167.7829,-1.28,32.67,47,"beam",2009,"walleye pollock",0
"2009a-Norcross-23-BT34",71.3888,-166.2665,0.74,32.27,41.9,"beam",2009,"walleye pollock",0
"2009a-Norcross-24-BT33",71.2652,-165.4737,0.63,32.28,40,"beam",2009,"walleye pollock",0
"2009a-Norcross-26-BT31",71.0717,-162.54,-1.57,32.53,43.7,"beam",2009,"walleye pollock",0
"2009a-Norcross-29-BT27",71.3013,-161.6402,-1.68,32.89,47.3,"beam",2009,"walleye pollock",0
"2009a-Norcross-2-BT3",69.5001,-167.6784,2.43,31.8,45,"beam",2009,"walleye pollock",0
"2009a-Norcross-30-BT30",71.4535,-162.6062,-1.48,32.59,42.5,"beam",2009,"walleye pollock",0
"2009a-Norcross-32-BT32",71.3381,-164.1325,-1.7,32.87,44.5,"beam",2009,"walleye pollock",0
"2009a-Norcross-33-BT41",71.5705,-165.7894,-1.65,32.85,40.5,"beam",2009,"walleye pollock",0
"2009a-Norcross-34-BT40",71.6795,-166.4568,-0.49,32.51,43,"beam",2009,"walleye pollock",0
"2009a-Norcross-37-BT39",72.0394,-166.3556,0.24,32.29,44.9,"beam",2009,"walleye pollock",0
"2009a-Norcross-42-BT42",71.7421,-162.112,-1.61,32.84,40.8,"beam",2009,"walleye pollock",0
"2009a-Norcross-43-BT46",72.061,-164.1313,-1.49,32.8,37.5,"beam",2009,"walleye pollock",0
"2009a-Norcross-44-BT45",72.4284,-165.0141,-1.33,32.66,47.6,"beam",2009,"walleye pollock",0
"2009a-Norcross-45-BT49",72.283,-163.2934,-1.33,32.66,38,"beam",2009,"walleye pollock",0
"2009a-Norcross-47-BT47",71.7281,-160.7308,-1.76,32.63,44.3,"beam",2009,"walleye pollock",0
"2009a-Norcross-4-BT6",70.0185,-163.7591,-0.23,32.3,24.8,"beam",2009,"walleye pollock",0
"2009a-Norcross-6-BT9",70.3429,-165.4583,1.06,32.31,42,"beam",2009,"walleye pollock",0
"2009a-Norcross-7-BT10",70.4706,-166.0894,1.08,32.32,46,"beam",2009,"walleye pollock",0
"2009c-Norcross-BF001-BT27",71.1121,-163.7973,1.71,32.28,41.45,"beam",2009,"walleye pollock",0
"2009c-Norcross-BF003-BT17",71.1149,-163.035,-1.4,32.72,42.1,"beam",2009,"walleye pollock",0
"2009c-Norcross-BF005-BT25",71.1009,-162.2588,-1.51,32.8,44.75,"beam",2009,"walleye pollock",0
"2009c-Norcross-BF009-BT22",71.233,-162.6393,-1.07,32.59,44.6,"beam",2009,"walleye pollock",0
"2009c-Norcross-BF011-BT28",71.3666,-163.795,-0.35,32.4,42,"beam",2009,"walleye pollock",0
"2009c-Norcross-BF013-BT16",71.3621,-163.0052,-0.8,32.53,43.65,"beam",2009,"walleye pollock",0
"2009c-Norcross-BF015-BT24",71.3496,-162.227,-0.52,32.47,43.1,"beam",2009,"walleye pollock",0
"2009c-Norcross-BF017-BT20",71.4902,-163.3751,-0.14,32.41,40.6,"beam",2009,"walleye pollock",0
"2009c-Norcross-BF019-BT21",71.4826,-162.5951,-0.49,32.46,41.6,"beam",2009,"walleye pollock",0
"2009c-Norcross-BF021-BT31",71.6175,-163.7604,-0.54,32.43,39.7,"beam",2009,"walleye pollock",0
"2009c-Norcross-BF023-BT18",71.6111,-162.9918,-0.3,32.41,38.95,"beam",2009,"walleye pollock",0
"2009c-Norcross-KF001-BT2",70.6472,-165.992,3.51,31.63,40,"beam",2009,"walleye pollock",0
"2009c-Norcross-KF003-BT8",70.646,-165.2436,2.9,31.87,40.25,"beam",2009,"walleye pollock",0
"2009c-Norcross-KF005-BT9",70.6493,-164.5084,1.7,32.19,44.7,"beam",2009,"walleye pollock",0
"2009c-Norcross-KF007-BT6",70.7737,-165.6138,2.89,31.87,39.1,"beam",2009,"walleye pollock",0
"2009c-Norcross-KF011-BT3",70.8943,-166.0152,2.86,31.83,39.3,"beam",2009,"walleye pollock",0
"2009c-Norcross-KF013-BT7",70.8991,-165.2715,1.15,32.26,40.4,"beam",2009,"walleye pollock",0
"2009c-Norcross-KF015-BT29",70.9012,-164.4954,2.14,32.12,35.95,"beam",2009,"walleye pollock",0
"2009c-Norcross-KF017-BT4",71.0214,-165.6281,0.96,32.29,40.25,"beam",2009,"walleye pollock",0
"2009c-Norcross-KF019-BT11",71.0222,-164.8774,-0.38,32.48,37.2,"beam",2009,"walleye pollock",0
"2009c-Norcross-KF021-BT12",71.148,-166.0247,3.43,31.85,41.85,"beam",2009,"walleye pollock",0
"2009c-Norcross-KF023-BT13",71.1457,-165.2447,-0.3,32.47,42.4,"beam",2009,"walleye pollock",0
"2009c-Norcross-KF025-BT30",71.148,-164.4759,0.36,32.36,41.3,"beam",2009,"walleye pollock",0
"2009e-Norcross-BS22-BT23",65.6782,-168.2928,1.69,32.29,52,"beam",2009,"walleye pollock",0
"2009e-Norcross-BS8-BT22",65.9284,-169.0834,1.7,32.36,51,"beam",2009,"walleye pollock",57.6909
"2009e-Norcross-CEN3-BT2",70.2907,-176.7457,-1.57,33.2,58.3,"beam",2009,"walleye pollock",0
"2009e-Norcross-CL10-BT18",67.4187,-173.6109,3.7,28.67,38,"beam",2009,"walleye pollock",0
"2009e-Norcross-CL1-BT14",68.9642,-166.8685,3.23,32.03,49,"beam",2009,"walleye pollock",0
"2009e-Norcross-CL3-BT15",69.0159,-168.9233,2.31,32.19,55.5,"beam",2009,"walleye pollock",0
"2009e-Norcross-CL6-BT16",68.5119,-171.5583,1.77,32.84,56.5,"beam",2009,"walleye pollock",0
"2009e-Norcross-CL8-BT17",67.8775,-172.5921,-0.09,33,50,"beam",2009,"walleye pollock",0
"2009e-Norcross-CS12-BT20",67.8867,-168.3603,1.91,32.79,59,"beam",2009,"walleye pollock",0
"2009e-Norcross-CS17-BT21",68.3106,-167.0485,3.75,31.88,40,"beam",2009,"walleye pollock",9.0147645
"2009e-Norcross-CS4-BT19",66.9475,-170.931,3.95,31.37,44.5,"beam",2009,"walleye pollock",0
"2009e-Norcross-CS8-BT1",67.4454,-169.5529,1.83,32.68,51,"beam",2009,"walleye pollock",0
"2009e-Norcross-HC49-BT11",73.3368,-175.6953,-0.1,34.46,151.5,"beam",2009,"walleye pollock",0
"2009e-Norcross-HC55-BT12",73.0007,-174.0802,-0.98,33.02,93.5,"beam",2009,"walleye pollock",0
"2009e-Norcross-HC60-BT13",71.439,-174.8603,-0.49,33.11,80,"beam",2009,"walleye pollock",0
"2009e-Norcross-LS1-BT4",69.7927,177.9784,3.7,25.79,43.5,"beam",2009,"walleye pollock",0
"2009e-Norcross-SS3-BT7",72.4309,-174.1303,-1.41,31.21,45,"beam",2009,"walleye pollock",0
"2009e-Norcross-SS4-BT6",71.8804,173.1266,-1.45,31.53,42,"beam",2009,"walleye pollock",0
"2009e-Norcross-SS5-BT5",71.3689,172.6067,-1.46,31.8,45,"beam",2009,"walleye pollock",0
"2009e-Norcross-WN1-BT10",71.6694,179.485,-0.76,30.51,32.5,"beam",2009,"walleye pollock",0
"2009e-Norcross-WN3-BT8",72.6479,177.6025,-1.53,32.79,74.3,"beam",2009,"walleye pollock",0
"2009g-Norcross-BF001-BT31",71.1199,-163.7981,2.28,32.01,40.55,"beam",2009,"walleye pollock",0
"2009g-Norcross-BF003-BT51",71.1125,-163.0318,1.4,32.17,42.95,"beam",2009,"walleye pollock",0
"2009g-Norcross-BF005-BT53",71.1049,-162.2658,1.13,32.27,45.25,"beam",2009,"walleye pollock",0
"2009g-Norcross-BF007-BT34",71.2434,-163.403,2.25,32.05,42.35,"beam",2009,"walleye pollock",0
"2009g-Norcross-BF009-BT49",71.2342,-162.6317,0.89,32.36,43.7,"beam",2009,"walleye pollock",0
"2009g-Norcross-BF011-BT29",71.3705,-163.7857,1.3,32.2,42.8,"beam",2009,"walleye pollock",0
"2009g-Norcross-BF013-BT39",71.3662,-163.0111,2.05,31.63,43,"beam",2009,"walleye pollock",26.6675526952869
"2009g-Norcross-BF015-BT45",71.3511,-162.2331,0.72,32.4,42.35,"beam",2009,"walleye pollock",0
"2009g-Norcross-BF017-BT37",71.4902,-163.3852,1.12,32.24,40.1,"beam",2009,"walleye pollock",0
"2009g-Norcross-BF019-BT43",71.4809,-162.6043,0.96,32.28,41.6,"beam",2009,"walleye pollock",0
"2009g-Norcross-BF021-BT27",71.6177,-163.7779,1.6,32.17,39.3,"beam",2009,"walleye pollock",0
"2009g-Norcross-BF023-BT41",71.6144,-162.9799,1.22,32.23,40.2,"beam",2009,"walleye pollock",0
"2009g-Norcross-BF025-BT47",71.6013,-162.1958,1.08,32.23,41.4,"beam",2009,"walleye pollock",0
