"region","gear","common_name","Omega1","Epsilon1","Omega2","Epsilon2","obs_model","status","max_grad","rrmse","aic"
"chukchi","otter","Alaska plaice",0,0,0,0,"PosLink","confirm_gradient",9.67982310580837e-11,3.726,282.705964648666
"chukchi","otter","Alaska plaice",1,0,0,0,"PosLink","confirm_gradient",2.03583674363017e-08,2.28,253.64041065
"chukchi","otter","Alaska plaice",0,1,0,0,"PosLink","confirm_gradient",1.43775658045797e-10,2.019,257.950732203502
"chukchi","otter","Alaska plaice",1,1,0,0,"PosLink","confirm_gradient",1.09478861531898e-08,2.28,255.640410585973
"chukchi","otter","Alaska plaice",0,0,1,0,"PosLink","confirm_gradient",5.10602622683098e-09,3.574,286.862871599653
"chukchi","otter","Alaska plaice",1,0,1,0,"PosLink",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",0,1,1,0,"PosLink",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",1,1,1,0,"PosLink",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",0,0,0,1,"PosLink","confirm_gradient",4.46463888081894e-08,3.603,286.15945309768
"chukchi","otter","Alaska plaice",1,0,0,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",0,1,0,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",1,1,0,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",0,0,1,1,"PosLink","confirm_gradient",3.35682703855866e-10,3.603,288.159453079843
"chukchi","otter","Alaska plaice",1,0,1,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",0,1,1,1,"PosLink","confirm_gradient",2.92241119601913e-06,2.019,263.950732346333
"chukchi","otter","Alaska plaice",1,1,1,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",0,0,0,0,"Log_Delta","confirm_gradient",1.89383630811707e-12,3.728,280.125485665121
"chukchi","otter","Alaska plaice",1,0,0,0,"Log_Delta","confirm_gradient",4.02811384248025e-09,2.82,253.281176791012
"chukchi","otter","Alaska plaice",0,1,0,0,"Log_Delta","confirm_gradient",1.44860696771332e-08,2.685,257.006618361695
"chukchi","otter","Alaska plaice",1,1,0,0,"Log_Delta","confirm_gradient",1.7980257727146e-08,2.82,255.281176834422
"chukchi","otter","Alaska plaice",0,0,1,0,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",1,0,1,0,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",0,1,1,0,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",1,1,1,0,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",0,0,0,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",1,0,0,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",0,1,0,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",1,1,0,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",0,0,1,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",1,0,1,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",0,1,1,1,"Log_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",1,1,1,1,"Log_Delta","confirm_gradient",1.13788835281553e-09,2.82,261.281176767385
"chukchi","otter","Alaska plaice",0,0,0,0,"Gamma_Delta","confirm_gradient",2.27821782569143e-11,3.726,282.705964648667
"chukchi","otter","Alaska plaice",1,0,0,0,"Gamma_Delta","confirm_gradient",1.22777259470297e-08,2.82,255.861655821209
"chukchi","otter","Alaska plaice",0,1,0,0,"Gamma_Delta","confirm_gradient",1.42589473561827e-08,2.675,259.587097320924
"chukchi","otter","Alaska plaice",1,1,0,0,"Gamma_Delta","confirm_gradient",4.53736133110283e-08,2.82,257.861655891797
"chukchi","otter","Alaska plaice",0,0,1,0,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",1,0,1,0,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",0,1,1,0,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","Alaska plaice",1,1,1,0,"Gamma_Delta","confirm_gradient",2.79831446903245e-09,2.82,261.861655720593
"chukchi","otter","Alaska plaice",0,0,0,1,"Gamma_Delta","confirm_gradient",5.22722976015189e-11,3.603,286.159453079643
"chukchi","otter","Alaska plaice",1,0,0,1,"Gamma_Delta","confirm_gradient",5.66287630121565e-08,2.391,259.315144267483
"chukchi","otter","Alaska plaice",0,1,0,1,"Gamma_Delta","confirm_gradient",5.2851056864256e-11,2.219,263.040585686562
"chukchi","otter","Alaska plaice",1,1,0,1,"Gamma_Delta","confirm_gradient",1.19130927345168e-10,2.391,261.315144181943
"chukchi","otter","Alaska plaice",0,0,1,1,"Gamma_Delta","confirm_gradient",1.69098923752387e-09,3.603,288.159453079927
"chukchi","otter","Alaska plaice",1,0,1,1,"Gamma_Delta","confirm_gradient",1.88527757849499e-08,2.391,261.315144335345
"chukchi","otter","Alaska plaice",0,1,1,1,"Gamma_Delta","confirm_gradient",4.52585218191359e-08,2.219,265.040585805822
"chukchi","otter","Alaska plaice",1,1,1,1,"Gamma_Delta","confirm_gradient",1.60516933078725e-10,2.391,263.315144182481
