"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1990,1,1,34435.5303063403,0.708627125290046,24401.9508488202
1991,1,1,2337.12743663243,1.24299569808338,2905.03934960675
1992,1,1,2337.12743663243,1.24299569808338,2905.03934960675
1993,1,1,2337.12743663243,1.24299569808338,2905.03934960675
1994,1,1,2337.12743663243,1.24299569808338,2905.03934960675
1995,1,1,2337.12743663243,1.24299569808338,2905.03934960675
1996,1,1,2337.12743663243,1.24299569808338,2905.03934960675
1997,1,1,2337.12743663243,1.24299569808338,2905.03934960675
1998,1,1,2337.12743663243,1.24299569808338,2905.03934960675
1999,1,1,2337.12743663243,1.24299569808338,2905.03934960675
2000,1,1,2337.12743663243,1.24299569808338,2905.03934960675
2001,1,1,2337.12743663243,1.24299569808338,2905.03934960675
2002,1,1,2337.12743663243,1.24299569808338,2905.03934960675
2003,1,1,2337.12743663243,1.24299569808338,2905.03934960675
2004,1,1,2337.12743663243,1.24299569808338,2905.03934960675
2005,1,1,2337.12743663243,1.24299569808338,2905.03934960675
2006,1,1,2337.12743663243,1.24299569808338,2905.03934960675
2007,1,1,2337.12743663243,1.24299569808338,2905.03934960675
2008,1,1,2337.12743663243,1.24299569808338,2905.03934960675
2009,1,1,2337.12743663243,1.24299569808338,2905.03934960675
2010,1,1,2337.12743663243,1.24299569808338,2905.03934960675
2011,1,1,2337.12743663243,1.24299569808338,2905.03934960675
2012,1,1,126620.716529615,0.445239308722953,56376.5202976507
