"region","gear","common_name","Omega1","Epsilon1","Omega2","Epsilon2","obs_model","status","max_grad","rrmse","aic"
"chukchi","otter","tunicates",0,0,0,0,"PosLink","confirm_gradient",1.23672338485737e-11,6.112,1357.25668818452
"chukchi","otter","tunicates",1,0,0,0,"PosLink","confirm_gradient",0.331195672160788,4.318,1306.68723639827
"chukchi","otter","tunicates",0,1,0,0,"PosLink","confirm_gradient",0.000121513796285947,0,1225.44682491831
"chukchi","otter","tunicates",1,1,0,0,"PosLink",NA,NA,NA,NA
"chukchi","otter","tunicates",0,0,1,0,"PosLink",NA,NA,NA,NA
"chukchi","otter","tunicates",1,0,1,0,"PosLink",NA,NA,NA,NA
"chukchi","otter","tunicates",0,1,1,0,"PosLink","confirm_gradient",45.9664417586412,3.036,1271.48013882092
"chukchi","otter","tunicates",1,1,1,0,"PosLink",NA,NA,NA,NA
"chukchi","otter","tunicates",0,0,0,1,"PosLink","confirm_gradient",7.58192939542823e-08,4.444,1281.09898230773
"chukchi","otter","tunicates",1,0,0,1,"PosLink","confirm_gradient",18.0769848252812,1.581,1251.84282083015
"chukchi","otter","tunicates",0,1,0,1,"PosLink","confirm_gradient",5.01203306646352,0.837,1246.97180770682
"chukchi","otter","tunicates",1,1,0,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","tunicates",0,0,1,1,"PosLink","confirm_gradient",2.13734363541107e-08,4.32,1281.2305035065
"chukchi","otter","tunicates",1,0,1,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","tunicates",0,1,1,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","tunicates",1,1,1,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","tunicates",0,0,0,0,"Log_Delta","confirm_gradient",6.44534504446039e-11,6.233,1301.01137188901
"chukchi","otter","tunicates",1,0,0,0,"Log_Delta","confirm_gradient",8.62629894182732e-08,6.244,1283.18009857675
"chukchi","otter","tunicates",0,1,0,0,"Log_Delta","confirm_gradient",2.62055210864531e-09,6.242,1282.69237907487
"chukchi","otter","tunicates",1,1,0,0,"Log_Delta","confirm_gradient",3.53389317808706e-08,6.242,1284.40153122344
"chukchi","otter","tunicates",0,0,1,0,"Log_Delta","confirm_gradient",1.80855727710651e-11,6.125,1286.99957894622
"chukchi","otter","tunicates",1,0,1,0,"Log_Delta","confirm_gradient",1.20395303145801e-10,6.325,1269.16830599004
"chukchi","otter","tunicates",0,1,1,0,"Log_Delta","confirm_gradient",6.07247585548976e-12,6.355,1268.68058612999
"chukchi","otter","tunicates",1,1,1,0,"Log_Delta","confirm_gradient",2.02169527341312e-07,6.354,1270.38973871344
"chukchi","otter","tunicates",0,0,0,1,"Log_Delta","confirm_gradient",2.47981192662727e-10,5.042,1268.46936976216
"chukchi","otter","tunicates",1,0,0,1,"Log_Delta","confirm_gradient",5.48731979025636e-12,5.226,1250.63809680595
"chukchi","otter","tunicates",0,1,0,1,"Log_Delta","confirm_gradient",8.32081419049917e-11,5.332,1250.15037694629
"chukchi","otter","tunicates",1,1,0,1,"Log_Delta","confirm_gradient",4.81019668541194e-11,5.316,1251.85952907117
"chukchi","otter","tunicates",0,0,1,1,"Log_Delta","confirm_gradient",2.40351035004033e-10,4.738,1268.70346988758
"chukchi","otter","tunicates",1,0,1,1,"Log_Delta","confirm_gradient",4.15592988660922e-12,4.979,1250.87219693162
"chukchi","otter","tunicates",0,1,1,1,"Log_Delta","confirm_gradient",2.72253153354995e-09,5.121,1250.38447707233
"chukchi","otter","tunicates",1,1,1,1,"Log_Delta","confirm_gradient",4.87128254322249e-09,5.099,1252.09362919606
"chukchi","otter","tunicates",0,0,0,0,"Gamma_Delta","confirm_gradient",4.29224190101821e-14,6.112,1357.25668818452
"chukchi","otter","tunicates",1,0,0,0,"Gamma_Delta","confirm_gradient",7.09281744448731e-10,6.122,1339.42541522704
"chukchi","otter","tunicates",0,1,0,0,"Gamma_Delta","confirm_gradient",2.05970676926248e-11,6.13,1338.93769536837
"chukchi","otter","tunicates",1,1,0,0,"Gamma_Delta","confirm_gradient",8.37566123124134e-08,6.129,1340.6468477225
"chukchi","otter","tunicates",0,0,1,0,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","tunicates",1,0,1,0,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","tunicates",0,1,1,0,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","tunicates",1,1,1,0,"Gamma_Delta",NA,NA,NA,NA
"chukchi","otter","tunicates",0,0,0,1,"Gamma_Delta","confirm_gradient",3.81368181479047e-09,4.444,1281.09898221351
"chukchi","otter","tunicates",1,0,0,1,"Gamma_Delta","confirm_gradient",2.0321166971371e-10,4.728,1263.26770925312
"chukchi","otter","tunicates",0,1,0,1,"Gamma_Delta","confirm_gradient",7.07225495943931e-08,4.889,1262.77998948681
"chukchi","otter","tunicates",1,1,0,1,"Gamma_Delta","confirm_gradient",2.4204403814565e-08,4.865,1264.48914154329
"chukchi","otter","tunicates",0,0,1,1,"Gamma_Delta","confirm_gradient",1.49937786630971e-08,4.32,1281.23050350225
"chukchi","otter","tunicates",1,0,1,1,"Gamma_Delta","confirm_gradient",2.68474753539749e-09,4.627,1263.39923052986
"chukchi","otter","tunicates",0,1,1,1,"Gamma_Delta","confirm_gradient",2.0747284690259e-07,4.802,1262.91151091373
"chukchi","otter","tunicates",1,1,1,1,"Gamma_Delta","confirm_gradient",6.00235772196811e-09,4.776,1264.62066279471
