SiteCode,VariableCode,TSN,LabSampleCode,DataValue,CensorCode,OffsetValue,OffsetUnits,OffsetDescription,ValueAccuracy
70-145,Be-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,0.004,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.001
70-145,Cd-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,7.24,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.001
70-145,Cr-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,0.96,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.01
70-145,Cu-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,48.2,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.7
70-145,Fe-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,112,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,2.5
70-145,Hg-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,-9999,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.001
70-145,Hg-MM,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,-9999,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.001
70-145,Mn-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,14.6,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,1.1
70-145,Ni-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,2.98,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.004
70-145,Pb-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,0.099,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.001
70-145,Sb-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,0.023,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.001
70-145,Se-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,3.04,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.03
70-145,Sn-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,0.032,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.001
70-145,Tl-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,0.008,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.0001
70-145,V-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,3.61,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.002
70-145,Zn-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,164,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.4
70-145,Water-T,93294,JT-2015-BIOTA-Amphipods-70-145-field duplicate-2-lab-duplicate-2,75.2,nc,45.8,meters,Offset value represents sediment bottom depth of sampler,0.1
71-149,Ag-T,93294,JT-2015-BIOTA-Amphipods-71-149,1.37,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.004
71-149,Al-T,93294,JT-2015-BIOTA-Amphipods-71-149,164,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,2.3
71-149,As-T,93294,JT-2015-BIOTA-Amphipods-71-149,41.8,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.012
71-149,Ba-T,93294,JT-2015-BIOTA-Amphipods-71-149,9.02,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.01
71-149,Be-T,93294,JT-2015-BIOTA-Amphipods-71-149,0.002,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.001
71-149,Cd-T,93294,JT-2015-BIOTA-Amphipods-71-149,7.83,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.001
71-149,Cr-T,93294,JT-2015-BIOTA-Amphipods-71-149,4.05,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.01
71-149,Cu-T,93294,JT-2015-BIOTA-Amphipods-71-149,65.2,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.7
71-149,Fe-T,93294,JT-2015-BIOTA-Amphipods-71-149,185,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,2.5
71-149,Hg-T,93294,JT-2015-BIOTA-Amphipods-71-149,0.384,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.001
71-149,Hg-MM,93294,JT-2015-BIOTA-Amphipods-71-149,-9999,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.001
71-149,Mn-T,93294,JT-2015-BIOTA-Amphipods-71-149,14.0,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,1.1
71-149,Ni-T,93294,JT-2015-BIOTA-Amphipods-71-149,4.54,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.004
71-149,Pb-T,93294,JT-2015-BIOTA-Amphipods-71-149,0.078,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.001
71-149,Sb-T,93294,JT-2015-BIOTA-Amphipods-71-149,0.010,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.001
71-149,Se-T,93294,JT-2015-BIOTA-Amphipods-71-149,3.61,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.03
71-149,Sn-T,93294,JT-2015-BIOTA-Amphipods-71-149,0.015,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.001
71-149,Tl-T,93294,JT-2015-BIOTA-Amphipods-71-149,0.007,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.0001
71-149,V-T,93294,JT-2015-BIOTA-Amphipods-71-149,7.98,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.002
71-149,Zn-T,93294,JT-2015-BIOTA-Amphipods-71-149,154,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.4
71-149,Water-T,93294,JT-2015-BIOTA-Amphipods-71-149,79.3,nc,68.4,meters,Offset value represents sediment bottom depth of sampler,0.1
152W1,Ag-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,0.164,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.004
152W1,Al-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,2240,nc,38,meters,Offset value represents sediment bottom depth of sampler,2.3
152W1,As-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,20.6,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.012
152W1,Ba-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,40.1,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.01
152W1,Be-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,0.030,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
152W1,Cd-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,22.4,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
152W1,Cr-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,1.28,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.01
152W1,Cu-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,18.1,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.7
152W1,Fe-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,4220,nc,38,meters,Offset value represents sediment bottom depth of sampler,2.5
152W1,Hg-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,0.063,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
152W1,Hg-MM,80831,JT-2015-BIOTA-Astarte-borealis-152W1,0.018,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
152W1,Mn-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,409,nc,38,meters,Offset value represents sediment bottom depth of sampler,1.1
152W1,Ni-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,9.19,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.004
152W1,Pb-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,1.250,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
152W1,Sb-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,0.037,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
152W1,Se-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,6.47,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.03
152W1,Sn-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,0.160,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
152W1,Tl-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,0.033,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.0001
152W1,V-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,12.7,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.002
152W1,Zn-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,76.7,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.4
152W1,Water-T,80831,JT-2015-BIOTA-Astarte-borealis-152W1,88.0,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.1
3A,Ag-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,0.043,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.004
3A,Al-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,926,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,2.3
3A,As-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,13.1,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.012
3A,Ba-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,12.4,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.01
3A,Be-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,0.028,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Cd-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,9.12,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Cr-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,1.38,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.01
3A,Cu-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,10.0,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.7
3A,Fe-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,2450,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,2.5
3A,Hg-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,0.044,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Hg-MM,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,0.023,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Mn-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,161,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,1.1
3A,Ni-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,5.06,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.004
3A,Pb-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,0.745,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Sb-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,0.016,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Se-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,4.22,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.03
3A,Sn-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,0.138,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Tl-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,0.012,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.0001
3A,V-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,4.70,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.002
3A,Zn-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,66.5,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.4
3A,Water-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-1,86.5,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.1
3A,Ag-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,0.018,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.004
3A,Al-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,1710,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,2.3
3A,As-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,14.8,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.012
3A,Ba-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,20.4,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.01
3A,Be-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,0.028,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Cd-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,8.83,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Cr-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,1.22,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.01
3A,Cu-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,9.3,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.7
3A,Fe-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,3790,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,2.5
3A,Hg-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,0.049,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Hg-MM,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,0.025,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Mn-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,287,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,1.1
3A,Ni-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,5.36,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.004
3A,Pb-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,1.16,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Sb-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,0.016,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Se-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,3.97,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.03
3A,Sn-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,0.132,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Tl-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,0.021,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.0001
3A,V-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,8.14,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.002
3A,Zn-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,64.0,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.4
3A,Water-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-1,85.6,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.1
3A,Ag-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.004
3A,Al-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,2.3
3A,As-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.012
3A,Ba-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.01
3A,Be-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Cd-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Cr-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.01
3A,Cu-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.7
3A,Fe-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,2.5
3A,Hg-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Hg-MM,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,0.024,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Mn-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,1.1
3A,Ni-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.004
3A,Pb-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Sb-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Se-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.03
3A,Sn-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.001
3A,Tl-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.0001
3A,V-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.002
3A,Zn-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.4
3A,Water-T,80831,JT-2015-BIOTA-Astarte-borealis-3A-field-duplicate-2-lab-duplicate-2,-9999,nc,6.4,meters,Offset value represents sediment bottom depth of sampler,0.1
143W-1,Ag-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,0.014,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.004
143W-1,Al-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,503,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,2.3
143W-1,As-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,9.82,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.012
143W-1,Ba-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,15.2,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.01
143W-1,Be-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,0.017,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Cd-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,22.6,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Cr-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,1.07,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.01
143W-1,Cu-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,9.3,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.7
143W-1,Fe-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,906,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,2.5
143W-1,Hg-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,0.028,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Hg-MM,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,-9999,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Mn-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,44.8,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,1.1
143W-1,Ni-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,9.97,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.004
143W-1,Pb-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,0.439,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Sb-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,0.070,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Se-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,5.14,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.03
143W-1,Sn-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,0.378,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Tl-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,0.009,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.0001
143W-1,V-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,4.01,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.002
143W-1,Zn-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,66.1,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.4
143W-1,Water-T,80831,JT-2015-BIOTA-Astarte-borealis-143W-1,84.5,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.1
143W-1,Ag-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,0.032,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.004
143W-1,Al-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,493,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,2.3
143W-1,As-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,12.7,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.012
143W-1,Ba-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,22.7,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.01
143W-1,Be-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,0.019,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Cd-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,42.9,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Cr-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,1.45,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.01
143W-1,Cu-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,18.1,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.7
143W-1,Fe-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,601,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,2.5
143W-1,Hg-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,0.075,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Hg-MM,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,-9999,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Mn-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,158,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,1.1
143W-1,Ni-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,13.2,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.004
143W-1,Pb-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,0.445,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Sb-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,0.024,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Se-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,6.24,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.03
143W-1,Sn-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,0.080,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.001
143W-1,Tl-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,0.017,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.0001
143W-1,V-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,3.83,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.002
143W-1,Zn-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,92.9,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.4
143W-1,Water-T,80804,JT-2015-BIOTA-Astarte-crenata-143W-1,79.5,nc,38.8,meters,Offset value represents sediment bottom depth of sampler,0.1
71-145,Ag-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,0.547,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.004
71-145,Al-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,630,nc,103,meters,Offset value represents sediment bottom depth of sampler,2.3
71-145,As-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,62.8,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.012
71-145,Ba-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,7.32,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.01
71-145,Be-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,0.017,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.001
71-145,Cd-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,80.7,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.001
71-145,Cr-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,1.13,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.01
71-145,Cu-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,30.8,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.7
