SiteCode,VariableCode,LabSampleCode,DataValue,CensorCode,OffsetValue,OffsetUnits,OffsetDescription,Qualifier,ValueAccuracy
9,Ba-P,JT-2014-SM-9-6m,242,nc,6,meter,Offset value represents depth below sea surface.,,1.5
9,Cu-P,JT-2014-SM-9-6m,43.3,nc,6,meter,Offset value represents depth below sea surface.,,0.1
9,Fe-P,JT-2014-SM-9-6m,2.44,nc,6,meter,Offset value represents depth below sea surface.,,0.03
9,Mn-P,JT-2014-SM-9-6m,2400,nc,6,meter,Offset value represents depth below sea surface.,,5
9,Si-P,JT-2014-SM-9-6m,12.3,nc,6,meter,Offset value represents depth below sea surface.,,0.4
9,POC,JT-2014-SM-9-6m,18.6,nc,6,meter,Offset value represents depth below sea surface.,,0.1
9,TSS,JT-2014-SM-9-21m,0.24,nc,21,meter,Offset value represents depth below sea surface.,,0.01
9,Al-P,JT-2014-SM-9-21m,2.05,nc,21,meter,Offset value represents depth below sea surface.,,0.03
9,Ba-P,JT-2014-SM-9-21m,258,nc,21,meter,Offset value represents depth below sea surface.,,1.5
9,Cu-P,JT-2014-SM-9-21m,42.4,nc,21,meter,Offset value represents depth below sea surface.,,0.1
9,Fe-P,JT-2014-SM-9-21m,1.52,nc,21,meter,Offset value represents depth below sea surface.,,0.03
9,Mn-P,JT-2014-SM-9-21m,1640,nc,21,meter,Offset value represents depth below sea surface.,,5
9,Si-P,JT-2014-SM-9-21m,12.7,nc,21,meter,Offset value represents depth below sea surface.,,0.4
9,POC,JT-2014-SM-9-21m,28.7,nc,21,meter,Offset value represents depth below sea surface.,,0.1
9,TSS,JT-2014-SM-9-31m,0.48,nc,31,meter,Offset value represents depth below sea surface.,,0.01
9,Al-P,JT-2014-SM-9-31m,2.86,nc,31,meter,Offset value represents depth below sea surface.,,0.03
9,Ba-P,JT-2014-SM-9-31m,281,nc,31,meter,Offset value represents depth below sea surface.,,1.5
9,Cu-P,JT-2014-SM-9-31m,68.2,nc,31,meter,Offset value represents depth below sea surface.,,0.1
9,Fe-P,JT-2014-SM-9-31m,2.55,nc,31,meter,Offset value represents depth below sea surface.,,0.03
9,Mn-P,JT-2014-SM-9-31m,1260,nc,31,meter,Offset value represents depth below sea surface.,,5
9,Si-P,JT-2014-SM-9-31m,17.3,nc,31,meter,Offset value represents depth below sea surface.,,0.4
9,POC,JT-2014-SM-9-31m,20.2,nc,31,meter,Offset value represents depth below sea surface.,,0.1
6F,TSS,JT-2014-SM-6F-5m,1.58,nc,5,meter,Offset value represents depth below sea surface.,,0.01
6F,Al-P,JT-2014-SM-6F-5m,4.59,nc,5,meter,Offset value represents depth below sea surface.,,0.03
6F,Ba-P,JT-2014-SM-6F-5m,362,nc,5,meter,Offset value represents depth below sea surface.,,1.5
6F,Cu-P,JT-2014-SM-6F-5m,42.9,nc,5,meter,Offset value represents depth below sea surface.,,0.1
6F,Fe-P,JT-2014-SM-6F-5m,4.46,nc,5,meter,Offset value represents depth below sea surface.,,0.03
6F,Mn-P,JT-2014-SM-6F-5m,2200,nc,5,meter,Offset value represents depth below sea surface.,,5
6F,Si-P,JT-2014-SM-6F-5m,19.1,nc,5,meter,Offset value represents depth below sea surface.,,0.4
6F,POC,JT-2014-SM-6F-5m,7.0,nc,5,meter,Offset value represents depth below sea surface.,,0.1
6F,TSS,JT-2014-SM-6F-11m,2.47,nc,11,meter,Offset value represents depth below sea surface.,,0.01
6F,Al-P,JT-2014-SM-6F-11m,4.70,nc,11,meter,Offset value represents depth below sea surface.,,0.03
6F,Ba-P,JT-2014-SM-6F-11m,349,nc,11,meter,Offset value represents depth below sea surface.,,1.5
6F,Cu-P,JT-2014-SM-6F-11m,46.3,nc,11,meter,Offset value represents depth below sea surface.,,0.1
6F,Fe-P,JT-2014-SM-6F-11m,4.22,nc,11,meter,Offset value represents depth below sea surface.,,0.03
6F,Mn-P,JT-2014-SM-6F-11m,1420,nc,11,meter,Offset value represents depth below sea surface.,,5
6F,Si-P,JT-2014-SM-6F-11m,21.7,nc,11,meter,Offset value represents depth below sea surface.,,0.4
6F,POC,JT-2014-SM-6F-11m,-9999,nc,11,meter,Offset value represents depth below sea surface.,,0.1
7C,TSS,JT-2014-SM-7C-7.5m,1.35,nc,7.5,meter,Offset value represents depth below sea surface.,,0.01
7C,Al-P,JT-2014-SM-7C-7.5m,4.56,nc,7.5,meter,Offset value represents depth below sea surface.,,0.03
7C,Ba-P,JT-2014-SM-7C-7.5m,383,nc,7.5,meter,Offset value represents depth below sea surface.,,1.5
7C,Cu-P,JT-2014-SM-7C-7.5m,38.5,nc,7.5,meter,Offset value represents depth below sea surface.,,0.1
7C,Fe-P,JT-2014-SM-7C-7.5m,4.52,nc,7.5,meter,Offset value represents depth below sea surface.,,0.03
7C,Mn-P,JT-2014-SM-7C-7.5m,1880,nc,7.5,meter,Offset value represents depth below sea surface.,,5
7C,Si-P,JT-2014-SM-7C-7.5m,19.0,nc,7.5,meter,Offset value represents depth below sea surface.,,0.4
7C,POC,JT-2014-SM-7C-7.5m,9.8,nc,7.5,meter,Offset value represents depth below sea surface.,,0.1
7C,TSS,JT-2014-SM-7C-12.5m,1.61,nc,12.5,meter,Offset value represents depth below sea surface.,,0.01
7C,Al-P,JT-2014-SM-7C-12.5m,5.13,nc,12.5,meter,Offset value represents depth below sea surface.,,0.03
7C,Ba-P,JT-2014-SM-7C-12.5m,504,nc,12.5,meter,Offset value represents depth below sea surface.,,1.5
7C,Cu-P,JT-2014-SM-7C-12.5m,62.4,nc,12.5,meter,Offset value represents depth below sea surface.,,0.1
7C,Fe-P,JT-2014-SM-7C-12.5m,4.58,nc,12.5,meter,Offset value represents depth below sea surface.,,0.03
7C,Mn-P,JT-2014-SM-7C-12.5m,1990,nc,12.5,meter,Offset value represents depth below sea surface.,,5
7C,Si-P,JT-2014-SM-7C-12.5m,24.8,nc,12.5,meter,Offset value represents depth below sea surface.,,0.4
7C,POC,JT-2014-SM-7C-12.5m,5.8,nc,12.5,meter,Offset value represents depth below sea surface.,,0.1
5,TSS,JT-2014-SM-5-5m,1.20,nc,5,meter,Offset value represents depth below sea surface.,,0.01
5,Al-P,JT-2014-SM-5-5m,4.44,nc,5,meter,Offset value represents depth below sea surface.,,0.03
5,Ba-P,JT-2014-SM-5-5m,386,nc,5,meter,Offset value represents depth below sea surface.,,1.5
5,Cu-P,JT-2014-SM-5-5m,50.4,nc,5,meter,Offset value represents depth below sea surface.,,0.1
5,Fe-P,JT-2014-SM-5-5m,4.07,nc,5,meter,Offset value represents depth below sea surface.,,0.03
5,Mn-P,JT-2014-SM-5-5m,2720,nc,5,meter,Offset value represents depth below sea surface.,,5
5,Si-P,JT-2014-SM-5-5m,17.9,nc,5,meter,Offset value represents depth below sea surface.,,0.4
5,POC,JT-2014-SM-5-5m,8.8,nc,5,meter,Offset value represents depth below sea surface.,,0.1
5,TSS,JT-2014-SM-5-16m,1.34,nc,16,meter,Offset value represents depth below sea surface.,,0.01
5,Al-P,JT-2014-SM-5-16m,4.59,nc,16,meter,Offset value represents depth below sea surface.,,0.03
5,Ba-P,JT-2014-SM-5-16m,359,nc,16,meter,Offset value represents depth below sea surface.,,1.5
5,Cu-P,JT-2014-SM-5-16m,76.9,nc,16,meter,Offset value represents depth below sea surface.,,0.1
5,Fe-P,JT-2014-SM-5-16m,3.93,nc,16,meter,Offset value represents depth below sea surface.,,0.03
5,Mn-P,JT-2014-SM-5-16m,2110,nc,16,meter,Offset value represents depth below sea surface.,,5
5,Si-P,JT-2014-SM-5-16m,20.6,nc,16,meter,Offset value represents depth below sea surface.,,0.4
5,POC,JT-2014-SM-5-16m,-9999,nc,16,meter,Offset value represents depth below sea surface.,,0.1
6,TSS,JT-2014-SM-6-4m,0.43,nc,4,meter,Offset value represents depth below sea surface.,,0.01
6,Al-P,JT-2014-SM-6-4m,2.62,nc,4,meter,Offset value represents depth below sea surface.,,0.03
6,Ba-P,JT-2014-SM-6-4m,323,nc,4,meter,Offset value represents depth below sea surface.,,1.5
6,Cu-P,JT-2014-SM-6-4m,48.3,nc,4,meter,Offset value represents depth below sea surface.,,0.1
6,Fe-P,JT-2014-SM-6-4m,2.48,nc,4,meter,Offset value represents depth below sea surface.,,0.03
6,Mn-P,JT-2014-SM-6-4m,1650,nc,4,meter,Offset value represents depth below sea surface.,,5
6,Si-P,JT-2014-SM-6-4m,14.8,nc,4,meter,Offset value represents depth below sea surface.,,0.4
6,POC,JT-2014-SM-6-4m,10.9,nc,4,meter,Offset value represents depth below sea surface.,,0.1
6,TSS,JT-2014-SM-6-24m,0.39,nc,24,meter,Offset value represents depth below sea surface.,,0.01
6,Al-P,JT-2014-SM-6-24m,3.92,nc,24,meter,Offset value represents depth below sea surface.,,0.03
6,Ba-P,JT-2014-SM-6-24m,420,nc,24,meter,Offset value represents depth below sea surface.,,1.5
6,Cu-P,JT-2014-SM-6-24m,60.5,nc,24,meter,Offset value represents depth below sea surface.,,0.1
6,Fe-P,JT-2014-SM-6-24m,3.46,nc,24,meter,Offset value represents depth below sea surface.,,0.03
6,Mn-P,JT-2014-SM-6-24m,3170,nc,24,meter,Offset value represents depth below sea surface.,,5
6,Si-P,JT-2014-SM-6-24m,17.6,nc,24,meter,Offset value represents depth below sea surface.,,0.4
6,POC,JT-2014-SM-6-24m,14.6,nc,24,meter,Offset value represents depth below sea surface.,,0.1
6,TSS,JT-2014-SM-6-53m,0.52,nc,53,meter,Offset value represents depth below sea surface.,,0.01
6,Al-P,JT-2014-SM-6-53m,3.71,nc,53,meter,Offset value represents depth below sea surface.,,0.03
6,Ba-P,JT-2014-SM-6-53m,384,nc,53,meter,Offset value represents depth below sea surface.,,1.5
6,Cu-P,JT-2014-SM-6-53m,53.3,nc,53,meter,Offset value represents depth below sea surface.,,0.1
6,Fe-P,JT-2014-SM-6-53m,3.20,nc,53,meter,Offset value represents depth below sea surface.,,0.03
6,Mn-P,JT-2014-SM-6-53m,1190,nc,53,meter,Offset value represents depth below sea surface.,,5
6,Si-P,JT-2014-SM-6-53m,18.8,nc,53,meter,Offset value represents depth below sea surface.,,0.4
6,POC,JT-2014-SM-6-53m,18.0,nc,53,meter,Offset value represents depth below sea surface.,,0.1
1.05,TSS,JT-2014-SM-1.05-5.5m,1.59,nc,5.5,meter,Offset value represents depth below sea surface.,,0.01
1.05,Al-P,JT-2014-SM-1.05-5.5m,4.59,nc,5.5,meter,Offset value represents depth below sea surface.,,0.03
1.05,Ba-P,JT-2014-SM-1.05-5.5m,422,nc,5.5,meter,Offset value represents depth below sea surface.,,1.5
1.05,Cu-P,JT-2014-SM-1.05-5.5m,46.1,nc,5.5,meter,Offset value represents depth below sea surface.,,0.1
1.05,Fe-P,JT-2014-SM-1.05-5.5m,4.13,nc,5.5,meter,Offset value represents depth below sea surface.,,0.03
1.05,Mn-P,JT-2014-SM-1.05-5.5m,2110,nc,5.5,meter,Offset value represents depth below sea surface.,,5
1.05,Si-P,JT-2014-SM-1.05-5.5m,18.0,nc,5.5,meter,Offset value represents depth below sea surface.,,0.4
1.05,POC,JT-2014-SM-1.05-5.5m,4.8,nc,5.5,meter,Offset value represents depth below sea surface.,,0.1
1.05,TSS,JT-2014-SM-1.05-10m,0.65,nc,10,meter,Offset value represents depth below sea surface.,,0.01
1.05,Al-P,JT-2014-SM-1.05-10m,3.79,nc,10,meter,Offset value represents depth below sea surface.,,0.03
1.05,Ba-P,JT-2014-SM-1.05-10m,354,nc,10,meter,Offset value represents depth below sea surface.,,1.5
1.05,Cu-P,JT-2014-SM-1.05-10m,50.5,nc,10,meter,Offset value represents depth below sea surface.,,0.1
1.05,Fe-P,JT-2014-SM-1.05-10m,3.57,nc,10,meter,Offset value represents depth below sea surface.,,0.03
1.05,Mn-P,JT-2014-SM-1.05-10m,2770,nc,10,meter,Offset value represents depth below sea surface.,,5
1.05,Si-P,JT-2014-SM-1.05-10m,17.0,nc,10,meter,Offset value represents depth below sea surface.,,0.4
1.05,POC,JT-2014-SM-1.05-10m,11.5,nc,10,meter,Offset value represents depth below sea surface.,,0.1
1.05,TSS,JT-2014-SM-1.05-14m,0.95,nc,14,meter,Offset value represents depth below sea surface.,,0.01
1.05,Al-P,JT-2014-SM-1.05-14m,4.26,nc,14,meter,Offset value represents depth below sea surface.,,0.03
1.05,Ba-P,JT-2014-SM-1.05-14m,361,nc,14,meter,Offset value represents depth below sea surface.,,1.5
1.05,Cu-P,JT-2014-SM-1.05-14m,36.7,nc,14,meter,Offset value represents depth below sea surface.,,0.1
1.05,Fe-P,JT-2014-SM-1.05-14m,3.52,nc,14,meter,Offset value represents depth below sea surface.,,0.03
1.05,Mn-P,JT-2014-SM-1.05-14m,1440,nc,14,meter,Offset value represents depth below sea surface.,,5
1.05,Si-P,JT-2014-SM-1.05-14m,20.7,nc,14,meter,Offset value represents depth below sea surface.,,0.4
1.05,POC,JT-2014-SM-1.05-14m,8.5,nc,14,meter,Offset value represents depth below sea surface.,,0.1
