SiteCode,VariableCode,TSN,LabSampleCode,DataValue,CensorCode,OffsetValue,OffsetUnits,OffsetDescription,ValueAccuracy
22,Cu-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,57.0,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.7
22,Fe-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,295,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,2.5
22,Hg-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,0.126,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Hg-MM,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,-9999,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Mn-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,12.0,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,1.1
22,Ni-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,2.53,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.004
22,Pb-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,0.112,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Sb-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,0.003,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Se-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,2.12,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.03
22,Sn-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,0.008,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Tl-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,0.007,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.0001
22,V-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,4.83,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.002
22,Zn-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,141,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.4
22,Water-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,74.8,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.1
22,Ag-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,1.13,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.004
22,Al-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,301,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,2.3
22,As-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,11.8,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.012
22,Ba-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,8.26,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.01
22,Be-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,0.006,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Cd-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,3.06,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Cr-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,0.43,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.01
22,Cu-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,57.7,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.7
22,Fe-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,286,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,2.5
22,Hg-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,0.129,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Hg-MM,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,-9999,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Mn-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,11.6,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,1.1
22,Ni-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,2.48,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.004
22,Pb-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,0.115,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Sb-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,0.003,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Se-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,2.09,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.03
22,Sn-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,0.008,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Tl-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,0.006,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.0001
22,V-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,4.96,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.002
22,Zn-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,140,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.4
22,Water-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-2,75.0,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.1
24,Ag-T,93294,JT-2014-BIOTA-Amphipods-24,1.76,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.004
24,Al-T,93294,JT-2014-BIOTA-Amphipods-24,296,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,2.3
24,As-T,93294,JT-2014-BIOTA-Amphipods-24,20.0,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.012
24,Ba-T,93294,JT-2014-BIOTA-Amphipods-24,9.35,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.01
24,Be-T,93294,JT-2014-BIOTA-Amphipods-24,0.006,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.001
24,Cd-T,93294,JT-2014-BIOTA-Amphipods-24,6.63,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.001
24,Cr-T,93294,JT-2014-BIOTA-Amphipods-24,3.43,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.01
24,Cu-T,93294,JT-2014-BIOTA-Amphipods-24,68.3,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.7
24,Fe-T,93294,JT-2014-BIOTA-Amphipods-24,230,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,2.5
24,Hg-T,93294,JT-2014-BIOTA-Amphipods-24,0.280,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.001
24,Hg-MM,93294,JT-2014-BIOTA-Amphipods-24,-9999,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.001
24,Mn-T,93294,JT-2014-BIOTA-Amphipods-24,15.1,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,1.1
24,Ni-T,93294,JT-2014-BIOTA-Amphipods-24,4.45,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.004
24,Pb-T,93294,JT-2014-BIOTA-Amphipods-24,0.179,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.001
24,Sb-T,93294,JT-2014-BIOTA-Amphipods-24,0.008,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.001
24,Se-T,93294,JT-2014-BIOTA-Amphipods-24,3.43,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.03
24,Sn-T,93294,JT-2014-BIOTA-Amphipods-24,0.015,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.001
24,Tl-T,93294,JT-2014-BIOTA-Amphipods-24,0.008,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.0001
24,V-T,93294,JT-2014-BIOTA-Amphipods-24,2.08,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.002
24,Zn-T,93294,JT-2014-BIOTA-Amphipods-24,147,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.4
24,Water-T,93294,JT-2014-BIOTA-Amphipods-24,74.1,nc,52.7,meters,Offset value represents sediment bottom depth of sampler,0.1
23,Ag-T,93294,JT-2014-BIOTA-Amphipods-23,1.05,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.004
23,Al-T,93294,JT-2014-BIOTA-Amphipods-23,216,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,2.3
23,As-T,93294,JT-2014-BIOTA-Amphipods-23,15.0,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.012
23,Ba-T,93294,JT-2014-BIOTA-Amphipods-23,8.22,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.01
23,Be-T,93294,JT-2014-BIOTA-Amphipods-23,0.004,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.001
23,Cd-T,93294,JT-2014-BIOTA-Amphipods-23,2.77,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.001
23,Cr-T,93294,JT-2014-BIOTA-Amphipods-23,2.05,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.01
23,Cu-T,93294,JT-2014-BIOTA-Amphipods-23,54.7,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.7
23,Fe-T,93294,JT-2014-BIOTA-Amphipods-23,217,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,2.5
23,Hg-T,93294,JT-2014-BIOTA-Amphipods-23,0.117,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.001
23,Hg-MM,93294,JT-2014-BIOTA-Amphipods-23,-9999,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.001
23,Mn-T,93294,JT-2014-BIOTA-Amphipods-23,11.7,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,1.1
23,Ni-T,93294,JT-2014-BIOTA-Amphipods-23,3.41,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.004
23,Pb-T,93294,JT-2014-BIOTA-Amphipods-23,0.054,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.001
23,Sb-T,93294,JT-2014-BIOTA-Amphipods-23,0.006,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.001
23,Se-T,93294,JT-2014-BIOTA-Amphipods-23,2.26,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.03
23,Sn-T,93294,JT-2014-BIOTA-Amphipods-23,0.014,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.001
23,Tl-T,93294,JT-2014-BIOTA-Amphipods-23,0.006,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.0001
23,V-T,93294,JT-2014-BIOTA-Amphipods-23,2.34,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.002
23,Zn-T,93294,JT-2014-BIOTA-Amphipods-23,136,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.4
23,Water-T,93294,JT-2014-BIOTA-Amphipods-23,75.4,nc,35.7,meters,Offset value represents sediment bottom depth of sampler,0.1
25,Ag-T,93294,JT-2014-BIOTA-Amphipods-25,1.11,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.004
25,Al-T,93294,JT-2014-BIOTA-Amphipods-25,161,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,2.3
25,As-T,93294,JT-2014-BIOTA-Amphipods-25,13.4,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.012
25,Ba-T,93294,JT-2014-BIOTA-Amphipods-25,8.49,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.01
25,Be-T,93294,JT-2014-BIOTA-Amphipods-25,0.004,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.001
25,Cd-T,93294,JT-2014-BIOTA-Amphipods-25,2.95,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.001
25,Cr-T,93294,JT-2014-BIOTA-Amphipods-25,3.33,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.01
25,Cu-T,93294,JT-2014-BIOTA-Amphipods-25,47.8,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.7
25,Fe-T,93294,JT-2014-BIOTA-Amphipods-25,177,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,2.5
25,Hg-T,93294,JT-2014-BIOTA-Amphipods-25,0.193,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.001
25,Hg-MM,93294,JT-2014-BIOTA-Amphipods-25,0.145,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.001
25,Mn-T,93294,JT-2014-BIOTA-Amphipods-25,11.6,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,1.1
25,Ni-T,93294,JT-2014-BIOTA-Amphipods-25,5.37,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.004
25,Pb-T,93294,JT-2014-BIOTA-Amphipods-25,0.083,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.001
25,Sb-T,93294,JT-2014-BIOTA-Amphipods-25,0.004,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.001
25,Se-T,93294,JT-2014-BIOTA-Amphipods-25,2.35,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.03
25,Sn-T,93294,JT-2014-BIOTA-Amphipods-25,0.013,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.001
25,Tl-T,93294,JT-2014-BIOTA-Amphipods-25,0.006,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.0001
25,V-T,93294,JT-2014-BIOTA-Amphipods-25,1.69,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.002
25,Zn-T,93294,JT-2014-BIOTA-Amphipods-25,176,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.4
25,Water-T,93294,JT-2014-BIOTA-Amphipods-25,73.5,nc,23.4,meters,Offset value represents sediment bottom depth of sampler,0.1
16,Ag-T,93294,JT-2014-BIOTA-Amphipods-16,1.66,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.004
16,Al-T,93294,JT-2014-BIOTA-Amphipods-16,176,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,2.3
16,As-T,93294,JT-2014-BIOTA-Amphipods-16,35.1,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.012
16,Ba-T,93294,JT-2014-BIOTA-Amphipods-16,7.93,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.01
16,Be-T,93294,JT-2014-BIOTA-Amphipods-16,0.003,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.001
16,Cd-T,93294,JT-2014-BIOTA-Amphipods-16,6.78,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.001
16,Cr-T,93294,JT-2014-BIOTA-Amphipods-16,1.77,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.01
16,Cu-T,93294,JT-2014-BIOTA-Amphipods-16,56.7,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.7
16,Fe-T,93294,JT-2014-BIOTA-Amphipods-16,175,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,2.5
16,Hg-T,93294,JT-2014-BIOTA-Amphipods-16,0.411,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.001
16,Hg-MM,93294,JT-2014-BIOTA-Amphipods-16,-9999,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.001
16,Mn-T,93294,JT-2014-BIOTA-Amphipods-16,15.8,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,1.1
16,Ni-T,93294,JT-2014-BIOTA-Amphipods-16,4.19,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.004
16,Pb-T,93294,JT-2014-BIOTA-Amphipods-16,0.147,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.001
16,Sb-T,93294,JT-2014-BIOTA-Amphipods-16,0.013,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.001
16,Se-T,93294,JT-2014-BIOTA-Amphipods-16,3.77,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.03
16,Sn-T,93294,JT-2014-BIOTA-Amphipods-16,0.003,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.001
16,Tl-T,93294,JT-2014-BIOTA-Amphipods-16,0.006,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.0001
16,V-T,93294,JT-2014-BIOTA-Amphipods-16,1.77,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.002
16,Zn-T,93294,JT-2014-BIOTA-Amphipods-16,169,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.4
16,Water-T,93294,JT-2014-BIOTA-Amphipods-16,76.2,nc,60.9,meters,Offset value represents sediment bottom depth of sampler,0.1
15,Ag-T,93294,JT-2014-BIOTA-Amphipods-15,1.42,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.004
15,Al-T,93294,JT-2014-BIOTA-Amphipods-15,168,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,2.3
15,As-T,93294,JT-2014-BIOTA-Amphipods-15,19.2,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.012
15,Ba-T,93294,JT-2014-BIOTA-Amphipods-15,7.86,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.01
15,Be-T,93294,JT-2014-BIOTA-Amphipods-15,0.002,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.001
15,Cd-T,93294,JT-2014-BIOTA-Amphipods-15,5.92,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.001
15,Cr-T,93294,JT-2014-BIOTA-Amphipods-15,1.34,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.01
15,Cu-T,93294,JT-2014-BIOTA-Amphipods-15,49.4,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.7
15,Fe-T,93294,JT-2014-BIOTA-Amphipods-15,132,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,2.5
15,Hg-T,93294,JT-2014-BIOTA-Amphipods-15,0.210,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.001
15,Hg-MM,93294,JT-2014-BIOTA-Amphipods-15,-9999,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.001
15,Mn-T,93294,JT-2014-BIOTA-Amphipods-15,13.3,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,1.1
15,Ni-T,93294,JT-2014-BIOTA-Amphipods-15,2.22,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.004
15,Pb-T,93294,JT-2014-BIOTA-Amphipods-15,0.036,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.001
15,Sb-T,93294,JT-2014-BIOTA-Amphipods-15,0.010,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.001
15,Se-T,93294,JT-2014-BIOTA-Amphipods-15,2.63,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.03
15,Sn-T,93294,JT-2014-BIOTA-Amphipods-15,0.016,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.001
15,Tl-T,93294,JT-2014-BIOTA-Amphipods-15,0.006,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.0001
15,V-T,93294,JT-2014-BIOTA-Amphipods-15,2.13,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.002
15,Zn-T,93294,JT-2014-BIOTA-Amphipods-15,150,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.4
15,Water-T,93294,JT-2014-BIOTA-Amphipods-15,75.7,nc,38.5,meters,Offset value represents sediment bottom depth of sampler,0.1
12,Ag-T,93294,JT-2014-BIOTA-Amphipods-12,1.15,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.004
12,Al-T,93294,JT-2014-BIOTA-Amphipods-12,163,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,2.3
12,As-T,93294,JT-2014-BIOTA-Amphipods-12,22.8,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.012
12,Ba-T,93294,JT-2014-BIOTA-Amphipods-12,7.10,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.01
12,Be-T,93294,JT-2014-BIOTA-Amphipods-12,0.002,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.001
12,Cd-T,93294,JT-2014-BIOTA-Amphipods-12,3.91,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.001
12,Cr-T,93294,JT-2014-BIOTA-Amphipods-12,0.57,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.01
12,Cu-T,93294,JT-2014-BIOTA-Amphipods-12,56.8,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.7
12,Fe-T,93294,JT-2014-BIOTA-Amphipods-12,167,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,2.5
12,Hg-T,93294,JT-2014-BIOTA-Amphipods-12,0.141,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.001
12,Hg-MM,93294,JT-2014-BIOTA-Amphipods-12,-9999,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.001
12,Mn-T,93294,JT-2014-BIOTA-Amphipods-12,11.0,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,1.1
12,Ni-T,93294,JT-2014-BIOTA-Amphipods-12,2.69,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.004
12,Pb-T,93294,JT-2014-BIOTA-Amphipods-12,0.058,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.001
12,Sb-T,93294,JT-2014-BIOTA-Amphipods-12,0.009,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.001
12,Se-T,93294,JT-2014-BIOTA-Amphipods-12,3.13,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.03
12,Sn-T,93294,JT-2014-BIOTA-Amphipods-12,0.012,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.001
12,Tl-T,93294,JT-2014-BIOTA-Amphipods-12,0.006,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.0001
12,V-T,93294,JT-2014-BIOTA-Amphipods-12,1.84,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.002
12,Zn-T,93294,JT-2014-BIOTA-Amphipods-12,191,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.4
12,Water-T,93294,JT-2014-BIOTA-Amphipods-12,78.6,nc,38.6,meters,Offset value represents sediment bottom depth of sampler,0.1
7C,Ag-T,93294,JT-2014-BIOTA-Amphipods-7C,2.44,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.004
7C,Al-T,93294,JT-2014-BIOTA-Amphipods-7C,329,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,2.3
7C,As-T,93294,JT-2014-BIOTA-Amphipods-7C,8.65,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.012
7C,Ba-T,93294,JT-2014-BIOTA-Amphipods-7C,14.7,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.01
7C,Be-T,93294,JT-2014-BIOTA-Amphipods-7C,0.006,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.001
7C,Cd-T,93294,JT-2014-BIOTA-Amphipods-7C,0.968,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.001
7C,Cr-T,93294,JT-2014-BIOTA-Amphipods-7C,0.24,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.01
7C,Cu-T,93294,JT-2014-BIOTA-Amphipods-7C,154,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.7
7C,Fe-T,93294,JT-2014-BIOTA-Amphipods-7C,318,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,2.5
7C,Hg-T,93294,JT-2014-BIOTA-Amphipods-7C,0.038,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.001
7C,Hg-MM,93294,JT-2014-BIOTA-Amphipods-7C,-9999,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.001
7C,Mn-T,93294,JT-2014-BIOTA-Amphipods-7C,31.1,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,1.1
7C,Ni-T,93294,JT-2014-BIOTA-Amphipods-7C,4.04,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.004
7C,Pb-T,93294,JT-2014-BIOTA-Amphipods-7C,0.102,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.001
7C,Sb-T,93294,JT-2014-BIOTA-Amphipods-7C,0.005,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.001
7C,Se-T,93294,JT-2014-BIOTA-Amphipods-7C,1.88,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.03
7C,Sn-T,93294,JT-2014-BIOTA-Amphipods-7C,0.006,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.001
7C,Tl-T,93294,JT-2014-BIOTA-Amphipods-7C,0.006,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.0001
7C,V-T,93294,JT-2014-BIOTA-Amphipods-7C,2.18,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.002
7C,Zn-T,93294,JT-2014-BIOTA-Amphipods-7C,98.5,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.4
7C,Water-T,93294,JT-2014-BIOTA-Amphipods-7C,71.5,nc,14.7,meters,Offset value represents sediment bottom depth of sampler,0.1
5,Ag-T,93294,JT-2014-BIOTA-Amphipods-5,2.11,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.004
5,Al-T,93294,JT-2014-BIOTA-Amphipods-5,193,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,2.3
5,As-T,93294,JT-2014-BIOTA-Amphipods-5,12.4,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.012
5,Ba-T,93294,JT-2014-BIOTA-Amphipods-5,10.3,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.01
5,Be-T,93294,JT-2014-BIOTA-Amphipods-5,0.003,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.001
5,Cd-T,93294,JT-2014-BIOTA-Amphipods-5,2.34,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.001
5,Cr-T,93294,JT-2014-BIOTA-Amphipods-5,1.63,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.01
5,Cu-T,93294,JT-2014-BIOTA-Amphipods-5,111,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.7
5,Fe-T,93294,JT-2014-BIOTA-Amphipods-5,216,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,2.5
5,Hg-T,93294,JT-2014-BIOTA-Amphipods-5,0.083,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.001
5,Hg-MM,93294,JT-2014-BIOTA-Amphipods-5,-9999,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.001
5,Mn-T,93294,JT-2014-BIOTA-Amphipods-5,20.2,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,1.1
5,Ni-T,93294,JT-2014-BIOTA-Amphipods-5,2.63,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.004
5,Pb-T,93294,JT-2014-BIOTA-Amphipods-5,0.060,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.001
5,Sb-T,93294,JT-2014-BIOTA-Amphipods-5,0.016,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.001
5,Se-T,93294,JT-2014-BIOTA-Amphipods-5,2.24,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.03
5,Sn-T,93294,JT-2014-BIOTA-Amphipods-5,0.011,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.001
5,Tl-T,93294,JT-2014-BIOTA-Amphipods-5,0.005,nc,19.2,meters,Offset value represents sediment bottom depth of sampler,0.0001
