Project:,ANIMIDA III,,,,,,,,,,,,,,
Station:,W07,,,,,,,,,,,,,,
Date:,5/19/2015,,,,,,,,,,,,,,
Time (ADST):,16:08,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Pressure (db),Depth (m),Cond (S/m),Temp (deg C),Salinity (psu),Sigma-t,OBS (ntu),DO (mg/L),,,,,,,,
2.637,2.61,2.613097,-1.8011,33.0838,26.623,0.9796,11.601,,,,,,,,
2.684,2.657,2.613212,-1.8005,33.0848,26.6238,1.0022,11.6054,,,,,,,,
2.736,2.708,2.613377,-1.7996,33.086,26.6247,0.9937,11.6001,,,,,,,,
2.792,2.764,2.613466,-1.7988,33.0864,26.625,1.0387,11.6022,,,,,,,,
2.849,2.82,2.613457,-1.799,33.0865,26.6251,1.0711,11.6029,,,,,,,,
2.901,2.872,2.613377,-1.8001,33.0864,26.6251,1.1171,11.5982,,,,,,,,
2.946,2.915,2.613218,-1.8017,33.0861,26.6248,1.106,11.5986,,,,,,,,
2.987,2.958,2.613077,-1.8034,33.0859,26.6247,1.0659,11.5983,,,,,,,,
3.028,2.997,2.61302,-1.8042,33.0861,26.6249,1.0495,11.601,,,,,,,,
3.068,3.037,2.613018,-1.8044,33.0862,26.625,1.0415,11.6003,,,,,,,,
3.11,3.078,2.613041,-1.8043,33.0863,26.6251,0.9721,11.6001,,,,,,,,
3.154,3.123,2.613095,-1.8039,33.0866,26.6253,0.8935,11.5977,,,,,,,,
3.202,3.17,2.613176,-1.8034,33.0872,26.6258,0.8123,11.5954,,,,,,,,
3.253,3.22,2.613229,-1.8032,33.0878,26.6262,0.7694,11.5974,,,,,,,,
3.301,3.268,2.613228,-1.8035,33.0879,26.6264,0.729,11.5953,,,,,,,,
3.347,3.313,2.613198,-1.8038,33.0878,26.6262,0.7499,11.5976,,,,,,,,
3.39,3.356,2.613169,-1.8041,33.0878,26.6262,0.8198,11.5987,,,,,,,,
3.431,3.397,2.613163,-1.8042,33.0878,26.6262,0.8652,11.5989,,,,,,,,
3.476,3.441,2.613207,-1.8041,33.0882,26.6266,0.9074,11.596,,,,,,,,
3.524,3.487,2.613293,-1.8038,33.089,26.6273,0.9816,11.5956,,,,,,,,
3.575,3.539,2.613397,-1.8035,33.0901,26.6281,0.928,11.5953,,,,,,,,
3.627,3.591,2.613431,-1.8036,33.0906,26.6286,0.9061,11.5962,,,,,,,,
3.681,3.644,2.613408,-1.8038,33.0906,26.6285,0.9249,11.5955,,,,,,,,
3.734,3.696,2.613354,-1.8043,33.0903,26.6283,0.9171,11.595,,,,,,,,
3.783,3.745,2.613288,-1.8047,33.0898,26.6279,0.9365,11.5969,,,,,,,,
3.829,3.79,2.61325,-1.8051,33.0897,26.6278,0.9094,11.5953,,,,,,,,
3.872,3.833,2.61324,-1.8052,33.0897,26.6278,0.993,11.5959,,,,,,,,
3.914,3.873,2.613266,-1.8051,33.0899,26.6279,0.9988,11.5967,,,,,,,,
3.956,3.916,2.613332,-1.8049,33.0905,26.6285,0.9709,11.5938,,,,,,,,
4.002,3.962,2.613424,-1.8046,33.0915,26.6293,0.9213,11.5919,,,,,,,,
4.05,4.009,2.613513,-1.8043,33.0924,26.63,0.906,11.5874,,,,,,,,
4.099,4.058,2.613546,-1.8042,33.0927,26.6302,0.9364,11.5874,,,,,,,,
4.148,4.106,2.61352,-1.8043,33.0924,26.63,1.0163,11.5896,,,,,,,,
4.195,4.152,2.613481,-1.8045,33.0921,26.6298,0.9829,11.5888,,,,,,,,
4.239,4.196,2.61344,-1.8047,33.0918,26.6295,1.0053,11.5921,,,,,,,,
4.281,4.238,2.613429,-1.8048,33.0917,26.6294,1.0025,11.5883,,,,,,,,
4.32,4.276,2.613458,-1.8046,33.0918,26.6295,0.981,11.5831,,,,,,,,
4.361,4.317,2.613522,-1.8043,33.0923,26.63,0.9569,11.5815,,,,,,,,
4.406,4.361,2.613656,-1.8038,33.0936,26.6309,1.0026,11.5825,,,,,,,,
4.453,4.408,2.613856,-1.803,33.0954,26.6324,1.0675,11.5737,,,,,,,,
4.503,4.457,2.61397,-1.8024,33.0964,26.6332,1.1245,11.5732,,,,,,,,
4.552,4.506,2.613996,-1.8025,33.0968,26.6336,1.1634,11.5766,,,,,,,,
4.597,4.55,2.613942,-1.8033,33.0968,26.6336,1.1206,11.5761,,,,,,,,
4.637,4.59,2.613858,-1.8041,33.0966,26.6334,1.0919,11.5717,,,,,,,,
4.678,4.63,2.613814,-1.8047,33.0966,26.6334,1.0479,11.5678,,,,,,,,
4.721,4.673,2.61392,-1.8045,33.0978,26.6344,1.0416,11.568,,,,,,,,
4.771,4.723,2.614138,-1.8037,33.0999,26.6361,1.0279,11.5686,,,,,,,,
4.823,4.774,2.614364,-1.8026,33.1018,26.6377,1.0035,11.5696,,,,,,,,
4.877,4.828,2.614401,-1.8023,33.102,26.6377,0.9964,11.5681,,,,,,,,
4.927,4.877,2.614269,-1.8032,33.1011,26.637,0.986,11.5665,,,,,,,,
4.973,4.923,2.614174,-1.8042,33.1009,26.6369,0.9266,11.568,,,,,,,,
5.017,4.966,2.614183,-1.8047,33.1016,26.6375,0.9315,11.5654,,,,,,,,
5.056,5.005,2.614257,-1.8048,33.1026,26.6384,0.9432,11.5631,,,,,,,,
5.096,5.044,2.614368,-1.8045,33.1038,26.6393,0.9404,11.5567,,,,,,,,
5.139,5.087,2.614553,-1.8039,33.1057,26.6409,0.9141,11.558,,,,,,,,
5.184,5.131,2.614772,-1.8034,33.1081,26.6427,0.8949,11.5574,,,,,,,,
5.229,5.176,2.614902,-1.8032,33.1098,26.6441,0.9365,11.5568,,,,,,,,
5.274,5.221,2.615019,-1.803,33.1111,26.6452,0.9352,11.5479,,,,,,,,
5.319,5.265,2.615146,-1.8029,33.1127,26.6465,0.9805,11.5493,,,,,,,,
5.363,5.309,2.615206,-1.8031,33.1137,26.6474,0.9656,11.5458,,,,,,,,
5.406,5.351,2.61518,-1.8033,33.1137,26.6473,0.9495,11.5488,,,,,,,,
5.447,5.393,2.615366,-1.8029,33.1157,26.6489,0.8667,11.5429,,,,,,,,
5.491,5.435,2.615826,-1.8018,33.1208,26.6531,0.943,11.5413,,,,,,,,
5.537,5.481,2.616337,-1.8005,33.1265,26.6577,1.0282,11.5382,,,,,,,,
5.584,5.527,2.616595,-1.7999,33.1295,26.66,0.9788,11.5315,,,,,,,,
5.631,5.574,2.6166,-1.8004,33.13,26.6605,0.9188,11.5336,,,,,,,,
5.679,5.622,2.616633,-1.8004,33.1304,26.6609,0.9189,11.5373,,,,,,,,
5.728,5.67,2.616709,-1.7999,33.1309,26.6612,0.9804,11.532,,,,,,,,
5.776,5.718,2.616808,-1.7998,33.1321,26.6622,1.0115,11.5275,,,,,,,,
5.825,5.766,2.616868,-1.8004,33.1336,26.6634,0.954,11.5279,,,,,,,,
5.873,5.814,2.616935,-1.8009,33.1351,26.6647,0.943,11.5276,,,,,,,,
5.923,5.864,2.617091,-1.8006,33.1369,26.6661,0.9791,11.5191,,,,,,,,
5.975,5.915,2.617265,-1.8001,33.1388,26.6676,1.0611,11.5202,,,,,,,,
6.027,5.966,2.617449,-1.7994,33.1405,26.669,1.1116,11.5199,,,,,,,,
6.082,6.021,2.617662,-1.799,33.1429,26.671,1.1587,11.5147,,,,,,,,
6.135,6.073,2.617901,-1.7993,33.1466,26.674,1.1564,11.5174,,,,,,,,
6.187,6.123,2.61811,-1.8001,33.1503,26.677,1.1087,11.5167,,,,,,,,
6.234,6.171,2.618291,-1.8011,33.154,26.6801,1.0363,11.5058,,,,,,,,
6.279,6.215,2.61859,-1.8018,33.1589,26.684,1.0354,11.5085,,,,,,,,
6.324,6.26,2.618986,-1.8017,33.1642,26.6884,0.952,11.5017,,,,,,,,
6.373,6.309,2.619362,-1.8009,33.1685,26.6918,0.9271,11.5016,,,,,,,,
6.425,6.36,2.619887,-1.7995,33.1743,26.6965,0.9485,11.5005,,,,,,,,
6.478,6.412,2.620489,-1.7987,33.1817,26.7025,0.9732,11.4976,,,,,,,,
6.529,6.463,2.620895,-1.799,33.1877,26.7073,1.0598,11.4911,,,,,,,,
6.577,6.51,2.621292,-1.7997,33.1939,26.7124,1.0808,11.494,,,,,,,,
6.622,6.555,2.621647,-1.8003,33.1996,26.7171,0.9863,11.4893,,,,,,,,
6.665,6.597,2.621862,-1.801,33.2033,26.7201,0.8416,11.49,,,,,,,,
6.707,6.64,2.621947,-1.8013,33.2048,26.7213,0.8275,11.4793,,,,,,,,
6.751,6.682,2.622139,-1.8012,33.2073,26.7234,0.9173,11.4752,,,,,,,,
6.796,6.727,2.622343,-1.8014,33.2103,26.7259,0.9417,11.479,,,,,,,,
6.841,6.772,2.62268,-1.8017,33.2154,26.73,0.9656,11.4736,,,,,,,,
6.884,6.815,2.623246,-1.8014,33.2229,26.736,0.927,11.474,,,,,,,,
6.925,6.855,2.623549,-1.8016,33.2273,26.7396,0.9387,11.4733,,,,,,,,
6.963,6.893,2.623575,-1.8031,33.2292,26.7413,0.9774,11.4654,,,,,,,,
7.002,6.931,2.623686,-1.8045,33.2324,26.7439,0.9786,11.467,,,,,,,,
7.04,6.968,2.623804,-1.8047,33.2343,26.7454,0.9311,11.4595,,,,,,,,
7.082,7.009,2.623998,-1.8041,33.2362,26.7469,0.965,11.4595,,,,,,,,
7.123,7.052,2.623876,-1.8041,33.2345,26.7456,1.0341,11.4533,,,,,,,,
7.166,7.094,2.623394,-1.8061,33.2301,26.742,1.056,11.4527,,,,,,,,
7.209,7.136,2.623468,-1.8079,33.233,26.7444,1.064,11.4476,,,,,,,,
7.248,7.175,2.624179,-1.8085,33.2436,26.7531,1.0821,11.443,,,,,,,,
7.287,7.213,2.62522,-1.8087,33.2584,26.7651,1.0157,11.4409,,,,,,,,
7.322,7.248,2.626277,-1.8092,33.2736,26.7775,0.9684,11.4378,,,,,,,,
7.359,7.284,2.6276,-1.8093,33.2921,26.7926,0.9386,11.4272,,,,,,,,
7.399,7.324,2.62906,-1.8091,33.3122,26.8088,0.9346,11.4257,,,,,,,,
7.441,7.366,2.629824,-1.8083,33.322,26.8168,0.9479,11.4191,,,,,,,,
7.485,7.409,2.62994,-1.8079,33.3231,26.8177,0.9854,11.4173,,,,,,,,
7.527,7.451,2.63063,-1.8078,33.3325,26.8253,0.9878,11.4114,,,,,,,,
7.569,7.492,2.6318,-1.8081,33.3492,26.8389,0.9636,11.4033,,,,,,,,
7.609,7.532,2.632825,-1.8088,33.3642,26.8511,0.9865,11.4071,,,,,,,,
7.649,7.572,2.634131,-1.8092,33.3829,26.8663,1.0365,11.3939,,,,,,,,
7.689,7.611,2.635908,-1.8091,33.4075,26.8864,1.014,11.3905,,,,,,,,
7.729,7.651,2.637863,-1.8093,33.435,26.9087,1.0321,11.3819,,,,,,,,
7.771,7.692,2.639403,-1.8095,33.4566,26.9263,1.0705,11.3723,,,,,,,,
7.811,7.732,2.640413,-1.8097,33.4708,26.9378,1.1271,11.3649,,,,,,,,
7.848,7.768,2.641635,-1.8111,33.4895,26.953,1.1684,11.3629,,,,,,,,
7.882,7.801,2.642466,-1.8132,33.5035,26.9644,1.2055,11.3644,,,,,,,,
7.915,7.835,2.641569,-1.815,33.4929,26.9559,1.2138,11.3582,,,,,,,,
7.949,7.867,2.640499,-1.816,33.4792,26.9447,1.1392,11.3564,,,,,,,,
7.983,7.902,2.642637,-1.8165,33.5096,26.9695,1.0803,11.3533,,,,,,,,
8.02,7.939,2.644772,-1.8163,33.5391,26.9935,1.0002,11.3456,,,,,,,,
8.061,7.979,2.645646,-1.8152,33.5499,27.0024,0.9145,11.3416,,,,,,,,
8.102,8.021,2.646505,-1.814,33.5607,27.011,0.9014,11.3342,,,,,,,,
8.143,8.06,2.647945,-1.8137,33.5803,27.0269,0.942,11.3261,,,,,,,,
8.18,8.097,2.6499,-1.8151,33.6092,27.0504,0.9205,11.3226,,,,,,,,
8.215,8.131,2.650988,-1.8179,33.6274,27.0654,0.9599,11.317,,,,,,,,
8.248,8.163,2.651042,-1.82,33.6307,27.068,0.9626,11.3111,,,,,,,,
8.281,8.197,2.652994,-1.8207,33.6586,27.0909,0.9657,11.3058,,,,,,,,
8.316,8.232,2.655321,-1.8203,33.6906,27.1168,0.9227,11.3008,,,,,,,,
8.351,8.266,2.65704,-1.8192,33.7134,27.1353,0.968,11.2968,,,,,,,,
8.389,8.304,2.657989,-1.819,33.7263,27.1458,1.0402,11.2937,,,,,,,,
8.427,8.342,2.658641,-1.8199,33.7365,27.1541,1.0908,11.2825,,,,,,,,
8.464,8.378,2.659433,-1.8216,33.7494,27.1647,1.1225,11.2824,,,,,,,,
8.499,8.413,2.659698,-1.824,33.7558,27.17,1.097,11.282,,,,,,,,
8.535,8.448,2.659577,-1.8266,33.7571,27.171,1.0523,11.2814,,,,,,,,
8.572,8.485,2.659879,-1.8277,33.7625,27.1756,1.0043,11.2775,,,,,,,,
8.611,8.524,2.660589,-1.8272,33.772,27.1831,0.9267,11.2749,,,,,,,,
8.652,8.564,2.661237,-1.8268,33.7804,27.19,0.9229,11.27,,,,,,,,
8.692,8.604,2.661817,-1.8266,33.7884,27.1964,0.9463,11.2681,,,,,,,,
8.73,8.641,2.66165,-1.8282,33.7878,27.1961,0.9371,11.2613,,,,,,,,
8.766,8.677,2.661462,-1.8299,33.787,27.1955,0.9809,11.2684,,,,,,,,
8.803,8.715,2.661603,-1.8302,33.7895,27.1974,1.0248,11.2594,,,,,,,,
8.841,8.752,2.662028,-1.8298,33.7948,27.2018,1.0967,11.254,,,,,,,,
8.88,8.79,2.662459,-1.8291,33.8,27.2061,1.0987,11.2576,,,,,,,,
8.922,8.831,2.662816,-1.8286,33.8044,27.2096,1.0446,11.253,,,,,,,,
8.963,8.872,2.663283,-1.8282,33.8105,27.2144,0.9723,11.2503,,,,,,,,
9.003,8.912,2.663795,-1.8277,33.817,27.2198,0.9344,11.2428,,,,,,,,
9.044,8.952,2.664249,-1.8274,33.823,27.2247,1.0057,11.2471,,,,,,,,
9.084,8.991,2.66467,-1.8272,33.8286,27.2293,1.0331,11.2377,,,,,,,,
9.12,9.028,2.664986,-1.8271,33.8328,27.2327,1.05,11.2404,,,,,,,,
9.157,9.064,2.665216,-1.8274,33.8364,27.2356,1.1055,11.2332,,,,,,,,
9.192,9.099,2.665287,-1.828,33.838,27.2369,1.1282,11.2368,,,,,,,,
9.226,9.133,2.665294,-1.8283,33.8385,27.2373,1.175,11.2334,,,,,,,,
9.261,9.166,2.665323,-1.8283,33.8389,27.2376,1.2692,11.2293,,,,,,,,
9.295,9.201,2.665397,-1.828,33.8395,27.2381,1.3143,11.231,,,,,,,,
9.331,9.236,2.665554,-1.8272,33.8408,27.2392,1.2905,11.2294,,,,,,,,
9.367,9.273,2.665712,-1.8265,33.8422,27.2402,1.165,11.2271,,,,,,,,
9.406,9.31,2.665882,-1.8257,33.8436,27.2413,1.1032,11.2198,,,,,,,,
9.444,9.348,2.66604,-1.8247,33.8446,27.2422,1.0764,11.2258,,,,,,,,
9.487,9.391,2.666201,-1.8236,33.8456,27.243,1.0959,11.2216,,,,,,,,
9.533,9.435,2.666371,-1.8224,33.8466,27.2437,1.1641,11.2188,,,,,,,,
9.581,9.483,2.666455,-1.8217,33.847,27.244,1.243,11.2181,,,,,,,,
9.63,9.532,2.666483,-1.8214,33.847,27.2439,1.1995,11.2196,,,,,,,,
9.678,9.58,2.666504,-1.8211,33.8469,27.2439,1.1722,11.2186,,,,,,,,
9.726,9.627,2.666536,-1.8209,33.847,27.2441,1.1725,11.2193,,,,,,,,
9.77,9.671,2.666587,-1.8207,33.8474,27.2444,1.1695,11.2223,,,,,,,,
9.811,9.712,2.666652,-1.8203,33.848,27.2448,1.1888,11.2225,,,,,,,,
9.851,9.752,2.666687,-1.8203,33.8485,27.2452,1.2852,11.2179,,,,,,,,
9.893,9.793,2.666704,-1.8205,33.8488,27.2456,1.381,11.2221,,,,,,,,
9.938,9.838,2.666727,-1.8205,33.8492,27.2458,1.3745,11.2232,,,,,,,,
9.986,9.884,2.666755,-1.8203,33.8493,27.2459,1.3632,11.2193,,,,,,,,
10.033,9.931,2.666801,-1.8201,33.8496,27.2462,1.3928,11.2229,,,,,,,,
10.079,9.977,2.666811,-1.82,33.8496,27.2462,1.4995,11.2206,,,,,,,,
10.125,10.022,2.666818,-1.8201,33.8498,27.2463,1.5249,11.2243,,,,,,,,
10.168,10.064,2.666838,-1.8199,33.8498,27.2463,1.4706,11.2263,,,,,,,,
10.211,10.107,2.666869,-1.8195,33.8498,27.2462,1.4028,11.2236,,,,,,,,
10.255,10.151,2.66697,-1.8183,33.8498,27.2462,1.4425,11.2238,,,,,,,,
10.302,10.198,2.667126,-1.8165,33.85,27.2463,1.5429,11.2235,,,,,,,,
10.353,10.248,2.667273,-1.815,33.8502,27.2465,1.5694,11.2279,,,,,,,,
10.405,10.3,2.667386,-1.814,33.8507,27.2469,1.5474,11.223,,,,,,,,
10.456,10.349,2.667429,-1.8138,33.8509,27.2471,1.4621,11.2248,,,,,,,,
10.504,10.397,2.66745,-1.8139,33.8513,27.2473,1.3668,11.2228,,,,,,,,
10.551,10.444,2.667457,-1.814,33.8516,27.2475,1.2547,11.2306,,,,,,,,
10.597,10.489,2.667472,-1.814,33.8517,27.2477,1.3056,11.2298,,,,,,,,
10.645,10.537,2.66749,-1.8137,33.8515,27.2475,1.4005,11.227,,,,,,,,
10.696,10.587,2.667547,-1.8127,33.8512,27.2473,1.4563,11.2294,,,,,,,,
10.75,10.64,2.667607,-1.8116,33.8507,27.2468,1.4971,11.2293,,,,,,,,
10.805,10.695,2.6676,-1.8111,33.85,27.2463,1.479,11.2236,,,,,,,,
10.857,10.747,2.66757,-1.8112,33.8496,27.2459,1.4764,11.2228,,,,,,,,
10.906,10.795,2.667507,-1.8119,33.8496,27.2459,1.516,11.2341,,,,,,,,
10.954,10.842,2.667434,-1.8135,33.8503,27.2465,1.5723,11.2339,,,,,,,,
10.999,10.887,2.667397,-1.8146,33.8511,27.2471,1.5587,11.2317,,,,,,,,
11.044,10.932,2.667383,-1.8153,33.8516,27.2477,1.4914,11.2325,,,,,,,,
11.084,10.972,2.667339,-1.8163,33.8521,27.248,1.4733,11.2339,,,,,,,,
11.122,11.009,2.667281,-1.8175,33.8526,27.2485,1.4412,11.2305,,,,,,,,
11.16,11.047,2.667206,-1.8182,33.8524,27.2483,1.4431,11.2344,,,,,,,,
11.2,11.086,2.667194,-1.8184,33.8524,27.2484,1.5169,11.2333,,,,,,,,
11.235,11.121,2.667245,-1.8182,33.853,27.2488,1.6071,11.2368,,,,,,,,
11.258,11.144,2.667181,-1.8192,33.853,27.2489,1.6606,11.2361,,,,,,,,
11.273,11.159,2.666965,-1.8215,33.8528,27.2487,1.6744,11.2357,,,,,,,,
11.281,11.166,2.666822,-1.8233,33.8528,27.2488,1.6821,11.2382,,,,,,,,
11.287,11.172,2.666768,-1.824,33.8528,27.2488,1.588,11.2402,,,,,,,,
11.29,11.175,2.666773,-1.8238,33.8526,27.2487,1.4747,11.243,,,,,,,,
11.292,11.177,2.666817,-1.823,33.8524,27.2485,1.4562,11.2453,,,,,,,,
11.294,11.179,2.66688,-1.8219,33.852,27.248,1.4628,11.2434,,,,,,,,
11.294,11.18,2.666945,-1.8205,33.8513,27.2475,1.3955,11.2465,,,,,,,,
11.297,11.182,2.666989,-1.8197,33.851,27.2473,1.4142,11.2483,,,,,,,,
11.301,11.185,2.667014,-1.8194,33.8511,27.2473,1.453,11.2454,,,,,,,,
11.309,11.194,2.667056,-1.8191,33.8513,27.2475,1.451,11.2476,,,,,,,,
11.323,11.209,2.667097,-1.8187,33.8513,27.2475,1.4587,11.247,,,,,,,,
11.346,11.231,2.667153,-1.8182,33.8515,27.2476,1.4606,11.2501,,,,,,,,
11.373,11.258,2.667263,-1.8171,33.8518,27.2478,1.3957,11.2547,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
