Project:,ANIMIDA III,,,,,,,,,,,,,,
Station:,E11,,,,,,,,,,,,,,
Date:,5/23/2015,,,,,,,,,,,,,,
Time (ADST):,18:41,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Pressure (db),Depth (m),Cond (S/m),Temp (deg C),Salinity (psu),Sigma-t,OBS (ntu),DO (mg/L),,,,,,,,
3.168,3.136,0.098443,-0.0568,0.9379,0.6074,124.1816,12.1899,,,,,,,,
3.197,3.165,0.098585,-0.0568,0.9393,0.6085,125.1123,12.1938,,,,,,,,
3.226,3.193,0.098658,-0.0569,0.94,0.6091,123.2844,12.192,,,,,,,,
3.256,3.223,0.098622,-0.0569,0.9396,0.6089,119.6986,12.1917,,,,,,,,
3.285,3.252,0.098668,-0.0571,0.9402,0.6093,116.5936,12.1958,,,,,,,,
3.314,3.279,0.098939,-0.0572,0.9428,0.6114,114.9524,12.1947,,,,,,,,
3.343,3.309,0.09913,-0.0575,0.9447,0.613,113.5108,12.1934,,,,,,,,
3.373,3.339,0.099431,-0.0576,0.9477,0.6155,111.8052,12.2009,,,,,,,,
3.404,3.37,0.099864,-0.0577,0.9521,0.619,110.268,12.1989,,,,,,,,
3.435,3.4,0.10015,-0.0577,0.9549,0.6213,110.5801,12.1931,,,,,,,,
3.462,3.428,0.100311,-0.0577,0.9566,0.6226,111.1036,12.2041,,,,,,,,
3.487,3.453,0.100467,-0.0578,0.9581,0.6239,110.8171,12.2074,,,,,,,,
3.512,3.476,0.100745,-0.058,0.9609,0.6261,110.9841,12.2057,,,,,,,,
3.536,3.5,0.101063,-0.0584,0.9641,0.6287,111.6795,12.205,,,,,,,,
3.56,3.524,0.101264,-0.0588,0.9661,0.6303,112.9685,12.1977,,,,,,,,
3.584,3.548,0.101379,-0.0592,0.9673,0.6312,114.5595,12.211,,,,,,,,
3.609,3.571,0.101448,-0.0595,0.9679,0.6319,114.9844,12.1945,,,,,,,,
3.636,3.599,0.101508,-0.0597,0.9686,0.6323,114.7065,12.2251,,,,,,,,
3.667,3.63,0.101562,-0.06,0.9691,0.6328,113.8877,12.1916,,,,,,,,
3.7,3.662,0.101612,-0.0602,0.9697,0.6331,112.2222,12.2083,,,,,,,,
3.732,3.694,0.101652,-0.0605,0.97,0.6334,110.9945,12.2075,,,,,,,,
3.763,3.725,0.101654,-0.0606,0.97,0.6335,110.9004,12.2024,,,,,,,,
3.795,3.757,0.101653,-0.0605,0.97,0.6334,110.5356,12.2039,,,,,,,,
3.827,3.789,0.101684,-0.0606,0.9704,0.6337,110.6282,12.2235,,,,,,,,
3.858,3.819,0.101727,-0.0609,0.9708,0.6341,111.6753,12.219,,,,,,,,
3.887,3.848,0.101712,-0.0611,0.9707,0.634,112.5106,12.2192,,,,,,,,
3.917,3.877,0.101702,-0.0615,0.9706,0.6339,113.2147,12.2197,,,,,,,,
3.947,3.907,0.10173,-0.0616,0.9708,0.6341,114.556,12.2238,,,,,,,,
3.975,3.935,0.101774,-0.0616,0.9713,0.6344,116.6743,12.2222,,,,,,,,
4.002,3.961,0.101793,-0.0616,0.9715,0.6345,119.2845,12.2229,,,,,,,,
4.026,3.985,0.101764,-0.0616,0.9712,0.6343,120.7343,12.2215,,,,,,,,
4.05,4.01,0.10175,-0.0616,0.971,0.6342,122.3994,12.2197,,,,,,,,
4.077,4.035,0.1018,-0.062,0.9716,0.6346,125.6114,12.2321,,,,,,,,
4.104,4.061,0.101914,-0.0626,0.9728,0.6355,128.8873,12.2273,,,,,,,,
4.13,4.088,0.102061,-0.0633,0.9742,0.6366,128.5025,12.2367,,,,,,,,
4.156,4.114,0.102128,-0.0636,0.9748,0.6372,126.4279,12.2227,,,,,,,,
4.181,4.139,0.102141,-0.0635,0.975,0.6373,123.1765,12.2264,,,,,,,,
4.206,4.163,0.102204,-0.0631,0.9757,0.6379,119.1261,12.2167,,,,,,,,
4.229,4.187,0.102305,-0.063,0.9767,0.6387,116.4587,12.2203,,,,,,,,
4.25,4.207,0.102418,-0.0633,0.9778,0.6396,115.6759,12.2366,,,,,,,,
4.268,4.226,0.102519,-0.0637,0.9788,0.6404,113.9801,12.2342,,,,,,,,
4.285,4.242,0.1026,-0.0638,0.9796,0.6411,111.195,12.2467,,,,,,,,
4.301,4.258,0.102644,-0.0638,0.98,0.6414,109.3255,12.2418,,,,,,,,
4.318,4.274,0.102626,-0.0635,0.9799,0.6413,109.0634,12.236,,,,,,,,
4.333,4.289,0.102568,-0.0634,0.9793,0.6409,110.2983,12.2467,,,,,,,,
4.348,4.303,0.102498,-0.0634,0.9786,0.6402,110.9432,12.2507,,,,,,,,
4.361,4.317,0.102476,-0.0631,0.9784,0.6401,110.7834,12.2519,,,,,,,,
4.374,4.33,0.102672,-0.0629,0.9803,0.6417,111.9577,12.2525,,,,,,,,
4.386,4.341,0.10296,-0.063,0.9832,0.6441,113.7913,12.2521,,,,,,,,
4.396,4.351,0.103078,-0.063,0.9844,0.645,115.4736,12.2548,,,,,,,,
4.408,4.363,0.103171,-0.0632,0.9853,0.6458,117.9508,12.2596,,,,,,,,
4.421,4.376,0.103296,-0.0636,0.9866,0.6468,121.2235,12.2618,,,,,,,,
4.434,4.389,0.103468,-0.0642,0.9884,0.6482,123.3852,12.2654,,,,,,,,
4.446,4.401,0.103587,-0.0649,0.9895,0.6491,124.1287,12.2692,,,,,,,,
4.46,4.415,0.103634,-0.0651,0.99,0.6494,124.3503,12.2717,,,,,,,,
4.475,4.43,0.10379,-0.065,0.9916,0.6508,122.9586,12.2779,,,,,,,,
4.492,4.446,0.104066,-0.0649,0.9944,0.653,120.1487,12.2799,,,,,,,,
4.51,4.464,0.104358,-0.0649,0.9973,0.6555,117.8491,12.2769,,,,,,,,
4.531,4.485,0.10465,-0.065,1.0002,0.6578,116.676,12.281,,,,,,,,
4.551,4.505,0.104939,-0.065,1.0031,0.6602,115.0978,12.2866,,,,,,,,
4.571,4.525,0.105155,-0.0653,1.0053,0.6619,113.4912,12.2898,,,,,,,,
4.591,4.545,0.10553,-0.0657,1.0091,0.665,112.4655,12.2949,,,,,,,,
4.611,4.565,0.106116,-0.0667,1.015,0.6698,111.5386,12.2976,,,,,,,,
4.633,4.585,0.106702,-0.0682,1.0209,0.6745,111.7195,12.3051,,,,,,,,
4.655,4.607,0.107464,-0.0699,1.0286,0.6807,114.2205,12.3072,,,,,,,,
4.676,4.629,0.108223,-0.0709,1.0362,0.6869,118.4963,12.3112,,,,,,,,
4.697,4.649,0.1087,-0.0708,1.041,0.6908,123.307,12.3127,,,,,,,,
4.717,4.669,0.109082,-0.0702,1.0449,0.6939,128.3648,12.3241,,,,,,,,
4.741,4.693,0.109535,-0.0701,1.0494,0.6977,133.6403,12.3243,,,,,,,,
4.766,4.718,0.110197,-0.0708,1.0561,0.703,137.6343,12.3253,,,,,,,,
4.793,4.745,0.110964,-0.0718,1.0638,0.7093,139.3403,12.3306,,,,,,,,
4.819,4.771,0.111427,-0.0726,1.0684,0.7131,139.9122,12.3409,,,,,,,,
4.845,4.795,0.11116,-0.0724,1.0658,0.7109,140.2269,12.3478,,,,,,,,
4.87,4.821,0.110622,-0.0715,1.0604,0.7066,138.8565,12.3504,,,,,,,,
4.897,4.847,0.110555,-0.0708,1.0597,0.7061,138.7108,12.3612,,,,,,,,
4.926,4.877,0.111763,-0.0715,1.0719,0.7159,137.2449,12.365,,,,,,,,
4.957,4.907,0.114762,-0.0736,1.1021,0.7405,132.946,12.3685,,,,,,,,
4.986,4.936,0.118019,-0.0761,1.1351,0.7673,126.6502,12.3758,,,,,,,,
5.015,4.963,0.119223,-0.077,1.1473,0.7772,121.5054,12.3837,,,,,,,,
5.042,4.991,0.118979,-0.0766,1.1447,0.7752,118.5755,12.3975,,,,,,,,
5.069,5.018,0.11888,-0.0763,1.1438,0.7744,116.4399,12.3995,,,,,,,,
5.095,5.043,0.12074,-0.0777,1.1626,0.7896,115.0132,12.4097,,,,,,,,
5.118,5.066,0.124633,-0.081,1.2022,0.8217,113.4425,12.4189,,,,,,,,
5.138,5.086,0.128977,-0.0849,1.2464,0.8576,112.0913,12.4243,,,,,,,,
5.158,5.106,0.132829,-0.0885,1.2857,0.8895,112.3344,12.4382,,,,,,,,
5.18,5.127,0.138132,-0.0921,1.3399,0.9335,115.444,12.4474,,,,,,,,
5.201,5.149,0.143776,-0.0958,1.3976,0.9804,120.3036,12.4515,,,,,,,,
5.223,5.169,0.14631,-0.0979,1.4237,1.0015,125.1052,12.4647,,,,,,,,
5.246,5.193,0.146722,-0.0983,1.4279,1.0049,128.7777,12.4747,,,,,,,,
5.273,5.219,0.147014,-0.0991,1.4309,1.0073,130.7977,12.4861,,,,,,,,
5.301,5.248,0.149173,-0.1016,1.4531,1.0253,131.9822,12.4964,,,,,,,,
5.332,5.278,0.151184,-0.1041,1.4739,1.0421,135.2771,12.5054,,,,,,,,
5.362,5.308,0.15245,-0.1057,1.487,1.0526,139.5277,12.5144,,,,,,,,
5.387,5.332,0.155994,-0.1084,1.5235,1.0823,141.8704,12.5246,,,,,,,,
5.408,5.353,0.159368,-0.1109,1.5583,1.1105,140.5789,12.5432,,,,,,,,
5.43,5.374,0.160895,-0.1121,1.5741,1.1233,136.3874,12.5567,,,,,,,,
5.454,5.399,0.166182,-0.1154,1.6288,1.1677,131.4527,12.5727,,,,,,,,
5.481,5.425,0.172738,-0.1208,1.697,1.223,128.8311,12.586,,,,,,,,
5.508,5.452,0.17836,-0.1257,1.7555,1.2704,125.8091,12.6,,,,,,,,
5.537,5.481,0.185922,-0.132,1.8345,1.3344,121.2172,12.6141,,,,,,,,
5.569,5.512,0.199487,-0.1432,1.9768,1.4496,117.1694,12.6292,,,,,,,,
5.603,5.546,0.221835,-0.1593,2.2126,1.6408,114.3435,12.6402,,,,,,,,
5.639,5.582,0.246658,-0.1777,2.4768,1.8547,112.9006,12.6443,,,,,,,,
5.675,5.618,0.270911,-0.1947,2.737,2.0654,113.9684,12.6483,,,,,,,,
5.715,5.657,0.286909,-0.2062,2.9096,2.2051,115.7055,12.6608,,,,,,,,
5.75,5.692,0.294031,-0.2107,2.9867,2.2676,118.1081,12.6737,,,,,,,,
5.777,5.719,0.296237,-0.2112,3.0105,2.287,121.2646,12.6846,,,,,,,,
5.796,5.737,0.291339,-0.207,2.9573,2.2439,123.116,12.6982,,,,,,,,
5.807,5.748,0.282243,-0.2004,2.8589,2.1643,123.3768,12.7058,,,,,,,,
5.815,5.756,0.273612,-0.1953,2.7658,2.0888,122.0634,12.7259,,,,,,,,
5.821,5.761,0.273432,-0.1945,2.7638,2.0873,119.6682,12.7431,,,,,,,,
5.825,5.766,0.283992,-0.2,2.8777,2.1795,117.5748,12.7497,,,,,,,,
5.832,5.773,0.29865,-0.2083,3.0362,2.308,116.4792,12.7592,,,,,,,,
5.838,5.779,0.316394,-0.2194,3.2293,2.4643,116.6553,12.7656,,,,,,,,
5.848,5.789,0.337512,-0.2346,3.4604,2.6513,117.1159,12.7753,,,,,,,,
5.861,5.803,0.356839,-0.2511,3.6733,2.8234,115.6631,12.7784,,,,,,,,
5.88,5.82,0.372582,-0.2658,3.8478,2.9643,111.6042,12.7893,,,,,,,,
5.904,5.844,0.383857,-0.2772,3.9733,3.0656,107.2799,12.7978,,,,,,,,
5.931,5.871,0.393905,-0.2871,4.0854,3.156,103.4804,12.812,,,,,,,,
5.96,5.9,0.406005,-0.2965,4.2205,3.2653,101.426,12.8195,,,,,,,,
5.991,5.93,0.424742,-0.3087,4.43,3.4348,99.9969,12.8208,,,,,,,,
6.025,5.964,0.438825,-0.3205,4.5885,3.5628,99.383,12.8282,,,,,,,,
6.063,6.001,0.452446,-0.3307,4.7422,3.6868,98.0622,12.8393,,,,,,,,
6.101,6.04,0.467949,-0.3405,4.9173,3.8285,93.6246,12.8492,,,,,,,,
6.141,6.079,0.476598,-0.3477,5.0155,3.9078,87.6092,12.8602,,,,,,,,
6.178,6.115,0.488858,-0.3549,5.1546,4.0202,81.962,12.869,,,,,,,,
6.213,6.149,0.518661,-0.37,5.4937,4.2944,77.1655,12.8555,,,,,,,,
6.247,6.184,0.552214,-0.3883,5.8778,4.605,72.3533,12.8442,,,,,,,,
6.282,6.218,0.573047,-0.4018,6.1179,4.7989,67.836,12.8517,,,,,,,,
6.319,6.255,0.583187,-0.4092,6.2353,4.8937,63.1379,12.86,,,,,,,,
6.356,6.292,0.584884,-0.4128,6.2554,4.9099,59.3605,12.8761,,,,,,,,
6.393,6.327,0.596035,-0.418,6.3842,5.014,56.4599,12.8935,,,,,,,,
6.428,6.363,0.618368,-0.4274,6.6427,5.223,54.2169,12.8853,,,,,,,,
6.463,6.398,0.637751,-0.4376,6.8682,5.4052,52.1689,12.8903,,,,,,,,
6.499,6.433,0.666871,-0.4498,7.2077,5.6797,50.3974,12.8941,,,,,,,,
6.535,6.469,0.712882,-0.4674,7.7468,6.1155,49.0083,12.8825,,,,,,,,
6.572,6.505,0.768493,-0.489,8.403,6.6458,47.5401,12.8665,,,,,,,,
6.609,6.542,0.825317,-0.5135,9.0796,7.1924,46.0997,12.8516,,,,,,,,
6.646,6.579,0.922335,-0.5514,10.2455,8.1341,44.6428,12.7989,,,,,,,,
6.682,6.614,1.100395,-0.6113,12.417,9.888,43.0704,12.6711,,,,,,,,
6.719,6.651,1.318422,-0.6863,15.1309,12.0796,41.7481,12.5138,,,,,,,,
6.755,6.687,1.531868,-0.7706,17.8498,14.2751,40.0674,12.3668,,,,,,,,
6.791,6.722,1.733001,-0.8753,20.4781,16.3985,37.3465,12.2339,,,,,,,,
6.827,6.758,1.904522,-0.9961,22.7831,18.2619,34.5848,12.1496,,,,,,,,
6.862,6.792,2.054725,-1.1244,24.8548,19.9385,32.5079,12.0802,,,,,,,,
6.896,6.826,2.221515,-1.2721,27.2002,21.8392,30.5846,11.9963,,,,,,,,
6.931,6.861,2.357467,-1.4129,29.1641,23.4329,28.1864,11.938,,,,,,,,
6.965,6.893,2.478989,-1.542,30.9501,24.8842,24.8457,11.8745,,,,,,,,
6.999,6.928,2.554677,-1.6408,32.0952,25.816,20.6187,11.8391,,,,,,,,
7.035,6.965,2.584232,-1.6882,32.5553,26.1908,16.0543,11.8306,,,,,,,,
7.072,7,2.594333,-1.7059,32.7147,26.3208,12.316,11.815,,,,,,,,
7.109,7.037,2.597965,-1.7134,32.7733,26.3685,10.2083,11.7916,,,,,,,,
7.148,7.075,2.600765,-1.7202,32.8196,26.4064,9.1632,11.7805,,,,,,,,
7.186,7.114,2.603129,-1.7273,32.8603,26.4396,8.6834,11.7533,,,,,,,,
7.226,7.152,2.604572,-1.731,32.8843,26.4593,8.4701,11.7398,,,,,,,,
7.263,7.189,2.606712,-1.7363,32.9201,26.4884,8.3081,11.7371,,,,,,,,
7.301,7.227,2.609692,-1.746,32.9721,26.531,8.0121,11.7291,,,,,,,,
7.337,7.262,2.611409,-1.7525,33.0032,26.5564,7.81,11.7253,,,,,,,,
7.37,7.296,2.611587,-1.7551,33.0085,26.5607,7.7033,11.72,,,,,,,,
7.405,7.329,2.612026,-1.7565,33.0162,26.567,7.5348,11.716,,,,,,,,
7.438,7.363,2.612751,-1.759,33.029,26.5774,7.2573,11.7131,,,,,,,,
7.471,7.395,2.613875,-1.7625,33.0485,26.5934,7.0093,11.7102,,,,,,,,
7.505,7.429,2.61498,-1.766,33.0678,26.6092,6.8858,11.7033,,,,,,,,
7.541,7.465,2.615748,-1.7686,33.0814,26.6202,6.9069,11.7011,,,,,,,,
7.577,7.5,2.617088,-1.7717,33.1035,26.6383,7.0317,11.7017,,,,,,,,
7.613,7.535,2.618186,-1.7748,33.1222,26.6536,7.1584,11.6991,,,,,,,,
7.647,7.569,2.619004,-1.7769,33.1358,26.6647,7.0787,11.6963,,,,,,,,
7.681,7.604,2.619424,-1.7782,33.1432,26.6707,6.9001,11.6932,,,,,,,,
7.716,7.637,2.618991,-1.7782,33.1371,26.6657,6.7572,11.6925,,,,,,,,
7.751,7.672,2.618956,-1.779,33.1375,26.666,6.7491,11.6895,,,,,,,,
7.788,7.709,2.620109,-1.7823,33.1572,26.6822,6.7612,11.6888,,,,,,,,
7.825,7.747,2.622255,-1.7879,33.1933,26.7117,6.5939,11.6885,,,,,,,,
7.864,7.784,2.624064,-1.7928,33.224,26.7368,6.4306,11.6841,,,,,,,,
7.903,7.823,2.624961,-1.7953,33.2392,26.7492,6.393,11.6838,,,,,,,,
7.943,7.862,2.625339,-1.7963,33.2456,26.7544,6.2491,11.684,,,,,,,,
7.983,7.902,2.625573,-1.7969,33.2495,26.7576,6.0078,11.6809,,,,,,,,
8.025,7.944,2.625706,-1.7971,33.2516,26.7593,5.816,11.6773,,,,,,,,
8.066,7.984,2.625784,-1.7972,33.2527,26.7602,5.5551,11.6788,,,,,,,,
8.107,8.026,2.625856,-1.7971,33.2537,26.761,5.1412,11.6772,,,,,,,,
8.151,8.068,2.625939,-1.7968,33.2544,26.7616,4.8161,11.6771,,,,,,,,
8.195,8.112,2.626039,-1.7962,33.2552,26.7621,4.5828,11.6769,,,,,,,,
8.239,8.156,2.626132,-1.7956,33.2557,26.7626,4.4819,11.6759,,,,,,,,
8.282,8.198,2.626177,-1.7952,33.2559,26.7628,4.451,11.6766,,,,,,,,
8.325,8.24,2.626191,-1.7952,33.2561,26.7629,4.3761,11.6764,,,,,,,,
8.366,8.281,2.6262,-1.7952,33.2562,26.7629,4.3519,11.677,,,,,,,,
8.406,8.32,2.626192,-1.7952,33.2559,26.7628,4.4013,11.6763,,,,,,,,
8.445,8.358,2.626113,-1.7957,33.2554,26.7624,4.2998,11.6761,,,,,,,,
8.485,8.399,2.626021,-1.7965,33.255,26.762,4.1693,11.6744,,,,,,,,
8.526,8.439,2.625973,-1.7969,33.2547,26.7618,4.2578,11.6741,,,,,,,,
8.567,8.48,2.625966,-1.7968,33.2545,26.7617,4.3374,11.6751,,,,,,,,
8.609,8.522,2.625957,-1.7969,33.2544,26.7616,4.379,11.674,,,,,,,,
8.645,8.556,2.625923,-1.7974,33.2545,26.7617,4.4424,11.6721,,,,,,,,
8.671,8.583,2.625866,-1.7982,33.2546,26.7618,4.4985,11.675,,,,,,,,
8.69,8.602,2.625828,-1.7986,33.2546,26.7618,4.5193,11.6706,,,,,,,,
8.704,8.616,2.625832,-1.7987,33.2547,26.7619,4.457,11.6725,,,,,,,,
8.72,8.631,2.625822,-1.7988,33.2546,26.7618,4.4882,11.6725,,,,,,,,
8.739,8.651,2.625818,-1.7988,33.2546,26.7618,4.4841,11.671,,,,,,,,
8.765,8.677,2.625829,-1.7986,33.2546,26.7617,4.3567,11.6732,,,,,,,,
8.797,8.709,2.625874,-1.798,33.2545,26.7616,4.233,11.6716,,,,,,,,
8.835,8.745,2.625936,-1.7973,33.2545,26.7616,4.1328,11.6685,,,,,,,,
8.877,8.787,2.625968,-1.7967,33.2543,26.7615,4.146,11.6656,,,,,,,,
8.92,8.829,2.625984,-1.7965,33.2543,26.7615,4.1631,11.6654,,,,,,,,
8.965,8.873,2.626024,-1.7961,33.2543,26.7615,4.1265,11.6634,,,,,,,,
9.011,8.919,2.626108,-1.7953,33.2545,26.7616,4.1134,11.6604,,,,,,,,
9.058,8.966,2.626183,-1.7944,33.2546,26.7617,4.169,11.6596,,,,,,,,
9.107,9.015,2.6262,-1.7941,33.2544,26.7615,4.1722,11.6604,,,,,,,,
9.159,9.066,2.626188,-1.7942,33.2543,26.7614,4.2277,11.6618,,,,,,,,
9.209,9.116,2.626195,-1.794,33.2541,26.7613,4.3316,11.66,,,,,,,,
9.261,9.167,2.626219,-1.7936,33.254,26.7612,4.3171,11.6561,,,,,,,,
9.314,9.22,2.626265,-1.7929,33.2539,26.761,4.3075,11.6554,,,,,,,,
9.369,9.274,2.626309,-1.7921,33.2536,26.7608,4.3758,11.656,,,,,,,,
9.425,9.329,2.626335,-1.7917,33.2534,26.7606,4.5278,11.6521,,,,,,,,
9.48,9.384,2.626364,-1.7914,33.2535,26.7606,4.5497,11.652,,,,,,,,
9.538,9.441,2.626371,-1.7911,33.2532,26.7604,4.3415,11.6503,,,,,,,,
9.599,9.502,2.626398,-1.7903,33.2526,26.76,4.2155,11.6506,,,,,,,,
9.665,9.567,2.626469,-1.7891,33.2522,26.7595,4.2778,11.6467,,,,,,,,
9.734,9.635,2.626524,-1.7879,33.2515,26.759,4.2792,11.6477,,,,,,,,
9.8,9.7,2.626555,-1.7872,33.2511,26.7587,4.1385,11.6458,,,,,,,,
9.861,9.761,2.626539,-1.7874,33.2511,26.7587,3.9494,11.6406,,,,,,,,
9.918,9.817,2.626488,-1.7887,33.2518,26.7593,3.8219,11.64,,,,,,,,
9.97,9.869,2.626448,-1.7898,33.2524,26.7598,3.839,11.6384,,,,,,,,
10.02,9.918,2.626394,-1.7906,33.2527,26.76,4.0016,11.6367,,,,,,,,
10.065,9.963,2.626352,-1.7916,33.2531,26.7604,4.2539,11.6374,,,,,,,,
10.099,9.997,2.626268,-1.793,33.2535,26.7607,4.2784,11.633,,,,,,,,
10.121,10.018,2.626136,-1.795,33.2539,26.7611,4.2302,11.6333,,,,,,,,
10.136,10.033,2.62601,-1.7969,33.2543,26.7615,4.2114,11.6314,,,,,,,,
10.148,10.045,2.625959,-1.7977,33.2545,26.7616,4.3036,11.6327,,,,,,,,
10.16,10.058,2.625995,-1.797,33.2541,26.7614,4.3513,11.6276,,,,,,,,
10.174,10.07,2.626048,-1.7959,33.2536,26.7609,4.2159,11.6226,,,,,,,,
10.19,10.087,2.626095,-1.7948,33.2531,26.7604,4.2071,11.6207,,,,,,,,
10.21,10.106,2.626152,-1.7935,33.2524,26.7599,4.3323,11.6204,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
