Project:,ANIMIDA III,,,,,,,,,,,,,,
Station:,E05,,,,,,,,,,,,,,
Date:,5/20/2015,,,,,,,,,,,,,,
Time (ADST):,17:53,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Pressure (db),Depth (m),Cond (S/m),Temp (deg C),Salinity (psu),Sigma-t,OBS (ntu),DO (mg/L),,,,,,,,
2.862,2.833,0.082893,-0.0809,0.7839,0.4799,126.729,10.9645,,,,,,,,
2.881,2.852,0.084668,-0.0822,0.8015,0.4943,129.2608,10.9019,,,,,,,,
2.9,2.871,0.085916,-0.0829,0.8139,0.5044,129.6691,10.8403,,,,,,,,
2.919,2.889,0.087242,-0.0836,0.8272,0.5151,124.1416,10.769,,,,,,,,
2.939,2.909,0.089729,-0.085,0.8519,0.5353,115.9988,10.6945,,,,,,,,
2.958,2.928,0.093127,-0.0875,0.8858,0.5629,111.0896,10.6123,,,,,,,,
2.975,2.945,0.099091,-0.0912,0.9454,0.6113,108.9223,10.5211,,,,,,,,
2.992,2.962,0.107699,-0.0958,1.0318,0.6816,108.5806,10.4232,,,,,,,,
3.009,2.979,0.118945,-0.1006,1.1454,0.7741,110.0431,10.3173,,,,,,,,
3.024,2.993,0.130536,-0.1048,1.2631,0.87,112.5082,10.2043,,,,,,,,
3.04,3.008,0.137421,-0.1078,1.3334,0.9271,114.9328,10.0782,,,,,,,,
3.055,3.024,0.137309,-0.1094,1.3323,0.9262,116.9712,9.9544,,,,,,,,
3.069,3.039,0.127918,-0.1087,1.2367,0.8481,117.6974,9.8258,,,,,,,,
3.083,3.053,0.11596,-0.106,1.1155,0.7493,117.363,9.6805,,,,,,,,
3.099,3.068,0.108788,-0.1041,1.0431,0.6903,116.8036,9.5189,,,,,,,,
3.115,3.083,0.108782,-0.1056,1.0431,0.6902,116.4832,9.3338,,,,,,,,
3.13,3.098,0.11752,-0.1111,1.1315,0.762,115.3749,9.1164,,,,,,,,
3.144,3.112,0.138662,-0.1213,1.3468,0.9371,112.5333,8.8741,,,,,,,,
3.157,3.125,0.17774,-0.1365,1.75,1.2652,110.0671,8.5952,,,,,,,,
3.17,3.138,0.22807,-0.1568,2.2786,1.6946,109.2287,8.2865,,,,,,,,
3.181,3.149,0.309045,-0.1863,3.1475,2.3998,109.8677,7.9306,,,,,,,,
3.191,3.159,0.460209,-0.2324,4.816,3.752,112.684,7.5116,,,,,,,,
3.2,3.168,0.661691,-0.2899,7.1123,5.6099,116.6677,7.0517,,,,,,,,
3.21,3.177,0.817666,-0.339,8.9383,7.0851,119.6555,6.6073,,,,,,,,
3.22,3.187,0.908696,-0.3746,10.0239,7.9616,120.0347,6.1904,,,,,,,,
3.228,3.196,1.029992,-0.4091,11.4851,9.1413,118.7738,5.7737,,,,,,,,
3.238,3.205,1.210142,-0.4616,13.692,10.9224,117.528,5.3361,,,,,,,,
3.246,3.213,1.612175,-0.5667,18.7473,15.0026,115.5821,4.825,,,,,,,,
3.254,3.221,2.079429,-0.7017,24.8349,19.9195,114.6829,4.3215,,,,,,,,
3.263,3.23,2.369478,-0.7966,28.732,23.0716,114.4103,3.9504,,,,,,,,
3.272,3.239,2.503228,-0.8419,30.5605,24.5521,113.7704,3.7158,,,,,,,,
3.281,3.248,2.568586,-0.8623,31.459,25.28,113.6245,3.5907,,,,,,,,
3.291,3.258,2.598826,-0.8719,31.8766,25.6183,114.0757,3.548,,,,,,,,
3.301,3.268,2.615054,-0.8773,32.1013,25.8004,113.9929,3.5292,,,,,,,,
3.309,3.276,2.628532,-0.8822,32.2884,25.9522,113.5589,3.5215,,,,,,,,
3.319,3.285,2.641503,-0.8876,32.4695,26.0989,112.0156,3.5254,,,,,,,,
3.328,3.293,2.652921,-0.8921,32.6289,26.2281,107.8154,3.5323,,,,,,,,
3.336,3.302,2.660851,-0.8943,32.7386,26.3171,100.7871,3.5412,,,,,,,,
3.344,3.31,2.664252,-0.8941,32.7844,26.3543,89.7552,3.5559,,,,,,,,
3.351,3.317,2.664305,-0.8923,32.7832,26.3531,76.8323,3.5796,,,,,,,,
3.358,3.324,2.66279,-0.8902,32.7604,26.3347,64.6921,3.5999,,,,,,,,
3.365,3.33,2.661951,-0.8886,32.7473,26.324,57.1658,3.6237,,,,,,,,
3.37,3.337,2.660813,-0.8875,32.7306,26.3104,43.9566,3.6473,,,,,,,,
3.375,3.341,2.660383,-0.8867,32.724,26.305,29.8977,3.674,,,,,,,,
3.379,3.345,2.661421,-0.8866,32.7379,26.3162,25.3579,3.6997,,,,,,,,
3.382,3.348,2.663464,-0.8866,32.7655,26.3387,23.9996,3.7262,,,,,,,,
3.383,3.349,2.665701,-0.8868,32.796,26.3633,20.6812,3.7523,,,,,,,,
3.386,3.351,2.667212,-0.8871,32.8168,26.3802,17.9355,3.8112,,,,,,,,
3.385,3.351,2.666704,-0.887,32.8098,26.3745,18.1931,3.7796,,,,,,,,
3.386,3.352,2.674039,-0.9027,32.9265,26.4695,28.0441,4.2592,,,,,,,,
3.386,3.352,2.673464,-0.9015,32.9172,26.462,25.7918,4.2059,,,,,,,,
3.386,3.352,2.667421,-0.8872,32.8198,26.3826,18.8538,3.8727,,,,,,,,
3.386,3.352,2.667372,-0.8871,32.819,26.382,18.186,3.8402,,,,,,,,
3.387,3.353,2.674713,-0.9046,32.9377,26.4787,23.6764,4.3142,,,,,,,,
3.387,3.353,2.672704,-0.9002,32.9056,26.4526,24.487,4.155,,,,,,,,
3.387,3.353,2.672181,-0.8991,32.8973,26.4458,23.0399,4.1078,,,,,,,,
3.387,3.353,2.668998,-0.8888,32.8429,26.4014,17.9864,3.9428,,,,,,,,
3.387,3.353,2.668139,-0.8877,32.83,26.3909,18.3689,3.9051,,,,,,,,
3.388,3.354,2.675541,-0.9069,32.9514,26.4899,17.5303,4.3775,,,,,,,,
3.388,3.354,2.671893,-0.8974,32.8914,26.441,21.0987,4.0634,,,,,,,,
3.388,3.354,2.670616,-0.8941,32.8706,26.424,20.6075,4.0243,,,,,,,,
3.388,3.354,2.668937,-0.8909,32.8444,26.4027,18.9315,3.9863,,,,,,,,
3.391,3.357,2.676447,-0.9086,32.9655,26.5014,14.902,4.4382,,,,,,,,
3.392,3.358,2.676649,-0.9102,32.97,26.505,13.8761,4.5114,,,,,,,,
3.393,3.359,2.676476,-0.9119,32.9695,26.5048,13.2126,4.5866,,,,,,,,
3.394,3.36,2.676202,-0.9134,32.9673,26.5031,12.9115,4.6694,,,,,,,,
3.395,3.361,2.675754,-0.9141,32.962,26.4988,12.8227,4.7567,,,,,,,,
3.396,3.362,2.674687,-0.9138,32.9473,26.4869,12.9443,4.9579,,,,,,,,
3.396,3.362,2.675343,-0.9141,32.9565,26.4943,12.8755,4.8489,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
