Project:,ANIMIDA III,,,,,,,,,,,,,,
Station:,NM5,,,,,,,,,,,,,,
Date:,5/16/2015,,,,,,,,,,,,,,
Time (ADST):,19:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Pressure (db),Depth (m),Cond (S/m),Temp (deg C),Salinity (psu),Sigma-t,OBS (ntu),DO (mg/L),,,,,,,,
2.542,2.515,2.617305,-1.8118,33.1545,26.6807,0.9702,11.6621,,,,,,,,
2.594,2.568,2.617339,-1.8118,33.1549,26.681,1.0353,11.6619,,,,,,,,
2.645,2.618,2.617316,-1.8122,33.1551,26.6811,1.1181,11.6644,,,,,,,,
2.694,2.667,2.617246,-1.8131,33.1551,26.6812,1.1146,11.6638,,,,,,,,
2.742,2.713,2.617189,-1.8138,33.1551,26.6812,1.0579,11.6641,,,,,,,,
2.79,2.763,2.617164,-1.8141,33.1549,26.6812,1.0813,11.6651,,,,,,,,
2.844,2.814,2.61718,-1.8139,33.1549,26.681,1.1332,11.6654,,,,,,,,
2.898,2.869,2.617249,-1.8131,33.1549,26.681,1.1085,11.6662,,,,,,,,
2.954,2.923,2.617326,-1.8123,33.1551,26.6812,1.0908,11.6619,,,,,,,,
3.011,2.98,2.617383,-1.8116,33.155,26.6811,1.0822,11.6622,,,,,,,,
3.069,3.039,2.617425,-1.8112,33.1551,26.6812,0.9955,11.6599,,,,,,,,
3.131,3.099,2.617449,-1.8111,33.1553,26.6814,0.8909,11.6661,,,,,,,,
3.191,3.159,2.617477,-1.811,33.1557,26.6816,0.8963,11.66,,,,,,,,
3.249,3.216,2.617509,-1.811,33.156,26.6818,0.9625,11.6631,,,,,,,,
3.308,3.274,2.617565,-1.8106,33.1563,26.682,1.0507,11.6622,,,,,,,,
3.368,3.334,2.617625,-1.81,33.1565,26.6822,1.0583,11.6652,,,,,,,,
3.428,3.393,2.617642,-1.8098,33.1565,26.6822,1.0527,11.6654,,,,,,,,
3.486,3.45,2.617599,-1.81,33.1561,26.6819,1.0053,11.6672,,,,,,,,
3.542,3.506,2.617514,-1.8109,33.1558,26.6817,1.0403,11.6648,,,,,,,,
3.592,3.556,2.617465,-1.8117,33.156,26.6818,1.1033,11.6652,,,,,,,,
3.636,3.599,2.617431,-1.8122,33.156,26.6819,1.1411,11.6636,,,,,,,,
3.679,3.642,2.617391,-1.8127,33.1561,26.682,1.0452,11.6644,,,,,,,,
3.726,3.689,2.617384,-1.8129,33.1561,26.682,0.9891,11.6645,,,,,,,,
3.777,3.739,2.617485,-1.8123,33.1568,26.6825,1.0181,11.6611,,,,,,,,
3.827,3.789,2.617594,-1.8115,33.1574,26.683,1.0497,11.6591,,,,,,,,
3.878,3.84,2.617639,-1.8112,33.1576,26.6832,1.0122,11.6614,,,,,,,,
3.931,3.891,2.617659,-1.8111,33.1578,26.6833,0.9747,11.6635,,,,,,,,
3.984,3.944,2.617655,-1.8112,33.1578,26.6833,0.9401,11.6623,,,,,,,,
4.035,3.994,2.617635,-1.8115,33.1578,26.6833,0.8959,11.6602,,,,,,,,
4.087,4.045,2.617565,-1.8122,33.1577,26.6832,0.838,11.6585,,,,,,,,
4.135,4.093,2.617535,-1.8127,33.1578,26.6834,0.8373,11.6595,,,,,,,,
4.184,4.141,2.617586,-1.8127,33.1585,26.684,0.8696,11.6624,,,,,,,,
4.236,4.194,2.61764,-1.8124,33.1588,26.6842,0.9064,11.6579,,,,,,,,
4.289,4.245,2.617719,-1.8119,33.1594,26.6846,0.9447,11.6567,,,,,,,,
4.341,4.297,2.617803,-1.8115,33.16,26.6852,0.9423,11.6592,,,,,,,,
4.392,4.348,2.617764,-1.8118,33.1597,26.6849,0.9588,11.6568,,,,,,,,
4.444,4.399,2.617724,-1.8123,33.1596,26.6848,1.0534,11.6599,,,,,,,,
4.496,4.451,2.617716,-1.8125,33.1598,26.685,1.0499,11.6544,,,,,,,,
4.55,4.504,2.617685,-1.8129,33.1597,26.685,1.0421,11.6565,,,,,,,,
4.603,4.556,2.617703,-1.8129,33.1599,26.6852,1.0137,11.657,,,,,,,,
4.655,4.608,2.61776,-1.8127,33.1605,26.6855,0.9867,11.6555,,,,,,,,
4.707,4.659,2.61784,-1.8122,33.1611,26.6861,0.962,11.655,,,,,,,,
4.762,4.714,2.617922,-1.8117,33.1616,26.6864,1.0096,11.6557,,,,,,,,
4.816,4.767,2.618027,-1.811,33.1623,26.687,0.9887,11.6529,,,,,,,,
4.867,4.819,2.6181,-1.8104,33.1626,26.6872,0.9488,11.6535,,,,,,,,
4.916,4.866,2.618066,-1.8106,33.1623,26.687,0.9834,11.6537,,,,,,,,
4.963,4.914,2.618006,-1.8114,33.1623,26.687,0.9879,11.6497,,,,,,,,
5.011,4.96,2.617965,-1.8123,33.1627,26.6874,0.9877,11.6529,,,,,,,,
5.058,5.007,2.617951,-1.8129,33.1632,26.6877,1.0348,11.6516,,,,,,,,
5.105,5.053,2.617967,-1.8129,33.1634,26.688,1.0857,11.6522,,,,,,,,
5.154,5.102,2.617997,-1.8129,33.1638,26.6883,1.114,11.6481,,,,,,,,
5.2,5.148,2.618018,-1.8132,33.1643,26.6887,1.0606,11.6487,,,,,,,,
5.245,5.192,2.618029,-1.8135,33.1648,26.6891,1.0112,11.6488,,,,,,,,
5.29,5.236,2.61803,-1.8139,33.1652,26.6894,0.9783,11.6488,,,,,,,,
5.337,5.283,2.618078,-1.8139,33.1659,26.69,0.9894,11.6447,,,,,,,,
5.385,5.33,2.618132,-1.8138,33.1665,26.6904,1.0592,11.6459,,,,,,,,
5.434,5.378,2.618151,-1.8139,33.1668,26.6907,1.0531,11.6437,,,,,,,,
5.481,5.425,2.618138,-1.814,33.1668,26.6907,1.1136,11.643,,,,,,,,
5.529,5.473,2.618146,-1.8142,33.1671,26.691,1.1196,11.6434,,,,,,,,
5.576,5.519,2.618165,-1.8142,33.1673,26.6911,1.0436,11.6443,,,,,,,,
5.623,5.566,2.618163,-1.8142,33.1673,26.6912,0.9866,11.6415,,,,,,,,
5.668,5.611,2.618163,-1.8144,33.1675,26.6913,1.0122,11.6414,,,,,,,,
5.713,5.655,2.618174,-1.8145,33.1677,26.6915,1.0125,11.643,,,,,,,,
5.755,5.697,2.618198,-1.8145,33.168,26.6917,1.0393,11.6395,,,,,,,,
5.796,5.736,2.618268,-1.8143,33.1687,26.6923,1.0709,11.6373,,,,,,,,
5.838,5.778,2.618367,-1.814,33.1698,26.6931,1.0837,11.6359,,,,,,,,
5.881,5.821,2.618484,-1.8137,33.171,26.6942,1.0503,11.6345,,,,,,,,
5.927,5.867,2.618626,-1.8133,33.1726,26.6954,1.0386,11.6335,,,,,,,,
5.977,5.917,2.618812,-1.8131,33.1748,26.6972,0.9785,11.6299,,,,,,,,
6.029,5.968,2.619026,-1.8129,33.1775,26.6994,0.9378,11.6334,,,,,,,,
6.082,6.021,2.619196,-1.8129,33.18,26.7014,0.9422,11.6306,,,,,,,,
6.137,6.075,2.619264,-1.8131,33.1811,26.7023,0.934,11.6282,,,,,,,,
6.193,6.13,2.619307,-1.8133,33.1818,26.703,0.8873,11.6246,,,,,,,,
6.248,6.185,2.619324,-1.8138,33.1825,26.7035,0.942,11.6287,,,,,,,,
6.301,6.237,2.619273,-1.8143,33.1824,26.7034,1.0402,11.6238,,,,,,,,
6.351,6.287,2.619244,-1.8147,33.1824,26.7034,1.0457,11.6207,,,,,,,,
6.402,6.337,2.619346,-1.8149,33.184,26.7047,1.0114,11.619,,,,,,,,
6.455,6.39,2.61953,-1.8148,33.1864,26.7067,1.0057,11.6167,,,,,,,,
6.508,6.442,2.619742,-1.8147,33.1893,26.709,0.9924,11.6101,,,,,,,,
6.56,6.494,2.619842,-1.8149,33.1908,26.7103,1.0245,11.6106,,,,,,,,
6.611,6.544,2.619857,-1.8153,33.1915,26.7108,1.0441,11.6075,,,,,,,,
6.664,6.596,2.620011,-1.8154,33.1937,26.7127,1.0129,11.6069,,,,,,,,
6.717,6.649,2.620169,-1.8155,33.1959,26.7144,1.0034,11.6045,,,,,,,,
6.769,6.7,2.620368,-1.8154,33.1986,26.7167,0.9965,11.6044,,,,,,,,
6.819,6.75,2.620558,-1.8153,33.2011,26.7187,0.9626,11.5972,,,,,,,,
6.866,6.796,2.620581,-1.8153,33.2014,26.7189,1.0423,11.5937,,,,,,,,
6.915,6.845,2.620727,-1.8152,33.2032,26.7204,1.0669,11.5946,,,,,,,,
6.966,6.896,2.621024,-1.815,33.2072,26.7236,1.0878,11.5886,,,,,,,,
7.02,6.949,2.621561,-1.8146,33.2141,26.7292,1.0823,11.5869,,,,,,,,
7.073,7.002,2.62211,-1.814,33.2212,26.7349,1.0657,11.5829,,,,,,,,
7.127,7.056,2.622365,-1.8139,33.2245,26.7377,1.1232,11.5785,,,,,,,,
7.182,7.109,2.622605,-1.8139,33.2278,26.7403,1.1855,11.5719,,,,,,,,
7.239,7.165,2.622885,-1.814,33.2317,26.7435,1.1518,11.5694,,,,,,,,
7.293,7.219,2.623105,-1.8144,33.2352,26.7464,1.1099,11.567,,,,,,,,
7.343,7.268,2.623225,-1.815,33.2375,26.7482,1.0492,11.5602,,,,,,,,
7.389,7.314,2.623343,-1.8157,33.24,26.7503,0.9991,11.5585,,,,,,,,
7.431,7.356,2.623561,-1.8163,33.2437,26.7533,0.9983,11.5536,,,,,,,,
7.468,7.391,2.623858,-1.8166,33.2481,26.7569,1.0137,11.55,,,,,,,,
7.507,7.431,2.624103,-1.8168,33.2518,26.7599,1.0094,11.5445,,,,,,,,
7.553,7.476,2.624837,-1.8165,33.2616,26.7679,1.0658,11.5387,,,,,,,,
7.604,7.527,2.626044,-1.8154,33.2771,26.7805,1.1146,11.532,,,,,,,,
7.657,7.579,2.627068,-1.8144,33.2903,26.7911,1.1532,11.5265,,,,,,,,
7.708,7.63,2.627752,-1.8144,33.2998,26.7989,1.1218,11.5189,,,,,,,,
7.763,7.684,2.628509,-1.8154,33.3114,26.8083,1.0354,11.5163,,,,,,,,
7.822,7.743,2.629323,-1.8159,33.3233,26.818,1.0389,11.5104,,,,,,,,
7.88,7.8,2.630054,-1.8158,33.3333,26.8262,1.0154,11.506,,,,,,,,
7.933,7.853,2.630533,-1.8161,33.3404,26.8319,1.0076,11.4951,,,,,,,,
7.982,7.901,2.630888,-1.8169,33.3462,26.8366,1.0424,11.493,,,,,,,,
8.032,7.95,2.631398,-1.8175,33.3538,26.8428,1.0341,11.4873,,,,,,,,
8.082,8,2.631821,-1.8176,33.3598,26.8478,0.9435,11.4796,,,,,,,,
8.133,8.05,2.632053,-1.8175,33.3629,26.8502,0.9132,11.4746,,,,,,,,
8.18,8.097,2.632315,-1.8176,33.3667,26.8533,0.961,11.468,,,,,,,,
8.223,8.139,2.632363,-1.8181,33.3679,26.8543,1.0013,11.4625,,,,,,,,
8.268,8.184,2.632194,-1.819,33.3665,26.8533,0.9747,11.4573,,,,,,,,
8.321,8.236,2.632677,-1.8196,33.3739,26.8592,0.9744,11.4513,,,,,,,,
8.378,8.293,2.634819,-1.8192,33.4034,26.8832,1.0914,11.4422,,,,,,,,
8.438,8.352,2.637442,-1.8184,33.439,26.9122,1.1511,11.4366,,,,,,,,
8.499,8.413,2.6394,-1.8176,33.4653,26.9335,1.1139,11.426,,,,,,,,
8.557,8.47,2.640536,-1.8171,33.4806,26.946,1.1068,11.4216,,,,,,,,
8.617,8.529,2.641283,-1.8169,33.4907,26.9542,1.0697,11.4141,,,,,,,,
8.675,8.587,2.641996,-1.8165,33.5001,26.9618,1.0533,11.4127,,,,,,,,
8.735,8.646,2.642546,-1.8157,33.5068,26.9673,1.1066,11.4058,,,,,,,,
8.796,8.707,2.642853,-1.8148,33.5101,26.9699,1.2269,11.4058,,,,,,,,
8.851,8.761,2.642851,-1.8146,33.5099,26.9697,1.3287,11.4049,,,,,,,,
8.903,8.813,2.643203,-1.8152,33.5153,26.9742,1.3076,11.4001,,,,,,,,
8.956,8.864,2.643853,-1.8155,33.5247,26.9818,1.336,11.4011,,,,,,,,
9.014,8.922,2.644138,-1.8152,33.5283,26.9847,1.4347,11.4,,,,,,,,
9.072,8.98,2.643696,-1.8142,33.5211,26.9788,1.501,11.3998,,,,,,,,
9.133,9.04,2.643,-1.8136,33.5106,26.9703,1.4931,11.4026,,,,,,,,
9.2,9.107,2.642359,-1.8133,33.5012,26.9627,1.5171,11.4033,,,,,,,,
9.271,9.177,2.641686,-1.813,33.4915,26.9547,1.6237,11.4023,,,,,,,,
9.338,9.243,2.641588,-1.8128,33.4899,26.9534,1.6738,11.3973,,,,,,,,
9.401,9.306,2.643064,-1.813,33.5106,26.9703,1.6558,11.3988,,,,,,,,
9.459,9.363,2.645004,-1.814,33.5387,26.9932,1.6104,11.3924,,,,,,,,
9.502,9.405,2.64617,-1.817,33.5585,27.0093,1.5493,11.3876,,,,,,,,
9.529,9.432,2.647396,-1.8206,33.5796,27.0266,1.5466,11.3831,,,,,,,,
9.546,9.449,2.648512,-1.8233,33.5982,27.0418,1.5982,11.379,,,,,,,,
9.556,9.459,2.649163,-1.8247,33.6089,27.0505,1.7033,11.3781,,,,,,,,
9.561,9.464,2.64942,-1.8251,33.6129,27.0538,1.7038,11.3794,,,,,,,,
9.564,9.468,2.649526,-1.8251,33.6144,27.055,1.582,11.3773,,,,,,,,
9.566,9.469,2.649569,-1.825,33.6149,27.0554,1.5329,11.3798,,,,,,,,
9.567,9.47,2.649604,-1.8243,33.6146,27.0551,1.5473,11.3731,,,,,,,,
9.569,9.471,2.649637,-1.8232,33.6138,27.0545,1.5708,11.3813,,,,,,,,
9.572,9.476,2.649589,-1.8222,33.612,27.0529,1.6009,11.3793,,,,,,,,
9.579,9.482,2.649404,-1.8211,33.6081,27.0497,1.6263,11.382,,,,,,,,
9.588,9.491,2.649077,-1.8203,33.6026,27.0453,1.6049,11.3866,,,,,,,,
9.596,9.5,2.648999,-1.8203,33.6016,27.0445,1.6341,11.3872,,,,,,,,
9.607,9.509,2.64916,-1.8207,33.6042,27.0466,1.6795,11.3884,,,,,,,,
9.619,9.521,2.649224,-1.8205,33.605,27.0472,1.651,11.3894,,,,,,,,
9.627,9.53,2.649489,-1.8201,33.6082,27.0498,1.6307,11.3933,,,,,,,,
9.633,9.536,2.649782,-1.8204,33.6126,27.0534,1.6442,11.393,,,,,,,,
9.639,9.54,2.650062,-1.8217,33.618,27.0577,1.6852,11.3926,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
