Project:,ANIMIDA III,,,,,,,,,,,,,,
Station:,E10,,,,,,,,,,,,,,
Date:,5/17/2015,,,,,,,,,,,,,,
Time (ADST):,17:54,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Pressure (db),Depth (m),Cond (S/m),Temp (deg C),Salinity (psu),Sigma-t,OBS (ntu),DO (mg/L),,,,,,,,
2.5,2.474,2.627352,-1.8205,33.3043,26.8027,1.0583,11.6829,,,,,,,,
2.539,2.513,2.627359,-1.8206,33.3045,26.8029,1.028,11.6861,,,,,,,,
2.575,2.549,2.627355,-1.8207,33.3046,26.8029,1.0222,11.6839,,,,,,,,
2.611,2.585,2.627356,-1.8209,33.3047,26.803,1.0183,11.6847,,,,,,,,
2.651,2.624,2.627375,-1.8209,33.305,26.8032,1.0242,11.6814,,,,,,,,
2.692,2.665,2.627426,-1.8205,33.3052,26.8034,1.0319,11.6823,,,,,,,,
2.736,2.708,2.627521,-1.8199,33.3058,26.8039,1.0599,11.6788,,,,,,,,
2.78,2.752,2.627537,-1.8198,33.3059,26.804,1.0395,11.6832,,,,,,,,
2.821,2.792,2.627536,-1.82,33.3062,26.8042,1.0193,11.6756,,,,,,,,
2.86,2.83,2.627505,-1.8205,33.3062,26.8043,1.0336,11.6769,,,,,,,,
2.899,2.87,2.627427,-1.8212,33.3059,26.804,1.0721,11.6759,,,,,,,,
2.937,2.906,2.627393,-1.8217,33.306,26.8041,1.0928,11.68,,,,,,,,
2.974,2.945,2.627396,-1.8219,33.3062,26.8043,1.0798,11.685,,,,,,,,
3.015,2.985,2.627396,-1.822,33.3063,26.8043,1.0636,11.6825,,,,,,,,
3.056,3.026,2.627429,-1.8219,33.3066,26.8046,1.06,11.6758,,,,,,,,
3.1,3.069,2.627486,-1.8216,33.307,26.8049,1.065,11.677,,,,,,,,
3.145,3.113,2.627507,-1.8215,33.3072,26.8051,1.0803,11.677,,,,,,,,
3.187,3.155,2.627548,-1.8215,33.3077,26.8055,1.0967,11.673,,,,,,,,
3.228,3.195,2.627585,-1.8216,33.3083,26.806,1.0857,11.6789,,,,,,,,
3.269,3.236,2.62756,-1.8217,33.3081,26.8058,1.0581,11.6747,,,,,,,,
3.31,3.277,2.627613,-1.8217,33.3088,26.8063,1.0525,11.6816,,,,,,,,
3.352,3.317,2.627676,-1.8216,33.3096,26.807,1.0475,11.6775,,,,,,,,
3.394,3.36,2.627719,-1.8216,33.3102,26.8075,1.0214,11.6742,,,,,,,,
3.437,3.402,2.627816,-1.8216,33.3114,26.8085,0.9865,11.6775,,,,,,,,
3.478,3.442,2.627902,-1.8214,33.3124,26.8092,1.0116,11.675,,,,,,,,
3.521,3.485,2.627942,-1.8215,33.3131,26.8098,1.05,11.6712,,,,,,,,
3.563,3.527,2.628,-1.8215,33.3137,26.8104,1.0783,11.672,,,,,,,,
3.609,3.572,2.628043,-1.8214,33.3143,26.8109,1.1033,11.6743,,,,,,,,
3.656,3.619,2.628054,-1.8215,33.3145,26.8109,1.1123,11.6731,,,,,,,,
3.703,3.665,2.628065,-1.8215,33.3147,26.8111,1.0626,11.6665,,,,,,,,
3.751,3.713,2.62807,-1.8215,33.3147,26.8111,1.0626,11.6712,,,,,,,,
3.798,3.759,2.628098,-1.8216,33.3152,26.8115,1.0634,11.6744,,,,,,,,
3.841,3.801,2.628108,-1.8218,33.3155,26.8118,1.0384,11.6699,,,,,,,,
3.882,3.843,2.628109,-1.8221,33.3158,26.8121,1.0733,11.6674,,,,,,,,
3.92,3.88,2.628112,-1.8224,33.3161,26.8124,1.1026,11.6727,,,,,,,,
3.955,3.915,2.628118,-1.8224,33.3163,26.8124,1.1122,11.6735,,,,,,,,
3.989,3.948,2.628113,-1.8226,33.3163,26.8125,1.1561,11.6702,,,,,,,,
4.024,3.983,2.628114,-1.8228,33.3165,26.8126,1.1807,11.674,,,,,,,,
4.061,4.02,2.62819,-1.823,33.3179,26.8139,1.1305,11.673,,,,,,,,
4.098,4.056,2.628281,-1.8232,33.3193,26.815,1.0855,11.6697,,,,,,,,
4.137,4.095,2.628323,-1.8234,33.32,26.8156,1.0407,11.6656,,,,,,,,
4.176,4.135,2.628369,-1.8234,33.3207,26.8161,1.0344,11.6679,,,,,,,,
4.216,4.173,2.628418,-1.8234,33.3214,26.8167,1.0769,11.6689,,,,,,,,
4.256,4.213,2.62844,-1.8234,33.3216,26.8169,1.0679,11.668,,,,,,,,
4.295,4.252,2.628456,-1.8234,33.3218,26.817,1.0539,11.6687,,,,,,,,
4.335,4.291,2.628477,-1.8233,33.3221,26.8171,1.0366,11.6655,,,,,,,,
4.377,4.334,2.6285,-1.8232,33.3222,26.8173,1.0527,11.6657,,,,,,,,
4.419,4.374,2.628525,-1.8231,33.3225,26.8175,1.0475,11.6622,,,,,,,,
4.463,4.418,2.628537,-1.8231,33.3226,26.8176,1.0357,11.6642,,,,,,,,
4.509,4.463,2.628546,-1.8232,33.3227,26.8177,1.0422,11.6679,,,,,,,,
4.553,4.507,2.628546,-1.8233,33.3229,26.8179,1.0459,11.6619,,,,,,,,
4.597,4.55,2.628544,-1.8233,33.3228,26.8178,1.0905,11.6648,,,,,,,,
4.639,4.592,2.628555,-1.8232,33.3229,26.8178,1.1152,11.6679,,,,,,,,
4.685,4.638,2.628575,-1.8232,33.323,26.8179,1.1221,11.6643,,,,,,,,
4.732,4.684,2.628594,-1.8231,33.3231,26.818,1.1007,11.6693,,,,,,,,
4.777,4.729,2.628604,-1.8232,33.3234,26.8182,1.0737,11.6649,,,,,,,,
4.821,4.771,2.628603,-1.8232,33.3234,26.8183,1.0504,11.6617,,,,,,,,
4.864,4.815,2.628595,-1.8234,33.3235,26.8184,1.0507,11.6593,,,,,,,,
4.909,4.859,2.628603,-1.8236,33.3238,26.8186,1.0693,11.6653,,,,,,,,
4.953,4.902,2.628635,-1.8236,33.3241,26.8188,1.0668,11.6648,,,,,,,,
4.992,4.941,2.628664,-1.8234,33.3243,26.819,1.1126,11.6576,,,,,,,,
5.029,4.978,2.628667,-1.8233,33.3242,26.819,1.1731,11.6664,,,,,,,,
5.066,5.015,2.628677,-1.8232,33.3242,26.819,1.1625,11.6607,,,,,,,,
5.108,5.056,2.628708,-1.823,33.3244,26.819,1.1298,11.6579,,,,,,,,
5.154,5.102,2.628767,-1.8227,33.3249,26.8195,1.0643,11.6601,,,,,,,,
5.2,5.147,2.628824,-1.8224,33.3254,26.8199,1.0199,11.6613,,,,,,,,
5.245,5.191,2.628858,-1.8224,33.3257,26.8201,1.0413,11.6631,,,,,,,,
5.29,5.236,2.628867,-1.8225,33.3259,26.8203,1.082,11.6604,,,,,,,,
5.334,5.28,2.628884,-1.8226,33.3263,26.8205,1.1168,11.6615,,,,,,,,
5.377,5.322,2.628902,-1.8226,33.3265,26.8207,1.1162,11.6636,,,,,,,,
5.421,5.366,2.628913,-1.8224,33.3265,26.8207,1.0775,11.6526,,,,,,,,
5.463,5.408,2.628921,-1.8223,33.3264,26.8207,1.0325,11.6562,,,,,,,,
5.502,5.446,2.628919,-1.8224,33.3264,26.8207,1.0286,11.6565,,,,,,,,
5.543,5.487,2.628918,-1.8226,33.3265,26.8209,1.0558,11.6554,,,,,,,,
5.581,5.524,2.628948,-1.8226,33.3271,26.8212,1.0671,11.6518,,,,,,,,
5.617,5.56,2.628991,-1.8227,33.3277,26.8218,1.0714,11.6567,,,,,,,,
5.655,5.598,2.629003,-1.8227,33.3278,26.8219,1.0865,11.6567,,,,,,,,
5.694,5.636,2.629029,-1.8226,33.328,26.822,1.0946,11.658,,,,,,,,
5.732,5.673,2.629079,-1.8222,33.3284,26.8222,1.1128,11.6557,,,,,,,,
5.771,5.712,2.629114,-1.8221,33.3286,26.8225,1.1149,11.6572,,,,,,,,
5.809,5.75,2.629142,-1.822,33.3289,26.8227,1.0962,11.6572,,,,,,,,
5.848,5.789,2.629166,-1.8219,33.329,26.8228,1.1064,11.6487,,,,,,,,
5.889,5.829,2.629188,-1.8217,33.329,26.8229,1.1063,11.6516,,,,,,,,
5.929,5.869,2.629217,-1.8215,33.3293,26.8231,1.0863,11.6564,,,,,,,,
5.969,5.909,2.629227,-1.8217,33.3296,26.8233,1.0944,11.6552,,,,,,,,
6.008,5.947,2.629233,-1.8219,33.3299,26.8235,1.0539,11.651,,,,,,,,
6.047,5.986,2.629238,-1.822,33.3302,26.8237,1.0453,11.6487,,,,,,,,
6.084,6.022,2.629233,-1.8221,33.3301,26.8237,1.033,11.6522,,,,,,,,
6.12,6.059,2.62922,-1.8222,33.3301,26.8237,1.0638,11.6561,,,,,,,,
6.153,6.091,2.629229,-1.8223,33.3302,26.8238,1.0843,11.6536,,,,,,,,
6.181,6.118,2.629202,-1.8226,33.3301,26.8237,1.1015,11.6574,,,,,,,,
6.205,6.143,2.629155,-1.8228,33.3298,26.8235,1.096,11.6552,,,,,,,,
6.233,6.171,2.629132,-1.8229,33.3295,26.8232,1.1235,11.6494,,,,,,,,
6.267,6.204,2.629179,-1.8224,33.3297,26.8233,1.1435,11.649,,,,,,,,
6.299,6.235,2.629273,-1.8217,33.3301,26.8237,1.1604,11.6549,,,,,,,,
6.323,6.259,2.629313,-1.8213,33.3302,26.8237,1.1889,11.6553,,,,,,,,
6.344,6.28,2.629267,-1.8216,33.3298,26.8235,1.2046,11.6501,,,,,,,,
6.366,6.302,2.629208,-1.8221,33.3296,26.8233,1.1716,11.6478,,,,,,,,
6.392,6.327,2.629204,-1.8224,33.3298,26.8234,1.1485,11.6443,,,,,,,,
6.418,6.354,2.629234,-1.8224,33.3302,26.8237,1.1212,11.6525,,,,,,,,
6.446,6.38,2.629258,-1.8223,33.3304,26.824,1.0532,11.6507,,,,,,,,
6.474,6.408,2.629242,-1.8226,33.3306,26.8241,1.0293,11.6493,,,,,,,,
6.504,6.438,2.62924,-1.823,33.331,26.8244,1.039,11.6482,,,,,,,,
6.534,6.467,2.629259,-1.823,33.3312,26.8246,1.0394,11.6451,,,,,,,,
6.565,6.498,2.629272,-1.823,33.3314,26.8247,1.0197,11.641,,,,,,,,
6.595,6.528,2.62929,-1.8228,33.3314,26.8248,1.0339,11.6426,,,,,,,,
6.626,6.559,2.629341,-1.8225,33.3318,26.825,1.0352,11.6425,,,,,,,,
6.658,6.591,2.629386,-1.822,33.3318,26.8251,1.0601,11.6483,,,,,,,,
6.69,6.622,2.62946,-1.8216,33.3324,26.8255,1.0817,11.6371,,,,,,,,
6.722,6.654,2.629521,-1.8214,33.3329,26.826,1.0611,11.6391,,,,,,,,
6.755,6.687,2.629551,-1.8214,33.3333,26.8263,1.0708,11.6362,,,,,,,,
6.787,6.718,2.629603,-1.8213,33.334,26.8268,1.0823,11.6419,,,,,,,,
6.819,6.749,2.629663,-1.8213,33.3347,26.8274,1.0412,11.6382,,,,,,,,
6.853,6.784,2.629695,-1.8214,33.3353,26.8278,1.0052,11.6365,,,,,,,,
6.887,6.817,2.629807,-1.8211,33.3364,26.8289,0.9939,11.6343,,,,,,,,
6.921,6.851,2.629935,-1.8205,33.3375,26.8297,1.0246,11.6312,,,,,,,,
6.953,6.883,2.62993,-1.8203,33.3372,26.8295,1.0781,11.6297,,,,,,,,
6.985,6.914,2.629865,-1.8205,33.3366,26.8289,1.1231,11.6304,,,,,,,,
7.014,6.942,2.629849,-1.8207,33.3366,26.8289,1.1096,11.6256,,,,,,,,
7.043,6.972,2.629795,-1.8211,33.3363,26.8287,1.0937,11.6253,,,,,,,,
7.073,7.001,2.62975,-1.8217,33.3363,26.8287,1.0307,11.6225,,,,,,,,
7.101,7.029,2.629823,-1.8218,33.3374,26.8296,1.0254,11.6281,,,,,,,,
7.127,7.055,2.629843,-1.822,33.3379,26.83,1.0803,11.63,,,,,,,,
7.154,7.082,2.629832,-1.8224,33.3381,26.8302,1.0954,11.6196,,,,,,,,
7.182,7.109,2.629924,-1.8226,33.3396,26.8314,1.0757,11.617,,,,,,,,
7.212,7.139,2.630055,-1.8226,33.3414,26.8329,1.0873,11.613,,,,,,,,
7.245,7.171,2.630157,-1.8224,33.3427,26.8339,1.1487,11.6145,,,,,,,,
7.277,7.204,2.630359,-1.8224,33.3453,26.8361,1.1471,11.6093,,,,,,,,
7.309,7.236,2.630588,-1.8222,33.3483,26.8385,1.1028,11.6061,,,,,,,,
7.341,7.267,2.630691,-1.8221,33.3496,26.8396,1.0773,11.6067,,,,,,,,
7.374,7.3,2.630721,-1.8221,33.35,26.8399,1.0823,11.6067,,,,,,,,
7.409,7.334,2.630878,-1.822,33.352,26.8415,1.1104,11.6063,,,,,,,,
7.447,7.371,2.631098,-1.8216,33.3547,26.8437,1.1311,11.5983,,,,,,,,
7.484,7.408,2.631292,-1.8215,33.3572,26.8457,1.1024,11.5919,,,,,,,,
7.519,7.444,2.631531,-1.8214,33.3605,26.8484,1.1161,11.5917,,,,,,,,
7.555,7.478,2.631812,-1.8211,33.3641,26.8513,1.1464,11.5865,,,,,,,,
7.593,7.516,2.632194,-1.8208,33.3689,26.8553,1.1483,11.5799,,,,,,,,
7.633,7.556,2.632696,-1.8207,33.3759,26.8609,1.145,11.5752,,,,,,,,
7.676,7.598,2.633269,-1.8209,33.3841,26.8675,1.0927,11.5697,,,,,,,,
7.721,7.643,2.634046,-1.8208,33.3947,26.8762,1.0843,11.555,,,,,,,,
7.765,7.685,2.635083,-1.8204,33.4087,26.8875,1.0897,11.5607,,,,,,,,
7.809,7.729,2.636296,-1.8201,33.4252,26.901,1.153,11.5501,,,,,,,,
7.858,7.778,2.637308,-1.82,33.4392,26.9124,1.1802,11.5415,,,,,,,,
7.914,7.833,2.638928,-1.8195,33.4612,26.9302,1.1702,11.5311,,,,,,,,
7.971,7.891,2.641636,-1.8185,33.4979,26.96,1.1412,11.5263,,,,,,,,
8.028,7.947,2.642935,-1.8182,33.5156,26.9744,1.153,11.5238,,,,,,,,
8.079,7.997,2.642755,-1.8186,33.5135,26.9728,1.1976,11.5206,,,,,,,,
8.123,8.041,2.643144,-1.8192,33.5195,26.9777,1.2071,11.5204,,,,,,,,
8.164,8.081,2.643524,-1.8196,33.5253,26.9823,1.1665,11.5153,,,,,,,,
8.206,8.122,2.64361,-1.8196,33.5265,26.9833,1.1434,11.5075,,,,,,,,
8.248,8.164,2.644702,-1.8189,33.5409,26.995,1.0886,11.5071,,,,,,,,
8.291,8.207,2.646321,-1.8181,33.5626,27.0127,1.043,11.4985,,,,,,,,
8.33,8.245,2.647057,-1.8179,33.5726,27.0208,1.033,11.4938,,,,,,,,
8.364,8.28,2.646783,-1.8182,33.5692,27.018,1.0541,11.4897,,,,,,,,
8.399,8.314,2.646332,-1.8188,33.5635,27.0134,1.0788,11.4865,,,,,,,,
8.436,8.351,2.646961,-1.8187,33.5721,27.0204,1.0737,11.4712,,,,,,,,
8.477,8.391,2.650163,-1.8174,33.6152,27.0554,1.0672,11.4698,,,,,,,,
8.518,8.432,2.653449,-1.8161,33.6596,27.0915,1.0542,11.4584,,,,,,,,
8.559,8.472,2.653902,-1.8165,33.6664,27.097,1.0581,11.4539,,,,,,,,
8.597,8.51,2.653884,-1.8175,33.6671,27.0977,1.0686,11.4455,,,,,,,,
8.633,8.545,2.654229,-1.8177,33.6722,27.1018,1.1188,11.4453,,,,,,,,
8.669,8.581,2.654085,-1.8178,33.6703,27.1002,1.1523,11.4357,,,,,,,,
8.709,8.621,2.655333,-1.8176,33.6874,27.1142,1.163,11.4341,,,,,,,,
8.75,8.661,2.657109,-1.8169,33.7114,27.1336,1.1539,11.4266,,,,,,,,
8.788,8.699,2.658384,-1.8163,33.7286,27.1476,1.1104,11.4186,,,,,,,,
8.822,8.732,2.65964,-1.8165,33.7463,27.1621,1.1226,11.4111,,,,,,,,
8.854,8.765,2.660921,-1.8171,33.7648,27.1771,1.2136,11.4067,,,,,,,,
8.889,8.799,2.66317,-1.8169,33.7961,27.2025,1.2774,11.3991,,,,,,,,
8.927,8.837,2.667331,-1.816,33.853,27.2488,1.3022,11.3878,,,,,,,,
8.968,8.877,2.670456,-1.8143,33.8948,27.2827,1.3044,11.3762,,,,,,,,
9.008,8.916,2.672291,-1.813,33.9189,27.3023,1.3112,11.3682,,,,,,,,
9.042,8.95,2.673646,-1.8127,33.9374,27.3174,1.3262,11.3667,,,,,,,,
9.071,8.979,2.674453,-1.8131,33.9492,27.327,1.3421,11.3667,,,,,,,,
9.098,9.006,2.674205,-1.8141,33.9468,27.325,1.3294,11.3614,,,,,,,,
9.13,9.037,2.673828,-1.8142,33.9416,27.3208,1.4009,11.3639,,,,,,,,
9.166,9.073,2.674806,-1.8129,33.9539,27.3307,1.4933,11.3551,,,,,,,,
9.204,9.111,2.675697,-1.8117,33.9648,27.3396,1.5344,11.3518,,,,,,,,
9.241,9.146,2.67714,-1.8115,33.9847,27.3558,1.5773,11.3497,,,,,,,,
9.273,9.178,2.680433,-1.8129,34.0322,27.3945,1.6197,11.3412,,,,,,,,
9.3,9.206,2.683803,-1.8155,34.0823,27.4353,1.6727,11.3399,,,,,,,,
9.327,9.232,2.684993,-1.8175,34.1013,27.4507,1.755,11.3363,,,,,,,,
9.355,9.259,2.68556,-1.818,34.1098,27.4577,1.8444,11.3328,,,,,,,,
9.376,9.281,2.686465,-1.8179,34.1224,27.4679,1.8968,11.3339,,,,,,,,
9.39,9.295,2.687009,-1.8182,34.1304,27.4744,1.9386,11.332,,,,,,,,
9.399,9.304,2.686895,-1.819,34.1295,27.4738,1.9271,11.3333,,,,,,,,
9.404,9.309,2.68737,-1.8196,34.1369,27.4798,1.8693,11.3277,,,,,,,,
9.407,9.311,2.687963,-1.8199,34.1456,27.4868,1.8411,11.3296,,,,,,,,
9.41,9.314,2.689763,-1.8198,34.1707,27.5072,1.8082,11.3324,,,,,,,,
9.409,9.314,2.688817,-1.82,34.1577,27.4967,1.8391,11.3333,,,,,,,,
9.411,9.315,2.690403,-1.8189,34.1786,27.5136,1.8482,11.333,,,,,,,,
9.41,9.315,2.690149,-1.8192,34.1754,27.511,1.8187,11.3326,,,,,,,,
9.413,9.317,2.690904,-1.8192,34.186,27.5196,1.8794,11.3348,,,,,,,,
9.415,9.32,2.692315,-1.82,34.2065,27.5364,1.8284,11.3345,,,,,,,,
9.419,9.323,2.693093,-1.8203,34.2178,27.5457,1.8089,11.3383,,,,,,,,
9.428,9.332,2.691522,-1.8199,34.1954,27.5273,1.8447,11.3458,,,,,,,,
9.44,9.344,2.690151,-1.8191,34.1753,27.511,1.9228,11.3513,,,,,,,,
9.454,9.358,2.690049,-1.8186,34.1732,27.5093,2.0053,11.3518,,,,,,,,
9.464,9.368,2.691276,-1.8189,34.1908,27.5236,2.0284,11.3531,,,,,,,,
9.471,9.375,2.694501,-1.8198,34.2368,27.5611,1.9854,11.3486,,,,,,,,
9.474,9.378,2.698034,-1.8203,34.2869,27.6017,1.9562,11.3488,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
