Project:,ANIMIDA III,,,,,,,,,,,,,,
Station:,E10,,,,,,,,,,,,,,
Date:,5/16/2015,,,,,,,,,,,,,,
Time (ADST):,10:29,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Pressure (db),Depth (m),Cond (S/m),Temp (deg C),Salinity (psu),Sigma-t,OBS (ntu),DO (mg/L),,,,,,,,
1.617,1.601,2.629519,-1.8283,33.3439,26.8351,2.0145,11.6977,,,,,,,,
1.679,1.662,2.629551,-1.8282,33.3442,26.8353,1.3711,11.6906,,,,,,,,
1.74,1.722,2.629567,-1.8283,33.3445,26.8355,1.1534,11.6938,,,,,,,,
1.799,1.781,2.629572,-1.8286,33.3449,26.8359,1.0626,11.6955,,,,,,,,
1.856,1.837,2.629546,-1.829,33.3449,26.8359,1.0314,11.6944,,,,,,,,
1.91,1.89,2.629525,-1.8294,33.345,26.836,1.0499,11.6944,,,,,,,,
1.958,1.938,2.629534,-1.8296,33.3453,26.8363,1.0577,11.6969,,,,,,,,
2.003,1.983,2.629554,-1.8297,33.3456,26.8365,1.0553,11.6917,,,,,,,,
2.05,2.029,2.629577,-1.8297,33.346,26.8368,1.0304,11.6921,,,,,,,,
2.1,2.079,2.629612,-1.8295,33.3463,26.837,1.0024,11.6921,,,,,,,,
2.152,2.131,2.62968,-1.8295,33.3471,26.8377,1.0038,11.6854,,,,,,,,
2.208,2.185,2.629757,-1.8294,33.3481,26.8385,1.0315,11.6856,,,,,,,,
2.265,2.241,2.629823,-1.8294,33.349,26.8392,1.0391,11.6823,,,,,,,,
2.323,2.3,2.629876,-1.8293,33.3496,26.8397,1.0538,11.6785,,,,,,,,
2.382,2.358,2.62989,-1.8293,33.3498,26.8398,1.0897,11.6801,,,,,,,,
2.439,2.414,2.629861,-1.8297,33.3497,26.8398,1.0994,11.6741,,,,,,,,
2.492,2.467,2.629866,-1.83,33.35,26.8401,1.1002,11.6694,,,,,,,,
2.542,2.516,2.629937,-1.8301,33.3511,26.8409,1.0981,11.6666,,,,,,,,
2.594,2.567,2.629982,-1.8301,33.3518,26.8415,1.0803,11.6641,,,,,,,,
2.648,2.62,2.630058,-1.83,33.3526,26.8422,1.0557,11.6651,,,,,,,,
2.702,2.674,2.630195,-1.8298,33.3543,26.8436,1.0309,11.6654,,,,,,,,
2.757,2.729,2.63033,-1.8295,33.3559,26.8449,1.0145,11.663,,,,,,,,
2.814,2.785,2.63045,-1.8293,33.3573,26.846,1.029,11.6632,,,,,,,,
2.877,2.849,2.630576,-1.8293,33.3589,26.8473,1.0304,11.6626,,,,,,,,
2.949,2.919,2.630772,-1.8289,33.3612,26.8492,1.0188,11.6662,,,,,,,,
3.022,2.992,2.631038,-1.8285,33.3644,26.8517,1.0195,11.6641,,,,,,,,
3.095,3.063,2.631239,-1.8283,33.367,26.8538,1.067,11.6622,,,,,,,,
3.164,3.132,2.631295,-1.8285,33.368,26.8546,1.0624,11.6615,,,,,,,,
3.229,3.196,2.631298,-1.8291,33.3687,26.8552,1.0369,11.6646,,,,,,,,
3.292,3.258,2.63134,-1.8296,33.3697,26.8561,1.0369,11.6601,,,,,,,,
3.355,3.321,2.631456,-1.8298,33.3715,26.8576,1.0339,11.6578,,,,,,,,
3.42,3.386,2.631569,-1.8298,33.373,26.8588,1.0359,11.6594,,,,,,,,
3.484,3.45,2.631676,-1.8298,33.3745,26.8599,1.0378,11.6576,,,,,,,,
3.547,3.511,2.631743,-1.8299,33.3755,26.8608,1.047,11.6576,,,,,,,,
3.609,3.572,2.631785,-1.8299,33.3761,26.8612,1.0543,11.6525,,,,,,,,
3.672,3.635,2.631858,-1.8299,33.377,26.862,1.0434,11.6522,,,,,,,,
3.737,3.699,2.632024,-1.8297,33.3791,26.8637,1.0421,11.648,,,,,,,,
3.801,3.763,2.632148,-1.8297,33.3808,26.8651,1.051,11.6439,,,,,,,,
3.86,3.821,2.632212,-1.8301,33.3821,26.8661,1.1077,11.6478,,,,,,,,
3.912,3.872,2.632205,-1.8306,33.3824,26.8665,1.1017,11.6452,,,,,,,,
3.957,3.917,2.632178,-1.831,33.3826,26.8666,1.0884,11.6463,,,,,,,,
4,3.96,2.632189,-1.8312,33.383,26.8669,1.0691,11.6445,,,,,,,,
4.046,4.005,2.632266,-1.8312,33.384,26.8678,1.0446,11.642,,,,,,,,
4.095,4.053,2.632369,-1.8312,33.3853,26.8687,1.0384,11.6424,,,,,,,,
4.146,4.104,2.632489,-1.8309,33.3867,26.8699,1.0569,11.6408,,,,,,,,
4.202,4.16,2.632619,-1.8306,33.3881,26.8711,1.0971,11.6452,,,,,,,,
4.262,4.22,2.632764,-1.8302,33.3897,26.8723,1.0864,11.6404,,,,,,,,
4.324,4.28,2.63288,-1.83,33.3909,26.8734,1.0742,11.6416,,,,,,,,
4.386,4.342,2.63299,-1.8298,33.3922,26.8744,1.0886,11.6372,,,,,,,,
4.45,4.405,2.633087,-1.8298,33.3935,26.8755,1.0878,11.6392,,,,,,,,
4.516,4.471,2.633208,-1.8298,33.3952,26.8768,1.0943,11.6368,,,,,,,,
4.587,4.54,2.633341,-1.8296,33.3968,26.8781,1.0863,11.635,,,,,,,,
4.659,4.613,2.633389,-1.8296,33.3974,26.8786,1.049,11.635,,,,,,,,
4.732,4.684,2.633421,-1.8296,33.3978,26.879,1.0413,11.6297,,,,,,,,
4.804,4.755,2.633589,-1.8295,33.4001,26.8807,1.0571,11.6299,,,,,,,,
4.874,4.825,2.633789,-1.8295,33.4027,26.883,1.0763,11.6305,,,,,,,,
4.938,4.888,2.633841,-1.8298,33.4038,26.8837,1.1019,11.6265,,,,,,,,
4.99,4.939,2.633822,-1.8304,33.4042,26.8841,1.1392,11.6245,,,,,,,,
5.035,4.984,2.63383,-1.831,33.4049,26.8847,1.1387,11.6252,,,,,,,,
5.079,5.027,2.633835,-1.8313,33.4053,26.8851,1.1136,11.6259,,,,,,,,
5.127,5.075,2.63385,-1.8314,33.4056,26.8853,1.0989,11.6272,,,,,,,,
5.177,5.124,2.633958,-1.8311,33.4067,26.8862,1.103,11.6214,,,,,,,,
5.231,5.178,2.634093,-1.8307,33.4081,26.8873,1.0778,11.6223,,,,,,,,
5.29,5.237,2.634187,-1.8304,33.4091,26.8882,1.0524,11.6186,,,,,,,,
5.354,5.3,2.634303,-1.8302,33.4104,26.8892,1.0322,11.6188,,,,,,,,
5.418,5.363,2.634385,-1.8299,33.4111,26.8897,1.0237,11.6199,,,,,,,,
5.48,5.425,2.634473,-1.8295,33.412,26.8905,1.0228,11.6207,,,,,,,,
5.539,5.482,2.634565,-1.8293,33.4129,26.8912,1.0397,11.6157,,,,,,,,
5.593,5.535,2.634659,-1.8291,33.4139,26.892,1.0448,11.6192,,,,,,,,
5.643,5.587,2.634747,-1.8289,33.4149,26.8928,1.0222,11.6166,,,,,,,,
5.694,5.636,2.634753,-1.8289,33.4151,26.8929,1.0131,11.6141,,,,,,,,
5.744,5.686,2.634766,-1.8291,33.4154,26.8933,1.0032,11.6021,,,,,,,,
5.797,5.738,2.634816,-1.8293,33.4162,26.8939,1.012,11.6012,,,,,,,,
5.85,5.79,2.634844,-1.8295,33.4168,26.8944,1.0153,11.5987,,,,,,,,
5.901,5.841,2.634908,-1.8298,33.4181,26.8954,1.055,11.5978,,,,,,,,
5.952,5.891,2.634937,-1.8302,33.4188,26.8961,1.1038,11.599,,,,,,,,
6.002,5.941,2.634931,-1.8306,33.4192,26.8963,1.1426,11.5915,,,,,,,,
6.051,5.99,2.634951,-1.8306,33.4196,26.8967,1.1236,11.5905,,,,,,,,
