Project:,ANIMIDA III,,,,,,,,,,,,,,
Station:,W07,,,,,,,,,,,,,,
Date:,5/20/2015,,,,,,,,,,,,,,
Time (ADST):,9:53,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Pressure (db),Depth (m),Cond (S/m),Temp (deg C),Salinity (psu),Sigma-t,OBS (ntu),DO (mg/L),,,,,,,,
1.577,1.561,1.097103,-0.7196,12.4211,9.8878,116.8762,12.9323,,,,,,,,
1.617,1.601,1.140882,-0.7479,12.9689,10.3299,90.1491,12.9174,,,,,,,,
1.659,1.642,1.175112,-0.7793,13.4033,10.6803,43.6051,12.9087,,,,,,,,
1.7,1.684,1.205441,-0.8197,13.7959,10.9965,16.8306,12.9108,,,,,,,,
1.742,1.724,1.29817,-0.9001,14.9872,11.9579,6.9329,12.8574,,,,,,,,
1.785,1.768,1.525452,-1.049,17.9383,14.3421,3.3428,12.6829,,,,,,,,
1.828,1.809,1.785182,-1.2253,21.4006,17.1419,1.9738,12.4746,,,,,,,,
1.868,1.849,2.037403,-1.3905,24.852,19.937,1.4231,12.261,,,,,,,,
1.906,1.887,2.352869,-1.5835,29.2741,23.5245,1.169,11.9843,,,,,,,,
1.941,1.921,2.521562,-1.7214,31.7281,25.5194,1.0314,11.852,,,,,,,,
1.972,1.952,2.582964,-1.778,32.6397,26.2614,0.9632,11.8059,,,,,,,,
2.001,1.981,2.605037,-1.799,32.9698,26.5302,0.9432,11.7778,,,,,,,,
2.032,2.011,2.612999,-1.8066,33.0891,26.6274,0.9743,11.7673,,,,,,,,
2.064,2.043,2.615928,-1.8089,33.1324,26.6626,0.9851,11.7555,,,,,,,,
2.096,2.075,2.617025,-1.8094,33.1482,26.6756,0.9867,11.7313,,,,,,,,
2.127,2.106,2.617434,-1.8099,33.1544,26.6806,1.0062,11.7336,,,,,,,,
2.158,2.136,2.617605,-1.8102,33.1572,26.6829,1.0074,11.7256,,,,,,,,
2.188,2.165,2.617692,-1.8103,33.1585,26.6839,1.0174,11.7001,,,,,,,,
2.218,2.196,2.617735,-1.8102,33.159,26.6843,1.0205,11.6651,,,,,,,,
2.25,2.226,2.617801,-1.81,33.1596,26.6848,1.0356,11.639,,,,,,,,
2.279,2.256,2.617852,-1.8098,33.1601,26.6852,1.037,11.6364,,,,,,,,
2.309,2.285,2.61782,-1.81,33.1599,26.685,0.9927,11.636,,,,,,,,
2.338,2.314,2.617795,-1.8104,33.16,26.6851,0.9633,11.6349,,,,,,,,
2.369,2.345,2.617803,-1.8106,33.1603,26.6854,0.9582,11.6394,,,,,,,,
2.399,2.375,2.617866,-1.8106,33.1611,26.686,1.0086,11.6375,,,,,,,,
2.43,2.404,2.617968,-1.8104,33.1623,26.6869,1.0092,11.6354,,,,,,,,
2.458,2.433,2.617999,-1.8105,33.1628,26.6874,0.999,11.6351,,,,,,,,
2.486,2.461,2.61796,-1.811,33.1628,26.6874,1.001,11.6315,,,,,,,,
2.515,2.49,2.617961,-1.8112,33.163,26.6876,1.032,11.6339,,,,,,,,
