Project:,ANIMIDA III,,,,,,,,,,,,,,
Station:,W06,,,,,,,,,,,,,,
Date:,5/19/2015,,,,,,,,,,,,,,
Time (ADST):,14:52,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Pressure (db),Depth (m),Cond (S/m),Temp (deg C),Salinity (psu),Sigma-t,OBS (ntu),DO (mg/L),,,,,,,,
2.841,2.812,2.613719,-1.8026,33.0941,26.6313,1.0021,11.6327,,,,,,,,
2.894,2.864,2.613764,-1.8026,33.0948,26.6319,0.9401,11.6348,,,,,,,,
2.942,2.912,2.613776,-1.8028,33.0951,26.6322,0.9457,11.6245,,,,,,,,
2.986,2.955,2.613794,-1.803,33.0956,26.6326,0.9683,11.6326,,,,,,,,
3.027,2.996,2.613813,-1.8032,33.0961,26.6329,0.9714,11.6276,,,,,,,,
3.067,3.037,2.613857,-1.8032,33.0965,26.6334,0.9876,11.6333,,,,,,,,
3.11,3.079,2.613935,-1.8028,33.0971,26.6337,0.9971,11.6249,,,,,,,,
3.156,3.123,2.613979,-1.8026,33.0975,26.6341,0.98,11.6274,,,,,,,,
3.202,3.169,2.614013,-1.8027,33.0981,26.6346,0.985,11.6339,,,,,,,,
3.245,3.212,2.61398,-1.8031,33.098,26.6345,0.9683,11.6318,,,,,,,,
3.283,3.25,2.61385,-1.8042,33.0974,26.6341,0.9248,11.6318,,,,,,,,
3.317,3.283,2.613776,-1.8051,33.0973,26.6341,0.9457,11.626,,,,,,,,
3.348,3.314,2.613771,-1.8053,33.0976,26.6342,1.0047,11.6333,,,,,,,,
3.381,3.347,2.613827,-1.8054,33.0984,26.6349,1.0102,11.6318,,,,,,,,
3.42,3.385,2.613974,-1.8052,33.1002,26.6364,0.9785,11.6298,,,,,,,,
3.462,3.427,2.614122,-1.8049,33.102,26.6378,0.9659,11.6302,,,,,,,,
3.508,3.472,2.614193,-1.8049,33.1029,26.6386,0.9814,11.6309,,,,,,,,
3.553,3.518,2.614205,-1.8053,33.1034,26.639,1.0163,11.6326,,,,,,,,
3.598,3.561,2.614195,-1.8056,33.1035,26.6391,1.0289,11.6266,,,,,,,,
3.639,3.602,2.614152,-1.8059,33.1033,26.6389,1.0053,11.6266,,,,,,,,
3.679,3.642,2.61411,-1.8062,33.103,26.6386,0.9997,11.6309,,,,,,,,
3.72,3.683,2.614114,-1.8063,33.1032,26.6388,1.0248,11.6353,,,,,,,,
3.766,3.729,2.614162,-1.8064,33.1039,26.6395,1.0366,11.6214,,,,,,,,
3.815,3.776,2.614226,-1.8064,33.1047,26.6401,1.0167,11.6225,,,,,,,,
3.862,3.824,2.614266,-1.8063,33.1052,26.6405,1.0117,11.6254,,,,,,,,
3.906,3.867,2.614266,-1.8064,33.1053,26.6406,1.0226,11.6386,,,,,,,,
3.947,3.907,2.614238,-1.8068,33.1052,26.6405,1.051,11.6259,,,,,,,,
3.986,3.946,2.614232,-1.8069,33.1053,26.6406,1.0841,11.6209,,,,,,,,
4.026,3.985,2.614293,-1.8069,33.1062,26.6412,1.0954,11.6199,,,,,,,,
4.067,4.026,2.614454,-1.8068,33.1082,26.6429,1.1156,11.623,,,,,,,,
4.11,4.068,2.614759,-1.8065,33.1122,26.6461,1.0847,11.6168,,,,,,,,
4.156,4.114,2.615083,-1.806,33.1161,26.6493,1.0772,11.6107,,,,,,,,
4.206,4.164,2.615341,-1.8058,33.1193,26.6519,1.0826,11.6238,,,,,,,,
4.257,4.213,2.615521,-1.8059,33.1219,26.654,1.0452,11.6131,,,,,,,,
4.306,4.262,2.615622,-1.8061,33.1236,26.6555,1.0149,11.6126,,,,,,,,
4.353,4.309,2.615628,-1.8065,33.124,26.6559,0.9833,11.6082,,,,,,,,
4.398,4.353,2.615606,-1.8069,33.1243,26.6559,0.9625,11.6068,,,,,,,,
4.443,4.398,2.615659,-1.8072,33.1253,26.6568,0.9683,11.6069,,,,,,,,
4.491,4.446,2.615879,-1.807,33.1281,26.6591,1.0178,11.6026,,,,,,,,
4.54,4.495,2.616069,-1.8066,33.1302,26.6608,1.0301,11.6015,,,,,,,,
4.593,4.547,2.616162,-1.806,33.1307,26.6613,1.0204,11.5941,,,,,,,,
4.646,4.6,2.616233,-1.8056,33.1313,26.6617,1.0149,11.5977,,,,,,,,
4.699,4.651,2.616115,-1.8059,33.13,26.6606,1.0242,11.5947,,,,,,,,
4.747,4.699,2.615956,-1.8068,33.1288,26.6596,1.0176,11.5944,,,,,,,,
4.792,4.743,2.616073,-1.8078,33.1314,26.6618,1.0175,11.5951,,,,,,,,
4.835,4.787,2.616358,-1.8082,33.1359,26.6655,1.0184,11.59,,,,,,,,
4.877,4.828,2.616637,-1.8084,33.1399,26.6688,1.0163,11.5893,,,,,,,,
4.918,4.868,2.616982,-1.8083,33.1446,26.6725,1.0102,11.5876,,,,,,,,
4.958,4.909,2.617244,-1.8081,33.148,26.6753,1.0233,11.585,,,,,,,,
4.998,4.947,2.617525,-1.8081,33.1518,26.6784,1.0184,11.5814,,,,,,,,
5.035,4.984,2.6179,-1.8081,33.157,26.6827,0.985,11.5743,,,,,,,,
5.074,5.022,2.618246,-1.8084,33.1622,26.6869,0.9532,11.5741,,,,,,,,
5.112,5.059,2.618556,-1.8089,33.1671,26.6908,0.9636,11.568,,,,,,,,
5.149,5.096,2.618742,-1.809,33.1698,26.693,0.9813,11.5677,,,,,,,,
5.185,5.133,2.618906,-1.8089,33.172,26.6948,1.0119,11.5624,,,,,,,,
5.222,5.169,2.619117,-1.8091,33.1752,26.6974,1.0062,11.5633,,,,,,,,
5.26,5.207,2.619384,-1.8094,33.1791,26.7007,0.9311,11.5628,,,,,,,,
5.299,5.245,2.6196,-1.8095,33.1822,26.7032,0.8674,11.5552,,,,,,,,
5.339,5.285,2.619471,-1.8099,33.1808,26.702,0.8739,11.5551,,,,,,,,
5.379,5.325,2.619439,-1.8104,33.1809,26.7021,0.9099,11.5465,,,,,,,,
5.418,5.362,2.619636,-1.8108,33.184,26.7047,0.94,11.5493,,,,,,,,
5.455,5.401,2.619804,-1.8109,33.1865,26.7067,0.9779,11.543,,,,,,,,
5.494,5.438,2.620245,-1.811,33.1928,26.7118,0.9614,11.5392,,,,,,,,
5.534,5.478,2.620796,-1.8112,33.2006,26.7182,0.9463,11.5369,,,,,,,,
5.575,5.519,2.621307,-1.8112,33.2077,26.7239,0.9191,11.5361,,,,,,,,
5.617,5.56,2.62186,-1.8112,33.2154,26.7302,0.935,11.5289,,,,,,,,
5.659,5.602,2.622466,-1.8113,33.2239,26.7371,0.9247,11.5247,,,,,,,,
5.699,5.641,2.623009,-1.8115,33.2317,26.7435,0.9208,11.5201,,,,,,,,
5.736,5.678,2.623551,-1.8118,33.2395,26.7498,0.9306,11.5136,,,,,,,,
5.772,5.713,2.624188,-1.8121,33.2486,26.7572,0.931,11.5116,,,,,,,,
5.808,5.749,2.624655,-1.8121,33.2553,26.7626,0.9244,11.5083,,,,,,,,
5.844,5.785,2.625161,-1.8122,33.2624,26.7684,0.9191,11.4988,,,,,,,,
5.878,5.819,2.625653,-1.8122,33.2691,26.7739,0.9241,11.5019,,,,,,,,
5.913,5.853,2.626011,-1.8123,33.2743,26.7781,0.906,11.4964,,,,,,,,
5.949,5.889,2.626885,-1.8125,33.2867,26.7882,0.9189,11.4921,,,,,,,,
5.986,5.925,2.628033,-1.8126,33.3028,26.8012,0.96,11.485,,,,,,,,
6.024,5.963,2.62891,-1.8126,33.315,26.8111,0.9921,11.4779,,,,,,,,
6.063,6.001,2.629388,-1.8129,33.322,26.8168,0.9829,11.4727,,,,,,,,
6.1,6.038,2.629476,-1.8135,33.3238,26.8184,0.9885,11.4779,,,,,,,,
6.136,6.074,2.629147,-1.8138,33.3195,26.8149,1.0227,11.4733,,,,,,,,
6.171,6.108,2.629046,-1.8138,33.3181,26.8137,1.0249,11.4678,,,,,,,,
6.207,6.144,2.629518,-1.8138,33.3246,26.819,1.0078,11.4681,,,,,,,,
6.243,6.18,2.630126,-1.8139,33.3332,26.8261,0.9779,11.4657,,,,,,,,
6.279,6.216,2.6308,-1.814,33.3426,26.8337,0.9407,11.4611,,,,,,,,
6.319,6.255,2.631197,-1.8142,33.3485,26.8385,0.9435,11.4536,,,,,,,,
6.359,6.295,2.631526,-1.8146,33.3534,26.8425,0.9502,11.4503,,,,,,,,
6.399,6.334,2.631831,-1.8152,33.3584,26.8465,0.9549,11.4481,,,,,,,,
6.438,6.373,2.631777,-1.816,33.3584,26.8466,1.0031,11.4432,,,,,,,,
6.473,6.407,2.631302,-1.8167,33.3526,26.8419,1.0492,11.4338,,,,,,,,
6.508,6.442,2.631071,-1.8172,33.35,26.8397,1.0033,11.441,,,,,,,,
6.544,6.478,2.631608,-1.8173,33.3576,26.846,0.9499,11.4373,,,,,,,,
6.582,6.515,2.632598,-1.8174,33.3714,26.8572,0.9029,11.4242,,,,,,,,
6.621,6.554,2.633355,-1.8175,33.382,26.8657,0.8849,11.4249,,,,,,,,
6.662,6.595,2.633737,-1.8178,33.3877,26.8704,0.9227,11.417,,,,,,,,
6.702,6.634,2.63375,-1.818,33.388,26.8707,0.9335,11.4109,,,,,,,,
6.742,6.673,2.633907,-1.8182,33.3904,26.8727,0.9421,11.4091,,,,,,,,
6.778,6.709,2.634317,-1.8184,33.3963,26.8775,0.9489,11.3991,,,,,,,,
6.813,6.744,2.635185,-1.8186,33.4086,26.8875,0.9538,11.3916,,,,,,,,
6.846,6.777,2.636119,-1.8188,33.4219,26.8982,0.9995,11.3868,,,,,,,,
6.879,6.809,2.636856,-1.8189,33.4322,26.9067,1.0484,11.383,,,,,,,,
6.913,6.843,2.637447,-1.8189,33.4405,26.9134,1.1013,11.3811,,,,,,,,
6.951,6.88,2.638077,-1.8189,33.4492,26.9205,1.0856,11.3719,,,,,,,,
6.992,6.921,2.638884,-1.819,33.4605,26.9297,1.0106,11.3647,,,,,,,,
7.034,6.963,2.639965,-1.819,33.4758,26.9421,0.9817,11.3646,,,,,,,,
7.076,7.004,2.640829,-1.8192,33.4879,26.9519,0.9612,11.3573,,,,,,,,
7.115,7.043,2.641139,-1.8195,33.4926,26.9558,1.0178,11.3517,,,,,,,,
7.153,7.081,2.641277,-1.8198,33.4948,26.9576,1.091,11.3453,,,,,,,,
7.189,7.116,2.641383,-1.82,33.4965,26.959,1.0947,11.3411,,,,,,,,
7.225,7.152,2.641576,-1.82,33.4991,26.9611,1.0481,11.3368,,,,,,,,
7.261,7.188,2.642018,-1.8196,33.5048,26.9657,1.0528,11.3312,,,,,,,,
7.3,7.226,2.642767,-1.819,33.5146,26.9736,1.1132,11.3212,,,,,,,,
7.338,7.264,2.643667,-1.8185,33.5266,26.9834,1.1641,11.3184,,,,,,,,
7.376,7.301,2.644367,-1.8182,33.5359,26.991,1.1357,11.3189,,,,,,,,
7.412,7.337,2.644656,-1.818,33.5397,26.9941,1.0436,11.3098,,,,,,,,
7.446,7.37,2.644767,-1.818,33.5413,26.9954,0.9708,11.3072,,,,,,,,
7.479,7.402,2.644908,-1.8179,33.543,26.9967,0.9597,11.304,,,,,,,,
7.512,7.437,2.645267,-1.8176,33.5478,27.0006,1.0417,11.2986,,,,,,,,
7.547,7.47,2.645732,-1.8173,33.5539,27.0055,1.1031,11.2921,,,,,,,,
7.583,7.506,2.646448,-1.8169,33.5634,27.0132,1.1288,11.2836,,,,,,,,
7.618,7.541,2.647129,-1.8163,33.5722,27.0205,1.1329,11.2771,,,,,,,,
7.653,7.575,2.64761,-1.8161,33.5786,27.0256,1.0586,11.2727,,,,,,,,
7.688,7.61,2.648147,-1.8158,33.5857,27.0315,1.0599,11.2662,,,,,,,,
7.72,7.642,2.648796,-1.8154,33.5943,27.0384,1.1579,11.2582,,,,,,,,
7.752,7.673,2.649335,-1.815,33.6014,27.0442,1.173,11.2509,,,,,,,,
7.784,7.705,2.649755,-1.8148,33.607,27.0487,1.188,11.2491,,,,,,,,
7.816,7.738,2.650011,-1.8144,33.6102,27.0513,1.1828,11.2416,,,,,,,,
7.851,7.771,2.65023,-1.8142,33.6129,27.0534,1.1236,11.2411,,,,,,,,
7.885,7.805,2.650562,-1.8135,33.6167,27.0566,1.106,11.2368,,,,,,,,
7.921,7.841,2.650885,-1.8127,33.6204,27.0595,1.1034,11.233,,,,,,,,
7.957,7.876,2.65112,-1.8121,33.623,27.0616,1.0509,11.229,,,,,,,,
7.992,7.91,2.651262,-1.8118,33.6245,27.0628,1.0537,11.229,,,,,,,,
8.025,7.944,2.651336,-1.8119,33.6256,27.0637,1.0613,11.2265,,,,,,,,
8.059,7.976,2.651397,-1.8119,33.6264,27.0645,1.0781,11.2275,,,,,,,,
8.094,8.012,2.651488,-1.8117,33.6274,27.0652,1.0316,11.2205,,,,,,,,
8.131,8.048,2.65158,-1.8113,33.6283,27.066,1.0013,11.2249,,,,,,,,
8.168,8.085,2.65166,-1.811,33.629,27.0665,1.0089,11.2217,,,,,,,,
8.204,8.121,2.651734,-1.8108,33.6298,27.0671,1.0566,11.2162,,,,,,,,
8.239,8.156,2.651785,-1.8106,33.6303,27.0675,1.0993,11.2205,,,,,,,,
8.276,8.192,2.651907,-1.8102,33.6315,27.0685,1.1529,11.216,,,,,,,,
8.314,8.23,2.652123,-1.8095,33.6337,27.0703,1.1981,11.2208,,,,,,,,
8.352,8.268,2.652308,-1.8089,33.6356,27.0718,1.231,11.2097,,,,,,,,
8.395,8.31,2.652434,-1.8087,33.6371,27.073,1.2438,11.2085,,,,,,,,
8.44,8.354,2.652519,-1.8089,33.6385,27.0741,1.2764,11.2114,,,,,,,,
8.483,8.398,2.652565,-1.8091,33.6394,27.0748,1.3174,11.2102,,,,,,,,
8.526,8.439,2.652636,-1.8093,33.6406,27.0759,1.3313,11.21,,,,,,,,
8.566,8.479,2.652735,-1.8095,33.642,27.0771,1.3291,11.2067,,,,,,,,
8.604,8.517,2.652826,-1.8095,33.6433,27.0782,1.3389,11.2092,,,,,,,,
8.642,8.553,2.652911,-1.8093,33.6444,27.0789,1.3766,11.2083,,,,,,,,
8.681,8.593,2.652981,-1.8091,33.645,27.0795,1.3798,11.2124,,,,,,,,
8.723,8.634,2.653103,-1.8087,33.6462,27.0804,1.3882,11.2121,,,,,,,,
8.764,8.675,2.653214,-1.8082,33.6471,27.0812,1.3668,11.2122,,,,,,,,
8.805,8.716,2.653284,-1.8079,33.6478,27.0817,1.3199,11.2098,,,,,,,,
8.85,8.76,2.653325,-1.8078,33.6482,27.082,1.3044,11.2065,,,,,,,,
8.898,8.808,2.653373,-1.8075,33.6485,27.0823,1.3335,11.2067,,,,,,,,
8.947,8.855,2.653434,-1.807,33.6487,27.0824,1.4096,11.2089,,,,,,,,
8.992,8.901,2.653491,-1.8066,33.6491,27.0827,1.4162,11.2129,,,,,,,,
9.034,8.942,2.65358,-1.8066,33.6503,27.0837,1.3616,11.2113,,,,,,,,
9.075,8.983,2.653643,-1.8064,33.6509,27.0842,1.3784,11.2125,,,,,,,,
9.117,9.024,2.653678,-1.8064,33.6514,27.0846,1.3863,11.212,,,,,,,,
9.159,9.066,2.653715,-1.8062,33.6517,27.0849,1.3687,11.2105,,,,,,,,
9.207,9.113,2.653753,-1.8059,33.6518,27.0849,1.3957,11.2112,,,,,,,,
9.252,9.158,2.653791,-1.8055,33.6519,27.0849,1.4178,11.2136,,,,,,,,
9.297,9.204,2.653833,-1.8053,33.6521,27.0851,1.4008,11.2055,,,,,,,,
9.345,9.25,2.65385,-1.8052,33.6523,27.0853,1.3916,11.2129,,,,,,,,
9.396,9.301,2.653881,-1.8049,33.6524,27.0854,1.3932,11.2045,,,,,,,,
9.448,9.352,2.653943,-1.8043,33.6525,27.0855,1.4292,11.2068,,,,,,,,
9.497,9.401,2.653978,-1.8041,33.6527,27.0856,1.4263,11.2132,,,,,,,,
9.546,9.449,2.653964,-1.8043,33.6527,27.0857,1.392,11.2157,,,,,,,,
9.594,9.496,2.653957,-1.8045,33.6527,27.0857,1.3919,11.2109,,,,,,,,
9.64,9.541,2.65399,-1.8041,33.6527,27.0857,1.4342,11.2175,,,,,,,,
9.687,9.588,2.654028,-1.8035,33.6526,27.0855,1.4687,11.2133,,,,,,,,
9.732,9.633,2.654065,-1.803,33.6525,27.0854,1.4832,11.2102,,,,,,,,
9.776,9.677,2.654092,-1.8028,33.6526,27.0855,1.4609,11.2086,,,,,,,,
9.82,9.72,2.654093,-1.8028,33.6526,27.0855,1.4558,11.2153,,,,,,,,
9.866,9.765,2.654119,-1.8026,33.6527,27.0856,1.4444,11.2169,,,,,,,,
9.912,9.812,2.654158,-1.8022,33.6529,27.0857,1.4047,11.2091,,,,,,,,
9.957,9.855,2.654117,-1.8026,33.6526,27.0855,1.3839,11.2129,,,,,,,,
9.995,9.893,2.65404,-1.8037,33.6527,27.0856,1.4364,11.2159,,,,,,,,
10.025,9.923,2.653987,-1.8045,33.653,27.0858,1.4486,11.2139,,,,,,,,
10.049,9.947,2.6539,-1.8055,33.6529,27.0857,1.462,11.2191,,,,,,,,
10.067,9.965,2.653809,-1.8067,33.653,27.0859,1.5027,11.2142,,,,,,,,
10.077,9.975,2.653721,-1.8078,33.653,27.0859,1.5624,11.212,,,,,,,,
10.083,9.981,2.653651,-1.8085,33.6527,27.0857,1.5592,11.218,,,,,,,,
10.086,9.984,2.653649,-1.8087,33.6529,27.0859,1.4024,11.2254,,,,,,,,
10.087,9.985,2.653652,-1.8085,33.6529,27.0859,1.4311,11.2185,,,,,,,,
10.087,9.985,2.65363,-1.8089,33.6529,27.0859,1.4141,11.2222,,,,,,,,
10.087,9.985,2.653629,-1.8089,33.6529,27.0859,1.4807,11.2191,,,,,,,,
10.089,9.986,2.653652,-1.8085,33.6527,27.0857,1.5355,11.2213,,,,,,,,
10.088,9.986,2.653622,-1.809,33.653,27.0859,1.3981,11.2207,,,,,,,,
10.088,9.986,2.653626,-1.809,33.653,27.0859,1.4242,11.2163,,,,,,,,
10.09,9.988,2.653646,-1.8084,33.6526,27.0856,1.6237,11.2257,,,,,,,,
10.091,9.989,2.65365,-1.8083,33.6526,27.0856,1.6771,11.2246,,,,,,,,
10.093,9.991,2.653671,-1.8081,33.6526,27.0856,1.6484,11.2215,,,,,,,,
10.095,9.992,2.653697,-1.8077,33.6525,27.0855,1.5429,11.2228,,,,,,,,
10.099,9.996,2.653741,-1.8072,33.6525,27.0855,1.4788,11.2234,,,,,,,,
10.108,10.006,2.653778,-1.8066,33.6524,27.0854,1.4454,11.2228,,,,,,,,
10.13,10.027,2.653815,-1.8061,33.6523,27.0853,1.4635,11.229,,,,,,,,
10.164,10.061,2.653881,-1.8054,33.6524,27.0854,1.4901,11.2309,,,,,,,,
10.195,10.092,2.653961,-1.8047,33.6527,27.0856,1.4795,11.2286,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
