Project:,ANIMIDA III,,,,,,,,,,,,,,
Station:,E11,,,,,,,,,,,,,,
Date:,5/17/2015,,,,,,,,,,,,,,
Time (ADST):,17:04,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Pressure (db),Depth (m),Cond (S/m),Temp (deg C),Salinity (psu),Sigma-t,OBS (ntu),DO (mg/L),,,,,,,,
1.597,1.581,2.608315,-1.7862,33.0014,26.5556,4.4274,11.6638,,,,,,,,
1.643,1.626,2.609458,-1.7885,33.0198,26.5707,4.8832,11.666,,,,,,,,
1.69,1.672,2.61091,-1.7906,33.0423,26.589,5.3146,11.6591,,,,,,,,
1.736,1.718,2.611909,-1.7919,33.0576,26.6015,5.2022,11.6594,,,,,,,,
1.783,1.765,2.612732,-1.7933,33.0707,26.6121,3.981,11.6565,,,,,,,,
1.829,1.811,2.61318,-1.7952,33.0789,26.6189,2.3431,11.6523,,,,,,,,
1.871,1.852,2.613224,-1.7977,33.0823,26.6217,1.4513,11.6522,,,,,,,,
1.912,1.893,2.613084,-1.8003,33.0833,26.6225,1.1417,11.6493,,,,,,,,
1.951,1.931,2.612997,-1.802,33.0839,26.6231,1.0148,11.6488,,,,,,,,
1.99,1.97,2.613003,-1.8022,33.0842,26.6233,0.9751,11.6482,,,,,,,,
2.03,2.01,2.613093,-1.8015,33.0846,26.6236,0.9782,11.6449,,,,,,,,
2.071,2.05,2.613201,-1.8003,33.0849,26.6238,0.9801,11.6422,,,,,,,,
2.11,2.089,2.613282,-1.7997,33.0851,26.624,0.9762,11.6476,,,,,,,,
2.15,2.128,2.613306,-1.7996,33.0853,26.6242,0.9781,11.6438,,,,,,,,
2.192,2.17,2.613272,-1.8001,33.0855,26.6243,0.9675,11.6456,,,,,,,,
2.234,2.212,2.613261,-1.8006,33.0859,26.6246,1.0001,11.646,,,,,,,,
2.279,2.256,2.61325,-1.8008,33.0859,26.6246,0.99,11.642,,,,,,,,
2.322,2.298,2.613236,-1.8007,33.0855,26.6244,0.9771,11.6475,,,,,,,,
2.365,2.341,2.613213,-1.8005,33.085,26.6239,0.9783,11.6458,,,,,,,,
2.407,2.383,2.613202,-1.8004,33.0847,26.6236,0.9873,11.6484,,,,,,,,
2.452,2.428,2.61328,-1.7994,33.0846,26.6236,0.9949,11.6468,,,,,,,,
2.502,2.476,2.613441,-1.7976,33.0849,26.6237,1.0137,11.6459,,,,,,,,
2.551,2.526,2.613529,-1.7966,33.0849,26.6238,1.029,11.6413,,,,,,,,
2.603,2.577,2.613525,-1.7966,33.0849,26.6237,1.0429,11.6406,,,,,,,,
2.652,2.625,2.613517,-1.7965,33.0846,26.6236,1.0336,11.6414,,,,,,,,
2.702,2.675,2.613512,-1.7965,33.0846,26.6234,1.0435,11.6423,,,,,,,,
2.748,2.72,2.613506,-1.7967,33.0846,26.6235,1.0674,11.6425,,,,,,,,
2.789,2.761,2.613455,-1.7977,33.0849,26.6238,1.0461,11.6431,,,,,,,,
2.827,2.798,2.613262,-1.8001,33.085,26.6239,1.0219,11.6412,,,,,,,,
2.868,2.838,2.613078,-1.8024,33.085,26.624,1.0321,11.6444,,,,,,,,
2.91,2.88,2.613074,-1.8028,33.0853,26.6242,0.9931,11.6461,,,,,,,,
2.952,2.923,2.613215,-1.8013,33.0855,26.6243,1.0051,11.6421,,,,,,,,
2.998,2.968,2.61337,-1.7995,33.0857,26.6244,0.9907,11.6432,,,,,,,,
3.042,3.011,2.613503,-1.7984,33.0863,26.6249,0.9827,11.6436,,,,,,,,
3.085,3.054,2.613494,-1.7984,33.0861,26.6247,1.0061,11.6411,,,,,,,,
3.127,3.095,2.613385,-1.7992,33.0854,26.6242,1.0058,11.6412,,,,,,,,
3.172,3.14,2.613386,-1.799,33.0853,26.6241,1.0014,11.6411,,,,,,,,
3.218,3.186,2.613505,-1.7975,33.0851,26.624,0.9989,11.6403,,,,,,,,
3.266,3.232,2.613635,-1.7958,33.085,26.6238,0.9916,11.64,,,,,,,,
3.31,3.277,2.61369,-1.7953,33.0852,26.624,0.9719,11.6399,,,,,,,,
3.353,3.319,2.613633,-1.7968,33.0861,26.6247,0.9536,11.6394,,,,,,,,
3.395,3.361,2.613456,-1.7993,33.0864,26.625,0.9738,11.6391,,,,,,,,
3.44,3.405,2.613357,-1.8007,33.0866,26.6251,0.9843,11.6425,,,,,,,,
3.487,3.452,2.613381,-1.8002,33.0863,26.6249,0.9848,11.6413,,,,,,,,
3.533,3.497,2.613486,-1.7988,33.0862,26.6249,0.9937,11.6415,,,,,,,,
3.577,3.54,2.613551,-1.7984,33.0866,26.6251,1.0216,11.6424,,,,,,,,
3.619,3.582,2.613567,-1.7983,33.0867,26.6252,1.0345,11.6403,,,,,,,,
3.664,3.627,2.61365,-1.7974,33.0867,26.6253,1.0179,11.638,,,,,,,,
3.711,3.673,2.613765,-1.7961,33.087,26.6255,1.0027,11.6407,,,,,,,,
3.76,3.721,2.613834,-1.7955,33.0872,26.6256,0.9971,11.6364,,,,,,,,
3.808,3.769,2.61386,-1.7952,33.0872,26.6257,1.0074,11.6423,,,,,,,,
3.856,3.817,2.613863,-1.7952,33.0872,26.6256,0.9971,11.6424,,,,,,,,
