Project:,ANIMIDA III,,,,,,,,,,,,,,
Station:,E10,,,,,,,,,,,,,,
Date:,5/15/2015,,,,,,,,,,,,,,
Time (ADST):,22:19,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Pressure (db),Depth (m),Cond (S/m),Temp (deg C),Salinity (psu),Sigma-t,OBS (ntu),DO (mg/L),,,,,,,,
1.59,1.574,2.627624,-1.8138,33.3012,26.7999,3.4719,11.6685,,,,,,,,
1.666,1.648,2.62767,-1.817,33.3054,26.8035,1.928,11.6656,,,,,,,,
1.74,1.723,2.627801,-1.8189,33.3092,26.8067,1.3805,11.6642,,,,,,,,
1.82,1.801,2.628127,-1.8194,33.3143,26.8107,1.178,11.6608,,,,,,,,
1.902,1.884,2.628603,-1.819,33.3205,26.8158,1.0858,11.66,,,,,,,,
1.984,1.964,2.628999,-1.819,33.3259,26.8203,1.0368,11.6592,,,,,,,,
2.061,2.04,2.629332,-1.8198,33.3315,26.8247,1.034,11.6589,,,,,,,,
2.138,2.116,2.630023,-1.8201,33.3414,26.8329,1.0379,11.6588,,,,,,,,
2.217,2.194,2.631054,-1.8195,33.355,26.8439,1.0443,11.6527,,,,,,,,
2.3,2.277,2.632193,-1.8179,33.3691,26.8552,1.0199,11.6557,,,,,,,,
2.386,2.361,2.63293,-1.8167,33.3779,26.8624,0.9752,11.6526,,,,,,,,
2.471,2.446,2.633337,-1.8165,33.3833,26.8668,0.9505,11.6534,,,,,,,,
2.553,2.527,2.633806,-1.817,33.3903,26.8726,0.9704,11.657,,,,,,,,
2.632,2.605,2.634248,-1.8177,33.3972,26.8781,0.9639,11.6543,,,,,,,,
2.71,2.682,2.634635,-1.8182,33.4031,26.883,0.9497,11.6556,,,,,,,,
2.79,2.761,2.634966,-1.8184,33.4081,26.887,0.9643,11.6578,,,,,,,,
2.869,2.841,2.635269,-1.8185,33.4123,26.8904,0.9941,11.6578,,,,,,,,
2.947,2.917,2.635101,-1.8196,33.4111,26.8895,1.024,11.66,,,,,,,,
3.021,2.99,2.634603,-1.8217,33.4064,26.8858,1.0219,11.664,,,,,,,,
3.088,3.058,2.63509,-1.8236,33.4154,26.8931,0.9612,11.66,,,,,,,,
3.155,3.123,2.635707,-1.8247,33.4252,26.901,0.9416,11.6646,,,,,,,,
3.224,3.192,2.636044,-1.8249,33.4301,26.905,0.9435,11.66,,,,,,,,
3.298,3.265,2.636401,-1.8242,33.4342,26.9084,0.9813,11.6633,,,,,,,,
3.372,3.338,2.636569,-1.824,33.4362,26.91,1.0265,11.6598,,,,,,,,
3.44,3.405,2.636608,-1.8245,33.4373,26.911,1.0412,11.6595,,,,,,,,
3.499,3.463,2.636661,-1.8254,33.439,26.9124,1.0261,11.6603,,,,,,,,
3.555,3.519,2.636779,-1.8261,33.4415,26.9143,1.0202,11.6587,,,,,,,,
3.61,3.574,2.636867,-1.8262,33.4428,26.9154,1.0097,11.6605,,,,,,,,
3.669,3.632,2.63708,-1.8252,33.4446,26.9169,1.0126,11.6585,,,,,,,,
3.735,3.697,2.637383,-1.8233,33.4466,26.9184,1.0116,11.6575,,,,,,,,
3.803,3.765,2.637607,-1.8216,33.4477,26.9193,1.0435,11.6566,,,,,,,,
3.87,3.83,2.637736,-1.8208,33.4486,26.9201,1.0636,11.6559,,,,,,,,
3.934,3.894,2.637917,-1.8205,33.4508,26.9218,1.0603,11.6595,,,,,,,,
3.998,3.958,2.638049,-1.8201,33.4522,26.9229,1.0585,11.6568,,,,,,,,
4.069,4.028,2.638127,-1.82,33.453,26.9235,1.0546,11.6583,,,,,,,,
4.147,4.105,2.638196,-1.8198,33.4537,26.9241,1.0509,11.6557,,,,,,,,
4.226,4.183,2.638253,-1.8196,33.4542,26.9246,1.0178,11.6578,,,,,,,,
4.298,4.255,2.638392,-1.8192,33.4556,26.9257,1.0202,11.6528,,,,,,,,
4.362,4.318,2.638743,-1.818,33.4592,26.9287,1.0349,11.6525,,,,,,,,
4.422,4.377,2.63899,-1.8171,33.4616,26.9305,1.051,11.6543,,,,,,,,
4.482,4.436,2.639143,-1.8167,33.4633,26.9319,1.0153,11.6488,,,,,,,,
4.544,4.498,2.639326,-1.8164,33.4654,26.9336,0.9902,11.6496,,,,,,,,
4.605,4.558,2.639369,-1.8166,33.4662,26.9342,1.015,11.651,,,,,,,,
4.66,4.613,2.639214,-1.818,33.4656,26.9338,1.0747,11.6501,,,,,,,,
4.71,4.662,2.639048,-1.8199,33.4654,26.9336,1.109,11.6493,,,,,,,,
4.758,4.71,2.638954,-1.8213,33.4656,26.9339,1.1169,11.6537,,,,,,,,
4.81,4.761,2.63906,-1.8213,33.4671,26.9351,1.1089,11.6555,,,,,,,,
4.866,4.817,2.639199,-1.8205,33.4681,26.9359,1.1218,11.6575,,,,,,,,
4.921,4.87,2.639148,-1.8208,33.4676,26.9355,1.0942,11.6582,,,,,,,,
4.97,4.92,2.638974,-1.8227,33.4673,26.9353,1.109,11.6557,,,,,,,,
5.011,4.96,2.638777,-1.8252,33.4673,26.9354,1.0707,11.6562,,,,,,,,
5.05,4.998,2.638652,-1.8271,33.4678,26.9357,1.0465,11.6543,,,,,,,,
5.088,5.036,2.638629,-1.8282,33.4687,26.9365,1.0453,11.6542,,,,,,,,
5.125,5.074,2.638703,-1.8282,33.4697,26.9374,1.0551,11.6539,,,,,,,,
5.167,5.115,2.63881,-1.8276,33.4705,26.9379,1.1198,11.6534,,,,,,,,
5.213,5.159,2.638984,-1.8264,33.4715,26.9387,1.1366,11.6519,,,,,,,,
5.258,5.205,2.639165,-1.8253,33.4727,26.9398,1.104,11.6523,,,,,,,,
5.301,5.247,2.639194,-1.8251,33.4729,26.9399,1.0678,11.6535,,,,,,,,
5.342,5.288,2.639219,-1.8249,33.4731,26.94,1.0184,11.6517,,,,,,,,
