"year","month","day","date","gear","lon","lat","bot_depth","bot_temp","actual_area_swept","common_name","cpue_kg_km2","area_swept_km2"
1990,8,30,1990-08-30,"otter",-166.5465,69.460665,40,7,0.02000678,"Bering flounder",15.8946117266247,1
1990,8,21,1990-08-21,"otter",-166.81933,68.397585,18,12.6,0.0452023,"Bering flounder",0,1
2012,9,10,2012-09-10,"otter",-166.82659,72.515245,48,-0.8,0.02083674,"Bering flounder",0.287952913939513,1
1990,9,8,1990-09-08,"otter",-166.833915,72.066415,46,0.6,0.0379122,"Bering flounder",1.18695301248675,1
1990,9,8,1990-09-08,"otter",-166.888835,72.0395,46,0.6,0.03923559,"Bering flounder",0,1
2012,9,14,2012-09-14,"otter",-166.916285,72.00928,45,-0.8,0.02469874,"Bering flounder",2.75317688270738,1
1990,8,21,1990-08-21,"otter",-166.92733,68.392915,20,12.6,0.03805176,"Bering flounder",0,1
2012,9,13,2012-09-13,"otter",-166.954675,71.5007,43,0.3,0.01636375,"Bering flounder",0,1
2012,9,3,2012-09-03,"otter",-166.98244,70.50945,47,0.3,0.02028147,"Bering flounder",1.18334617756997,1
2012,9,13,2012-09-13,"otter",-166.98318,71.0104,43,1.5,0.02266394,"Bering flounder",0,1
1990,8,17,1990-08-17,"otter",-166.993,71.48008,46,NA,0.04078789,"Bering flounder",4.43759164791314,1
2012,9,2,2012-09-02,"otter",-167.01461,70.01889,45,2,0.02074016,"Bering flounder",0,1
2012,8,21,2012-08-21,"otter",-167.044575,68.98822,44,4.9,0.01977102,"Bering flounder",3.4393774322215,1
1990,8,17,1990-08-17,"otter",-167.0705,71.49975,48,NA,0.04087512,"Bering flounder",3.32720735743406,1
2012,8,27,2012-08-27,"otter",-167.131935,69.50156,44,5.7,0.0189286,"Bering flounder",21.7660048815021,1
2012,8,21,2012-08-21,"otter",-167.14776,68.522955,34,9.6,0.01846205,"Bering flounder",4.33321326721572,1
2012,8,18,2012-08-18,"otter",-167.18204,67.51167,43,1.7,0.02054654,"Bering flounder",28.8126370668735,1
2012,8,20,2012-08-20,"otter",-167.197785,68.004405,54,2,0.02222432,"Bering flounder",37.7964320168176,1
2012,8,18,2012-08-18,"otter",-167.22429,66.98433,36,2,0.02201979,"Bering flounder",0,1
2012,8,15,2012-08-15,"otter",-167.24625,66.48863,26,8.4,0.01978353,"Bering flounder",35.5851559352653,1
1990,8,21,1990-08-21,"otter",-167.273915,68.476585,46,7.1,0.01177209,"Bering flounder",46.2109956685686,1
2012,8,14,2012-08-14,"otter",-167.2772,66.00125,12,9.9,0.02003392,"Bering flounder",0,1
1990,8,31,1990-08-31,"otter",-167.288665,69.640835,46,5.7,0.01923519,"Bering flounder",7.07037466227264,1
1990,8,23,1990-08-23,"otter",-167.360335,68.867585,46,4.8,0.0506278,"Bering flounder",49.2812249396577,1
1990,9,11,1990-09-11,"otter",-167.381665,71.065665,40,NA,0.04372533,"Bering flounder",0,1
1990,8,23,1990-08-23,"otter",-167.479335,68.878415,46,4.8,0.03789024,"Bering flounder",35.9195402298851,1
1990,9,13,1990-09-13,"otter",-167.48242,70.48883,49,2.3,0.04523596,"Bering flounder",0.99478379590043,1
1990,9,11,1990-09-11,"otter",-167.485335,71.08117,46,NA,0.04040234,"Bering flounder",1.11379687414145,1
1990,9,13,1990-09-13,"otter",-167.60317,70.53075,49,2.3,0.05461151,"Bering flounder",0.824002119699675,1
1990,8,24,1990-08-24,"otter",-167.632915,69.101415,48,2.7,0.04682802,"Bering flounder",33.9113206153068,1
1990,8,31,1990-08-31,"otter",-167.64517,69.6475,46,5.7,0.023985,"Bering flounder",5.67021054825933,1
1990,8,17,1990-08-17,"otter",-167.6735,71.54125,49,1.1,0.04589877,"Bering flounder",1.98262393523835,1
1990,8,24,1990-08-24,"otter",-167.70975,69.12983,48,2.7,0.04298522,"Bering flounder",52.7623215607597,1
1990,8,17,1990-08-17,"otter",-167.764585,71.572835,48,1.1,0.0429216,"Bering flounder",3.16856780735108,1
1990,8,22,1990-08-22,"otter",-167.85275,68.86275,49,2.3,0.04045716,"Bering flounder",37.0021029652106,1
1990,8,22,1990-08-22,"otter",-167.97008,68.84658,49,2.3,0.04339845,"Bering flounder",36.5911685786013,1
2012,9,9,2012-09-09,"otter",-168.43919,72.501905,51,-1.1,0.0215469,"Bering flounder",0.371283108010897,1
1990,8,24,1990-08-24,"otter",-168.4685,69.18008,49,3.1,0.04091166,"Bering flounder",72.0576969988507,1
2012,9,16,2012-09-16,"otter",-168.48389,70.001925,40,0.7,0.01420433,"Bering flounder",1.26721922118115,1
2012,8,19,2012-08-19,"otter",-168.48623,67.508565,45,1.3,0.02273376,"Bering flounder",75.5704291766958,1
2012,8,28,2012-08-28,"otter",-168.487335,68.499175,48,2.3,0.0184212,"Bering flounder",111.936247367164,1
2012,8,28,2012-08-28,"otter",-168.487385,68.988025,48,2.1,0.01769856,"Bering flounder",100.6861575179,1
2012,8,18,2012-08-18,"otter",-168.488975,66.993275,34,2.4,0.0179608,"Bering flounder",41.3121909937197,1
2012,8,14,2012-08-14,"otter",-168.490415,66.02286,50,1.6,0.0186656,"Bering flounder",17.4652837304989,1
2012,8,14,2012-08-14,"otter",-168.49731,66.50526,49,1.3,0.01816788,"Bering flounder",30.383291831518,1
2012,9,15,2012-09-15,"otter",-168.503465,70.49704,36,0.1,0.0177262,"Bering flounder",0,1
2012,8,19,2012-08-19,"otter",-168.50725,68.00158,56,1.5,0.02302344,"Bering flounder",48.3854715020866,1
2012,9,14,2012-09-14,"otter",-168.51725,72.00405,48,-0.5,0.02202908,"Bering flounder",0.726312673974583,1
2012,9,14,2012-09-14,"otter",-168.519435,71.508235,45,-0.3,0.0229614,"Bering flounder",0.522616216781207,1
2012,9,15,2012-09-15,"otter",-168.519485,71.002435,44,0,0.02298712,"Bering flounder",0.0435026223380745,1
2012,8,27,2012-08-27,"otter",-168.57585,69.50139,48,3.8,0.01702184,"Bering flounder",13.9820371945689,1
1990,9,11,1990-09-11,"otter",-168.587085,70.807585,40,NA,0.04527756,"Bering flounder",0,1
1990,8,22,1990-08-22,"otter",-168.6465,68.78667,51,2.5,0.08260992,"Bering flounder",52.1608058693193,1
1990,8,22,1990-08-22,"otter",-168.736,68.55542,55,2.1,0.04305,"Bering flounder",226.527293844367,1
1990,8,22,1990-08-22,"otter",-168.74267,68.77142,53,2.5,0.04651482,"Bering flounder",92.6371423129231,1
1990,8,16,1990-08-16,"otter",-168.789835,71.890085,49,-1.2,0.04305539,"Bering flounder",1.04516530915177,1
1990,8,22,1990-08-22,"otter",-168.806585,68.65225,53,2.1,0.047982,"Bering flounder",122.900254262015,1
1990,8,16,1990-08-16,"otter",-168.820585,71.93308,51,-1.2,0.0423176,"Bering flounder",1.0633873376562,1
1990,8,22,1990-08-22,"otter",-168.83,68.58658,51,2.1,0.04808718,"Bering flounder",221.659910188121,1
1990,8,22,1990-08-22,"otter",-168.83142,68.696415,53,2.1,0.04844302,"Bering flounder",131.081835938387,1
1990,8,24,1990-08-24,"otter",-168.83658,69.18492,49,2.2,0.0417783,"Bering flounder",52.1083911983015,1
2012,8,24,2012-08-24,"beam",-157.401215,71.51999,89,-1.7,0.000485255,"Arctic cod",86.5524311959691,1
2012,9,5,2012-09-05,"beam",-159.02971,71.50226,52,-1.7,0.000282125,"Arctic cod",14.1781125387683,1
2012,9,7,2012-09-07,"beam",-160.23024,72.4851,46,-1.4,0.000336293,"Arctic cod",29.7359742843294,1
2012,9,8,2012-09-08,"beam",-161.904175,72.49981,43,-1.2,0.000302438,"Arctic cod",79.355107493106,1
2012,9,11,2012-09-11,"beam",-162.2467,72.026625,28,-1.6,0.000471713,"Arctic cod",12.7195985694691,1
2012,8,25,2012-08-25,"beam",-162.2938,70.9924,44,1.9,0.000873459,"Arctic cod",18.3179748562898,1
2012,8,16,2012-08-16,"beam",-163.311565,66.98029,13,10.6,0.000482998,"Arctic cod",0,1
2012,9,11,2012-09-11,"beam",-163.64705,72.001565,39,-1.1,0.00027084,"Arctic cod",310.146211785556,1
2012,9,12,2012-09-12,"beam",-163.81569,71.49297,44,-1.1,0.000507825,"Arctic cod",35.4452813469207,1
2012,8,25,2012-08-25,"beam",-164.00121,70.5042,42,6.1,0.000462685,"Arctic cod",125.355263300085,1
2012,8,22,2012-08-22,"beam",-164.106215,70.003255,32,6.8,0.000561993,"Arctic cod",0,1
2012,9,12,2012-09-12,"beam",-165.345675,71.49975,42,-0.6,0.000372405,"Arctic cod",145.003423691948,1
2012,9,13,2012-09-13,"beam",-165.427025,70.996755,41,0.5,0.000343064,"Arctic cod",34.9788960660402,1
2012,8,26,2012-08-26,"beam",-165.60376,70.002515,41,5.4,0.000663558,"Arctic cod",0,1
2012,8,26,2012-08-26,"beam",-165.6554,69.496115,35,8.5,0.000458171,"Arctic cod",349.214594550943,1
2012,8,21,2012-08-21,"beam",-165.68324,68.997535,20,9.2,0.000537166,"Arctic cod",26.0627068727358,1
2012,9,9,2012-09-09,"beam",-165.817365,73.00034,59,-1.4,0.00027084,"Arctic cod",103.382070595185,1
2012,8,20,2012-08-20,"beam",-165.823275,67.998925,28,9.3,0.000458171,"Arctic cod",0,1
2012,8,17,2012-08-17,"beam",-165.87097,67.507755,NA,NA,0.000652273,"Arctic cod",0,1
2012,8,15,2012-08-15,"beam",-165.945765,66.993165,23,8.1,0.000469456,"Arctic cod",0,1
2012,9,10,2012-09-10,"beam",-166.8501,72.50724,50,-0.8,0.000390461,"Arctic cod",143.420213542454,1
2012,9,14,2012-09-14,"beam",-166.911445,72.00706,47,-0.8,0.000227957,"Arctic cod",78.9622604263085,1
2012,8,27,2012-08-27,"beam",-167.119,69.501725,46,5.4,0.000471713,"Arctic cod",46.6385280880535,1
2012,9,17,2012-09-17,"beam",-167.18165,67.49494,45,2.1,0.000336293,"Arctic cod",124.891091994184,1
2012,8,20,2012-08-20,"beam",-167.18585,68.010435,55,1.6,0.00072224,"Arctic cod",0,1
2012,9,17,2012-09-17,"beam",-167.21815,67.003825,38,2,0.000363377,"Arctic cod",522.87293912383,1
2012,8,14,2012-08-14,"beam",-167.262825,66.00764,15,9.7,0.000279868,"Arctic cod",0,1
2012,8,27,2012-08-27,"beam",-168.4792,69.494025,51,4,0.000507825,"Arctic cod",19.6918229705115,1
2012,9,16,2012-09-16,"beam",-168.481775,70.00402,43,0.6,0.000255041,"Arctic cod",7.84187640418599,1
2012,9,18,2012-09-18,"beam",-168.496375,66.496455,52,1.8,0.000672586,"Arctic cod",267.623768558965,1
2012,8,18,2012-08-18,"beam",-168.496715,66.999845,38,2.2,0.000464942,"Arctic cod",25.8096708836801,1
2012,8,28,2012-08-28,"beam",-168.49775,68.99786,52,2,0.000485255,"Arctic cod",53.5800764546476,1
2012,8,19,2012-08-19,"beam",-168.498165,67.503195,48,1.3,0.000559736,"Arctic cod",553.832521045636,1
2012,9,15,2012-09-15,"beam",-168.498775,70.49414,39,0.1,0.000306952,"Arctic cod",6.51567671818395,1
2012,8,28,2012-08-28,"beam",-168.498985,68.501435,51,2.3,0.000462685,"Arctic cod",0,1
2012,9,15,2012-09-15,"beam",-168.50144,70.99504,46,0,0.000279868,"Arctic cod",164.363199794189,1
2012,8,19,2012-08-19,"beam",-168.50541,67.996185,57,1.5,0.000537166,"Arctic cod",264.35031256632,1
2012,9,18,2012-09-18,"beam",-168.510275,66.00607,54,1.1,0.000404003,"Arctic cod",49.5045828867607,1
2012,9,14,2012-09-14,"beam",-168.511275,71.50636,48,-0.3,0.000266326,"Arctic cod",67.5863415513318,1
2012,9,6,2012-09-06,"otter",-157.172125,71.99015,84,-1.6,0.02169268,"Arctic cod",15.3968988617358,1
2012,8,24,2012-08-24,"otter",-157.39841,71.5207,88,-1.7,0.01732544,"Arctic cod",39.594954009826,1
2012,8,24,2012-08-24,"otter",-157.57224,71.104165,32,7.6,0.01135461,"Arctic cod",396.490940684004,1
2012,9,7,2012-09-07,"otter",-158.45405,72.48095,57,-1.6,0.023268,"Arctic cod",28.4510916279869,1
2012,9,6,2012-09-06,"otter",-158.824175,72.01154,50,-1.7,0.01403574,"Arctic cod",19.2366059787371,1
2012,8,24,2012-08-24,"otter",-159.019835,71.00631,NA,NA,0.01845725,"Arctic cod",224.627179021794,1
2012,9,5,2012-09-05,"otter",-159.038755,71.5014,50,-1.7,0.02114726,"Arctic cod",13.0513362014748,1
1990,9,7,1990-09-07,"otter",-160.444585,70.821165,53,NA,0.0461624,"Arctic cod",46.184773755264,1
2012,9,7,2012-09-07,"otter",-160.48704,72.000835,35,-1.7,0.01896165,"Arctic cod",63.7075360002953,1
2012,9,5,2012-09-05,"otter",-160.584125,71.50682,44,-1.7,0.02155048,"Arctic cod",54.4767448335258,1
1990,9,7,1990-09-07,"otter",-160.882665,70.937085,53,-0.6,0.02003904,"Arctic cod",9.03236881607103,1
2012,8,23,2012-08-23,"otter",-160.890035,70.99316,42,1.7,0.01802111,"Arctic cod",23.9718863044507,1
1990,9,7,1990-09-07,"otter",-160.937415,70.953585,49,-0.6,0.02089535,"Arctic cod",6.50862512472871,1
2012,8,23,2012-08-23,"otter",-160.94149,70.49944,18,9.2,0.01869,"Arctic cod",98.12734082397,1
1990,9,9,1990-09-09,"otter",-161.37075,70.54417,27,3.9,0.0244337,"Arctic cod",5.56608291007911,1
1990,9,9,1990-09-09,"otter",-161.45758,70.53025,27,3.9,0.02242928,"Arctic cod",4.05719666436016,1
1990,9,9,1990-09-09,"otter",-161.529085,70.67783,40,2.2,0.02220282,"Arctic cod",30.6267402068746,1
