"region","gear","common_name","Omega1","Epsilon1","Omega2","Epsilon2","obs_model","status","max_grad","rrmse","aic"
"chukchi","otter","jellyfishes",0,0,0,0,"PosLink","confirm_gradient",3.54645676640473e-11,1.699,1780.88370853093
"chukchi","otter","jellyfishes",1,0,0,0,"PosLink","confirm_gradient",9.26505061560334e-09,1.34,1765.98183767289
"chukchi","otter","jellyfishes",0,1,0,0,"PosLink","confirm_gradient",1.17877330119143e-09,1.268,1768.1437654621
"chukchi","otter","jellyfishes",1,1,0,0,"PosLink","confirm_gradient",2.36594518310262e-07,1.264,1766.94763241244
"chukchi","otter","jellyfishes",0,0,1,0,"PosLink","confirm_gradient",2.22610951894353e-09,1.553,1782.60417291161
"chukchi","otter","jellyfishes",1,0,1,0,"PosLink",NA,NA,NA,NA
"chukchi","otter","jellyfishes",0,1,1,0,"PosLink","confirm_gradient",2.10608841477722e-09,1.257,1772.04570808191
"chukchi","otter","jellyfishes",1,1,1,0,"PosLink","confirm_gradient",1.94526667157877e-10,1.264,1770.94763241253
"chukchi","otter","jellyfishes",0,0,0,1,"PosLink","confirm_gradient",3.74374580502934e-08,1.517,1782.50855436219
"chukchi","otter","jellyfishes",1,0,0,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","jellyfishes",0,1,0,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","jellyfishes",1,1,0,1,"PosLink","confirm_gradient",6.4923358544111e-07,1.264,1770.94763241284
"chukchi","otter","jellyfishes",0,0,1,1,"PosLink","confirm_gradient",1.70884695283036e-08,1.51,1784.03965699412
"chukchi","otter","jellyfishes",1,0,1,1,"PosLink","confirm_gradient",9.86745762876495e-09,1.281,1771.594068514
"chukchi","otter","jellyfishes",0,1,1,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","jellyfishes",1,1,1,1,"PosLink",NA,NA,NA,NA
"chukchi","otter","jellyfishes",0,0,0,0,"Log_Delta","confirm_gradient",2.42071428957123e-11,2.277,1801.3173909156
"chukchi","otter","jellyfishes",1,0,0,0,"Log_Delta","confirm_gradient",2.91701223176233e-08,2.118,1791.99010555842
"chukchi","otter","jellyfishes",0,1,0,0,"Log_Delta","confirm_gradient",0.0330090345449943,2.334,1768.77436149581
"chukchi","otter","jellyfishes",1,1,0,0,"Log_Delta","confirm_gradient",0.0330185988868887,2.334,1770.77439056562
"chukchi","otter","jellyfishes",0,0,1,0,"Log_Delta","confirm_gradient",1.01991497480808e-09,1.413,1798.99354915431
"chukchi","otter","jellyfishes",1,0,1,0,"Log_Delta","confirm_gradient",2.78648304430362e-09,1.726,1789.66626379474
"chukchi","otter","jellyfishes",0,1,1,0,"Log_Delta","confirm_gradient",0.0330118144406448,1.89,1766.45052010932
