"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1990,1,1,5028.86523979176,0.290705783549981,1461.92020990093
1991,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
1992,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
1993,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
1994,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
1995,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
1996,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
1997,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
1998,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
1999,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
2000,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
2001,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
2002,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
2003,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
2004,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
2005,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
2006,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
2007,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
2008,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
2009,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
2010,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
2011,1,1,5.91739066103652e-07,0.462578956107139,2.7372603948604e-07
2012,1,1,42080.4231215963,0.18181837249436,7650.99404584266
